"FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","P2_3","FAC_HOG"
4424,12,1,2,4,1,2,44,59,768,2,1005
4424,12,1,1,4,1,1,49,59,768,1,1005
4424,12,1,3,4,1,1,20,59,768,3,1005
4425,13,1,2,4,1,1,59,59,768,2,1005
4425,13,1,1,4,1,2,58,59,768,1,1005
4426,14,1,5,4,1,2,0,59,768,3,1005
4426,14,1,2,4,1,1,34,59,768,2,1005
4426,14,1,3,4,1,2,11,59,768,3,1005
4426,14,1,4,4,1,1,8,59,768,3,1005
4426,14,1,1,4,1,2,33,59,768,1,1005
4427,15,1,8,4,1,2,0,59,768,3,1005
4427,15,1,7,4,1,2,21,59,768,5,1005
4427,15,1,6,4,1,2,9,59,768,3,1005
4427,15,1,5,4,1,1,14,59,768,3,1005
4427,15,1,4,4,1,1,16,59,768,3,1005
4427,15,1,1,4,1,1,49,59,768,1,1005
4427,15,1,3,4,1,1,23,59,768,3,1005
4427,15,1,2,4,1,2,42,59,768,2,1005
4428,16,1,1,4,1,1,20,59,768,1,1005
4429,17,1,1,4,1,1,59,59,768,1,1005
4430,18,1,4,4,1,1,10,59,768,3,1005
4430,18,1,3,4,1,2,12,59,768,3,1005
4430,18,1,2,4,1,2,27,59,768,2,1005
4430,18,1,1,4,1,1,33,59,768,1,1005
4430,18,1,5,4,1,2,8,59,768,3,1005
4431,19,1,1,4,1,1,68,59,768,1,1005
4431,19,1,2,4,1,2,61,59,768,2,1005
4432,20,1,1,4,1,1,76,59,768,1,1005
4432,20,1,2,4,1,2,68,59,768,2,1005
4433,1,1,1,4,1,2,43,60,769,1,1132
4433,1,1,2,4,1,2,23,60,769,3,1132
4433,1,1,3,4,1,2,1,60,769,4,1132
4434,2,1,4,4,1,1,14,60,769,3,1132
4434,2,1,3,4,1,1,16,60,769,3,1132
4434,2,1,2,4,1,2,35,60,769,2,1132
4434,2,1,1,4,1,1,42,60,769,1,1132
4434,2,1,5,4,1,1,22,60,769,5,1132
4434,2,1,6,4,1,2,56,60,769,5,1132
4435,3,1,1,4,1,2,44,60,769,1,1132
4435,3,1,2,4,1,1,2,60,769,3,1132
4436,4,1,1,4,1,2,26,60,769,1,1132
4436,4,1,2,4,1,2,7,60,769,3,1132
4436,4,1,3,4,1,2,6,60,769,3,1132
4436,4,1,4,4,1,1,5,60,769,3,1132
4436,4,1,5,4,1,2,4,60,769,3,1132
4437,5,1,1,4,1,1,63,60,769,1,1132
4437,5,1,5,4,1,2,4,60,769,4,1132
4437,5,1,4,4,1,2,16,60,769,3,1132
4437,5,1,3,4,1,2,34,60,769,3,1132
4437,5,1,2,4,1,1,36,60,769,5,1132
4438,6,1,2,4,1,1,13,60,769,3,1132
4438,6,1,1,4,1,2,40,60,769,1,1132
4438,6,1,3,4,1,1,9,60,769,3,1132
4439,7,1,1,4,1,1,70,60,769,1,1132
4440,8,1,4,4,1,1,4,60,769,3,1132
4440,8,1,2,4,1,2,24,60,769,2,1132
4440,8,1,3,4,1,2,6,60,769,3,1132
4440,8,1,1,4,1,1,30,60,769,1,1132
4441,9,1,1,4,1,2,64,60,769,1,1132
4441,9,1,2,4,1,2,34,60,769,3,1132
4441,9,1,3,4,1,1,11,60,769,4,1132
4441,9,1,4,4,1,2,3,60,769,4,1132
4442,10,1,1,4,1,1,67,60,769,1,1132
4442,10,1,3,4,1,2,32,60,769,3,1132
4442,10,1,4,4,1,1,12,60,769,4,1132
4442,10,1,5,4,1,1,8,60,769,4,1132
4442,10,1,6,4,1,1,0,60,769,4,1132
4442,10,1,2,4,1,2,65,60,769,2,1132
4443,11,1,3,4,1,1,24,60,769,3,1132
4443,11,1,4,4,1,1,22,60,769,3,1132
4443,11,1,5,4,1,2,14,60,769,3,1132
4443,11,1,2,4,1,2,49,60,769,2,1132
4443,11,1,1,4,1,1,49,60,769,1,1132
4444,12,1,4,4,1,1,13,60,769,3,1132
4444,12,1,3,4,1,1,19,60,769,3,1132
4444,12,1,2,4,1,2,53,60,769,2,1132
4444,12,1,5,4,1,2,11,60,769,3,1132
4444,12,1,1,4,1,1,53,60,769,1,1132
4445,13,1,3,4,1,1,8,60,769,3,1132
4445,13,1,4,4,1,1,3,60,769,3,1132
4445,13,1,1,4,1,2,28,60,769,1,1132
4445,13,1,2,4,1,1,11,60,769,3,1132
4446,14,1,5,4,1,1,6,60,769,3,1132
4446,14,1,4,4,1,1,10,60,769,3,1132
4446,14,1,3,4,1,2,13,60,769,3,1132
4446,14,1,2,4,1,2,38,60,769,2,1132
4446,14,1,1,4,1,1,44,60,769,1,1132
4446,14,1,6,4,1,1,3,60,769,3,1132
4447,15,1,6,4,1,2,11,60,769,3,1132
4447,15,1,5,4,1,2,19,60,769,3,1132
4447,15,1,3,4,1,2,78,60,769,5,1132
4447,15,1,4,4,1,1,14,60,769,3,1132
4447,15,1,1,4,1,1,42,60,769,1,1132
4447,15,1,2,4,1,2,41,60,769,2,1132
4448,16,1,2,4,1,2,41,60,769,2,1132
4448,16,1,1,4,1,1,43,60,769,1,1132
4448,16,1,3,4,1,1,10,60,769,3,1132
4448,16,1,4,4,1,2,13,60,769,3,1132
4449,17,1,1,4,1,2,70,60,769,1,1132
4450,19,1,1,4,1,2,28,60,769,1,1132
4450,19,1,2,4,1,1,32,60,769,2,1132
4450,19,1,6,4,1,1,6,60,769,3,1132
4450,19,1,4,4,1,2,10,60,769,3,1132
4450,19,1,5,4,1,2,7,60,769,3,1132
4450,19,1,3,4,1,2,65,60,769,5,1132
4451,20,1,1,4,1,1,54,60,769,1,1132
4451,20,1,2,4,1,2,45,60,769,2,1132
4451,20,1,3,4,1,2,21,60,769,3,1132
4451,20,1,4,4,1,2,18,60,769,3,1132
4451,20,1,5,4,1,2,16,60,769,3,1132
4451,20,1,6,4,1,1,13,60,769,3,1132
4452,1,1,1,4,1,1,43,60,770,1,906
4452,1,1,5,4,1,2,8,60,770,3,906
4452,1,1,4,4,1,1,13,60,770,3,906
4452,1,1,3,4,1,1,17,60,770,3,906
4452,1,1,2,4,1,2,43,60,770,2,906
4453,2,1,2,4,1,2,62,60,770,2,906
4453,2,1,1,4,1,1,65,60,770,1,906
4453,2,1,3,4,1,1,32,60,770,3,906
4454,3,1,4,4,1,2,11,60,770,3,906
4454,3,1,1,4,1,1,37,60,770,1,906
4454,3,1,2,4,1,2,33,60,770,2,906
4454,3,1,3,4,1,2,14,60,770,3,906
4454,3,1,5,4,1,1,6,60,770,3,906
4455,4,1,4,4,1,1,22,60,770,3,906
4455,4,1,3,4,1,2,50,60,770,2,906
4455,4,1,5,4,1,2,17,60,770,3,906
4455,4,1,2,4,1,1,46,60,770,1,906
4456,5,1,4,4,1,1,9,60,770,4,906
4456,5,1,5,4,1,1,6,60,770,4,906
4456,5,1,6,4,1,2,1,60,770,4,906
4456,5,1,3,4,1,2,24,60,770,3,906
4456,5,1,2,4,1,2,64,60,770,2,906
4456,5,1,1,4,1,1,72,60,770,1,906
4457,6,1,2,4,1,2,49,60,770,2,906
4457,6,1,1,4,1,1,46,60,770,1,906
4457,6,1,3,4,1,1,22,60,770,3,906
4458,7,1,4,4,1,1,2,60,770,3,906
4458,7,1,1,4,1,1,46,60,770,1,906
4458,7,1,2,4,1,2,23,60,770,2,906
4458,7,1,3,4,1,1,1,60,770,3,906
4459,8,1,1,4,1,1,25,60,770,1,906
4459,8,1,3,4,1,2,3,60,770,3,906
4459,8,1,2,4,1,2,22,60,770,2,906
4460,9,1,1,4,1,1,50,60,770,1,906
4460,9,1,2,4,1,2,33,60,770,2,906
4460,9,1,3,4,1,1,14,60,770,3,906
4460,9,1,4,4,1,2,12,60,770,3,906
4460,9,1,5,4,1,2,9,60,770,3,906
4460,9,1,6,4,1,2,6,60,770,3,906
4461,10,1,1,4,1,1,73,60,770,1,906
4461,10,1,2,4,1,1,48,60,770,3,906
4462,11,1,1,4,1,1,36,60,770,1,906
4463,12,1,1,4,1,1,68,60,770,1,906
4463,12,1,2,4,1,2,58,60,770,2,906
4464,13,1,1,4,1,2,85,60,770,1,906
4465,14,1,3,4,1,1,43,60,770,5,906
4465,14,1,2,4,1,2,63,60,770,2,906
4465,14,1,1,4,1,1,64,60,770,1,906
4466,16,1,4,4,1,1,5,60,770,3,906
4466,16,1,3,4,1,2,7,60,770,3,906
4466,16,1,2,4,1,2,30,60,770,2,906
4466,16,1,5,4,1,1,0,60,770,3,906
4466,16,1,1,4,1,1,35,60,770,1,906
4467,18,1,1,4,1,2,67,60,770,1,906
4467,18,1,3,4,1,2,19,60,770,4,906
4467,18,1,2,4,1,2,40,60,770,3,906
4468,19,1,3,4,1,1,18,60,770,3,906
4468,19,1,2,4,1,1,20,60,770,5,906
4468,19,1,1,4,1,2,43,60,770,1,906
4468,19,1,5,4,1,1,2,60,770,4,906
4468,19,1,4,4,1,2,16,60,770,3,906
4469,20,1,6,4,1,2,34,60,770,3,906
4469,20,1,7,4,1,2,31,60,770,3,906
4469,20,1,8,4,1,1,14,60,770,4,906
4469,20,1,9,4,1,2,13,60,770,4,906
4469,20,1,10,4,1,1,16,60,770,4,906
4469,20,1,11,4,1,1,17,60,770,4,906
4469,20,1,13,4,1,2,7,60,770,4,906
4469,20,1,12,4,1,1,11,60,770,4,906
4469,20,1,14,4,1,2,17,60,770,4,906
4469,20,1,4,4,1,1,43,60,770,3,906
4469,20,1,3,4,1,1,64,60,770,5,906
4469,20,1,2,4,1,2,62,60,770,2,906
4469,20,1,1,4,1,1,51,60,770,1,906
4469,20,1,5,4,1,1,38,60,770,3,906
4470,21,1,15,4,1,2,0,60,770,4,906
4470,21,1,7,4,1,2,14,60,770,3,906
4470,21,1,13,4,1,2,7,60,770,4,906
4470,21,1,12,4,1,1,4,60,770,4,906
4470,21,1,11,4,1,2,15,60,770,5,906
4470,21,1,10,4,1,1,98,60,770,5,906
4470,21,1,9,4,1,1,26,60,770,5,906
4470,21,1,8,4,1,2,8,60,770,3,906
4470,21,1,1,4,1,2,41,60,770,1,906
4470,21,1,2,4,1,2,21,60,770,3,906
4470,21,1,3,4,1,2,19,60,770,3,906
4470,21,1,4,4,1,1,18,60,770,3,906
4470,21,1,5,4,1,2,16,60,770,3,906
4470,21,1,6,4,1,2,15,60,770,3,906
4470,21,1,14,4,1,2,2,60,770,4,906
4471,22,1,6,4,1,1,3,60,770,3,906
4471,22,1,5,4,1,1,5,60,770,3,906
4471,22,1,4,4,1,1,8,60,770,3,906
4471,22,1,3,4,1,2,10,60,770,3,906
4471,22,1,2,4,1,2,15,60,770,3,906
4471,22,1,1,4,1,2,29,60,770,1,906
4472,1,1,3,4,1,2,23,60,771,3,818
4472,1,1,4,4,1,2,22,60,771,3,818
4472,1,1,5,4,1,2,14,60,771,3,818
4472,1,1,1,4,1,1,45,60,771,1,818
4472,1,1,2,4,1,2,45,60,771,2,818
4473,2,1,2,4,1,2,26,60,771,2,818
4473,2,1,4,4,1,2,6,60,771,3,818
4473,2,1,3,4,1,2,10,60,771,3,818
4473,2,1,1,4,1,1,37,60,771,1,818
4474,3,1,10,4,1,2,9,60,771,4,818
4474,3,1,11,4,1,1,10,60,771,4,818
4474,3,1,8,4,1,1,27,60,771,3,818
4474,3,1,7,4,1,2,29,60,771,5,818
4474,3,1,3,4,1,1,38,60,771,3,818
4474,3,1,2,4,1,2,59,60,771,2,818
4474,3,1,1,4,1,1,59,60,771,1,818
4475,4,1,3,4,1,2,11,60,771,4,818
4475,4,1,2,4,1,2,7,60,771,4,818
4475,4,1,1,4,1,2,53,60,771,1,818
4476,5,1,1,4,1,1,64,60,771,1,818
4477,7,1,1,4,1,1,55,60,771,1,818
4477,7,1,4,4,1,2,17,60,771,3,818
4477,7,1,3,4,1,1,18,60,771,3,818
4477,7,1,2,4,1,2,55,60,771,2,818
4478,8,1,7,4,1,1,40,60,771,5,818
4478,8,1,6,4,1,2,5,60,771,3,818
4478,8,1,5,4,1,2,11,60,771,3,818
4478,8,1,2,4,1,2,36,60,771,2,818
4478,8,1,3,4,1,2,67,60,771,5,818
4478,8,1,4,4,1,2,13,60,771,3,818
4478,8,1,1,4,1,1,37,60,771,1,818
4479,9,1,1,4,1,2,77,60,771,1,818
4479,9,1,2,4,1,2,60,60,771,3,818
4479,9,1,3,4,1,1,26,60,771,4,818
4480,10,1,1,4,1,1,98,60,771,1,818
4480,10,1,2,4,1,2,99,60,771,2,818
4480,10,1,3,4,1,2,24,60,771,3,818
4480,10,1,4,4,1,2,19,60,771,3,818
4480,10,1,5,4,1,1,30,60,771,5,818
4480,10,1,7,4,1,2,1,60,771,3,818
4480,10,1,6,4,1,1,4,60,771,4,818
4481,11,1,3,4,1,2,16,60,771,3,818
4481,11,1,2,4,1,1,18,60,771,3,818
4481,11,1,1,4,1,2,46,60,771,1,818
4482,12,1,1,4,1,1,66,60,771,1,818
4482,12,1,2,4,1,2,62,60,771,2,818
4482,12,1,8,4,1,1,9,60,771,4,818
4482,12,1,9,4,1,1,7,60,771,4,818
4482,12,1,3,4,1,1,44,60,771,5,818
4482,12,1,7,4,1,2,11,60,771,4,818
4482,12,1,6,4,1,1,13,60,771,4,818
4482,12,1,5,4,1,1,15,60,771,4,818
4482,12,1,4,4,1,2,36,60,771,3,818
4483,14,1,1,4,1,1,69,60,771,1,818
4484,15,1,5,4,1,1,0,60,771,3,818
4484,15,1,2,4,1,2,29,60,771,2,818
4484,15,1,4,4,1,2,5,60,771,3,818
4484,15,1,3,4,1,2,8,60,771,3,818
4484,15,1,1,4,1,1,39,60,771,1,818
4485,16,1,6,4,1,2,11,60,771,3,818
4485,16,2,3,4,1,1,39,60,771,3,818
4485,16,2,2,4,1,2,67,60,771,2,818
4485,16,2,1,4,1,1,62,60,771,1,818
4485,16,2,4,4,1,1,36,60,771,3,818
4485,16,1,3,4,1,2,38,60,771,1,818
4485,16,1,4,4,1,1,44,60,771,2,818
4485,16,1,5,4,1,1,14,60,771,3,818
4486,17,1,5,4,1,2,23,60,771,3,818
4486,17,1,1,4,1,2,46,60,771,1,818
4486,17,1,4,4,1,2,24,60,771,3,818
4486,17,1,3,4,1,1,26,60,771,3,818
4486,17,1,2,4,1,1,48,60,771,2,818
4487,18,1,5,4,1,2,3,60,771,3,818
4487,18,1,3,4,1,1,17,60,771,3,818
4487,18,1,4,4,1,1,14,60,771,3,818
4487,18,1,1,4,1,1,38,60,771,1,818
4487,18,1,2,4,1,2,36,60,771,2,818
4488,19,1,2,4,1,2,63,60,771,3,818
4488,19,1,1,4,1,2,84,60,771,1,818
4489,20,1,3,4,1,1,27,60,771,3,818
4489,20,1,2,4,1,2,42,60,771,2,818
4489,20,1,1,4,1,1,42,60,771,1,818
4489,20,1,4,4,1,2,21,60,771,5,818
4489,20,1,5,4,1,1,5,60,771,4,818
4489,20,1,6,4,1,2,1,60,771,4,818
4490,1,1,2,4,1,2,51,60,772,2,1059
4490,1,1,1,4,1,1,52,60,772,1,1059
4490,1,1,4,4,1,2,10,60,772,4,1059
4490,1,1,3,4,1,1,27,60,772,3,1059
4491,2,1,1,4,1,1,48,60,772,1,1059
4491,2,1,3,4,1,1,13,60,772,3,1059
4491,2,1,2,4,1,2,46,60,772,2,1059
4492,4,1,2,4,1,1,21,60,772,3,1059
4492,4,1,1,4,1,2,55,60,772,1,1059
4493,5,1,1,4,1,1,68,60,772,1,1059
4493,5,1,2,4,1,2,67,60,772,2,1059
4494,6,1,2,4,1,2,21,60,772,2,1059
4494,6,1,3,4,1,2,1,60,772,3,1059
4494,6,1,1,4,1,1,23,60,772,1,1059
4495,8,1,5,4,1,1,3,60,772,4,1059
4495,8,1,4,4,1,2,4,60,772,4,1059
4495,8,1,3,4,1,2,21,60,772,3,1059
4495,8,1,1,4,1,2,52,60,772,1,1059
4495,8,1,2,4,1,1,53,60,772,2,1059
4496,9,1,1,4,1,2,83,60,772,1,1059
4497,10,1,2,4,1,2,23,60,772,2,1059
4497,10,1,3,4,1,2,7,60,772,3,1059
4497,10,1,4,4,1,1,0,60,772,3,1059
4497,10,1,1,4,1,1,24,60,772,1,1059
4498,12,1,2,4,1,1,39,60,772,2,1059
4498,12,1,3,4,1,1,8,60,772,3,1059
4498,12,1,4,4,1,1,5,60,772,3,1059
4498,12,1,5,4,1,2,2,60,772,3,1059
4498,12,1,1,4,1,2,31,60,772,1,1059
4499,13,1,1,4,1,1,58,60,772,1,1059
4499,13,1,2,4,1,1,49,60,772,5,1059
4500,14,1,2,4,1,2,58,60,772,2,1059
4500,14,1,3,4,1,2,20,60,772,3,1059
4500,14,1,1,4,1,1,57,60,772,1,1059
4501,15,1,4,4,1,2,18,60,772,4,1059
4501,15,1,5,4,1,1,15,60,772,4,1059
4501,15,1,6,4,1,1,12,60,772,4,1059
4501,15,1,7,4,1,1,11,60,772,4,1059
4501,15,1,3,4,1,2,35,60,772,3,1059
4501,15,1,2,4,1,1,67,60,772,2,1059
4501,15,1,1,4,1,2,56,60,772,1,1059
4501,15,1,8,4,1,2,10,60,772,4,1059
4502,16,1,1,4,1,2,34,60,772,1,1059
4502,16,1,2,4,1,1,37,60,772,2,1059
4502,16,1,3,4,1,2,12,60,772,3,1059
4502,16,1,4,4,1,2,8,60,772,3,1059
4502,16,1,5,4,1,1,6,60,772,3,1059
4502,16,1,6,4,1,1,65,60,772,5,1059
4503,17,1,1,4,1,1,41,60,772,1,1059
4503,17,1,2,4,1,2,17,60,772,3,1059
4503,17,1,3,4,1,1,35,60,772,5,1059
4503,17,1,4,4,1,1,13,60,772,3,1059
4504,18,1,2,4,1,2,25,60,772,2,1059
4504,18,1,1,4,1,1,27,60,772,1,1059
4504,18,1,3,4,1,2,0,60,772,3,1059
4504,18,1,4,4,1,1,8,60,772,3,1059
4505,20,1,3,4,1,1,11,60,772,3,1059
4505,20,1,2,4,1,2,42,60,772,2,1059
4505,20,1,1,4,1,1,47,60,772,1,1059
4505,20,1,4,4,1,2,9,60,772,3,1059
4505,20,2,1,4,1,1,19,60,772,1,1059
4505,20,2,2,4,1,2,20,60,772,2,1059
4505,20,2,3,4,1,1,2,60,772,3,1059
4506,1,1,3,4,1,2,13,59,773,3,1139
4506,1,1,2,4,1,2,27,59,773,2,1139
4506,1,1,1,4,1,1,33,59,773,1,1139
4506,1,1,4,4,1,2,8,59,773,3,1139
4506,1,1,5,4,1,1,1,59,773,3,1139
4507,2,1,1,4,1,1,27,59,773,1,1139
4507,2,1,2,4,1,2,30,59,773,2,1139
4507,2,1,3,4,1,1,13,59,773,3,1139
4507,2,1,4,4,1,1,10,59,773,3,1139
4507,2,1,5,4,1,2,6,59,773,3,1139
4507,2,1,6,4,1,2,3,59,773,3,1139
4508,3,1,1,4,1,1,68,59,773,1,1139
4508,3,1,2,4,1,1,23,59,773,3,1139
4508,3,1,3,4,1,2,27,59,773,3,1139
4508,3,1,4,4,1,2,2,59,773,4,1139
4509,4,1,1,4,1,1,32,59,773,1,1139
4509,4,1,2,4,1,2,20,59,773,2,1139
4509,4,1,3,4,1,2,6,59,773,3,1139
4509,4,1,4,4,1,1,1,59,773,3,1139
4510,5,1,1,4,1,1,99,59,773,1,1139
4510,5,1,2,4,1,2,57,59,773,2,1139
4510,5,1,3,4,1,2,17,59,773,4,1139
4510,5,1,4,4,1,1,9,59,773,4,1139
4511,6,1,1,4,1,1,52,59,773,1,1139
4511,6,1,2,4,1,2,47,59,773,2,1139
4511,6,1,3,4,1,2,27,59,773,3,1139
4511,6,1,4,4,1,2,15,59,773,3,1139
4511,6,1,5,4,1,1,5,59,773,4,1139
4512,7,1,2,4,1,2,47,59,773,2,1139
4512,7,1,1,4,1,1,54,59,773,1,1139
4512,7,1,3,4,1,1,17,59,773,3,1139
4512,7,1,4,4,1,2,27,59,773,3,1139
4512,7,1,5,4,1,2,6,59,773,4,1139
4512,7,1,6,4,1,1,3,59,773,4,1139
4513,8,1,2,4,1,2,50,59,773,2,1139
4513,8,1,1,4,1,1,62,59,773,1,1139
4514,9,1,4,4,1,1,1,59,773,3,1139
4514,9,1,1,4,1,2,22,59,773,1,1139
4514,9,1,2,4,1,1,27,59,773,2,1139
4514,9,1,3,4,1,2,2,59,773,3,1139
4515,10,1,4,4,1,2,10,59,773,3,1139
4515,10,1,2,4,1,2,40,59,773,2,1139
4515,10,1,3,4,1,1,12,59,773,3,1139
4515,10,1,1,4,1,1,53,59,773,1,1139
4516,11,1,1,4,1,1,66,59,773,1,1139
4517,12,1,1,4,1,1,24,59,773,1,1139
4517,12,1,2,4,1,2,15,59,773,2,1139
4518,13,1,2,4,1,2,30,59,773,2,1139
4518,13,1,3,4,1,2,10,59,773,3,1139
4518,13,1,4,4,1,1,8,59,773,3,1139
4518,13,1,5,4,1,1,0,59,773,3,1139
4518,13,1,1,4,1,1,31,59,773,1,1139
4519,14,1,1,4,1,1,99,59,773,1,1139
4519,14,1,2,4,1,2,29,59,773,2,1139
4519,14,1,3,4,1,2,9,59,773,3,1139
4519,14,1,4,4,1,2,5,59,773,3,1139
4520,15,1,2,4,1,1,25,59,773,3,1139
4520,15,1,1,4,1,2,62,59,773,1,1139
4520,15,1,3,4,1,1,19,59,773,3,1139
4521,16,1,1,4,1,2,38,59,773,1,1139
4521,16,1,2,4,1,1,17,59,773,3,1139
4522,17,1,1,4,1,1,38,59,773,1,1139
4522,17,1,2,4,1,2,29,59,773,2,1139
4522,17,1,3,4,1,1,8,59,773,3,1139
4522,17,1,4,4,1,1,2,59,773,3,1139
4523,18,1,1,4,1,1,44,59,773,1,1139
4523,18,1,6,4,1,2,1,59,773,3,1139
4523,18,1,5,4,1,1,8,59,773,3,1139
4523,18,1,4,4,1,2,11,59,773,3,1139
4523,18,1,3,4,1,2,16,59,773,3,1139
4523,18,1,2,4,1,2,33,59,773,2,1139
4524,19,1,3,4,1,1,12,59,773,3,1139
4524,19,1,2,4,1,2,33,59,773,2,1139
4524,19,1,1,4,1,1,38,59,773,1,1139
4524,19,1,4,4,1,1,11,59,773,3,1139
4524,19,1,5,4,1,2,9,59,773,3,1139
4525,20,1,2,4,1,2,79,59,773,5,1139
4525,20,1,1,4,1,1,57,59,773,1,1139
4525,20,1,3,4,1,1,70,59,773,6,1139
4525,20,1,6,4,1,2,1,59,773,4,1139
4525,20,1,5,4,1,2,26,59,773,5,1139
4525,20,1,4,4,1,1,26,59,773,3,1139
4526,1,1,2,4,1,2,48,59,774,2,862
4526,1,1,5,4,1,2,16,59,774,3,862
4526,1,1,4,4,1,1,17,59,774,3,862
4526,1,1,3,4,1,2,21,59,774,3,862
4526,1,1,1,4,1,1,45,59,774,1,862
4527,2,1,3,4,1,2,23,59,774,3,862
4527,2,1,2,4,1,2,49,59,774,2,862
4527,2,1,1,4,1,1,50,59,774,1,862
4528,3,1,4,4,1,1,6,59,774,3,862
4528,3,1,5,4,1,1,19,59,774,5,862
4528,3,1,3,4,1,1,3,59,774,3,862
4528,3,1,6,4,1,1,15,59,774,5,862
4528,3,1,1,4,1,1,26,59,774,1,862
4528,3,1,2,4,1,2,25,59,774,2,862
4529,4,1,2,4,1,2,50,59,774,2,862
4529,4,1,3,4,1,1,29,59,774,5,862
4529,4,1,4,4,1,2,26,59,774,3,862
4529,4,1,1,4,1,1,52,59,774,1,862
4529,4,1,5,4,1,1,20,59,774,3,862
4529,4,1,6,4,1,2,4,59,774,4,862
4530,5,1,2,4,1,2,52,59,774,2,862
4530,5,1,1,4,1,1,55,59,774,1,862
4531,6,1,1,4,1,1,36,59,774,1,862
4531,6,1,2,4,1,2,38,59,774,2,862
4532,7,1,3,4,1,1,27,59,774,3,862
4532,7,1,2,4,1,2,47,59,774,2,862
4532,7,1,1,4,1,1,51,59,774,1,862
4532,7,1,4,4,1,1,25,59,774,3,862
4532,7,1,10,4,1,2,8,59,774,4,862
4532,7,1,5,4,1,2,19,59,774,3,862
4532,7,1,6,4,1,2,23,59,774,3,862
4532,7,1,7,4,1,1,34,59,774,5,862
4532,7,1,8,4,1,1,2,59,774,4,862
4532,7,1,9,4,1,1,2,59,774,3,862
4533,8,1,1,4,1,1,25,59,774,1,862
4533,8,1,2,4,1,2,20,59,774,2,862
4534,9,1,1,4,1,2,52,59,774,1,862
4534,9,1,2,4,1,2,10,59,774,3,862
4535,10,1,1,4,1,2,41,59,774,1,862
4535,10,1,2,4,1,2,5,59,774,3,862
4536,11,1,1,4,1,1,25,59,774,1,862
4536,11,1,2,4,1,2,19,59,774,2,862
4536,11,1,3,4,1,1,10,59,774,5,862
4536,11,1,4,4,1,2,1,59,774,3,862
4537,12,1,1,4,1,1,51,59,774,1,862
4537,12,1,2,4,1,2,46,59,774,2,862
4537,12,1,6,4,1,2,0,59,774,4,862
4537,12,1,5,4,1,2,15,59,774,3,862
4537,12,1,4,4,1,2,25,59,774,5,862
4537,12,1,3,4,1,1,26,59,774,3,862
4538,13,1,2,4,1,1,52,59,774,3,862
4538,13,1,1,4,1,2,72,59,774,1,862
4539,14,1,1,4,1,1,63,59,774,1,862
4539,14,1,2,4,1,2,44,59,774,2,862
4540,15,1,3,4,1,1,16,59,774,3,862
4540,15,1,2,4,1,2,38,59,774,2,862
4540,15,1,1,4,1,1,40,59,774,1,862
4540,15,1,5,4,1,2,3,59,774,3,862
4540,15,1,4,4,1,2,10,59,774,3,862
4541,16,1,2,4,1,1,35,59,774,3,862
4541,16,1,1,4,1,1,65,59,774,1,862
4541,16,1,4,4,1,2,13,59,774,4,862
4541,16,1,3,4,1,2,30,59,774,5,862
4541,16,1,6,4,1,1,7,59,774,4,862
4541,16,1,5,4,1,2,11,59,774,4,862
4541,16,1,7,4,1,1,5,59,774,4,862
4541,16,1,8,4,1,2,4,59,774,4,862
4541,16,1,9,4,1,2,0,59,774,4,862
4541,16,1,11,4,1,2,27,59,774,3,862
4541,16,1,15,4,1,1,34,59,774,5,862
4541,16,1,13,4,1,1,6,59,774,4,862
4541,16,1,12,4,1,2,11,59,774,4,862
4542,17,1,1,4,1,1,34,59,774,1,862
4542,17,1,2,4,1,2,26,59,774,2,862
4542,17,1,3,4,1,1,9,59,774,3,862
4542,17,1,4,4,1,2,2,59,774,3,862
4543,18,1,1,4,1,2,60,59,774,1,862
4544,19,1,5,4,1,2,15,59,774,3,862
4544,19,1,4,4,1,2,14,59,774,4,862
4544,19,1,3,4,1,1,53,59,774,5,862
4544,19,1,1,4,1,1,63,59,774,1,862
4544,19,1,2,4,1,2,58,59,774,2,862
4545,20,1,1,4,1,1,58,59,774,1,862
4545,20,1,2,4,1,2,54,59,774,2,862
4545,20,1,3,4,1,2,14,59,774,4,862
4546,1,1,2,1,3,2,69,69,775,2,3510
4546,1,1,1,1,3,1,71,69,775,1,3510
4547,2,1,1,1,3,1,56,69,775,1,3510
4548,3,1,1,1,3,2,63,69,775,1,3510
4549,4,1,5,1,3,2,13,69,775,3,3510
4549,4,1,4,1,3,1,17,69,775,3,3510
4549,4,1,1,1,3,1,32,69,775,1,3510
4549,4,1,2,1,3,2,39,69,775,2,3510
4549,4,1,3,1,3,2,73,69,775,5,3510
4550,1,1,3,1,3,1,11,69,776,3,5684
4550,1,1,2,1,3,2,33,69,776,2,5684
4550,1,1,1,1,3,1,34,69,776,1,5684
4551,2,1,1,1,3,1,36,69,776,1,5684
4551,2,1,2,1,3,2,35,69,776,2,5684
4551,2,1,3,1,3,1,16,69,776,3,5684
4551,2,1,4,1,3,1,15,69,776,3,5684
4551,2,1,5,1,3,1,5,69,776,3,5684
4552,3,1,3,1,3,2,19,69,776,3,5684
4552,3,1,2,1,3,2,30,69,776,5,5684
4552,3,1,1,1,3,2,41,69,776,1,5684
4552,3,1,4,1,3,2,16,69,776,3,5684
4553,4,1,1,1,3,2,36,69,776,1,5684
4553,4,1,5,1,3,2,12,69,776,3,5684
