"P0_1","P0_2","P0_3","P0_4_1","P0_4_2","P1_1","P1_2","FOLIO","VIV_SEL","ID_ENT","FAC_VIV"
2,3,1,1,2,7,1,26584,5,3,688
3,3,2,1,1,9,1,26585,9,31,2598
3,6,2,1,2,1,1,26586,17,26,1939
1,2,0,2,2,1,1,26587,20,21,6756
3,4,1,1,2,6,1,26588,4,5,1313
3,8,2,1,1,3,1,26589,1,16,4767
1,4,1,2,1,1,1,26590,1,5,1581
3,6,2,2,1,4,1,26591,5,9,3053
1,2,1,1,1,2,1,26592,3,3,2797
1,3,1,1,1,3,1,26593,5,24,1189
2,3,1,1,2,6,1,26594,2,28,1684
2,3,1,2,1,4,1,26595,1,15,12524
1,3,1,2,1,1,1,26596,5,28,1669
2,3,1,1,1,4,1,26597,2,28,1850
3,3,1,2,2,1,1,26598,8,18,985
2,3,1,1,2,2,1,26599,11,24,1797
3,5,2,1,1,5,2,26600,2,30,6566
3,5,1,2,2,6,1,26601,4,11,4691
2,4,1,2,1,5,1,26602,5,9,4170
3,4,2,1,1,4,1,26603,5,30,7808
2,4,1,1,1,3,1,26604,3,2,2754
4,5,3,1,2,4,1,26605,3,3,746
2,4,1,1,1,8,1,26606,1,25,2587
2,3,1,2,1,5,1,26607,5,8,3385
1,3,1,2,1,2,1,26608,5,6,888
3,6,1,2,1,6,1,26609,3,1,1184
2,7,1,2,1,2,1,26610,1,32,1378
1,2,1,2,1,4,1,26611,3,5,1479
1,2,1,2,1,4,1,26612,11,5,1371
3,6,3,1,1,4,1,26613,2,4,771
2,2,1,1,1,4,1,26614,5,29,1028
2,5,1,1,1,2,1,26615,1,9,3883
2,3,1,2,1,6,1,26616,2,17,1504
1,3,1,1,1,1,1,26617,1,21,1696
4,8,6,1,1,5,1,26618,3,22,1991
2,3,1,2,1,5,1,26619,1,31,1987
1,2,0,2,1,3,1,26620,1,9,3213
2,5,2,1,1,3,1,26621,2,9,3756
2,3,0,2,2,1,1,26622,11,15,5447
3,4,1,2,1,4,1,26623,2,9,2328
2,3,1,2,1,4,1,26624,3,10,1252
1,2,1,1,1,2,1,26625,2,2,2980
2,4,1,2,1,2,1,26626,2,6,746
2,5,1,1,1,3,1,26627,1,32,1150
1,3,1,1,1,3,1,26628,3,25,2258
2,3,0,2,2,3,1,26629,9,21,5193
1,2,1,1,2,5,1,26630,17,28,1479
2,6,2,1,1,3,1,26631,12,1,1437
2,2,2,1,1,4,1,26632,4,3,642
3,8,3,1,1,5,1,26633,5,15,15076
2,4,1,2,1,2,1,26634,17,32,1565
1,2,1,2,2,3,1,26635,10,13,1288
2,4,1,2,1,3,1,26636,2,12,2839
1,1,1,2,2,4,1,26637,13,12,2579
1,2,0,2,2,2,1,26638,14,18,985
1,3,0,2,1,1,1,26639,14,30,4774
2,3,1,2,1,3,1,26640,1,9,4282
2,3,0,2,1,3,1,26641,18,24,1073
1,3,1,1,1,4,1,26642,11,19,1919
2,4,1,1,1,3,1,26643,4,28,1571
3,5,1,1,1,3,1,26644,20,22,2305
2,5,1,1,1,2,1,26645,4,3,2797
2,4,1,2,1,2,1,26646,4,27,2011
1,1,1,1,1,1,1,26647,3,19,3022
2,3,1,2,1,2,1,26648,6,19,2799
1,2,0,2,2,5,1,26649,7,10,1405
2,5,2,2,2,4,1,26650,1,14,9207
1,3,1,1,2,1,1,26651,10,13,3702
2,3,1,2,1,4,1,26652,5,26,3025
2,3,1,1,1,5,1,26653,5,23,1073
2,3,1,2,1,3,1,26654,17,26,2152
1,2,0,2,2,2,1,26655,19,20,3430
1,5,0,2,1,2,1,1,1,0,1841
2,3,1,2,1,4,1,2,2,0,1841
2,3,1,2,2,7,1,3,3,0,1841
3,5,2,1,1,4,1,4,4,0,1841
3,5,1,1,1,8,1,5,5,0,1841
3,4,1,1,1,6,1,6,1,0,1273
1,3,1,2,2,1,1,7,2,0,1273
1,6,1,2,1,2,1,8,4,0,1273
1,3,2,1,1,2,1,9,5,0,1273
4,12,2,1,1,4,1,10,1,0,733
4,8,2,1,1,4,1,11,2,0,733
3,4,1,1,1,4,1,12,3,0,733
3,6,4,2,2,2,1,13,4,0,733
2,5,1,1,1,3,1,14,5,0,733
3,4,2,1,1,5,1,15,1,0,1256
3,5,1,1,1,3,1,16,2,0,1256
3,4,1,1,1,3,1,17,3,0,1256
3,5,1,2,1,3,1,18,4,0,1256
1,5,2,2,2,1,1,19,1,0,1357
2,4,2,1,1,2,1,20,2,0,1357
2,5,2,1,1,3,1,21,3,0,1357
2,6,2,2,1,2,1,22,4,0,1357
2,4,2,1,1,3,1,23,5,0,1357
2,8,4,1,1,2,2,24,1,0,1377
1,5,3,1,1,2,1,25,2,0,1377
3,6,3,1,1,2,1,26,3,0,1377
3,8,4,1,1,5,1,27,5,0,1377
2,4,2,2,1,2,1,28,1,0,1124
2,3,1,1,2,5,1,29,2,0,1124
2,4,1,1,1,3,1,30,3,0,1124
2,3,1,1,1,2,1,31,4,0,1124
3,5,1,2,1,6,1,32,5,0,1124
1,4,1,2,2,1,1,33,1,0,1398
3,7,1,1,1,4,1,34,2,0,1398
2,5,2,1,1,5,1,35,4,0,1398
4,6,2,1,1,4,1,36,5,0,1398
2,4,1,1,1,4,1,37,1,0,1318
3,4,2,2,1,5,1,38,2,0,1318
1,4,1,2,1,1,1,39,3,0,1318
3,4,1,1,2,2,1,40,1,0,1348
1,3,1,1,1,2,1,41,2,0,1348
2,3,1,2,2,3,1,42,3,0,1348
3,4,1,2,1,3,1,43,4,0,1348
2,4,1,2,2,4,1,44,5,0,1348
1,2,1,1,2,2,1,45,1,0,1253
3,6,1,2,1,6,1,46,3,0,1253
3,6,2,1,1,5,1,47,1,0,1753
2,4,2,1,1,2,1,48,2,0,1753
3,6,3,1,1,4,1,49,3,0,1753
3,4,1,1,1,4,1,50,4,0,1753
3,8,2,1,1,3,1,51,5,0,1753
1,4,1,2,2,2,1,52,1,0,1307
2,3,1,2,2,4,1,53,2,0,1307
3,4,1,1,1,3,1,54,3,0,1307
2,3,1,1,2,4,1,55,4,0,1307
2,3,1,2,1,4,1,56,5,0,1307
2,3,1,1,1,4,1,57,1,0,1202
2,4,2,1,1,1,1,58,2,0,1202
3,5,1,1,1,3,1,59,3,0,1202
3,5,2,2,1,3,1,60,5,0,1202
1,3,1,2,2,2,1,61,1,0,1647
1,4,1,2,1,1,1,62,2,0,1647
3,4,1,1,1,6,1,63,3,0,1647
2,4,1,1,1,3,1,64,4,0,1647
3,5,1,2,1,3,1,65,5,0,1647
4,6,2,1,1,1,1,66,1,0,1386
3,4,1,1,1,5,1,67,3,0,1386
2,4,1,1,1,3,1,68,4,0,1386
6,7,1,1,2,1,1,69,5,0,1386
2,3,2,2,1,3,1,70,1,0,1625
1,2,1,2,1,4,1,71,3,0,1625
3,4,1,2,1,6,1,72,4,0,1625
2,4,2,1,1,2,1,73,5,0,1625
1,6,2,1,1,2,1,74,1,0,1240
2,3,1,2,2,7,1,75,2,0,1240
2,3,1,2,2,5,1,76,3,0,1240
3,4,1,1,2,5,1,77,4,0,1240
3,4,1,2,2,2,1,78,5,0,1240
3,5,2,1,1,4,1,79,1,0,1280
2,4,1,1,2,1,1,80,2,0,1280
2,4,1,1,1,3,1,81,3,0,1280
3,5,2,1,1,3,1,82,4,0,1280
1,1,1,1,2,4,1,83,1,0,1316
1,3,1,1,1,1,1,84,2,0,1316
2,3,1,2,1,4,1,85,3,0,1316
2,4,1,2,1,3,1,86,4,0,1316
2,3,1,1,1,3,1,87,5,0,1316
3,5,1,1,2,11,1,88,1,0,1894
2,4,1,1,2,4,1,89,2,0,1894
2,4,1,2,1,3,1,90,3,0,1894
2,3,2,2,1,4,1,91,4,0,1894
1,3,1,1,1,2,1,92,5,0,1894
1,6,3,1,1,2,1,93,1,0,1454
2,4,2,1,1,3,1,94,2,0,1454
3,4,2,1,1,4,1,95,3,0,1454
2,3,1,1,2,4,1,96,2,0,1387
3,4,2,1,1,5,1,97,3,0,1387
1,3,1,1,1,4,1,98,4,0,1387
1,4,1,2,1,2,1,99,5,0,1387
3,4,2,2,1,3,1,100,2,0,1360
2,3,1,1,1,5,1,101,3,0,1360
3,4,1,2,1,4,1,102,4,0,1360
2,4,1,2,1,2,1,103,5,0,1360
1,3,1,1,1,2,1,104,1,0,1406
1,3,1,2,1,2,1,105,2,0,1406
2,3,1,2,1,5,1,106,4,0,1406
3,4,3,1,1,5,1,107,5,0,1406
1,2,1,2,2,1,1,108,1,0,1896
2,3,1,1,1,4,1,109,2,0,1896
2,4,1,1,1,3,1,110,3,0,1896
2,3,1,2,1,2,1,111,4,0,1896
2,3,1,1,1,3,1,112,5,0,1896
2,4,1,1,1,4,1,113,1,0,1600
2,4,1,1,1,4,1,114,2,0,1600
1,2,1,2,2,3,1,115,3,0,1600
1,3,1,2,2,2,1,116,4,0,1600
2,3,1,2,2,1,1,117,5,0,1600
2,3,1,1,1,5,1,118,1,0,1574
1,2,1,2,1,1,1,119,2,0,1574
2,5,1,1,1,3,1,120,4,0,1574
3,4,1,1,2,1,1,121,5,0,1574
4,7,3,1,1,2,1,122,2,0,1400
3,5,2,1,1,4,1,123,3,0,1400
3,5,2,1,1,2,1,124,4,0,1400
3,3,1,1,1,3,1,125,5,0,1400
2,4,2,1,1,3,1,126,1,0,1888
2,3,1,2,1,3,1,127,2,0,1888
3,4,2,1,1,4,1,128,4,0,1888
2,4,1,1,1,3,1,129,1,0,1975
3,4,1,1,1,5,1,130,2,0,1975
4,6,2,1,1,6,1,131,3,0,1975
3,4,1,1,2,5,1,132,4,0,1975
4,5,2,1,1,6,1,133,5,0,1975
3,4,2,1,1,5,1,134,1,0,1534
1,4,1,2,2,3,1,135,2,0,1534
3,4,1,2,1,8,1,136,3,0,1534
1,2,1,1,1,2,1,137,4,0,1534
2,3,2,1,1,4,1,138,5,0,1534
2,3,1,2,2,2,1,139,1,0,1429
1,5,2,1,1,1,1,140,2,0,1429
4,6,3,1,1,5,1,141,3,0,1429
3,4,2,1,1,4,1,142,4,0,1429
2,3,1,1,1,5,1,143,5,0,1429
2,3,1,1,1,4,1,144,1,0,1603
2,4,1,1,2,2,1,145,2,0,1603
3,4,1,1,1,4,1,146,4,0,1603
2,7,1,1,1,3,1,147,5,0,1603
2,4,2,1,1,2,1,148,3,0,1637
1,5,2,1,1,2,1,149,4,0,1637
2,4,1,2,2,6,1,150,1,0,1744
2,3,1,1,1,4,1,151,2,0,1744
2,4,1,1,1,4,1,152,3,0,1744
2,4,1,1,1,2,1,153,4,0,1744
2,5,1,1,1,4,1,154,5,0,1744
2,3,1,2,2,9,1,155,1,0,1589
2,3,1,2,1,3,1,156,2,0,1589
1,3,1,2,2,1,1,157,3,0,1589
2,3,1,1,2,5,1,158,4,0,1589
3,4,1,2,1,4,1,159,1,0,1602
3,7,1,1,1,5,1,160,2,0,1602
2,3,1,2,1,3,1,161,3,0,1602
2,4,1,2,1,4,1,162,5,0,1602
2,3,1,1,2,4,1,163,1,0,1812
2,3,1,1,1,4,1,164,2,0,1812
3,4,2,1,1,4,1,165,3,0,1812
2,3,1,1,1,6,1,166,4,0,1812
2,3,1,1,1,4,1,167,5,0,1812
1,4,1,2,1,2,1,168,2,0,1315
3,4,1,2,1,3,1,169,3,0,1315
1,2,1,2,1,3,1,170,4,0,1315
3,4,1,1,1,4,1,171,5,0,1315
1,5,1,2,1,1,1,172,1,0,1028
1,5,1,1,1,1,1,173,2,0,1028
2,3,1,2,1,2,1,174,3,0,1028
1,3,1,2,1,2,1,175,4,0,1028
2,3,1,2,1,4,1,176,5,0,1028
2,4,1,1,1,5,1,177,1,0,1058
1,4,1,1,1,2,1,178,2,0,1058
2,3,1,2,2,1,1,179,3,0,1058
2,3,1,2,1,4,1,180,4,0,1058
2,3,1,1,1,5,1,181,5,0,1058
1,5,2,1,1,2,1,182,2,0,1423
3,5,2,1,1,4,1,183,4,0,1423
2,4,1,1,1,5,1,184,1,0,1627
2,4,2,1,1,3,1,185,2,0,1627
3,4,1,1,1,5,1,186,3,0,1627
1,4,1,1,1,1,1,187,4,0,1627
1,4,1,1,1,1,1,188,5,0,1627
5,7,2,2,1,12,2,189,1,0,885
2,2,1,1,2,2,1,190,2,0,885
2,3,1,2,2,8,1,191,3,0,885
4,6,1,1,1,6,1,192,4,0,885
1,2,1,2,2,3,1,193,5,0,885
1,7,1,1,1,4,1,194,1,0,968
2,3,1,2,1,2,1,195,2,0,968
2,3,1,2,1,1,1,196,3,0,968
2,3,1,1,2,4,1,197,5,0,968
3,5,1,1,1,1,1,198,1,0,1209
3,4,2,2,2,9,1,199,2,0,1209
1,4,1,2,1,1,1,200,3,0,1209
2,3,1,2,2,4,1,201,4,0,1209
2,4,1,2,2,3,1,202,5,0,1209
3,3,1,2,2,5,1,203,6,0,1209
4,5,2,2,2,5,1,204,7,0,1209
3,5,1,2,1,6,1,205,8,0,1209
1,6,3,1,2,1,1,206,9,0,1209
3,4,1,1,1,3,1,207,10,0,1209
2,3,1,2,2,4,1,208,11,0,1209
2,3,1,2,2,3,1,209,13,0,1209
2,3,1,2,2,1,1,210,14,0,1209
3,4,1,2,2,10,1,211,15,0,1209
3,6,2,2,1,2,1,212,16,0,1209
2,4,1,2,2,1,1,213,17,0,1209
3,4,1,2,1,7,2,214,18,0,1209
1,2,1,2,2,2,1,215,19,0,1209
3,5,1,1,2,3,2,216,20,0,1209
3,4,1,1,1,7,1,217,1,0,1108
2,3,1,2,1,3,1,218,2,0,1108
2,3,1,2,2,5,1,219,3,0,1108
2,2,1,1,1,4,1,220,4,0,1108
1,2,2,1,1,2,1,221,5,0,1108
2,3,1,1,1,4,1,222,1,0,1466
1,4,2,2,2,2,1,223,2,0,1466
3,4,1,1,1,4,1,224,3,0,1466
2,4,1,2,2,4,1,225,4,0,1466
3,4,1,1,1,6,1,226,5,0,1466
3,5,1,2,1,5,1,227,6,0,1466
1,3,1,2,2,1,1,228,7,0,1466
1,2,1,1,1,3,1,229,8,0,1466
3,4,2,1,1,4,1,230,9,0,1466
2,4,2,2,1,4,1,231,10,0,1466
5,6,2,1,1,5,1,232,11,0,1466
1,4,2,2,2,1,1,233,12,0,1466
1,4,1,2,2,4,1,234,13,0,1466
3,4,1,1,1,4,1,235,14,0,1466
2,4,1,1,1,5,1,236,15,0,1466
2,4,1,2,2,3,1,237,16,0,1466
4,7,2,1,1,7,1,238,17,0,1466
2,3,1,2,2,4,1,239,18,0,1466
3,4,1,2,2,3,1,240,19,0,1466
1,2,1,2,2,7,1,241,20,0,1466
1,4,1,1,1,4,1,242,1,0,777
3,5,2,1,1,3,1,243,2,0,777
3,4,1,2,1,3,1,244,3,0,777
1,3,1,2,1,4,1,245,4,0,777
2,3,1,1,1,4,1,246,5,0,777
2,3,1,1,1,4,1,247,6,0,777
2,2,1,2,2,5,1,248,7,0,777
2,4,1,1,1,4,1,249,8,0,777
2,3,1,1,2,5,1,250,9,0,777
2,3,1,1,1,4,1,251,10,0,777
2,4,2,1,2,6,1,252,11,0,777
3,5,1,1,2,3,1,253,12,0,777
3,4,1,2,1,6,1,254,13,0,777
3,4,1,1,1,6,1,255,14,0,777
2,6,2,2,1,4,1,256,15,0,777
2,4,1,2,2,3,1,257,16,0,777
2,4,1,2,2,2,1,258,18,0,777
3,4,0,2,2,4,1,259,19,0,777
2,4,2,2,1,1,1,260,20,0,777
1,4,1,1,1,3,1,261,1,0,1070
2,5,2,1,2,3,1,262,2,0,1070
2,4,1,1,1,2,1,263,3,0,1070
2,5,1,1,1,5,1,264,4,0,1070
1,4,1,1,1,4,1,265,5,0,1070
1,4,1,1,1,3,1,266,6,0,1070
2,6,3,1,1,3,1,267,7,0,1070
2,4,2,1,1,3,1,268,8,0,1070
3,5,2,1,1,4,1,269,10,0,1070
2,4,2,1,1,2,1,270,11,0,1070
2,4,1,1,1,2,1,271,12,0,1070
3,4,2,1,1,6,1,272,13,0,1070
1,4,2,1,1,2,1,273,14,0,1070
1,4,2,1,1,2,1,274,16,0,1070
3,4,1,2,2,3,1,275,17,0,1070
2,4,1,1,1,2,1,276,18,0,1070
1,3,1,1,1,1,1,277,19,0,1070
1,4,2,1,1,2,1,278,20,0,1070
2,3,1,1,1,5,1,279,1,0,955
1,2,1,1,1,2,1,280,2,0,955
3,6,1,1,1,3,1,281,3,0,955
3,4,1,2,2,4,1,282,4,0,955
3,6,1,2,1,4,1,283,5,0,955
3,6,2,1,1,4,1,284,6,0,955
2,4,1,1,1,3,1,285,7,0,955
2,3,1,2,2,2,1,286,8,0,955
1,2,1,2,1,3,1,287,9,0,955
2,5,1,1,1,5,1,288,10,0,955
2,3,1,2,1,4,1,289,11,0,955
3,5,1,1,1,7,1,290,12,0,955
3,5,1,1,2,5,1,291,13,0,955
3,4,2,1,2,2,1,292,14,0,955
2,3,1,1,1,4,1,293,15,0,955
4,5,2,1,1,11,2,294,16,0,955
3,4,1,2,2,4,1,295,17,0,955
3,5,2,2,1,5,1,296,18,0,955
3,5,2,2,1,4,1,297,19,0,955
2,4,2,2,1,3,1,298,20,0,955
3,5,1,1,1,6,1,299,2,0,826
1,3,1,1,1,1,1,300,3,0,826
1,3,1,1,2,4,1,301,4,0,826
1,2,1,1,1,3,1,302,5,0,826
2,4,1,2,2,2,1,303,7,0,826
3,4,2,1,2,4,1,304,8,0,826
3,4,1,1,1,4,1,305,9,0,826
3,4,1,1,1,4,1,306,10,0,826
2,5,1,1,2,3,1,307,11,0,826
1,2,1,1,2,1,1,308,12,0,826
1,3,1,2,2,4,1,309,13,0,826
2,3,1,1,1,3,1,310,14,0,826
2,4,1,1,1,4,1,311,15,0,826
3,4,5,1,1,6,1,312,16,0,826
1,3,1,1,1,3,1,313,17,0,826
2,3,2,2,2,4,1,314,18,0,826
1,4,2,1,2,1,1,315,19,0,826
3,4,1,2,1,3,1,316,20,0,826
3,5,2,1,1,4,1,317,2,0,1984
3,5,1,1,1,5,1,318,3,0,1984
2,4,1,1,1,3,1,319,4,0,1984
2,4,2,1,1,2,1,320,5,0,1984
2,3,1,1,1,5,1,321,3,0,2841
2,3,1,2,2,4,1,322,4,0,2841
2,4,1,1,1,1,1,323,5,0,2841
2,4,1,2,2,7,1,324,1,0,2527
2,5,1,1,1,4,1,325,2,0,2527
1,4,1,1,1,3,1,326,3,0,2527
1,3,1,1,1,2,1,327,4,0,2527
1,5,1,1,1,2,1,328,5,0,2527
2,5,1,1,1,1,1,329,1,0,2718
2,4,1,1,1,5,1,330,2,0,2718
1,2,1,2,1,1,1,331,3,0,2718
2,3,1,1,2,2,1,332,4,0,2718
2,5,1,2,1,2,1,333,5,0,2718
2,2,1,2,2,2,1,334,1,0,2725
1,2,1,1,1,2,1,335,2,0,2725
2,4,1,1,1,3,1,336,3,0,2725
1,1,1,1,1,5,1,337,4,0,2725
2,4,1,1,1,3,1,338,5,0,2725
2,3,1,1,1,4,1,339,1,0,2935
2,5,1,1,1,4,1,340,2,0,2935
1,4,0,2,2,2,1,341,3,0,2935
2,4,1,1,1,4,1,342,4,0,2935
2,4,1,1,1,2,1,343,5,0,2935
2,2,1,2,2,3,1,344,1,0,2890
1,1,1,1,1,2,1,345,2,0,2890
2,2,1,2,2,1,1,346,3,0,2890
2,4,2,2,1,2,1,347,4,0,2890
2,2,1,2,1,3,1,348,5,0,2890
2,3,1,2,1,3,1,349,1,0,2750
2,3,1,2,1,5,1,350,2,0,2750
3,4,1,1,1,4,1,351,3,0,2750
2,4,1,2,1,5,1,352,4,0,2750
2,5,1,1,1,2,1,353,5,0,2750
3,5,3,1,1,4,1,354,1,0,2400
3,6,3,1,2,3,1,355,2,0,2400
3,6,2,1,1,7,1,356,3,0,2400
2,3,1,2,2,1,1,357,4,0,2400
3,6,2,1,1,3,1,358,5,0,2400
1,3,1,1,2,2,1,359,1,0,2586
2,4,1,2,1,5,1,360,2,0,2586
1,4,1,1,1,7,1,361,3,0,2586
2,3,1,1,1,6,1,362,4,0,2586
2,4,1,1,1,3,1,363,5,0,2586
1,2,1,1,1,1,1,364,1,0,3058
1,3,1,1,2,5,1,365,2,0,3058
2,3,1,1,1,4,1,366,3,0,3058
1,3,1,2,2,1,1,367,4,0,3058
2,3,1,1,1,3,1,368,5,0,3058
2,4,3,1,1,2,1,369,1,0,3005
1,2,1,1,1,2,1,370,2,0,3005
3,5,1,1,1,4,1,371,3,0,3005
1,2,1,2,1,2,1,372,4,0,3005
2,4,2,1,1,3,1,373,5,0,3005
5,9,3,1,1,4,1,374,1,0,2848
1,3,1,1,1,1,1,375,2,0,2848
1,3,1,2,1,3,1,376,3,0,2848
2,3,1,1,1,4,1,377,4,0,2848
1,2,1,2,2,3,1,378,5,0,2848
2,3,1,1,1,1,1,379,1,0,2875
1,3,2,1,1,1,1,380,2,0,2875
1,3,1,1,1,1,1,381,3,0,2875
1,3,1,1,1,1,1,382,5,0,2875
2,4,2,1,1,4,1,383,1,0,2587
2,3,1,2,2,4,1,384,2,0,2587
2,4,1,2,2,1,1,385,3,0,2587
1,3,1,1,1,4,1,386,4,0,2587
1,3,1,2,2,5,1,387,5,0,2587
2,3,3,1,1,4,1,388,2,0,2946
3,5,2,1,1,5,1,389,4,0,2946
3,6,2,1,1,5,1,390,5,0,2946
4,7,1,1,1,4,1,391,1,0,2461
1,3,2,1,1,3,1,392,2,0,2461
2,3,1,1,2,2,1,393,3,0,2461
3,6,1,1,1,5,1,394,4,0,2461
3,4,1,2,2,3,1,395,5,0,2461
2,5,2,1,1,4,1,396,1,0,2924
1,3,1,1,1,2,1,397,3,0,2924
2,4,1,1,1,2,1,398,4,0,2924
2,5,1,2,1,2,1,399,5,0,2924
1,3,1,2,2,3,1,400,1,0,2767
1,4,1,1,1,2,1,401,3,0,2767
4,8,1,1,1,6,1,402,4,0,2767
1,4,2,1,1,4,1,403,5,0,2767
2,4,1,1,1,3,1,404,1,0,2889
2,4,1,1,1,4,1,405,2,0,2889
2,4,1,1,1,4,1,406,3,0,2889
2,5,1,1,2,6,1,407,4,0,2889
2,5,1,1,1,2,1,408,5,0,2889
3,4,2,1,1,7,1,409,2,0,3009
7,11,6,1,1,7,1,410,3,0,3009
3,7,2,1,1,4,1,411,4,0,3009
2,4,1,1,2,4,1,412,5,0,3009
2,3,1,1,1,2,1,413,1,0,3153
1,4,1,1,1,2,1,414,2,0,3153
3,3,1,1,1,4,1,415,3,0,3153
1,2,1,2,1,2,1,416,4,0,3153
2,3,1,1,1,3,1,417,1,0,3162
3,5,2,1,1,6,1,418,2,0,3162
1,2,2,1,1,2,1,419,3,0,3162
3,5,1,1,1,4,1,420,4,0,3162
2,4,2,1,1,2,1,421,5,0,3162
3,4,2,2,1,1,1,422,1,0,3015
2,5,1,2,1,2,1,423,2,0,3015
2,3,1,1,1,5,1,424,3,0,3015
1,2,1,1,1,2,1,425,5,0,3015
1,2,1,2,1,5,1,426,1,0,2535
1,3,1,1,1,2,1,427,2,0,2535
1,3,1,2,1,3,1,428,4,0,2535
1,2,1,1,1,2,1,429,5,0,2535
1,6,2,1,1,2,1,430,2,0,3001
2,4,2,1,1,4,1,431,3,0,3001
2,4,2,2,1,3,1,432,4,0,3001
1,4,2,1,1,3,1,433,5,0,3001
2,3,1,1,1,5,1,434,1,0,2448
2,3,1,1,1,4,1,435,2,0,2448
2,3,1,1,1,4,1,436,3,0,2448
2,3,2,1,1,5,1,437,5,0,2448
2,3,1,1,1,6,1,438,1,0,2387
1,2,1,1,1,5,1,439,2,0,2387
2,3,1,1,1,4,1,440,3,0,2387
1,2,1,1,1,3,1,441,4,0,2387
1,3,1,1,1,2,1,442,5,0,2387
1,2,1,2,1,1,1,443,1,0,1930
1,3,1,1,1,1,1,444,2,0,1930
3,5,1,1,1,4,1,445,3,0,1930
1,2,1,1,1,3,1,446,4,0,1930
1,3,1,1,1,4,1,447,5,0,1930
1,2,1,1,2,1,1,448,2,0,1651
2,4,1,2,1,1,1,449,4,0,1651
2,3,1,1,1,4,1,450,1,0,2173
3,4,1,2,2,4,1,451,2,0,2173
1,3,1,1,1,3,1,452,4,0,2173
2,3,1,1,1,4,1,453,5,0,2173
3,6,1,1,1,4,1,454,2,0,2717
2,6,2,1,1,3,1,455,3,0,2717
2,4,2,1,1,3,1,456,4,0,2717
3,7,2,1,1,3,1,457,5,0,2717
4,5,1,1,1,4,1,458,2,0,2754
2,3,2,1,1,4,1,459,3,0,2754
2,3,2,1,1,3,1,460,4,0,2754
3,4,1,1,1,5,1,461,2,0,2874
2,5,1,2,1,2,1,462,3,0,2874
2,4,1,1,1,5,1,463,4,0,2874
3,5,2,1,1,3,1,464,5,0,2874
2,4,1,1,1,4,1,465,1,0,1067
1,3,1,1,1,2,1,466,3,0,1067
1,2,4,1,1,1,1,467,4,0,1067
1,2,1,2,1,4,1,468,5,0,1067
3,5,1,2,1,3,1,469,1,0,3105
3,4,1,1,1,2,1,470,2,0,3105
2,3,1,2,1,4,1,471,3,0,3105
2,4,1,1,1,6,1,472,4,0,3105
1,3,1,2,1,1,1,473,5,0,3105
4,7,2,2,1,7,1,474,1,0,2316
1,4,1,2,2,1,1,475,2,0,2316
1,1,1,1,2,2,1,476,3,0,2316
3,7,3,1,1,2,1,477,5,0,2316
2,5,2,1,1,4,1,478,1,0,3025
2,4,1,1,1,4,1,479,2,0,3025
2,5,2,1,1,2,1,480,3,0,3025
2,5,2,1,1,3,1,481,4,0,3025
2,3,1,1,1,2,2,482,1,0,1777
3,6,2,1,1,3,1,483,2,0,1777
1,5,1,1,1,1,1,484,3,0,1777
3,3,1,2,1,7,1,485,4,0,1777
1,3,1,1,1,2,1,486,5,0,1777
2,6,1,1,1,2,1,487,1,0,3021
1,2,0,2,1,2,1,488,2,0,3021
2,3,1,1,2,4,1,489,3,0,3021
1,2,1,1,1,3,1,490,4,0,3021
2,3,1,1,1,6,1,491,5,0,3021
2,3,1,2,1,6,1,492,1,0,2320
1,2,1,2,1,3,1,493,3,0,2320
3,6,1,1,1,4,1,494,4,0,2320
1,2,1,1,1,2,1,495,5,0,2320
1,1,1,2,2,1,1,496,1,0,2333
2,4,2,1,1,5,1,497,3,0,2333
1,1,1,1,1,1,1,498,4,0,2333
2,5,1,1,1,3,1,499,1,0,2953
2,4,1,2,1,3,1,500,2,0,2953
3,5,2,1,1,3,1,501,4,0,2953
2,5,2,1,1,3,1,502,5,0,2953
2,3,1,1,1,2,1,503,1,0,1670
2,4,1,2,2,3,1,504,2,0,1670
2,2,1,1,1,4,1,505,3,0,1670
1,2,1,2,2,2,1,506,4,0,1670
3,7,2,1,1,6,1,507,5,0,1670
2,2,1,2,1,2,1,508,2,0,2338
2,5,1,1,1,4,1,509,3,0,2338
2,3,1,2,1,7,2,510,4,0,2338
1,3,1,2,2,3,1,511,5,0,2338
3,6,2,2,1,1,1,512,1,0,2791
1,2,1,1,1,3,1,513,2,0,2791
2,4,1,1,1,6,1,514,3,0,2791
3,5,2,1,1,4,1,515,4,0,2791
3,8,3,1,1,2,1,516,5,0,2791
4,8,1,1,1,6,1,517,1,0,2561
2,5,1,1,1,3,1,518,2,0,2561
3,3,1,2,2,3,1,519,3,0,2561
1,4,1,2,1,2,1,520,4,0,2561
4,5,3,1,1,1,1,521,5,0,2561
2,4,1,1,1,4,1,522,2,0,3388
2,3,1,1,1,4,1,523,5,0,3388
3,7,2,1,1,4,1,524,1,0,2528
4,5,1,1,1,6,1,525,3,0,2528
2,2,1,1,2,7,1,526,4,0,2528
1,1,1,2,2,2,1,527,5,0,2528
2,3,1,1,1,4,1,528,1,0,1973
2,3,1,2,1,2,1,529,2,0,1973
2,3,1,2,1,1,1,530,3,0,1973
1,2,1,2,1,2,1,531,5,0,1973
1,2,1,1,1,2,1,532,2,0,2531
3,4,1,2,1,6,1,533,3,0,2531
