"VIV_SEL","HOGAR","P3_2","P3_3","P3_5","P4_1","P4_5","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P8_1","P9_1","P10_1","P11_1_1","P11_1_2","P11_1_3","P12_1","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FAC_PER","GRA","NIV","P3_1","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P5_3","P5_4","P10_8","R_SEL","FACTOR","P3_11","P4_3","P4_8","P5_31","P6_4","P6_20","P7_1","P10_17","P11_1_9","P12_3_1","P12_3_2","P12_3_3","P12_3_4","P12_3_5","P12_3_6"
4,1,6,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,28,2,174,701495,7128,5,2,3,1,2,1,1,2,1,2,1,2,2,2,7128,1,3,1,2,2,3,2,2,2,2,2,2,2,2,2
4,2,5,1,1,1,1,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,1,24,2,174,701495,21384,2,8,5,2,1,1,2,2,2,2,2,1,1,4,7128,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
4,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,2,31,11,187,762487,12440,2,2,2,2,2,2,1,2,2,2,2,1,2,2,6220,2,5,1,2,2,3,9,2,1,1,2,1,2,2,2
9,1,1,1,5,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,1,4,2,33,11,184,760856,5542,2,2,1,2,2,1,1,1,1,2,1,2,2,1,5542,1,3,1,2,1,2,1,2,1,2,2,1,2,2,2
8,1,1,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,26,11,184,760856,11084,6,2,2,2,2,1,1,2,1,2,2,2,2,2,5542,2,5,1,2,2,2,2,2,1,2,2,1,2,2,2
18,1,1,1,5,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,26,11,184,760856,11084,6,2,2,1,2,1,1,2,1,2,2,2,2,2,5542,2,3,1,2,2,3,2,2,1,2,2,2,2,2,2
16,1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,1,4,2,34,11,184,760856,11084,3,3,2,2,2,1,2,2,1,2,2,1,2,2,5542,2,3,1,1,2,3,2,2,1,2,2,2,2,2,2
17,1,2,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,2,2,4,2,43,11,184,760856,16626,2,3,3,2,2,2,1,1,2,2,1,2,2,4,5542,1,5,1,2,2,3,2,2,1,1,2,1,2,2,2
13,1,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,4,2,53,11,184,760856,5542,2,2,1,1,2,1,1,2,1,2,1,1,2,1,5542,1,3,1,1,1,1,1,2,1,2,2,1,2,2,2
3,1,1,1,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,4,1,38,11,184,760856,11084,5,2,1,1,2,1,1,2,1,2,1,1,1,1,5542,1,2,1,2,2,3,2,2,1,1,2,1,2,2,2
4,1,1,1,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,4,2,58,11,184,760856,22168,6,2,2,1,2,2,1,2,2,2,1,1,2,2,5542,2,4,1,2,1,2,2,2,1,2,2,1,2,2,2
11,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,43,11,184,760856,11084,6,2,1,2,2,2,1,2,1,2,2,2,2,1,5542,2,5,1,2,2,3,2,2,1,2,2,1,2,2,2
8,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,29,11,185,761719,9744,3,3,1,2,2,2,1,2,2,2,2,2,2,1,4872,2,4,1,2,2,3,2,2,1,2,2,1,2,2,2
7,1,5,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,2,30,11,185,761719,24360,6,2,5,2,2,2,1,2,1,2,2,2,2,4,4872,2,5,1,1,2,3,2,2,1,2,2,2,2,2,2
6,1,5,1,5,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,4,2,25,11,185,761719,9744,3,3,2,2,2,2,1,1,1,2,2,2,2,2,4872,2,5,1,2,2,3,2,2,1,2,2,1,2,2,2
9,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,33,11,185,761719,9744,6,2,1,1,2,2,2,2,2,2,1,2,2,1,4872,2,4,1,2,2,3,9,2,1,1,2,1,2,2,2
5,1,5,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,4,1,38,11,185,761719,9744,6,2,1,2,2,2,1,2,1,2,2,2,2,1,4872,2,4,1,1,2,3,2,2,1,1,2,2,2,2,2
1,1,6,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,1,48,11,185,761719,9744,1,2,5,2,2,2,1,2,2,2,2,2,2,2,4872,2,5,1,2,2,3,9,2,2,1,2,2,2,2,2
3,1,5,1,5,2,2,2,2,1,2,2,2,1,2,2,2,2,9,2,2,2,2,1,2,4,2,36,11,185,761719,9744,6,2,2,1,2,2,1,2,1,2,2,1,2,2,4872,2,5,1,2,2,3,9,2,2,1,2,1,2,2,2
4,1,5,1,5,2,2,2,2,1,2,2,2,1,2,2,2,2,9,2,2,2,2,2,2,4,2,34,11,185,761719,9744,3,2,1,2,2,2,1,2,1,2,1,2,2,1,4872,2,5,1,1,2,3,9,2,1,1,2,1,2,2,2
7,1,5,1,5,1,2,2,1,2,2,2,2,1,2,2,2,2,9,2,2,2,2,2,1,4,2,59,11,184,760856,27710,3,2,2,2,2,1,2,2,2,2,1,2,2,2,5542,2,4,1,2,2,3,2,1,1,2,2,1,2,2,2
10,1,5,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,4,1,38,11,184,760856,11084,2,2,1,1,2,2,1,2,2,2,1,2,2,1,5542,1,4,1,2,2,1,2,2,1,2,2,1,2,2,2
6,1,5,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,4,1,35,11,184,760856,16626,5,2,3,1,2,1,1,2,2,2,1,2,1,3,5542,1,4,1,2,2,3,2,2,2,2,2,2,2,2,2
5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,61,11,184,760856,11084,6,2,1,2,2,2,1,2,2,2,2,2,2,1,5542,1,4,1,2,2,3,2,2,1,1,2,1,2,2,2
1,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,4,1,30,11,184,760856,38794,3,3,3,2,2,2,2,2,2,2,1,2,2,3,5542,2,5,1,2,2,3,2,2,2,2,2,2,2,2,2
19,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,4,1,36,11,184,760856,11084,5,2,1,2,2,2,1,2,2,2,1,2,2,1,5542,1,4,1,2,2,3,2,2,1,2,2,1,2,2,2
20,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,1,21,11,184,760856,16626,2,6,3,2,1,1,2,2,1,2,1,2,2,3,5542,1,4,1,2,2,3,2,2,1,2,2,2,2,2,2
12,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,1,52,11,185,761719,19488,3,3,1,2,2,2,2,2,2,2,1,2,2,1,4872,2,5,1,2,2,3,2,2,1,1,2,1,2,2,2
10,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,1,37,11,185,761719,9744,6,2,3,2,2,2,2,2,2,2,2,2,2,3,4872,2,5,1,2,2,3,9,2,1,2,2,2,2,2,2
14,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,1,55,11,185,761719,14616,6,2,1,2,2,2,2,2,2,2,2,2,2,1,4872,2,4,1,2,2,3,9,2,1,1,2,1,2,2,2
15,1,4,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,2,44,11,185,761719,4872,0,0,1,2,2,2,1,2,2,2,2,2,2,1,4872,2,5,1,2,2,3,9,2,1,2,2,2,2,2,2
17,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,1,19,11,185,761719,4872,3,3,1,1,2,2,1,2,2,2,1,2,2,1,4872,1,3,1,2,2,3,9,2,1,1,2,2,2,2,2
11,1,6,1,5,2,1,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,2,18,11,185,761719,9744,6,2,5,2,2,1,2,2,2,2,2,2,2,3,4872,1,4,1,2,2,3,9,2,1,2,2,2,2,2,2
20,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,43,11,185,761719,9744,3,3,1,1,1,1,2,2,1,2,2,2,2,1,4872,2,3,1,2,2,3,2,2,1,1,2,1,2,2,2
16,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,1,4,1,21,11,185,761719,4872,6,2,1,1,2,2,1,2,2,2,2,2,2,1,4872,2,4,1,2,2,3,9,2,1,1,2,2,2,2,2
2,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,1,30,3,173,701470,12802,3,6,1,1,1,2,2,2,2,2,2,2,2,1,6396,1,1,1,2,2,3,2,2,2,2,2,1,2,2,2
2,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,1,18,11,185,761719,14616,3,3,3,2,2,2,2,2,1,2,2,2,2,3,4872,2,3,1,2,2,3,2,2,1,2,2,2,2,2,2
4,1,5,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,1,33,2,172,701374,9728,5,8,3,2,1,1,1,2,1,2,2,2,2,2,4864,1,4,1,2,2,2,2,1,1,2,2,2,2,2,2
4,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,22,1,178,702149,24207,3,3,3,2,2,2,1,2,2,2,2,2,2,3,8069,2,4,1,2,2,3,2,2,2,2,2,2,2,2,2
3,1,6,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,1,1,2,1,1,23,1,178,702149,48414,4,8,3,1,2,2,1,2,2,2,1,2,1,5,8069,1,3,1,2,2,1,2,2,2,2,1,2,2,2,2
2,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,37,1,178,702149,24207,3,3,5,2,2,2,2,2,2,2,2,2,2,3,8069,1,4,1,2,2,1,2,2,1,2,2,2,2,2,2
5,1,2,1,1,2,2,2,2,1,1,2,2,1,2,2,2,2,9,2,2,2,2,2,2,1,2,39,1,178,702149,16138,6,2,1,1,1,2,1,2,2,2,2,2,2,1,8069,1,3,1,2,2,1,1,2,1,2,2,2,2,2,2
13,1,1,2,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,40,5,180,703343,14446,1,2,2,1,2,2,2,2,2,2,2,2,2,2,4791,2,4,1,2,2,3,2,2,1,2,2,2,2,2,2
12,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,32,5,180,703343,9631,5,8,2,1,1,2,2,1,1,2,1,1,1,2,4791,1,3,3,1,2,3,1,1,2,1,1,2,2,2,2
11,1,3,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,41,5,180,703343,9631,2,8,1,1,2,2,2,2,2,2,1,1,1,1,4791,1,5,1,2,2,3,2,1,1,1,1,1,2,2,2
15,1,6,1,1,2,1,2,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,24,5,180,703343,19261,1,6,3,2,2,1,1,2,2,2,1,2,1,2,4791,1,3,1,2,2,1,2,1,1,2,2,2,2,2,2
3,1,5,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,2,2,2,2,2,1,54,5,180,703343,14446,4,8,1,2,2,2,1,2,2,2,1,1,1,1,4791,1,5,2,2,2,1,1,1,1,1,1,2,2,2,2
14,1,5,1,5,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,35,5,180,703343,9631,3,3,2,1,2,2,1,1,2,2,2,2,2,2,4791,1,4,1,2,2,2,2,1,1,2,2,1,2,2,2
2,1,5,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,56,5,180,703343,9631,3,3,1,1,2,1,1,1,2,2,1,1,1,2,4791,1,4,1,2,2,2,1,1,2,2,2,2,2,2,2
5,1,6,1,8,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,18,3,173,701470,25604,3,6,3,2,2,2,2,2,2,2,1,2,2,4,6396,2,4,1,1,2,3,2,2,2,2,2,2,2,2,2
1,1,5,1,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,36,3,173,701470,12802,4,8,2,1,2,2,2,2,2,2,1,2,2,2,6396,2,5,1,2,2,3,2,1,1,2,2,2,2,2,2
5,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,42,3,176,701827,10442,3,6,1,2,2,2,2,2,2,2,1,2,2,1,5217,1,5,1,1,2,3,2,2,2,2,2,2,2,2,2
3,1,5,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,57,3,176,701827,10442,6,2,1,1,2,2,2,2,1,2,1,2,2,1,5217,2,5,1,2,2,3,2,2,2,2,1,1,2,2,2
8,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,42,5,180,703343,19261,4,8,2,1,2,2,1,1,2,2,1,1,1,2,4791,1,4,2,2,1,2,1,1,2,2,2,1,2,2,2
5,1,1,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,57,5,180,703343,9631,6,2,2,2,2,2,1,2,1,2,2,1,2,2,4791,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
1,1,6,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,9,2,1,1,2,2,2,2,1,20,5,180,703343,19261,2,8,3,2,2,2,2,2,2,2,2,1,2,3,4791,1,5,1,2,2,3,9,2,2,2,2,2,2,2,2
17,1,5,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,43,5,180,703343,9631,2,3,1,1,1,1,1,2,2,2,2,2,2,1,4791,2,3,1,2,1,2,1,2,1,2,2,2,2,2,2
18,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,46,5,180,703343,14446,3,6,1,1,2,2,2,1,2,2,1,1,1,2,4791,1,5,1,1,2,1,2,2,2,1,1,1,2,2,2
9,1,1,1,1,2,1,2,1,1,1,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,1,25,5,180,703343,19261,3,6,5,1,1,1,2,2,1,2,1,1,2,6,4791,1,5,1,2,1,1,2,2,2,2,2,2,2,2,2
6,1,5,1,1,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,27,5,180,703343,4815,6,2,1,1,2,2,1,2,2,2,1,1,2,1,4791,1,3,1,2,2,3,2,2,1,2,2,2,2,2,2
4,1,1,1,5,2,2,2,2,1,2,2,2,2,1,2,2,2,9,1,2,2,2,2,2,2,2,30,5,180,703343,9631,3,3,2,2,2,2,1,2,2,2,2,1,1,2,4791,1,5,1,2,2,2,9,1,1,2,2,2,2,2,2
2,1,5,1,5,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,39,9,181,703447,9627,3,3,2,1,2,2,1,1,1,2,1,1,2,2,4811,2,4,1,2,2,2,2,2,1,2,2,2,2,2,2
17,1,2,1,5,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3,2,36,9,181,703447,4813,6,2,1,1,2,2,1,1,1,2,2,1,2,1,4811,1,3,1,2,2,2,2,2,1,2,2,1,2,2,2
9,1,6,1,4,1,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,3,2,21,9,181,703447,19253,2,8,3,1,2,2,1,2,1,2,1,1,1,3,4811,1,3,1,1,2,3,2,2,1,2,2,2,2,2,2
15,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,9,1,2,1,2,2,2,3,2,51,9,181,703447,9627,6,2,1,1,2,2,1,2,2,2,2,1,2,1,4811,1,4,1,2,2,1,9,1,2,2,2,1,2,2,2
12,1,4,1,7,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,70,9,181,703447,4813,4,2,1,1,2,2,1,2,2,2,1,1,2,1,4811,1,4,1,2,2,3,2,2,1,2,2,1,2,2,2
18,1,6,1,8,2,1,2,2,1,1,2,2,1,2,2,1,2,2,1,1,1,2,2,2,3,2,20,9,181,703447,14440,3,8,3,1,2,1,1,2,1,2,1,2,1,3,4811,1,5,1,1,2,2,2,1,2,2,2,2,2,2,2
13,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,35,9,181,703447,9627,3,3,2,1,2,2,1,2,1,2,2,1,2,2,4811,1,4,1,2,2,1,2,2,1,2,2,2,2,2,2
4,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,3,1,34,9,181,703447,9627,6,2,1,2,1,1,1,1,1,2,1,2,2,1,4811,1,3,1,1,1,3,2,2,1,1,2,1,2,2,2
14,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,1,45,9,181,703447,14440,6,2,1,2,2,2,2,2,2,2,2,2,2,1,4811,2,3,1,2,2,3,2,2,1,2,2,2,2,2,2
5,1,1,2,5,2,1,2,1,2,2,2,2,2,2,2,2,2,9,1,2,2,2,2,2,3,2,30,9,181,703447,9627,0,0,2,2,2,2,2,1,2,2,2,1,2,2,4811,2,5,1,2,2,3,2,2,1,2,2,1,2,2,2
8,1,1,1,5,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,3,2,40,9,181,703447,9627,2,2,2,2,2,2,1,2,2,2,1,1,2,2,4811,1,4,1,2,2,3,2,2,2,2,2,1,2,2,2
10,1,4,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,1,2,2,2,2,3,2,67,9,181,703447,4813,6,2,1,1,2,2,1,2,2,2,2,1,2,1,4811,1,4,1,2,1,2,2,2,1,1,2,2,2,2,2
19,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,1,31,9,181,703447,9627,6,2,1,2,2,2,2,2,2,2,1,2,2,1,4811,2,5,1,2,2,3,2,2,1,2,2,1,2,2,2
20,1,5,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,18,9,181,703447,19253,1,7,5,1,2,2,2,2,2,2,2,2,2,4,4811,1,3,1,2,2,3,1,2,2,2,2,2,2,2,2
11,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,52,9,181,703447,9627,3,3,1,1,2,2,1,2,2,2,1,2,2,1,4811,1,4,1,2,2,3,1,2,1,2,2,1,2,1,2
6,1,5,1,1,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,1,37,9,181,703447,9627,3,6,1,1,2,1,1,2,2,2,1,1,1,1,4811,1,3,1,2,2,3,2,2,2,2,2,1,2,2,2
16,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,1,52,9,181,703447,9627,2,3,1,1,2,1,2,1,1,2,1,2,2,1,4811,2,3,1,1,2,2,2,2,2,2,2,2,2,2,2
17,1,1,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,2,45,11,186,762482,15252,0,0,2,2,2,2,2,2,2,2,2,1,2,2,5084,2,5,1,2,2,3,9,2,1,2,2,2,2,2,2
1,1,5,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,3,1,42,9,181,703447,19253,6,2,1,2,2,2,2,2,2,2,1,2,2,1,4811,2,4,1,1,2,2,2,2,1,2,2,2,2,2,2
15,1,6,1,4,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,4,2,18,11,184,760856,11084,3,6,3,2,2,2,1,2,2,2,2,1,2,2,5542,1,4,1,2,2,3,2,2,1,2,2,2,2,2,2
2,1,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,34,4,179,702179,7475,3,6,1,1,2,2,1,2,2,2,1,2,2,1,7447,1,4,1,2,2,3,2,1,1,2,2,2,2,2,2
1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,38,1,178,702149,40345,3,3,5,1,2,2,1,2,2,2,2,2,2,4,8069,2,5,1,2,2,3,2,2,1,2,2,2,2,2,2
15,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,47,11,183,760732,21006,0,0,2,1,2,2,1,2,2,2,2,2,2,2,7002,1,5,1,2,2,3,9,2,1,2,2,2,2,2,2
5,1,5,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,2,39,11,183,760732,14004,5,2,2,1,2,2,1,2,2,2,2,2,2,2,7002,2,4,1,1,2,3,9,2,1,2,2,2,2,1,2
1,1,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,1,1,45,2,172,701374,14592,3,6,5,1,2,2,1,2,2,2,1,1,1,2,4864,1,5,1,2,2,3,2,2,2,2,2,2,2,2,2
5,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,9,1,1,2,2,1,2,1,1,35,4,179,702179,14950,2,8,1,2,2,2,1,1,1,2,2,1,1,1,7447,1,2,1,2,1,1,1,1,2,2,1,2,2,2,2
11,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,1,36,11,183,760732,14004,1,2,1,1,2,2,1,2,2,2,2,2,2,1,7002,2,5,1,2,2,3,9,2,1,2,2,1,2,2,2
12,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,2,4,1,47,11,184,760856,5542,6,2,1,2,2,2,2,2,1,2,2,2,2,1,5542,2,5,1,2,2,3,2,2,1,2,2,1,2,2,2
6,1,5,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,4,1,32,11,218,860337,8846,3,3,1,1,1,2,1,2,2,2,2,2,2,1,4423,1,5,1,2,1,3,2,1,1,2,2,2,2,2,2
11,1,5,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,2,47,11,218,860337,8846,6,2,2,2,2,2,1,2,2,2,2,1,1,2,4423,1,4,1,2,2,3,1,2,1,2,2,2,2,2,2
10,1,5,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,1,60,11,218,860337,8846,3,3,1,2,2,2,2,2,1,2,1,2,2,1,4423,1,4,4,2,1,2,1,2,1,1,1,1,1,2,2
8,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,9,1,2,2,2,2,2,4,1,32,11,218,860337,8846,3,3,1,1,1,1,1,2,2,2,2,2,2,1,4423,1,4,1,2,2,3,1,1,1,2,1,1,1,2,1
2,1,6,1,4,1,1,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,1,2,2,1,2,22,4,201,802081,18588,3,8,3,2,2,2,1,1,1,2,1,1,1,3,6173,1,3,2,1,2,2,2,2,2,2,2,2,2,2,2
3,1,5,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,1,1,54,4,201,802081,18588,2,9,1,1,2,1,2,2,1,2,1,1,1,1,6173,1,4,2,1,1,2,1,1,2,2,1,1,2,2,2
5,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,46,2,205,802237,12472,3,2,3,2,1,2,2,2,2,2,2,2,2,3,6236,1,4,1,2,2,3,2,2,2,2,2,2,2,2,2
3,1,6,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,1,1,1,1,2,2,2,1,1,19,2,205,802237,18708,3,3,3,1,1,1,1,1,1,2,1,1,1,3,6236,1,2,1,2,1,2,2,2,2,1,1,2,2,2,2
1,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,2,37,2,205,802237,12472,3,3,2,2,2,1,1,2,2,2,1,2,2,2,6236,1,4,1,2,2,2,2,2,1,2,2,1,2,2,2
2,1,5,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,47,3,200,802030,17107,3,3,1,1,2,1,1,1,1,2,1,2,2,1,5698,1,4,1,1,2,2,2,1,2,2,2,1,2,2,2
5,1,6,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,1,1,32,4,201,802081,12392,3,6,3,2,1,2,2,2,2,2,2,1,1,2,6173,1,3,1,2,2,3,1,1,2,2,1,2,2,2,2
3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,1,2,29,2,198,801948,15360,3,3,2,2,2,2,2,2,2,2,1,1,1,2,7680,1,1,1,2,2,3,1,1,2,2,2,2,2,2,2
1,1,4,1,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,58,2,198,801948,7680,3,2,1,2,2,2,2,2,2,2,2,2,2,1,7680,2,5,1,2,2,3,2,2,1,2,2,1,2,2,2
2,1,5,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,1,1,2,42,2,198,801948,23040,2,2,2,2,1,2,2,2,2,2,2,1,2,2,7680,1,5,1,2,1,1,1,2,1,2,2,1,2,2,2
3,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,65,2,197,801943,5715,6,2,1,2,2,2,2,2,2,2,1,1,1,1,5715,2,5,1,2,2,3,2,1,1,2,2,1,2,2,2
4,1,5,1,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,39,2,198,801948,15360,3,3,1,1,2,2,1,2,2,2,1,2,2,2,7680,1,3,1,2,2,3,1,1,2,1,1,1,2,2,2
4,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,59,2,197,801943,11430,6,2,1,2,2,2,1,2,2,2,2,2,2,1,5715,1,4,1,2,1,1,2,1,2,2,2,1,2,2,2
1,1,1,1,1,2,2,2,1,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,45,2,197,801943,22860,6,2,1,2,2,1,1,2,1,2,2,2,2,1,5715,1,5,1,2,2,3,2,1,1,2,2,1,2,2,2
