"VIV_SEL","HOGAR","N_REN","P3_2","P3_3","P3_5","P4_1","P4_5","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_9_1","P4_9_2","P4_9_3","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P7_1_1","P7_1_2","P8_1","P9_1","P10_1","P11_1_1","P11_1_2","P11_1_3","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P12_1","P13_1","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FAC_PER","GRA","NIV","P3_1","P3_12","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P4_7","P5_29","P5_3","P5_4","P6_18","P6_3","P10_13","P10_8","P11_2_9","P12_2","P12_3","P12_4","P13_2_1","P13_2_2","P13_2_3","P13_2_4","P7_1_3","P7_1_4","P7_1_5","P7_1_6","P7_1_7","P9_9_1","P9_9_2","P9_9_3","P9_9_4","P9_9_5"
2,1,1,4,0,8,2,2,2,1,3,3,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,0,0,0,1,1,1,1,5,2,68,117,1253,2101904,11226,1,2,1,2,2,2,2,1,2,2,2,2,2,2,1,3,2,2,2,0,1,1,3,1,2,2,2,9,1,1,1,1,2,1,2,1,2
3,1,1,4,0,6,1,1,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,1,0,1,1,1,5,2,68,117,1253,2101904,3742,6,8,1,1,1,2,2,2,2,2,2,1,2,1,1,3,2,2,2,0,2,1,3,1,1,2,2,9,1,1,1,1,1,1,2,1,2
4,1,1,6,0,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,0,1,0,0,1,1,1,5,1,50,117,1253,2101904,3246,5,8,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,1,0,2,1,3,1,1,2,2,9,1,1,1,1,1,1,1,2,2
5,1,1,6,0,1,2,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,1,0,1,2,1,5,2,57,117,1253,2101904,9092,3,3,1,2,2,1,1,1,2,1,2,2,2,2,2,1,2,1,2,0,2,1,3,1,2,2,2,9,1,1,1,1,2,2,2,2,2
2,1,3,6,0,1,1,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,0,0,1,0,1,4,1,5,2,39,116,1254,2101919,4131,3,7,3,1,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,0,2,2,3,2,2,2,2,9,1,1,1,1,2,2,2,2,2
3,1,1,2,1,1,2,2,1,2,2,1,9,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,5,2,48,116,1254,2101919,3977,6,2,1,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,1,2,2,1,2,2,2,2,1,9,1,9,1,2,2,2,2,2
4,1,1,3,0,1,2,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,0,0,1,0,1,1,1,5,1,57,116,1254,2101919,3219,5,8,1,1,1,1,2,1,2,2,2,2,1,1,1,3,2,2,1,0,2,2,3,2,1,2,2,1,1,1,1,1,2,1,1,2,2
5,1,2,2,2,5,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,1,5,2,48,116,1254,2101919,7954,6,2,5,1,2,2,2,1,2,1,2,2,2,1,1,3,2,1,2,1,9,9,3,2,2,2,2,9,1,1,9,1,2,2,2,1,2
1,1,1,6,0,4,2,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,4,1,5,1,19,118,1255,2102094,44001,1,8,3,1,2,2,2,1,2,1,2,2,1,1,2,3,2,2,2,1,2,2,3,2,2,2,2,9,9,7,9,1,2,1,1,1,2
2,1,1,2,3,1,1,1,1,1,2,3,1,1,1,2,2,1,1,1,2,2,1,1,1,2,1,2,1,1,1,1,2,2,1,0,0,0,1,1,1,5,2,44,118,1255,2102094,8505,3,4,1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,1,1,0,2,2,2,2,2,2,2,9,9,2,1,9,2,2,2,2,2
3,1,1,5,0,6,1,1,1,1,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,3,1,1,1,1,2,2,0,1,0,0,1,2,1,5,1,57,118,1255,2102094,20650,5,8,1,1,1,1,2,2,2,2,2,2,1,2,1,2,1,2,1,0,2,1,3,1,1,2,2,9,3,3,1,1,2,1,2,2,2
1,1,1,5,2,6,2,2,3,1,3,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,9,1,2,2,2,1,0,0,0,1,2,1,5,1,67,117,1256,2102181,12947,6,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,1,0,1,3,3,1,2,2,2,1,1,1,1,1,2,1,2,2,2
2,1,2,6,2,5,1,1,2,2,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,1,0,1,2,1,5,2,27,117,1256,2102181,10301,3,6,3,1,1,2,2,2,2,2,2,2,2,1,2,3,2,1,2,0,2,1,3,2,2,2,2,9,1,1,1,6,2,2,1,1,2
3,1,1,6,0,1,1,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,3,3,1,1,1,2,2,2,0,0,1,0,1,1,1,5,1,34,117,1256,2102181,5782,5,8,1,1,2,2,2,2,1,2,2,2,1,2,1,2,1,1,1,0,3,3,2,1,1,2,2,9,1,1,1,1,1,2,2,2,2
5,1,1,6,3,1,2,2,3,1,1,2,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,1,2,2,2,2,0,0,1,0,1,2,1,5,2,49,117,1256,2102181,9613,3,4,1,1,2,2,1,1,2,2,2,2,1,2,2,3,2,1,2,0,2,2,3,2,2,2,2,1,1,1,1,1,1,1,2,1,2
2,1,1,6,0,1,2,1,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,5,1,18,116,1257,2102702,5992,3,3,1,1,1,1,2,1,2,2,2,2,2,1,2,3,2,2,2,1,1,1,3,2,2,2,2,9,1,1,9,1,2,1,1,2,2
3,1,1,3,0,7,2,1,1,8,3,3,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,9,2,2,2,2,2,2,0,0,0,0,1,1,1,5,2,65,116,1257,2102702,4322,6,2,1,2,2,2,2,2,2,2,1,2,2,2,2,3,2,2,2,1,2,9,3,1,2,2,2,9,1,9,9,1,1,9,2,1,2
4,1,2,5,3,1,2,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,0,1,0,0,1,2,1,5,1,55,116,1257,2102702,11248,3,3,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,0,2,2,3,2,2,2,2,9,1,1,1,1,9,1,2,2,2
5,1,1,2,0,1,2,1,1,1,3,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,1,5,2,62,116,1257,2102702,4322,2,2,1,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,0,1,1,3,1,2,2,2,9,1,1,1,1,1,2,2,2,2
1,1,2,1,2,1,2,2,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,2,1,0,0,0,1,2,1,5,2,25,116,1258,2102798,19394,3,3,2,1,2,2,2,1,2,2,2,2,1,2,2,1,1,2,1,0,1,1,3,2,2,2,2,9,1,1,1,1,2,2,1,2,2
2,1,1,5,2,1,2,1,1,2,3,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,0,0,1,0,1,2,1,5,1,40,116,1258,2102798,14147,3,6,1,1,2,2,2,1,2,2,2,2,1,1,2,2,1,1,2,0,2,3,3,1,2,2,2,1,1,1,1,1,2,2,2,1,2
3,1,1,1,0,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,1,0,1,2,1,5,2,26,116,1258,2102798,12929,3,6,2,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,0,1,1,3,2,2,2,2,1,9,1,9,6,1,2,2,1,2
4,1,2,5,1,5,2,2,3,1,2,2,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,52,116,1258,2102798,13675,0,0,2,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,1,2,3,1,2,2,2,9,1,1,1,6,1,2,2,2,2
5,1,2,1,1,1,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,2,2,2,0,0,0,0,1,2,1,5,2,22,116,1258,2102798,12929,3,6,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,1,1,1,1,1,1,2,2,2,2,9,9,1,2,6,2,1,2,2,2
2,1,1,4,0,5,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,4,1,5,2,65,117,1259,2102968,15370,6,2,1,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,1,9,9,2,2,2,2,2,9,9,9,9,1,1,2,2,1,2
3,1,1,6,0,1,1,2,1,1,3,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,1,2,2,2,0,0,1,0,1,1,1,5,1,30,117,1259,2102968,4955,5,8,1,1,1,2,1,2,2,2,2,2,2,1,1,3,2,1,1,0,2,2,3,2,1,2,2,1,1,2,2,1,2,1,2,1,2
4,1,2,1,4,1,1,2,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,1,1,2,1,2,1,1,1,9,2,2,0,0,1,1,1,2,1,5,2,31,117,1259,2102968,8555,3,6,2,1,2,1,2,1,2,1,2,2,2,1,1,1,1,1,1,0,1,1,3,2,2,2,2,1,1,2,2,1,2,2,2,2,2
5,1,3,6,2,1,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,2,2,2,0,0,0,0,1,2,1,5,2,31,117,1259,2102968,12833,5,8,3,1,1,2,2,2,2,2,2,2,2,1,1,3,2,1,1,1,1,1,2,2,2,2,2,9,9,1,1,1,2,1,1,1,2
1,1,1,5,3,1,1,1,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,1,0,0,0,1,2,1,5,1,45,117,1260,2103024,9864,3,6,1,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,1,0,2,2,3,1,1,1,2,9,1,1,2,1,2,2,1,2,1
3,1,1,5,1,6,2,2,3,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,0,0,0,1,2,1,5,1,67,117,1260,2103024,16997,3,3,1,1,2,2,2,1,2,2,2,2,2,2,1,3,2,2,2,0,3,2,3,2,1,2,2,9,1,1,9,9,2,1,2,1,2
5,1,2,1,5,1,1,1,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,7,1,2,1,2,2,2,0,0,0,0,1,1,1,5,1,48,117,1260,2103024,9864,4,8,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,2,2,2,1,2,2,9,9,1,1,9,2,2,2,2,1
1,1,1,5,2,1,2,1,2,1,2,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,3,1,1,1,2,2,1,0,0,0,1,1,2,1,5,1,52,116,1261,2103040,11545,2,9,1,1,1,2,2,1,1,2,2,1,1,1,1,1,1,2,1,0,2,2,3,1,1,1,2,9,4,4,3,1,2,1,1,2,2
2,1,2,5,1,1,1,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,0,1,0,0,1,2,1,5,2,55,116,1261,2103040,10779,3,7,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,0,9,9,3,2,1,2,2,9,2,2,2,1,2,2,2,1,2
3,1,1,6,0,1,2,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,5,2,47,116,1261,2103040,9510,3,7,1,1,1,2,2,2,2,2,2,2,1,2,2,3,2,2,2,1,1,1,3,2,2,2,2,9,1,1,1,1,1,2,2,2,2
5,1,2,1,2,1,1,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,0,1,0,0,1,2,1,5,2,43,116,1261,2103040,9510,3,7,2,1,2,2,2,1,2,1,2,2,2,1,1,3,2,2,1,0,2,2,3,2,2,2,2,1,1,1,1,6,1,1,2,2,2
1,1,1,6,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,5,1,63,117,1262,2103181,4431,3,3,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,1,1,3,1,2,2,2,1,1,1,1,1,2,2,2,1,2
2,1,1,1,2,5,2,2,3,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,0,0,0,0,1,2,1,5,1,38,117,1262,2103181,7915,3,2,2,1,2,2,2,1,2,2,2,2,1,1,2,3,2,1,2,1,2,1,3,2,2,2,2,1,9,1,9,1,2,2,2,1,2
3,1,1,1,3,1,2,1,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,1,1,0,1,1,1,5,1,66,117,1262,2103181,17723,6,2,1,1,2,2,2,1,2,2,2,2,1,2,2,1,2,1,2,0,2,2,3,2,1,2,2,1,1,1,1,1,2,2,2,1,2
4,1,1,5,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,0,0,1,0,1,2,1,5,1,46,117,1262,2103181,3857,3,3,1,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,2,0,1,1,3,1,2,2,2,1,9,1,1,1,2,1,2,2,2
5,1,3,3,0,5,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,0,0,1,0,1,2,1,5,2,50,117,1262,2103181,11186,3,6,5,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,0,2,2,3,2,2,2,2,9,1,1,1,6,2,2,2,2,2
1,1,2,2,3,1,2,2,1,1,3,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,1,5,2,30,116,1263,2103535,16947,3,6,3,1,1,2,2,2,2,2,2,2,2,2,1,3,2,2,1,1,2,9,3,2,2,2,2,1,9,1,1,1,1,9,2,2,2
2,1,2,5,3,5,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,42,116,1263,2103535,10877,4,2,2,1,2,2,1,1,2,1,2,2,2,2,2,3,2,1,2,1,3,1,3,2,2,2,2,9,9,1,1,1,1,9,1,1,2
3,1,3,6,2,1,1,1,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,5,2,21,116,1263,2103535,17483,3,3,3,1,2,1,1,1,2,1,2,2,2,2,2,1,2,2,2,1,9,9,9,2,2,2,2,9,1,1,1,1,1,2,2,1,2
4,1,2,6,1,1,2,1,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,1,5,1,33,116,1263,2103535,13086,3,3,3,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,3,2,2,2,2,1,9,1,1,1,1,2,2,2,2
1,1,3,6,0,1,2,2,3,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2,0,0,0,0,1,2,1,5,1,24,116,1264,2103627,8914,3,7,3,1,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,1,2,2,3,2,1,2,2,9,1,1,1,1,9,9,9,9,9
2,1,1,6,0,5,2,2,1,1,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,5,2,69,116,1264,2103627,3215,6,2,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,9,9,3,2,2,2,2,1,1,1,7,1,1,2,2,1,2
3,1,1,5,2,1,2,1,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,1,0,0,1,2,1,5,1,52,116,1264,2103627,5578,3,7,1,1,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,0,2,2,3,2,2,2,2,9,1,1,1,1,2,2,2,1,2
5,1,1,6,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,0,0,0,0,1,1,1,5,1,41,116,1264,2103627,4040,0,0,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,1,2,3,2,1,2,2,1,9,1,9,9,2,2,2,2,1
1,1,2,5,3,5,2,1,1,3,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,40,116,1265,2103645,26835,3,6,2,2,1,2,1,2,2,1,2,2,2,2,2,3,2,1,1,1,3,3,3,1,2,2,2,9,1,1,1,1,2,2,2,1,1
2,1,2,1,2,5,2,2,2,2,2,3,1,9,9,2,2,2,2,2,2,2,2,1,1,2,1,9,2,2,2,2,2,2,1,0,0,0,1,3,1,5,2,43,116,1265,2103645,10734,6,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,0,9,9,3,2,2,2,2,9,1,1,9,1,9,9,2,2,2
3,1,1,5,2,1,2,2,1,1,2,3,1,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,40,116,1265,2103645,5367,6,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,9,9,9,2,2,2,2,9,9,1,9,1,1,2,2,2,2
5,1,2,1,3,1,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,9,1,1,5,2,25,116,1265,2103645,11502,3,3,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,3,2,2,2,2,1,9,1,1,1,1,2,1,1,2
2,1,1,5,2,1,2,2,1,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,1,1,0,0,1,2,1,5,1,40,118,1266,2103681,17955,5,8,1,1,2,1,2,2,2,2,2,2,1,1,1,2,1,1,1,0,2,1,3,1,1,2,2,9,1,2,2,1,2,1,2,2,2
3,1,1,5,0,6,1,2,1,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,0,0,1,0,1,2,1,5,2,57,118,1266,2103681,34714,3,4,1,1,2,2,2,1,2,2,2,2,2,2,1,1,2,1,1,0,2,2,3,1,2,2,2,9,1,1,1,9,2,1,2,2,2
4,1,1,5,2,1,1,1,1,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,1,0,0,1,2,1,5,1,50,118,1266,2103681,18591,5,8,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,0,1,1,3,1,1,2,2,1,1,1,1,1,2,2,2,2,1
5,1,4,6,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,0,0,1,0,1,2,1,5,1,26,118,1266,2103681,39615,3,8,3,1,2,2,2,1,2,2,2,2,1,2,1,2,2,2,1,0,1,1,3,2,1,2,2,9,9,7,7,7,2,1,1,2,2
3,1,2,5,4,5,2,1,1,1,3,3,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,1,5,2,42,117,1267,2103744,7124,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,3,1,3,2,2,2,2,9,1,1,1,1,1,2,2,1,2
5,1,1,1,2,1,2,2,1,1,2,3,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,1,1,1,1,5,1,56,117,1267,2103744,2883,2,8,1,1,2,2,2,1,1,2,2,2,2,1,1,2,2,2,1,0,2,3,3,1,2,1,2,9,1,1,1,1,2,1,1,2,2
1,1,2,5,0,8,2,1,1,1,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,1,0,1,2,1,5,2,57,116,1268,2103931,7107,3,3,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,0,2,2,3,1,2,2,2,9,1,1,1,1,2,2,2,2,1
2,1,1,1,0,1,2,1,1,1,1,1,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,1,1,5,1,53,116,1268,2103931,7613,1,2,1,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,3,1,2,2,2,9,1,1,1,1,1,1,1,2,2
3,1,1,5,3,1,1,2,1,1,2,2,1,1,1,2,2,1,2,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,0,0,0,1,1,2,1,5,1,48,116,1268,2103931,11028,3,3,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,0,2,3,3,1,2,2,2,1,1,1,1,1,1,1,2,2,2
4,1,1,6,2,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,1,1,0,0,1,1,1,5,1,38,116,1268,2103931,3772,4,8,1,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,0,2,2,3,1,1,2,2,1,1,1,1,1,2,2,1,2,1
1,1,2,5,1,1,1,2,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,1,5,1,31,116,1269,2103946,15292,3,3,1,1,2,2,2,1,2,2,2,2,1,2,1,3,2,2,1,1,9,9,2,2,2,2,2,9,1,1,9,1,1,1,2,2,2
2,1,3,2,0,1,2,1,1,1,3,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,25,116,1269,2103946,13620,3,3,3,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,1,3,2,2,2,2,9,1,1,1,1,1,2,2,2,2
3,1,2,1,3,1,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,29,116,1269,2103946,9080,6,2,2,1,1,1,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,2,3,2,1,2,2,1,1,1,1,1,1,2,2,2,2
4,1,1,1,1,1,1,1,2,1,2,2,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,1,0,0,0,1,2,1,5,1,28,116,1269,2103946,10960,5,8,1,1,1,1,2,1,1,2,2,2,1,2,1,2,1,1,1,0,1,1,3,2,2,2,2,9,9,1,1,1,2,2,2,2,1
1,1,2,5,0,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,60,116,1270,2104047,8568,4,8,1,1,2,2,2,2,2,1,2,2,2,2,2,3,2,2,2,1,2,2,3,2,2,2,2,9,1,1,1,1,2,2,2,1,2
2,1,3,6,2,1,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,1,2,2,2,2,2,1,0,1,0,0,1,4,1,5,1,27,116,1270,2104047,17816,2,9,3,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,0,1,9,3,2,2,2,2,9,1,1,1,1,2,2,1,2,2
3,1,1,5,1,1,1,2,1,1,2,2,1,1,1,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,25,116,1270,2104047,9840,5,8,2,1,2,2,2,2,2,1,2,2,2,1,2,3,2,2,2,1,9,9,3,2,2,2,2,9,1,1,9,1,2,1,2,2,2
4,1,1,5,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,1,5,1,42,116,1270,2104047,10767,3,6,1,1,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,2,1,3,1,2,2,2,9,1,1,1,1,1,2,2,2,2
5,1,3,3,3,5,1,2,1,1,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,1,2,0,1,0,0,1,1,1,5,2,42,116,1270,2104047,13775,3,7,1,1,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,0,3,3,2,1,2,2,2,9,1,1,1,1,1,2,2,2,2
2,1,1,1,2,1,1,1,2,1,3,1,1,1,1,2,2,1,1,1,1,2,2,2,1,2,1,1,1,1,1,2,2,2,0,0,0,0,1,2,2,5,1,25,116,1271,2104668,10929,2,8,1,1,1,1,1,1,1,2,2,2,2,1,1,2,1,1,1,1,2,1,3,2,2,2,2,9,1,1,1,1,1,1,1,1,2
3,1,1,5,3,1,1,1,1,1,3,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,2,5,1,43,116,1271,2104668,9907,6,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,3,3,2,2,2,2,1,1,1,1,1,1,1,2,2,2
4,1,1,5,1,8,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,2,5,1,63,116,1271,2104668,17071,3,3,1,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,1,1,3,2,2,2,2,9,1,1,1,1,1,2,2,1,2
5,1,2,1,6,1,1,1,1,1,3,1,1,1,1,1,2,2,1,2,1,1,2,2,2,2,1,1,1,1,2,1,1,2,1,0,0,0,1,2,2,5,2,43,116,1271,2104668,8450,3,6,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,0,1,1,3,2,2,1,2,1,1,1,1,1,1,1,1,1,2
1,1,1,1,4,1,1,1,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,9,1,2,1,2,0,1,0,0,1,2,2,5,1,62,114,1272,2104734,9636,3,6,1,1,1,2,2,2,1,2,2,1,2,1,1,1,1,1,2,0,2,1,3,1,1,2,2,9,1,1,1,1,9,2,1,2,2
2,1,4,6,1,1,2,2,1,2,3,1,1,1,1,2,1,2,2,1,1,2,2,2,2,2,1,9,2,9,2,2,2,2,0,0,0,0,1,2,2,5,2,19,114,1272,2104734,15333,3,3,3,1,1,1,2,2,2,2,2,2,1,1,2,2,1,1,2,1,2,2,1,2,2,2,2,9,9,9,9,1,1,1,2,1,2
