"VIV_SEL","HOGAR","N_REN","P3_2","P3_3","P3_5","P4_1","P4_5","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_9_1","P4_9_2","P4_9_3","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P7_1_1","P7_1_2","P8_1","P9_1","P10_1","P11_1_1","P11_1_2","P11_1_3","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P12_1","P13_1","TLOC","REGION","SEXO","EDAD","EST_DIS","UPM_DIS","UPM","FAC_PER","GRA","NIV","P3_1","P3_12","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P4_7","P5_29","P5_3","P5_4","P6_18","P6_3","P10_13","P10_8","P11_2_9","P12_2","P12_3","P12_4","P13_2_1","P13_2_2","P13_2_3","P13_2_4","P7_1_3","P7_1_4","P7_1_5","P7_1_6","P7_1_7","P9_9_1","P9_9_2","P9_9_3","P9_9_4","P9_9_5"
10,1,1,1,1,1,2,2,1,1,8,2,1,8,8,2,2,2,2,2,2,2,2,2,2,2,1,1,2,9,2,2,2,2,0,0,0,0,9,2,4,6,1,54,110,1240,2061846,9083,0,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,8,9,3,1,2,2,2,9,9,1,9,1,1,2,2,2,2
16,1,1,1,1,5,2,1,2,1,1,3,8,8,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,4,6,2,19,110,1240,2061846,3704,5,2,1,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,1,9,9,1,2,2,2,2,9,9,1,9,1,1,2,2,2,2
18,1,1,5,1,1,2,1,1,2,2,3,9,9,8,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,1,2,2,2,0,0,0,0,9,2,4,6,1,59,110,1240,2061846,9083,6,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,9,9,9,1,2,1,2,9,9,1,9,1,1,2,2,2,2
1,1,2,5,2,5,2,1,1,1,1,1,1,8,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,9,2,2,2,2,0,0,0,0,9,2,4,6,2,51,110,1241,2062024,4673,3,3,2,1,1,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,9,9,9,1,1,2,2,9,9,1,1,1,9,9,1,1,2
2,1,2,5,1,5,2,2,1,9,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,0,0,0,0,1,2,4,6,2,38,110,1241,2062024,6155,6,2,2,1,1,2,2,1,2,2,2,2,2,1,2,3,2,2,1,1,2,2,1,2,2,2,2,9,9,1,1,1,1,2,2,1,2
3,1,1,2,0,1,2,1,1,1,3,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,0,0,0,9,1,4,6,1,66,110,1241,2062024,4793,0,0,1,1,2,2,2,1,2,2,2,2,2,2,1,3,2,2,2,0,9,9,3,1,1,2,2,9,9,1,9,1,1,2,2,1,2
4,1,2,5,0,5,1,2,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,6,2,56,110,1241,2062024,2337,2,2,2,1,2,2,2,1,2,2,1,2,2,2,2,3,2,2,2,1,9,9,9,1,2,2,2,9,9,1,1,1,1,2,2,1,2
5,1,3,6,0,1,2,1,1,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,6,1,21,110,1241,2062024,11145,3,3,5,2,1,1,2,1,2,1,2,2,2,2,2,3,2,1,2,1,2,2,2,2,2,2,2,9,9,1,1,1,1,2,1,1,2
6,1,1,5,2,1,2,2,3,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,9,1,2,2,2,0,0,0,0,1,2,4,6,1,57,110,1241,2062024,13011,2,2,1,1,1,2,2,2,2,1,2,2,2,1,1,3,2,2,2,1,1,1,3,1,1,1,2,9,1,1,1,1,1,2,1,1,2
7,1,1,3,0,1,2,2,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,9,1,4,6,2,63,110,1241,2062024,3433,0,0,1,2,2,2,2,1,2,2,2,2,1,1,2,3,2,2,2,1,9,9,9,1,2,2,2,9,9,1,9,1,1,2,2,1,2
8,1,2,6,1,1,2,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,1,0,0,0,9,2,4,6,1,22,110,1241,2062024,18575,4,2,3,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,0,3,3,1,2,2,2,2,9,9,1,1,1,1,2,1,1,2
9,1,2,5,0,5,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,6,2,32,110,1241,2062024,6155,6,2,2,1,1,2,1,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,3,2,2,2,2,9,9,1,1,1,2,2,1,2,2
11,1,1,5,2,1,2,2,1,1,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,0,0,0,0,1,2,4,6,1,55,110,1241,2062024,13011,3,3,1,1,2,2,1,1,2,2,2,2,1,1,1,3,1,2,1,1,1,9,3,1,1,2,2,9,9,1,1,1,1,1,2,2,2
12,1,1,5,4,1,2,2,1,1,1,3,1,1,9,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,6,1,52,110,1241,2062024,8674,6,2,1,2,2,2,1,2,2,1,2,2,1,2,2,3,2,2,2,1,3,9,9,1,1,2,2,9,9,1,9,1,1,2,1,9,2
14,1,2,5,1,5,1,1,1,1,3,1,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,6,2,36,110,1241,2062024,6155,6,2,2,1,1,2,1,1,2,1,2,2,2,1,2,3,2,1,2,1,9,9,3,1,2,2,2,9,9,1,1,1,1,2,2,1,2
15,1,1,1,4,1,2,2,1,1,3,3,1,9,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,6,1,59,110,1241,2062024,8674,6,2,1,2,2,2,2,1,2,2,2,2,1,2,2,3,2,1,2,1,9,9,3,2,2,2,2,9,9,1,9,1,2,2,2,1,2
16,1,4,6,0,5,2,1,1,3,2,3,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,4,6,2,46,110,1241,2062024,7342,3,3,3,1,2,2,1,1,2,1,2,2,2,2,2,3,2,2,1,0,1,1,3,2,2,2,2,9,9,1,1,1,9,2,1,2,2
17,1,1,4,0,8,2,2,2,2,2,2,9,8,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,0,0,0,0,9,2,4,6,2,70,110,1241,2062024,6865,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,2,3,1,2,2,2,9,9,1,1,1,1,2,2,2,2
18,1,1,1,3,1,1,1,1,1,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,1,0,0,0,1,2,4,6,1,40,110,1241,2062024,6245,3,3,1,1,2,2,2,1,2,2,2,2,2,2,1,3,2,1,2,0,3,3,3,2,2,2,2,9,9,1,1,1,1,2,1,2,2
19,1,4,6,0,4,2,2,1,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,6,1,18,110,1241,2062024,14860,9,7,3,1,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,1,2,1,3,2,2,2,2,9,9,1,1,1,1,2,1,2,2
20,1,3,2,2,5,2,2,3,2,1,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,2,2,2,2,0,0,0,0,1,2,4,6,2,33,110,1241,2062024,12309,3,7,3,1,1,2,1,2,2,2,2,2,2,2,2,3,1,1,2,1,3,3,3,2,2,2,2,9,9,1,1,1,2,2,1,2,2
1,1,1,2,3,5,2,2,2,2,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,1,4,6,2,32,110,1242,2062585,2690,2,7,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,3,2,1,2,2,9,9,1,1,1,1,2,2,2,2
2,1,1,4,2,6,1,2,1,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,1,2,1,1,1,2,1,2,2,2,1,0,0,0,1,1,4,6,2,55,110,1242,2062585,6127,5,8,1,1,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,0,1,1,3,1,1,2,2,9,1,1,1,1,2,1,2,2,2
3,1,2,5,0,5,2,2,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,6,2,61,110,1242,2062585,18001,6,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,1,2,2,1,9,9,9,2,2,2,2,9,9,1,9,1,1,2,2,2,2
4,1,1,1,5,1,2,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,6,1,35,110,1242,2062585,7413,6,2,1,1,2,1,1,1,2,2,2,2,2,2,2,3,2,1,2,1,2,2,3,1,1,1,2,9,1,1,1,1,1,2,2,1,2
7,1,2,5,5,5,2,2,1,1,3,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,4,6,2,55,110,1242,2062585,8169,3,6,2,1,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,1,9,9,3,2,2,2,2,9,1,1,9,1,1,2,2,1,2
8,1,3,6,0,4,2,1,2,1,2,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,4,4,6,1,18,110,1242,2062585,9741,2,6,3,1,2,2,1,2,2,1,2,2,2,1,2,3,2,1,2,1,1,3,3,2,2,2,2,9,9,9,1,1,2,2,1,2,2
9,1,1,5,1,1,2,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,0,0,0,0,1,2,4,6,1,42,110,1242,2062585,5458,3,3,1,1,1,1,2,1,2,2,2,2,1,1,1,3,2,1,1,1,2,2,2,2,2,1,2,1,1,1,1,1,2,1,2,2,2
10,1,1,6,1,1,2,1,1,1,1,1,9,8,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,9,1,4,6,1,29,110,1242,2062585,3247,3,6,1,2,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,9,9,3,1,2,2,2,1,1,1,1,1,2,2,2,2,1
11,1,1,4,0,5,2,2,1,2,3,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,4,6,2,69,110,1242,2062585,3000,0,0,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,9,9,3,1,2,2,2,9,1,1,9,1,1,2,2,1,2
14,1,1,2,2,3,2,2,1,1,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,1,4,6,2,39,110,1242,2062585,2690,2,6,1,2,2,2,2,1,2,2,2,2,2,1,2,3,2,2,2,0,2,2,3,2,2,2,2,9,9,1,9,1,2,2,2,2,2
15,2,2,6,0,1,2,1,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,4,4,6,2,41,110,1242,2062585,6417,3,3,3,2,2,2,2,1,2,1,2,2,2,1,2,3,2,2,2,1,2,2,1,2,2,2,2,9,1,1,1,1,1,2,2,1,2
15,3,1,5,6,1,2,2,1,1,3,1,1,1,1,2,2,2,2,1,2,1,2,2,2,2,1,1,2,1,1,2,2,2,0,0,0,1,1,1,4,6,1,59,110,1242,2062585,7581,5,8,1,1,2,1,1,1,1,1,2,2,1,1,1,1,2,2,1,0,3,3,3,2,1,2,2,9,1,1,1,1,2,2,1,2,2
16,1,2,1,3,5,2,1,2,1,1,2,1,9,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,4,6,2,31,110,1242,2062585,5379,3,3,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,2,2,2,2,9,1,1,1,1,1,2,1,1,2
17,1,2,5,0,5,1,1,1,1,3,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,6,2,35,110,1242,2062585,5379,6,2,2,1,2,2,1,1,1,1,2,2,2,1,2,3,2,2,2,1,2,2,3,2,2,2,2,9,1,1,1,1,1,2,2,1,2
18,1,2,5,2,1,1,2,1,1,1,2,1,1,1,2,1,2,2,2,1,2,2,2,1,2,1,1,1,1,1,2,2,2,0,0,0,0,1,2,4,6,2,29,110,1242,2062585,6183,4,8,2,1,2,2,1,1,2,1,2,2,2,2,1,2,1,1,1,1,3,2,3,1,1,2,2,9,1,1,1,1,1,1,2,1,2
19,2,2,1,2,5,1,1,3,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,4,6,2,24,110,1242,2062585,6183,6,2,2,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,1,9,9,2,2,2,2,2,1,1,1,9,1,1,2,1,1,2
20,1,2,6,0,1,2,2,1,1,3,1,1,1,1,2,1,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,3,4,6,1,30,110,1242,2062585,7413,6,2,5,1,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,3,3,2,2,2,2,2,9,9,1,9,1,1,2,1,2,2
2,1,2,5,1,1,2,1,1,1,2,2,1,1,1,2,2,1,1,1,2,2,2,2,2,2,1,3,1,2,1,2,2,2,1,0,0,0,1,2,1,5,2,45,117,1243,2100201,10266,1,8,2,1,2,1,1,1,1,2,2,2,1,1,1,2,1,1,1,0,2,3,3,2,2,2,2,1,1,1,1,1,2,1,2,1,2
4,1,1,6,0,5,2,1,1,1,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,1,1,1,1,5,2,69,117,1243,2100201,15963,6,2,1,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,1,0,3,3,3,1,2,2,2,9,1,1,9,1,1,2,2,1,2
1,1,1,4,0,6,2,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,0,0,0,0,1,1,1,5,2,70,117,1244,2100676,8100,3,4,1,2,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,2,1,3,1,2,2,2,1,1,1,1,1,2,2,1,2,2
2,1,3,2,1,1,2,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,1,0,0,0,1,2,1,5,2,39,117,1244,2100676,9017,3,7,3,1,2,2,1,1,2,2,2,2,2,1,2,3,2,2,2,0,2,3,3,2,2,2,2,9,1,1,1,1,2,2,2,2,2
3,1,2,5,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,1,5,2,56,117,1244,2100676,19679,6,2,2,1,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,1,9,9,3,2,2,2,2,9,1,1,1,1,1,2,1,1,2
4,1,2,5,0,5,1,1,1,1,3,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,0,0,0,1,3,1,5,2,66,117,1244,2100676,4050,6,2,2,2,1,2,2,2,2,2,2,2,2,1,2,3,2,2,2,0,9,9,9,2,2,2,2,1,1,1,1,1,2,2,2,1,2
5,1,1,2,3,5,2,2,1,1,2,3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,5,2,41,117,1244,2100676,13023,3,3,1,1,2,2,2,1,2,2,2,2,2,1,2,3,2,1,2,1,1,1,3,2,2,2,2,9,1,1,1,1,2,2,2,2,2
2,1,2,1,1,1,2,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,2,2,1,0,0,0,1,2,1,5,1,25,117,1245,2100701,8070,4,8,2,1,2,1,2,2,2,2,2,2,2,2,1,3,2,2,1,0,1,1,3,2,1,2,2,1,1,1,1,1,2,1,2,2,2
3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,0,0,0,1,1,1,5,1,52,117,1245,2100701,2525,2,9,1,1,2,2,2,1,2,2,2,2,2,1,1,2,1,1,1,0,1,1,3,1,2,2,2,9,9,1,1,1,2,1,2,2,2
4,1,2,6,2,5,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,0,1,0,0,1,3,1,5,2,36,117,1245,2100701,6481,4,8,3,1,2,2,2,2,2,1,2,2,1,1,2,3,2,2,2,0,2,2,2,2,2,2,2,9,1,1,1,1,2,1,2,2,2
5,1,3,6,2,4,2,1,1,1,3,1,1,1,1,2,2,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,1,0,1,2,1,5,1,19,117,1245,2100701,12105,3,6,5,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,0,1,1,3,2,2,2,2,1,1,1,1,1,2,1,2,2,2
1,1,3,6,1,1,2,2,3,3,3,3,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,1,34,116,1246,2100736,25486,6,2,3,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,2,1,2,1,3,2,2,2,2,1,1,1,1,6,1,2,2,2,2
2,1,4,5,0,5,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,2,0,1,0,0,1,2,1,5,2,39,116,1246,2100736,11002,3,3,2,1,2,2,2,1,2,2,2,2,2,1,1,3,2,2,2,0,2,1,3,2,1,2,2,1,1,1,1,1,2,2,2,1,2
3,1,3,6,0,4,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,0,0,0,0,1,3,1,5,2,18,116,1246,2100736,17025,2,6,3,1,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,2,2,2,2,2,2,2,9,9,9,9,1,2,2,1,2,2
4,1,2,1,2,1,2,1,1,1,3,1,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,32,116,1246,2100736,11002,6,2,2,1,2,2,2,1,2,2,2,2,1,2,1,3,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,1,1,2,2,2,2
5,1,2,5,1,1,2,2,1,1,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,1,44,116,1246,2100736,12419,6,2,1,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,9,9,2,2,2,2,1,1,1,1,1,2,2,1,2,2
1,1,3,6,2,1,1,2,2,1,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,2,2,2,1,0,0,0,1,2,1,5,2,22,117,1247,2100768,9217,1,8,3,1,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,0,3,1,2,2,2,2,2,1,1,1,1,6,2,1,2,1,2
3,1,2,1,0,5,1,2,2,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,38,117,1247,2100768,5956,3,6,2,1,1,2,2,2,2,2,2,2,2,2,2,3,2,1,2,1,3,3,3,2,2,2,2,1,1,1,1,1,1,2,2,1,2
4,1,1,6,1,1,2,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,5,2,44,117,1247,2100768,2867,6,2,1,1,2,2,2,1,2,2,2,2,1,1,2,3,2,1,2,1,2,1,2,2,2,2,2,1,1,1,9,6,2,2,2,1,2
5,1,2,6,0,4,1,1,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,21,117,1247,2100768,6145,3,8,3,1,2,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,1,3,2,2,1,2,9,1,1,1,1,2,2,1,2,2
1,1,2,1,1,1,2,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,9,2,1,5,2,46,116,1248,2101068,10600,4,2,2,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,9,9,2,2,2,2,2,9,1,1,1,1,2,2,2,1,2
2,1,2,5,1,6,2,1,1,2,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,1,0,1,2,1,5,2,55,116,1248,2101068,24027,4,5,2,1,2,2,2,1,2,2,2,2,2,1,1,3,2,2,1,0,3,2,3,1,2,2,2,1,1,1,1,1,2,1,2,2,2
3,1,1,2,0,1,2,1,1,1,2,2,1,1,1,2,2,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,0,0,0,0,1,2,1,5,2,54,116,1248,2101068,24027,6,2,1,1,1,2,2,1,2,2,2,2,2,2,2,3,2,2,2,1,2,2,3,1,2,2,2,9,9,1,1,1,1,2,2,1,2
4,1,2,6,0,4,1,1,1,1,3,1,1,2,1,2,2,2,2,2,1,2,2,2,2,2,1,9,2,2,1,2,2,2,0,0,0,0,1,3,1,5,1,19,116,1248,2101068,13709,2,8,3,1,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,3,3,3,2,2,2,2,9,9,9,9,1,2,2,2,1,2
5,1,2,5,1,5,1,1,1,1,2,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,2,0,0,0,0,9,2,1,5,2,70,116,1248,2101068,9889,0,0,2,2,1,2,2,2,2,2,2,2,2,2,2,3,2,2,2,1,9,9,3,2,2,2,2,9,1,1,1,1,1,2,2,1,2
4,1,2,1,4,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,1,1,1,2,2,2,0,0,0,0,1,2,1,5,2,36,118,1249,2101287,19494,4,8,2,1,2,1,2,2,2,2,2,2,1,1,1,1,1,2,1,1,2,1,3,2,2,1,2,1,1,2,2,1,2,1,1,2,2
2,1,2,5,0,1,2,1,1,1,3,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,0,0,0,0,1,1,1,5,2,66,116,1250,2101499,3980,6,2,2,1,2,2,2,1,2,1,2,2,2,2,2,3,2,2,2,1,2,2,1,2,2,2,2,9,1,1,1,1,1,2,2,1,2
3,1,1,4,0,6,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,1,1,5,2,58,116,1250,2101499,4834,3,4,1,1,1,2,1,1,2,2,2,2,2,1,1,1,2,2,1,1,2,2,3,2,2,2,2,9,1,1,9,1,2,1,2,2,2
5,1,1,6,5,1,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,0,1,0,0,1,1,1,5,1,43,116,1250,2101499,5001,2,9,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,1,1,0,2,2,2,2,1,1,2,9,1,1,1,1,1,1,1,1,2
1,1,1,6,0,1,1,1,2,1,3,2,1,2,1,2,2,1,1,2,1,2,2,2,1,2,2,2,1,2,1,2,2,2,0,0,0,0,1,1,1,5,2,25,117,1251,2101618,8161,2,9,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,1,1,1,2,2,3,2,2,2,2,1,1,1,2,1,2,1,1,2,2
1,2,1,6,0,4,2,1,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,1,0,1,0,1,1,1,5,1,19,117,1251,2101618,4925,3,6,1,1,2,2,1,1,2,1,2,2,2,2,2,3,2,1,1,0,2,2,3,2,2,2,2,4,9,9,9,9,2,1,1,2,2
2,1,2,5,0,5,2,1,1,3,1,3,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,1,5,2,55,117,1251,2101618,17263,6,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,1,2,2,3,2,2,2,2,9,9,9,1,1,2,2,2,2,1
3,1,2,6,0,1,2,2,2,1,2,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,0,0,0,0,1,2,1,5,2,20,117,1251,2101618,8161,1,8,4,1,1,1,1,1,2,2,2,2,1,1,2,3,2,1,1,1,2,2,2,2,2,2,2,9,9,1,1,1,9,1,1,1,2
4,1,2,6,0,1,1,1,1,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,9,1,1,1,1,1,2,0,1,0,0,1,2,1,5,2,20,117,1251,2101618,8161,3,6,3,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,0,3,3,3,2,2,2,2,9,8,9,9,9,2,1,1,2,2
5,1,2,1,1,1,2,1,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,1,0,0,0,1,2,1,5,2,29,117,1251,2101618,8161,5,8,2,1,1,1,1,1,2,2,2,2,2,1,1,3,2,1,2,0,3,3,3,2,2,1,2,9,1,1,1,9,2,2,1,1,2
1,1,1,5,3,1,1,1,1,1,1,3,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,0,1,0,0,1,1,1,5,1,61,118,1252,2101687,21173,5,8,1,1,1,1,2,2,1,2,2,1,1,1,1,3,1,2,1,0,2,2,3,1,1,2,2,9,1,1,1,1,1,1,2,2,2
2,1,1,6,2,1,1,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,1,0,0,0,1,2,1,5,2,44,118,1252,2101687,7860,2,9,1,1,2,1,1,1,2,1,2,1,1,1,1,2,1,1,1,0,2,1,3,1,1,2,2,9,4,4,4,3,2,2,1,2,2
4,1,2,3,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,0,0,0,1,2,1,5,2,44,118,1252,2101687,7860,5,8,3,1,2,1,2,2,1,1,2,1,1,1,1,2,1,2,1,0,1,1,3,2,1,2,2,9,1,1,7,1,2,1,2,2,1
1,1,3,6,0,1,1,1,1,1,3,1,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,0,0,0,1,1,2,1,5,1,28,117,1253,2101904,15563,5,8,3,1,1,2,2,2,2,2,2,1,1,1,2,1,2,1,1,0,3,1,3,2,2,2,2,9,1,1,1,9,2,1,1,2,2
