UPM,VIV_SEL,HOGAR,R_SEL,P3_1,P3_2,P3_3,NIV,GRA,P3_5,P3_6,P3_7,P3_8_1,P3_8_2,P3_9,P3_10,P3_11,P3_12,P4_1,P4_2,P4_3,P4_4_1,P4_4_2,P4_4_3,P4_4_4,P4_4_5,P4_4_6,P4_4_7,P4_4A,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_7_1,P4_7_2,P4_7_3,P4_7_4,P4_7_5,P4_7_6,P4_7A,P4_8,P4_8A,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_2_1,P5_2_2,P5_2_3,P5_2_4,P5_2_5,P5_2_6,P5_2_7,P5_2_8,P5_2A,P5_3,P5_4,P5_5,P5_6,P5_6A,P5_7_1,P5_7_2,P5_7_3,P5_7_4,P5_7_5,P5_7_6,P5_7A,P5_8_1,P5_8_2,P5_8_3,P5_8_4,P5_8_5,P5_8_6,P5_8_7,P5_8A,P5_9,P5_10_1,P5_10_2,P5_10_3,P5_10_4,P5_10A,P5_11_1,P5_12_1,P5_13_1,P5_14_1,P5_15_1,P5_16_1,P5_11_2,P5_12_2,P5_13_2,P5_14_2,P5_15_2,P5_16_2,P5_11_3,P5_12_3,P5_13_3,P5_14_3,P5_15_3,P5_16_3,P5_11_4,P5_12_4,P5_13_4,P5_14_4,P5_16_4,P5_11_5,P5_12_5,P5_13_5,P5_14_5,P5_16_5,P5_11_6,P5_11_6A,P5_12_6,P5_13_6,P5_14_6,P5_15_6,P5_16_6,P5_17_1,P5_17_2,P5_17_3,P5_17_4,P5_17_5,P5_17_6,P5_17_7,P5_17_8,P5_17_9,P5_17A,P5_18,P5_19,P5_20,P5_21,P5_22,P5_23,P5_23A,P5_24,P5_24A,P5_25_1,P5_26_1,P5_27_1_1,P5_27_1_2,P5_27_1_3,P5_27_1_4,P5_27_1_5,P5_27_1_6,P5_27_1_7,P5_27_1_8,P5_28_1,P5_29_1,P5_29_1A,P5_30_1,P5_30_1A,P5_25_2,P5_26_2,P5_27_2_1,P5_27_2_2,P5_27_2_3,P5_27_2_4,P5_27_2_5,P5_27_2_6,P5_27_2_7,P5_27_2_8,P5_28_2,P5_29_2,P5_29_2A,P5_30_2,P5_30_2A,P5_31,P5_32_1,P5_32_2,P5_32_2A,P6_1_1,P6_2_1,P6_1_2,P6_2_2,P6_1_3,P6_2_3,P6_1_4,P6_2_4,P6_1_5,P6_1_5A,P6_2_5,P6_3_1,P6_3_2,P6_3_3,P6_3_4,P6_3_5,P6_3_6,P6_3_7,P6_3_8,P6_3_9,P6_3A,P6_4,P6_5,TLOC,EST_DIS,UPM_DIS,FACTOR,SEXO,EDAD,FAC_PER
0808871,08,01,01,1,5,1,2,6,1,,2,00900,1,1,1,1,2,1,1,4,2,2,1,1,2,1,2,,1,2,1,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,2,2,1,2,2,2,2,2,2,,2,2,3,009,00217,04583,1,31,09170
0808871,11,01,01,1,5,1,2,1,1,,4,99999,,,2,1,2,1,1,4,2,2,1,2,2,1,2,,1,1,2,2,2,2,2,2,1,2,2,2,,1,,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,1,1,2,,,2,1,2,2,2,2,2,2,2,,2,2,3,009,00217,04583,1,66,09170
0808871,06,01,04,2,1,1,2,5,1,,2,00800,1,2,1,1,2,1,1,5,2,2,2,1,2,2,2,,1,2,2,2,1,2,2,2,2,1,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,1,2,2,,2,,2,,2,,,2,2,2,1,1,2,2,2,2,,2,2,3,009,00217,04583,1,45,18341
0808871,17,01,03,3,6,1,2,6,1,,2,00800,1,1,2,1,2,1,1,4,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,1,1,2,2,1,2,2,2,1,2,2,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00217,04583,1,29,13756
0808871,16,01,03,3,6,1,2,2,1,,2,00840,1,1,7,1,2,2,,5,2,2,2,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,1,2,2,2,2,1,2,2,2,2,2,2,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00217,04583,1,20,13756
0808871,09,01,01,1,2,1,3,2,1,,2,00628,1,2,1,1,2,1,1,3,1,1,1,1,2,2,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,2,2,1,1,2,2,2,2,2,1,1,2,2,2,,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00217,04583,2,32,04585
0808871,18,01,01,1,4,1,3,3,6,4,,,,,,1,2,1,1,2,1,2,2,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,1,1,2,1,1,1,2,1,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,1,2,2,2,2,2,2,2,2,,1,2,,2,,1,,3,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,3,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00217,04583,2,50,09170
0808871,19,01,02,2,1,1,3,1,5,4,,,,,,1,1,1,1,4,1,2,2,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,1,3,2,9,2,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,4,,2,,,,2,,1,2,2,,2,,2,,,1,2,1,2,2,2,2,2,2,,2,2,3,009,00217,04583,2,30,09170
0808871,13,01,01,1,5,1,2,3,1,,2,00900,1,2,2,1,2,1,1,5,2,1,2,1,2,2,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,2,2,1,2,2,2,2,2,2,1,2,2,2,2,,1,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,1,1,2,2,,2,,2,,,1,2,1,2,2,2,2,2,2,,2,2,3,009,00217,04583,1,44,09170
0808871,01,01,01,1,4,1,2,5,6,4,,,,,,2,,1,1,4,2,2,1,1,2,2,2,,1,2,2,2,1,2,1,2,2,1,2,2,,1,,2,2,1,2,2,1,1,2,1,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,1,2,2,2,2,1,2,,2,,,2,,3,,,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,4,,1,1,3,CONDUCEF,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00217,04583,2,58,13756
0808871,07,01,03,3,6,1,6,3,1,,2,01000,1,1,7,1,2,1,1,3,2,1,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,1,1,2,,1,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00217,04583,2,45,09170
0808871,12,01,01,1,6,1,2,6,1,,2,00800,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,1,2,1,2,2,2,1,2,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,2,,,,,,1,1,3,1,2,2,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,,,,2,,4,,,,2,,,,,,,,,,,,,5,,2,,,,,,,,,,,,,6,,2,,,,1,2,2,,2,,1,1,2,,,2,1,2,2,2,2,2,2,2,,2,2,3,009,00217,04583,2,36,09170
0808871,03,01,01,1,5,1,3,3,2,,2,01000,1,2,2,1,2,1,1,5,2,1,1,1,2,2,2,,1,1,2,2,2,2,1,2,2,1,1,2,,1,,2,2,2,2,2,1,1,2,2,2,1,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,1,3,2,2,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,1,2,1,2,2,2,2,2,2,,,,,,,,,,,2,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,2,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,3,009,00217,04583,1,56,09170
0808871,05,01,01,1,5,1,2,5,1,,2,01200,1,2,2,1,1,1,1,4,2,2,1,1,2,2,2,,1,2,2,2,1,2,2,2,2,1,1,2,,1,,2,2,1,1,2,2,1,1,2,2,2,2,2,2,,2,2,1,,,,,,,,,,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,1,3,009,00217,04583,1,53,13756
0808871,14,01,02,2,5,1,2,6,5,4,,,,,,1,2,2,,5,2,2,1,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,1,2,2,2,2,2,1,2,2,2,2,2,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,1,1,2,2,2,2,2,2,2,,2,2,3,009,00217,04583,2,68,04585
0805194,05,01,02,5,6,1,2,4,6,2,2,00800,1,2,2,2,,2,,5,2,2,2,2,1,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,2,,,2,,2,,,,2,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,5,,1,2,,,2,,2,,2,,2,,1,SEGURO SOCIAL,2,2,2,2,2,1,2,2,2,2,,2,2,1,002,00210,05030,1,65,10060
0806019,05,01,02,3,2,1,2,4,1,,2,02000,2,1,2,2,,2,,4,2,2,2,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,2,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,2,,,1,03,,,,,2,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,5,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00211,04383,1,56,13159
0860395,14,01,02,2,5,1,8,4,2,,2,11000,2,1,6,1,1,2,,3,1,1,1,1,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,1,2,1,2,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,1,2,1,1,1,3,1,2,1,2,,,,,,1,1,3,2,1,2,,,,,2,,,,,,,1,2,2,2,2,2,2,2,2,,2,,,1,05,,,,,2,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,3,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00219,04199,2,38,08398
0860395,12,01,01,1,2,1,2,6,5,4,,,,,,1,2,2,,4,2,2,2,2,2,1,2,,1,1,2,2,1,2,1,2,2,2,2,2,,1,,1,2,2,1,2,1,1,2,2,1,2,2,2,2,,2,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,1,2,2,,2,,,1,2,2,2,2,2,2,2,2,,2,2,4,012,00219,04199,2,46,08398
0860395,17,01,01,1,5,1,2,5,1,,4,00000,,,1,2,,2,,5,2,2,1,2,2,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,1,1,2,2,2,2,2,2,2,,1,2,1,,,,,,,,,,2,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00219,04199,1,57,12597
0860395,18,01,01,1,1,1,2,5,1,,2,01200,1,2,1,1,1,2,,5,2,2,2,2,2,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00219,04199,1,37,12597
0860395,19,01,01,1,5,1,2,6,1,,2,01000,1,1,1,2,,2,,4,2,1,1,1,2,2,2,,1,1,2,2,2,2,2,2,1,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00219,04199,1,37,08398
0860395,21,01,02,2,5,1,2,3,5,4,,,,,,2,,1,1,4,2,2,1,1,2,1,2,,1,1,2,2,1,2,1,2,2,2,2,2,,1,,2,2,1,2,2,1,1,2,2,2,2,2,2,2,,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00219,04199,2,41,08398
0801948,05,01,03,5,6,1,3,2,1,,2,02500,1,1,2,1,2,2,,3,1,1,2,2,1,1,2,,2,,,,,,,,,,,,,1,,2,2,2,1,2,2,1,2,1,2,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,2,,1,04,,,,,2,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,2,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,002,00198,07680,1,35,30720
0803557,04,01,02,2,5,1,2,2,5,4,,,,,,1,2,1,1,5,2,2,1,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,1,2,2,2,2,2,2,1,2,2,2,,1,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,1,1,2,,,1,1,2,2,2,2,2,2,2,,2,2,1,003,00209,05884,2,53,29443
0803557,03,01,03,5,3,1,3,3,1,,2,01000,1,1,1,1,1,1,1,4,1,2,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,1,2,2,,1,,1,2,1,2,2,1,1,2,2,1,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,2,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,1,2,2,1,2,2,2,2,2,,1,2,,,,,,,,2,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,4,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00209,05884,2,46,11777
0803557,02,01,02,2,1,1,2,6,5,4,,,,,,1,1,1,1,4,1,2,1,1,2,2,2,,2,,,,,,,,,,,,,2,,2,2,2,2,2,1,1,1,2,1,1,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,2,,,,,,2,,,,,,1,2,3,1,1,2,2,,,,,,1,1,2,2,2,2,,,,,2,,,,,,,,,,,,,,,,,,,,1,08,,,,,2,,,,,,,,,,,,,1,,2,,,,,,,,,,,,,1,,1,1,1,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00209,05884,2,36,11777
0803557,05,01,01,1,5,1,6,3,1,,2,01500,1,1,1,1,2,1,1,3,2,1,2,1,2,2,2,,2,,,,,,,,,,,,,1,,2,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,1,1,3,1,2,1,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,1,2,2,2,1,1,2,2,2,,1,2,,1,03,,,,,2,,,,,,,,,,,,,6,,2,,,,,,,,,,,,,4,,1,1,1,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,1,1,003,00209,05884,1,45,11777
0803557,01,01,02,2,5,1,3,3,1,,2,01200,1,1,1,1,1,1,1,3,2,1,2,1,2,2,2,,1,2,2,2,1,2,2,2,2,1,1,2,,1,,2,2,1,2,2,1,1,2,2,1,2,2,2,2,,1,1,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,2,,,,,,1,1,3,2,2,1,1,1,1,1,2,1,2,,,,,2,,,,,2,,,,,,,1,2,2,1,2,2,2,2,2,,,,,1,03,,,,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,4,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,1,003,00209,05884,2,37,11777
0860395,01,01,01,1,4,1,2,6,5,4,,,,,,2,,2,,5,2,2,2,1,2,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,1,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,4,012,00219,04199,2,55,12597
0860395,05,01,03,3,6,1,7,3,8,4,,,,,,1,1,1,2,5,1,2,2,1,2,1,2,,1,1,2,2,2,2,2,2,1,2,1,2,,1,,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,1,1,2,2,,2,,,,,,1,1,3,1,1,1,2,,,,,,2,,,,,2,,,,,2,,,,,,,2,2,2,2,1,2,2,2,2,,,,,1,02,,,,,2,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,3,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00219,04199,2,26,12597
0860395,03,01,01,1,5,1,2,6,1,,3,00000,,,1,2,,1,2,5,2,2,1,2,2,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,1,4,012,00219,04199,1,64,08398
0860395,08,01,02,2,5,1,2,6,5,4,,,,,,1,2,2,,3,2,2,2,2,2,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,2,2,2,1,2,2,2,1,2,2,2,2,2,2,,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00219,04199,2,67,04199
0860395,09,01,01,1,1,1,2,6,1,,2,01200,1,2,1,1,2,2,,5,2,2,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00219,04199,1,40,08398
0860395,06,01,02,2,5,1,2,4,5,4,,,,,,1,2,2,,4,2,2,1,1,2,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,9,NUNCA A TRABAJADO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00219,04199,2,56,12597
0860395,07,01,02,2,5,1,3,3,5,4,,,,,,1,2,2,,4,1,2,1,1,2,2,2,,1,1,2,2,1,2,2,1,1,2,1,2,,1,,2,2,1,1,2,2,2,1,2,2,2,2,2,2,,2,2,2,9,NO A TRABAJADO NUNCA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00219,04199,2,38,08398
0860395,02,01,06,3,6,1,3,3,1,,2,00700,1,1,2,1,1,2,,5,1,1,2,1,1,1,2,,1,2,2,1,2,2,2,1,2,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,1,2,1,2,2,,1,1,1,1,1,2,1,1,1,1,1,1,2,,,,,,1,1,1,2,2,2,,,,,2,,,,,,,1,2,2,2,2,2,2,2,2,,1,2,,2,,7,SOLO LA USA PARA COBRAR,,,2,,,,,,,,,,,,,3,,2,,,,,,,,,,,,,3,,1,1,3,EL BANCO,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,4,012,00219,04199,2,18,20995
0860395,10,01,04,3,6,1,3,3,1,,2,01200,1,2,1,1,1,2,,3,2,1,2,1,2,2,2,,1,1,2,2,2,2,2,2,2,2,2,1,CUIDANDO EL DIN ERO,1,,2,2,2,1,2,2,2,2,2,2,2,2,2,1,NO SABE,2,2,2,1,,2,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00219,04199,1,18,16796
0801141,03,01,01,3,6,1,6,3,1,,2,01200,1,2,1,1,1,2,,5,1,2,2,2,2,2,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,1,,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1,2,2,,2,,2,,2,,,1,2,2,2,2,2,2,2,2,,2,2,1,004,00194,06281,1,45,06304
0800694,03,01,02,2,1,1,3,3,1,,2,01400,2,1,1,1,2,1,1,5,2,1,2,2,2,2,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,1,,,,,,,,,,2,2,2,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,1,,1,003,00191,05930,2,50,11869
0801952,03,01,01,1,2,1,3,3,1,,2,09000,3,2,2,1,1,2,,3,2,2,1,1,1,2,2,,1,1,2,2,2,2,2,2,2,2,1,2,,1,,1,2,1,2,2,2,2,2,2,2,1,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,2,,1,04,,,,,2,,,,,,,,,,,,,4,,2,,,,,,,,,,,,,7,SE BLOQUEO LA APLICACION,2,,,,1,2,1,1,2,,1,1,2,,,2,2,2,2,1,2,2,2,2,,1,,1,002,00199,06011,1,35,06011
0807117,01,01,03,3,6,1,6,3,1,,2,00700,1,1,2,1,1,1,1,3,1,1,1,2,1,1,2,,1,1,2,2,2,2,1,2,2,2,2,2,,1,,2,2,1,2,2,2,1,2,2,2,2,2,2,2,,2,1,,,,,,,,,,,,,,,,,,,2,,,,,,1,1,3,1,2,2,2,,,,,,2,,,,,,2,,,,,2,,,,,2,,,,,,,,,,,,,,,,,1,2,,1,10,,,,,2,,,,,,,,,,,,,2,,2,,,,,,,,,,,,,2,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,1,1,003,00213,05080,2,19,15252
0860935,03,01,03,3,6,1,2,4,7,,,,,,,2,,2,,4,1,2,1,1,2,1,2,,2,,,,,,,,,,,,,1,,2,2,2,2,2,2,,,,,,,,,,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,,,2,,2,,2,,2,,2,,,,,,,,,,,,,2,2,4,012,00220,03351,1,35,03351
