UPM,VIV_SEL,HOGAR,R_SEL,TLOC,EST_DIS,UPM_DIS,FACTOR,SEXO,EDAD,FAC_PER,GRA,NIV,P3_1,P3_11,P3_2,P3_3,P3_5,P4_1,P4_3,P4_4_1,P4_4_2,P4_4_3,P4_4_4,P4_4_5,P4_4_6,P4_4_7,P4_5,P4_8,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_3,P5_31,P5_4,P6_1_1,P6_1_2,P6_1_3,P6_1_4,P6_1_5,P6_4,P6_20,P7_1,P8_1,P9_1,P10_1,P10_17,P10_8,P11_1_1,P11_1_2,P11_1_3,P11_1_9,P12_1,P12_3_1,P12_3_2,P12_3_3,P12_3_4,P12_3_5,P12_3_6
160050,11,1,2,4,12,27,4195,1,51,8390,3,3,3,1,5,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,2,2,2,2
160050,13,1,5,4,12,27,4195,1,23,29365,3,3,3,1,1,1,1,1,3,1,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,2,2,2,2,2,2,2,1,9,1,2,1,1,2,2,1,2,2,2,2,2,2,2,2
160050,9,1,1,4,12,27,4195,1,68,16780,2,2,1,1,5,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,9,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2
160050,5,1,1,4,12,27,4195,2,59,4195,6,2,1,1,6,1,5,1,5,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,1,2,1,2,2,2
160050,8,1,2,4,12,27,4195,2,22,8390,3,6,2,2,5,1,5,1,4,1,1,1,1,1,1,2,1,1,2,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,1,1,2,2,1,2,2,2,2,1,2,2,2
160050,6,1,1,4,12,27,4195,1,56,16780,3,3,1,2,5,1,1,2,3,2,2,1,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,1,1,2,2,2
160050,14,1,3,4,12,27,4195,1,28,29365,3,3,3,1,6,1,1,2,1,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,2,2,2,2,1,2,2,2,3,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
160050,16,1,1,4,12,27,4195,1,35,8390,3,3,1,2,5,1,1,1,3,1,2,1,1,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,1,2,2,2,3,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2
160050,1,1,2,4,12,27,4195,2,29,8390,3,6,2,1,5,1,1,1,3,2,2,1,1,2,1,2,2,1,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2
100462,1,1,2,1,3,6,5731,2,22,11471,2,6,2,1,1,1,1,1,3,1,1,1,1,2,1,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2
101302,1,1,1,1,4,17,5684,1,54,11410,6,2,1,1,5,1,6,2,5,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
101627,2,1,1,1,3,20,4767,1,24,9541,3,3,1,1,1,1,1,1,4,2,2,1,1,2,1,2,1,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,2,1,1,2,2,2
101499,4,1,1,1,2,18,5213,1,27,10426,3,3,1,1,5,1,1,2,4,2,1,1,1,2,2,2,1,1,2,1,1,1,2,2,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,1,2,2,2,2,2,2,1,2,2,2
101499,3,1,1,1,2,18,5213,2,69,10426,4,2,1,2,2,1,5,2,5,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
100462,4,1,2,1,3,6,5731,2,28,11471,3,6,3,1,2,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2
100097,3,1,2,1,2,2,5545,2,50,16635,3,4,2,1,5,1,8,2,2,2,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,1,1,1,2,2,2,2,1,1,1,1,2,2
100462,3,1,3,1,3,6,5731,1,24,17206,4,8,3,1,6,1,1,2,3,2,1,2,1,2,1,2,1,1,1,2,2,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1
100097,4,1,1,1,2,2,5545,1,36,11090,5,8,1,1,5,1,1,2,3,1,1,2,2,2,1,2,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2
100779,3,1,3,1,3,9,5984,1,19,17966,3,6,3,1,6,1,1,2,3,2,1,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,9,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2
100679,4,1,1,1,4,7,6365,1,56,25555,2,9,1,1,5,1,1,2,4,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,3,1,1,1,1,1,1,2,1,2,2,2,1,1,1,1,2,2
100679,5,1,1,1,4,7,6365,1,50,31944,5,8,1,1,5,1,1,2,4,1,2,2,2,2,2,2,1,1,2,2,1,2,2,1,1,1,1,2,2,2,2,2,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,1,1,2,2
100893,4,1,1,1,4,12,6815,1,32,13681,5,8,1,1,6,1,1,1,3,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,2,3,2,2,2,1,2,1,2,1,2,2,2,2,1,2,2,2,2
100461,4,1,4,1,3,5,5613,2,21,28086,3,6,3,1,6,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
160084,17,1,1,4,12,28,4994,1,46,9988,6,2,1,2,5,1,8,2,4,2,1,2,1,2,1,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,1,2,1,1,2,2,2
160084,7,1,2,4,12,28,4994,2,20,9988,1,6,3,1,5,1,4,1,5,2,2,1,2,2,1,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2
101842,1,1,1,1,2,22,6032,1,33,12064,3,3,1,1,5,1,1,1,4,2,1,1,1,2,1,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,2,1,1,1,1,2,1,2,2,1,2,1,2,2,1,2,2,2
101842,2,1,1,1,2,22,6032,2,39,6032,6,2,1,1,5,1,1,1,3,2,2,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2
160084,10,1,1,4,12,28,4994,1,42,9988,6,2,1,1,1,1,1,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2,3,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
102125,3,1,1,2,5,25,5123,1,60,10298,0,0,1,1,5,2,1,2,3,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2
102125,5,1,4,2,5,25,5123,2,28,15447,2,9,3,1,6,1,1,2,3,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2
160050,3,1,3,4,12,27,4195,2,58,4195,6,2,3,2,4,1,5,2,1,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2
160050,18,1,1,4,12,27,4195,2,52,16780,3,2,1,2,6,1,8,2,5,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
160050,12,1,2,4,12,27,4195,2,29,8390,2,6,2,1,5,1,8,1,1,1,1,2,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,1,2,1,1,2,2,2
100893,5,1,1,1,4,12,6815,1,34,13681,4,8,1,1,5,1,8,1,4,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2
100461,2,1,2,1,3,5,5613,2,50,16852,6,2,2,1,5,1,8,2,5,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
100077,1,1,1,1,2,1,5712,2,70,17136,0,0,1,2,4,1,1,2,3,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,1,2,2,2,2,1,2,2,2,1,2,2,2
102125,16,1,1,2,5,25,5123,1,33,10298,6,2,1,2,5,1,1,2,4,1,1,1,2,1,2,2,1,1,2,1,1,1,2,2,1,1,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2
160050,15,1,2,4,12,27,4195,2,42,16780,6,2,2,2,5,1,5,2,5,2,2,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,1,2,1,2,2,1,2,2,2
101908,1,1,2,1,2,24,11183,2,45,33549,3,2,2,2,5,1,1,2,3,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
101187,4,1,2,1,3,16,6096,2,31,12201,3,4,2,1,5,1,1,1,3,2,1,1,1,1,1,2,1,1,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2
101901,4,1,2,1,4,23,6259,2,28,12565,6,2,2,1,5,1,1,1,5,1,1,1,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2
101302,3,1,1,1,4,17,5684,1,39,11410,4,8,1,1,5,1,1,1,4,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2,2,3,1,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2
160084,12,1,1,4,12,28,4994,1,29,9988,3,3,1,1,5,1,1,2,5,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,3,2,9,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2
100815,2,1,2,1,3,10,5342,1,50,16038,2,3,3,1,6,1,1,1,5,2,1,2,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,2,1,2,1,1,1,1,2,1,2,1,2,2,2,1,2,1,2,2,2
101901,2,1,1,1,4,23,6259,1,37,12565,3,3,1,1,5,1,1,1,3,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,1,2,2,2,1,2,2,2
101901,5,1,1,1,4,23,6259,1,31,12565,2,7,1,1,5,1,1,1,4,1,1,1,1,1,1,2,1,1,2,1,1,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,1,1,1,2,2,2,2,1,1,2,2,2,1
160050,19,1,1,4,12,27,4195,1,37,8390,5,2,1,1,5,1,8,2,5,2,2,2,2,2,1,2,2,1,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,1,2,1,1,2,2,2
160050,20,1,1,4,12,27,4195,1,29,8390,3,7,1,1,5,1,1,2,4,1,2,2,1,2,2,2,1,1,1,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2
160050,7,1,2,4,12,27,4195,2,31,8390,3,6,2,1,5,1,8,1,2,2,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
100727,4,1,2,1,2,8,6268,1,33,18804,3,3,3,1,6,1,1,1,5,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1
101842,5,1,1,1,2,22,6032,1,41,12064,6,2,1,1,5,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,3,2,1,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2
160050,17,1,1,4,12,27,4195,1,40,8390,3,3,1,1,1,1,1,2,1,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,1,1,2,1,2,2,2,2,1,2,2,2,1,2,2,2
160050,10,1,3,4,12,27,4195,2,39,4195,3,6,3,1,6,1,1,2,4,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2
100077,3,1,1,1,2,1,5712,1,24,11424,3,3,1,1,1,1,1,2,4,2,1,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,1,2,2,2,2,2,3,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2
100727,2,1,2,1,2,8,6268,2,25,18804,3,3,5,1,5,1,8,2,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2
102355,1,1,2,3,9,26,4221,2,50,8446,3,3,1,1,5,1,5,2,3,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,2,2,2,2,2,2
102355,2,1,2,3,9,26,4221,1,43,8446,3,6,3,2,5,1,1,1,3,1,2,1,1,1,2,2,1,1,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,3,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2
102355,12,1,1,3,9,26,4221,1,70,21115,4,2,1,2,5,1,8,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,9,1,1,2,2,1,2,2,2,2,1,2,1,2,2,2
102355,13,1,1,3,9,26,4221,2,62,4223,6,2,1,2,4,1,8,1,4,2,2,2,2,1,1,2,1,1,2,2,2,1,2,2,1,2,1,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,2,2
102355,14,1,3,3,9,26,4221,2,25,12669,3,6,3,1,6,1,1,2,3,2,1,1,1,1,1,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,2,2
102355,15,1,3,3,9,26,4221,2,35,12669,2,9,3,1,6,1,1,2,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,2,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,2,2,2,2
102355,16,1,4,3,9,26,4221,1,18,12669,1,8,3,1,6,1,1,2,4,1,1,2,1,1,1,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,9,2,1,2,1,1,1,2,2,2,1,2,2,2,2,2,2
102355,17,1,1,3,9,26,4221,1,53,16892,6,8,1,1,5,1,6,1,2,1,2,1,2,1,2,2,1,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,2,1,1,2,1,2,1,2,2,1,2,1,1,2,2,2
102355,19,1,1,3,9,26,4221,1,27,8446,3,3,1,1,5,1,1,1,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,2,2,1,2,2,1,2,1,1,1,2
102355,20,1,1,3,9,26,4221,1,25,8446,3,3,1,1,1,1,1,2,3,2,1,1,1,1,1,2,2,1,2,2,1,1,2,2,1,1,1,2,1,2,1,2,1,1,2,1,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2
101187,2,1,2,1,3,16,6096,2,36,12201,3,3,2,1,5,1,1,2,2,2,2,1,1,1,2,2,2,1,1,2,2,1,2,2,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2
207549,18,1,1,2,5,59,4512,1,34,9070,3,6,1,1,5,1,1,2,3,2,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,2,1,2,2,2,2,2,1,2,2,2
207549,4,1,2,2,5,59,4512,2,24,9070,6,2,2,1,1,1,5,2,2,1,2,1,1,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,9,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2
207549,4,2,1,2,5,59,4512,1,69,4535,0,0,1,1,2,1,1,2,4,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2
207549,1,1,6,2,5,59,4512,1,18,13605,1,6,3,1,6,1,4,2,3,2,2,2,1,2,2,2,1,1,2,1,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2
207549,6,1,2,2,5,59,4512,2,40,9070,6,2,2,1,5,1,5,1,4,1,1,2,2,2,2,2,2,5,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2,1,2,2,2
207549,7,1,1,2,5,59,4512,1,47,4535,3,3,1,1,2,1,1,2,4,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,3,2,1,2,2,2,1,2,2,2,1,2,2,2,1,2,2,2
207549,9,1,1,2,5,59,4512,1,42,9070,3,3,1,1,1,1,1,2,3,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,1,2,2,2
201077,1,1,1,1,3,34,4877,2,56,4881,3,2,1,2,4,1,6,2,5,2,2,1,2,1,2,1,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,1
201077,3,1,1,1,3,34,4877,1,45,14642,6,2,1,1,1,1,1,2,3,2,1,1,1,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2
201077,4,1,1,1,3,34,4877,1,40,14642,3,3,1,2,5,1,1,1,5,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,2
201077,2,1,2,1,3,34,4877,2,38,9761,3,6,2,1,1,1,1,2,1,2,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
207549,17,1,1,2,5,59,4512,2,22,4535,3,3,1,1,2,1,1,2,4,2,1,1,1,2,1,2,1,1,1,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2
207549,17,2,1,2,5,59,4512,2,55,4535,6,2,1,1,6,1,1,2,5,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2
206620,5,1,1,1,2,57,6621,1,36,13242,6,2,1,1,5,1,1,1,4,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,1,2,2,2,2,2,2,1,2,2,2
206620,4,1,1,1,2,57,6621,1,34,13242,3,3,1,1,5,1,1,1,4,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2
207549,10,1,1,2,5,59,4512,1,52,4535,2,3,1,1,1,1,1,2,3,1,1,1,1,1,2,2,1,3,1,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,2,2,2
205584,2,1,1,1,2,53,5767,1,49,11534,6,2,1,1,5,1,7,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2
207549,3,1,1,2,5,59,4512,2,33,4535,3,7,1,1,2,1,1,2,3,1,2,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,1,2,2,2,2,1,1,2,1,2
205779,3,1,3,1,3,54,4877,2,22,14642,2,8,3,1,6,1,4,2,4,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2
205779,4,1,3,1,3,54,4877,1,21,14642,2,6,3,1,6,1,8,2,2,1,2,2,2,2,1,2,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2
201008,1,1,1,1,3,33,4766,2,51,4770,3,3,1,1,2,1,1,2,4,2,1,2,1,2,1,2,1,1,2,1,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,2
201008,2,1,1,1,3,33,4766,1,64,9539,3,3,1,2,5,1,6,1,5,1,2,2,1,2,1,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,2,2,1,2,2,2,1,2,1,1,1,2,1,2,2,2,1,1,2,2,2
201002,1,1,1,1,3,32,5288,1,50,15876,4,8,1,1,3,1,1,1,2,1,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,1,1,1,1,1,1,2,2,2,2,2,1,1,2,2,2
201002,4,1,1,1,3,32,5288,2,69,10584,6,2,1,1,5,1,2,2,5,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2
201008,5,1,3,1,3,33,4766,2,21,19079,3,6,3,1,6,1,1,1,5,1,2,1,1,2,2,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2
201002,5,1,1,1,3,32,5288,2,47,10584,2,3,1,1,2,1,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2
207549,19,1,1,2,5,59,4512,1,59,13605,3,2,1,1,1,1,1,1,4,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
207549,12,1,2,2,5,59,4512,2,43,22674,6,2,2,1,5,1,1,2,4,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,3,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
207549,16,1,1,2,5,59,4512,1,25,9070,3,6,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,2,2,2,2,1,2,2,2,2
206343,5,1,1,1,3,56,6396,2,45,6401,3,6,1,1,2,1,6,1,4,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,3,2,1,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2
206343,3,1,2,1,3,56,6396,2,42,19203,1,7,2,1,5,1,1,1,4,2,2,2,2,2,2,2,1,1,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,3,2,1,2,1,1,1,1,2,2,2,2,2,2,1,2,2,2
206343,2,1,1,1,3,56,6396,1,42,19203,3,3,1,1,5,1,1,1,4,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2
205779,5,1,1,1,3,54,4877,2,34,4881,3,6,1,1,5,1,1,1,4,2,2,2,1,2,2,2,1,1,2,2,1,2,2,2,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,1,1,2,2,2,2,2,1,2,2,2,2
205584,4,1,1,1,2,53,5767,1,27,11534,1,6,1,1,5,1,1,1,3,1,1,1,1,1,2,2,2,5,1,1,1,2,1,2,2,1,2,1,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2
203131,5,1,1,1,4,38,6557,2,46,13163,3,3,1,1,2,1,5,1,3,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2
203131,1,1,1,1,4,38,6557,1,27,13163,3,6,1,1,1,1,1,2,4,2,2,1,2,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,1,2,2,2,1,2,2,1,2
203131,3,1,2,1,4,38,6557,2,34,13163,6,9,2,1,5,1,1,2,3,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,2,1,2,2,2,2,1,1,2,2,2
206343,4,1,2,1,3,56,6396,1,21,19203,3,6,3,1,5,1,1,1,4,2,1,2,1,2,2,2,1,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2
207549,13,1,3,2,5,59,4512,1,53,4535,6,2,1,2,2,1,1,2,3,2,1,1,1,2,1,2,1,1,2,2,1,2,1,2,1,1,2,2,1,2,2,2,2,2,2,9,1,2,2,1,1,2,2,2,2,2,2,1,2,2,2
207549,20,1,1,2,5,59,4512,1,18,4535,3,3,1,1,1,1,1,2,5,1,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2
207549,11,1,2,2,5,59,4512,2,38,13605,3,3,2,1,5,1,1,2,4,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,1,2,2,2,2,2,3,2,1,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2
