UPM,VIV_SEL,HOGAR,N_REN,P7_1_1,P7_1_2,P7_1_3,P7_1_4,P7_1_5,P7_1_6,P7_1_7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6_1,P8_7_1,P8_8_1,P8_9_1,P8_10_1,P8_11_1,P8_6_2,P8_7_2,P8_8_2,P8_9_2,P8_10_2,P8_11_2,P8_6_3,P8_7_3,P8_8_3,P8_9_3,P8_10_3,P8_11_3,P8_6_4,P8_7_4,P8_8_4,P8_9_4,P8_10_4,P8_11_4,P8_6_5,P8_7_5,P8_8_5,P8_9_5,P8_10_5,P8_11_5,P8_6_6,P8_6_7,P8_6_8,P8_12_1,P8_12_2,P8_12_3,P8_12_4,P8_12_5,P8_13,P8_14_1,P8_14_2,P8_14_3,P8_14_4,P8_14_5,P9_1,P9_2,P9_3,P9_4,P9_5,P9_6,P9_7,P9_8,P9_9_1,P9_9_2,P9_9_3,P9_9_4,P9_9_5,P10_1,P10_2,P10_3_1,P10_3_2,P10_3_3,P10_3_4,P10_3_5,P10_3_6,P10_3_7,P10_4_1,P10_4_2,P10_5,P10_6_1,P10_6_2,P10_7_1,P10_7_2,P10_8,P10_9,P10_10_1,P10_10_2,P10_10_3,P10_10_4,P10_10_5,P10_10_6,P10_10_7,P10_11_1,P10_11_2,P10_12,P10_13,P10_14,P10_15_1,P10_15_2,P10_16,P11_1_1,P11_1_2,P11_1_3,P11_2_1,P11_2_2,P11_2_3,P11_2_4,P11_2_9,P11_3,P11_4_1,P11_5_1,P11_6_1,P11_4_2,P11_5_2,P11_6_2,P11_4_3,P11_5_3,P11_6_3,P11_4_4,P11_5_4,P11_6_4,P12_1,P12_2,P12_3,P12_4,P13_1,P13_2_1,P13_3_1,P13_4_1,P13_2_2,P13_3_2,P13_4_2,P13_2_3,P13_3_3,P13_4_3,P13_2_4,EDAD,SEXO,REGION,TLOC,EST_DIS,UPM_DIS,FAC_PER
0400186,02,01,04,1,2,9,2,2,2,1,1,,,,,2,,,,,,2,,,,,,1,1,2,1,1,,2,,,,,,2,,,,,,2,2,2,2,1,2,2,2,2,,,,,,2,5,,,,,,,9,1,2,2,2,1,,0,0,0,0,0,1,0,00,15,014,00,20,1,2,1,,1,1,0,0,0,0,0,00,10,014,2,8,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,1,3,1,2,,,1,5,3,2,,,2,25,1,6,1,021,00178,3216
0400186,03,01,05,1,1,9,1,1,1,1,1,,,,,1,2,,,3,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,02,2,2,2,3,,2,1,2,2,2,1,,0,0,0,0,0,1,0,00,45,015,00,30,2,2,1,,1,0,0,0,0,0,0,00,45,015,1,,00,30,014,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,9,,2,2,2,,,1,1,3,2,,,2,23,2,6,1,021,00178,3854
0400186,04,01,03,1,1,9,9,1,1,1,1,,,,,1,1,1,1,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,1,2,2,,2,2,,,,,,1,,02,2,4,1,1,,2,1,1,1,2,1,,1,0,0,0,0,1,0,00,15,999,01,00,2,2,1,,1,1,0,1,0,0,0,00,15,025,1,,00,05,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,9,,3,2,2,,,1,5,2,2,,,2,23,2,6,1,021,00178,2312
0400186,05,01,06,1,1,9,9,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,9,1,2,1,2,2,2,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,40,014,1,,00,05,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,2,3,2,2,,,2,,,2,,,2,26,2,6,1,021,00178,4625
0400201,01,01,02,1,1,9,1,1,1,1,2,2,1,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,10,2,1,1,2,6,2,2,2,1,2,2,1,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,40,014,1,,00,05,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,3,3,2,2,,,2,,,2,,,2,44,2,6,1,021,00179,1422
0400201,02,01,04,2,1,1,1,2,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03,2,1,1,2,3,1,1,1,1,2,1,,1,0,0,0,0,0,0,00,10,050,00,10,1,2,1,,1,0,0,0,0,0,0,00,05,020,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,2,2,2,2,,,1,1,3,2,,,2,27,1,6,1,021,00179,2266
0400201,03,01,02,1,1,1,1,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,2,1,,,,,,,,,,,,,,,1,,0,0,0,1,0,0,0,00,30,014,1,,00,10,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,2,2,2,2,,,2,,,2,,,2,42,2,6,1,021,00179,1422
0400201,04,01,03,1,2,9,1,1,1,1,1,,,,,1,2,,,1,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,9,,,,,,,,2,2,1,2,2,1,,0,1,0,0,0,0,0,00,15,020,00,15,1,2,1,,1,0,0,0,0,0,0,00,15,020,1,,00,05,010,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,1,1,3,2,2,,,1,1,3,2,,,2,33,1,6,1,021,00179,3155
0400201,05,01,02,1,1,1,1,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,1,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,3,3,2,2,,,1,5,2,2,,,2,26,2,6,1,021,00179,1358
0400213,01,01,01,1,1,9,1,1,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03,2,4,2,2,5,1,1,1,2,2,1,,0,0,0,0,0,1,0,00,05,000,00,02,1,2,1,,1,0,0,0,0,0,0,00,02,000,1,,00,02,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,2,1,2,,,2,,,2,,,2,29,1,6,1,020,00180,583
0400213,02,01,02,1,1,9,1,1,1,1,2,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,9,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,2,,,,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,9,,3,3,1,1,1,2,,,2,,,2,61,2,6,1,020,00180,1718
0400213,03,01,02,1,2,9,1,1,2,1,1,,,,,1,2,,,3,,2,,,,,,1,2,,,1,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,03,2,4,2,2,1,2,2,1,1,2,1,,1,0,0,0,0,1,0,00,15,000,00,05,1,2,2,6,,,,,,,,,,,1,,00,20,014,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,8,,2,2,2,,,1,3,2,2,,,2,26,2,6,1,020,00180,1398
0400213,04,01,03,1,9,9,9,9,9,1,9,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,8,,,,,,,,,,,,,,,2,3,,,,,,,,,,,2,4,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,4,2,,,2,,,2,,,2,24,1,6,1,020,00180,1167
0400213,05,01,01,1,1,1,5,1,1,1,2,2,1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,3,1,1,,1,1,1,1,2,1,,0,0,0,0,0,1,0,00,10,040,00,10,1,2,1,,1,1,0,0,0,0,0,00,05,040,1,,00,05,000,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,1,3,1,2,,,2,,,2,,,2,45,1,6,1,020,00180,679
0400245,01,01,03,1,9,9,9,9,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,2,,,,2,2,1,0,0,0,0,1,,,,,,,,,,,,,,1,1,3,3,2,2,,,2,,,2,,,2,65,2,6,1,021,00181,586
0400245,02,01,01,1,1,4,1,1,4,1,1,,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,1,1,1,1,1,,2,2,2,1,2,2,,2,2,,,,,,1,,01,2,5,1,1,,2,2,1,2,2,1,,1,1,0,0,0,0,0,00,05,000,00,20,2,2,1,,1,0,0,1,1,0,0,00,05,000,1,,00,05,000,1,1,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,3,3,2,1,3,2,1,3,3,2,,,2,34,1,6,1,021,00181,1662
0400245,03,01,01,1,1,1,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,07,2,1,1,1,,1,1,1,1,2,1,,1,0,0,0,0,0,0,00,05,014,00,10,1,2,1,,1,0,0,0,0,0,0,00,20,014,1,,00,05,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,1,3,3,2,,,1,1,2,2,,,2,39,1,6,1,021,00181,1662
0400245,04,01,02,2,2,9,1,1,1,1,1,,,,,1,2,,,1,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,08,1,,1,2,8,2,1,2,1,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,15,000,1,,00,10,000,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,2,3,2,1,3,2,2,,,2,,,2,55,2,6,1,021,00181,2716
0400245,05,01,03,1,1,9,9,9,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,9,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,4,2,,,2,,,2,,,2,29,2,6,1,021,00181,2861
0400252,01,01,02,1,1,9,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,,,,,,,1,1,1,1,2,2,1,,,,,,,,,,,,,,,2,3,,,,,,,,,,,1,,00,30,014,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,3,1,1,1,1,4,3,2,,,2,,,2,62,2,6,1,020,00182,565
0400252,02,01,01,1,1,9,1,1,1,1,2,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,1,1,1,,9,2,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,10,014,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,2,1,1,2,2,,,2,,,2,53,1,6,1,020,00182,3578
0400252,04,01,02,1,1,9,9,9,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,1,2,2,2,8,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,30,008,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,1,3,3,2,,,2,,,2,,,2,22,1,6,1,020,00182,1151
0400252,05,01,01,1,1,1,1,1,1,9,1,,,,,1,2,,,3,,2,,,,,,2,,,,,,1,2,,,3,,2,,,,,,2,2,2,,,,,,,,,,,,1,,03,2,1,1,1,,1,1,1,1,2,1,,1,1,0,0,0,1,0,00,30,020,00,05,1,2,2,6,,,,,,,,,,,1,,00,10,020,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,1,1,3,1,2,,,1,1,3,2,,,2,48,1,6,1,020,00182,670
0400416,02,01,02,1,1,9,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,1,2,3,2,1,3,2,1,1,2,2,,,2,53,1,6,1,020,00183,2251
0400416,03,01,02,1,1,9,9,1,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,2,6,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,05,014,1,,00,05,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,2,2,,,2,,,2,,,2,27,2,6,1,020,00183,1446
0400416,04,01,03,1,1,9,9,1,1,1,1,,,,,1,2,,,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,07,2,2,1,3,,2,1,1,2,2,1,,1,0,0,0,0,1,0,00,30,020,00,05,1,2,2,4,,,,,,,,,,,1,,00,20,000,2,1,2,0,1,0,0,0,2,,,,,,,,,,,,,1,1,2,3,1,2,,,2,,,2,,,2,36,1,6,1,020,00183,4199
0400416,05,01,01,1,1,9,1,1,1,1,1,,,,,1,2,,,1,,1,2,,,2,3,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,07,2,1,2,1,,2,1,2,2,2,1,,1,0,0,0,0,1,0,00,15,018,01,00,1,2,1,,1,0,0,0,0,0,0,00,10,010,2,3,,,,2,2,2,1,1,0,0,0,2,,,,,,,,,,,,,1,2,1,3,1,1,1,3,1,1,3,2,,,2,53,1,6,1,020,00183,750
0400417,01,01,02,1,1,9,9,3,3,1,1,,,,,1,2,,,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,03,2,2,2,2,8,1,1,2,1,2,1,,0,0,0,0,0,1,0,00,20,014,00,20,1,2,2,4,,,,,,,,,,,2,1,,,,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,1,3,2,2,,,2,,,1,5,2,2,25,2,6,1,020,00184,1494
0400417,02,01,03,1,1,9,9,1,9,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,6,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,30,014,1,,00,15,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,4,2,,,2,,,2,,,2,20,2,6,1,020,00184,2241
0400417,03,01,02,1,1,9,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,2,1,1,,1,1,0,0,0,0,0,00,15,050,00,15,1,2,2,8,,,,,,,,,,,1,,00,10,000,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,9,3,2,2,,,2,,,2,,,2,28,2,6,1,020,00184,1494
0400417,04,01,01,1,1,9,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,2,1,1,,2,2,1,2,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,30,014,1,,00,25,000,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,2,3,2,1,1,2,2,,,1,1,2,2,44,1,6,1,020,00184,2903
0400417,05,01,01,1,1,1,1,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,1,2,3,,2,1,2,2,2,1,,0,0,0,0,0,1,0,00,30,014,00,20,1,2,1,,1,0,0,0,0,0,0,00,15,014,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,9,,3,2,1,1,2,2,,,2,,,2,48,1,6,1,020,00184,1451
0400425,01,01,02,1,1,9,1,1,1,1,1,,,,,1,1,1,1,1,,2,,,,,,1,1,1,1,1,,2,,,,,,2,,,,,,2,2,2,1,2,2,2,2,1,1,1,2,2,1,1,,08,2,6,1,1,,2,1,1,1,2,1,,1,0,0,0,0,0,0,00,10,010,00,20,1,2,1,,1,0,0,0,0,0,0,00,03,000,2,6,,,,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,2,3,2,2,,,1,1,3,2,,,2,34,2,6,1,021,00185,1679
0400425,03,01,03,1,1,9,9,9,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,99,,,,,,1,1,1,1,2,2,2,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,05,000,1,,00,05,000,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,1,1,3,4,2,,,2,,,2,,,2,26,1,6,1,021,00185,1575
0400425,04,01,02,1,1,9,1,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,2,1,3,,1,1,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,0,1,0,1,0,2,,,,,,,,,,,,,1,1,1,3,2,1,5,2,2,,,2,,,2,43,2,6,1,021,00185,3952
0400425,05,01,01,1,1,9,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,07,2,1,1,1,,1,1,2,1,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,05,000,2,1,,,,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,2,3,2,1,5,2,2,,,2,,,2,63,2,6,1,021,00185,1031
0400439,01,01,01,1,1,9,1,1,1,1,1,,,,,1,2,,,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,02,2,6,1,2,3,1,1,1,2,2,1,,0,1,0,0,0,1,0,00,05,000,00,01,1,2,1,,1,0,0,0,0,0,0,00,05,000,2,1,,,,2,2,2,0,1,0,0,0,2,,,,,,,,,,,,,1,2,2,3,2,1,3,2,2,,,2,,,2,42,1,6,1,021,00186,1358
0400439,02,01,03,1,1,9,9,9,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,1,2,1,2,1,,1,1,0,0,0,0,0,00,15,000,00,30,1,2,2,4,,,,,,,,,,,1,,00,10,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,2,4,2,,,2,,,2,,,2,20,2,6,1,021,00186,2097
0400439,03,01,01,1,1,9,1,1,1,1,2,2,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,05,2,1,1,1,,2,1,2,2,2,1,,0,1,0,0,0,1,0,00,10,000,00,05,1,2,1,,1,0,0,0,0,0,0,00,10,000,2,1,,,,2,2,2,1,0,0,0,0,1,1,3,1,2,,,2,,,2,,,1,2,1,3,2,1,3,2,2,,,2,,,2,54,1,6,1,021,00186,2177
0400439,04,01,01,1,1,9,1,1,1,1,1,,,,,2,,,,,,2,,,,,,1,1,1,1,1,,2,,,,,,2,,,,,,2,2,2,2,1,2,2,2,2,,,,,,1,,99,,,,,,2,1,2,2,2,1,,1,1,1,0,0,1,0,00,05,000,00,05,1,2,1,,1,0,0,0,0,0,0,00,05,000,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,1,3,2,2,,,1,2,3,2,,,2,52,1,6,1,021,00186,2177
0400439,05,01,03,1,2,9,9,9,1,1,1,,,,,1,2,,,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,4,,,,,,,9,2,1,9,2,2,3,,,,,,,,,,,,,,,1,,1,1,0,0,0,0,0,00,15,000,1,,00,15,000,2,2,2,1,1,0,0,0,2,,,,,,,,,,,,,1,9,,3,3,2,,,2,,,2,,,2,28,1,6,1,021,00186,1750
0400464,01,01,01,1,1,9,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,1,,1,0,0,0,0,0,0,00,20,008,03,00,1,2,2,5,,,,,,,,,,,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,9,,1,1,1,1,1,2,,,2,,,2,61,2,6,1,020,00187,559
0400464,02,01,01,1,1,9,1,1,9,1,1,,,,,1,2,,,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,9,2,1,,,,,,,,,,,,,,,2,3,,,,,,,,,,,2,4,,,,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,9,,3,1,1,3,3,2,,,2,,,2,56,2,6,1,020,00187,2589
0400464,03,01,04,1,1,9,1,1,1,1,2,2,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,1,1,2,2,2,2,8,,,,,,,,,,,,,,,2,8,,,,,,,,,,,1,,00,15,014,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,1,3,4,2,,,2,,,2,,,2,23,2,6,1,020,00187,3409
0400464,04,01,01,1,1,9,1,1,1,1,2,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2,1,2,1,2,2,1,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,15,048,1,,00,05,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,3,3,2,1,5,3,1,1,2,2,,,2,24,1,6,1,020,00187,1138
0400464,05,01,02,1,1,9,1,1,9,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,1,1,1,,9,1,9,9,9,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,10,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,2,2,,,1,1,3,2,,,2,42,1,6,1,020,00187,1987
0400474,01,01,04,1,1,9,1,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,1,1,2,1,2,2,4,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,01,00,014,1,,00,20,000,2,2,2,1,0,0,0,0,1,1,3,1,2,,,2,,,2,,,1,1,1,2,2,2,,,2,,,2,,,2,39,2,6,1,020,00188,1965
0400474,02,01,01,1,1,1,1,1,1,1,2,2,1,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,,,,,,,2,2,1,1,2,2,1,,,,,,,,,,,,,,,1,,1,0,0,1,0,0,0,00,40,014,1,,00,10,014,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,3,2,2,1,1,2,2,,,2,,,2,34,1,6,1,020,00188,1711
0400474,03,01,02,1,1,9,1,1,9,1,1,,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,02,2,1,1,1,,1,1,1,1,2,1,,0,0,0,0,0,1,0,00,30,014,01,00,2,2,1,,1,0,0,0,0,0,0,00,30,014,1,,00,15,014,2,2,2,0,0,1,1,0,2,,,,,,,,,,,,,1,1,1,3,2,1,1,2,2,,,2,,,2,39,2,6,1,020,00188,1965
0400474,04,01,01,1,1,9,9,9,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2,2,9,9,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,1,2,,,2,,,2,,,2,37,2,6,1,020,00188,982
0400474,05,01,01,1,1,9,1,1,9,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,02,2,2,2,1,,2,1,2,1,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,05,000,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,1,1,4,2,2,,,2,,,2,51,2,6,1,020,00188,1864
0400476,01,01,01,1,1,1,9,1,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,07,2,1,2,1,,1,1,2,2,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,02,000,1,,00,10,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,1,3,1,2,,,2,,,2,,,2,47,1,6,1,022,00189,647
0400476,02,01,05,1,1,9,1,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,03,2,1,1,2,5,1,1,1,2,2,1,,1,1,0,0,0,0,0,00,20,000,00,20,1,2,1,,1,0,0,0,0,0,0,00,15,000,1,,00,05,000,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,1,1,3,2,2,,,2,,,2,,,2,23,1,6,1,022,00189,2781
0400476,03,01,02,1,1,9,1,1,1,1,2,1,,,,1,2,,,3,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,1,,02,2,4,1,1,,1,1,1,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,20,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,2,2,,,2,,,2,,,2,29,2,6,1,022,00189,2666
0400476,04,01,01,1,1,9,1,1,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,1,2,3,,2,1,1,1,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,05,014,1,,00,10,000,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,2,3,1,1,3,3,1,1,3,1,5,1,2,51,2,6,1,022,00189,843
0400516,01,01,01,1,2,9,1,1,1,1,1,,,,,2,,,,,,2,,,,,,1,1,1,1,1,,2,,,,,,2,,,,,,2,2,2,1,2,2,2,2,1,1,1,2,2,2,1,,04,2,2,1,1,,2,1,2,2,2,2,3,,,,,,,,,,,,,,,1,,1,0,0,0,0,0,0,00,05,050,2,1,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,3,3,3,3,1,3,2,1,1,2,2,,,2,46,1,6,1,022,00190,1286
0400516,03,01,02,1,1,9,1,9,9,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,9,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,2,,,,2,1,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,9,1,2,,,2,,,2,,,2,60,2,6,1,022,00190,1627
