UPM,VIV_SEL,HOGAR,N_REN,P7_1_1,P7_1_2,P7_1_3,P7_1_4,P7_1_5,P7_1_6,P7_1_7,P8_1,P8_2,P8_3,P8_4,P8_5,P8_6_1,P8_7_1,P8_8_1,P8_9_1,P8_10_1,P8_11_1,P8_6_2,P8_7_2,P8_8_2,P8_9_2,P8_10_2,P8_11_2,P8_6_3,P8_7_3,P8_8_3,P8_9_3,P8_10_3,P8_11_3,P8_6_4,P8_7_4,P8_8_4,P8_9_4,P8_10_4,P8_11_4,P8_6_5,P8_7_5,P8_8_5,P8_9_5,P8_10_5,P8_11_5,P8_6_6,P8_6_7,P8_6_8,P8_12_1,P8_12_2,P8_12_3,P8_12_4,P8_12_5,P8_13,P8_14_1,P8_14_2,P8_14_3,P8_14_4,P8_14_5,P9_1,P9_2,P9_3,P9_4,P9_5,P9_6,P9_7,P9_8,P9_9_1,P9_9_2,P9_9_3,P9_9_4,P9_9_5,P10_1,P10_2,P10_3_1,P10_3_2,P10_3_3,P10_3_4,P10_3_5,P10_3_6,P10_3_7,P10_4_1,P10_4_2,P10_5,P10_6_1,P10_6_2,P10_7_1,P10_7_2,P10_8,P10_9,P10_10_1,P10_10_2,P10_10_3,P10_10_4,P10_10_5,P10_10_6,P10_10_7,P10_11_1,P10_11_2,P10_12,P10_13,P10_14,P10_15_1,P10_15_2,P10_16,P11_1_1,P11_1_2,P11_1_3,P11_2_1,P11_2_2,P11_2_3,P11_2_4,P11_2_9,P11_3,P11_4_1,P11_5_1,P11_6_1,P11_4_2,P11_5_2,P11_6_2,P11_4_3,P11_5_3,P11_6_3,P11_4_4,P11_5_4,P11_6_4,P12_1,P12_2,P12_3,P12_4,P13_1,P13_2_1,P13_3_1,P13_4_1,P13_2_2,P13_3_2,P13_4_2,P13_2_3,P13_3_3,P13_4_3,P13_2_4,EDAD,SEXO,REGION,TLOC,EST_DIS,UPM_DIS,FAC_PER
2160808,07,01,03,1,1,9,1,1,1,1,1,,,,,2,,,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,2,,,,,,,1,2,1,2,2,1,,1,0,0,0,0,0,0,01,00,080,00,05,1,2,2,1,,,,,,,,,,,2,2,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,3,3,1,2,,,2,,,1,5,2,2,42,2,5,4,115,01287,13006
2160808,08,01,01,1,1,9,1,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,1,2,1,2,2,2,8,,,,,,,,,,,,,,,2,2,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,1,2,,,2,,,1,5,3,2,41,1,5,4,115,01287,5083
2160808,09,01,03,1,1,9,9,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,1,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,2,3,4,2,,,2,,,2,,,2,19,2,5,4,115,01287,13936
2160808,10,01,01,1,9,9,1,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,2,1,1,2,2,4,,,,,,,,,,,,,,,2,7,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,2,1,1,2,1,1,3,1,5,2,2,51,1,5,4,115,01287,10526
2160808,11,01,05,1,1,9,1,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,2,2,2,4,,,,,,,,,,,,,,,2,7,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,3,3,2,2,,,2,,,2,,,2,20,2,5,4,115,01287,18582
2160808,12,01,03,1,1,9,9,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,1,1,1,2,1,,0,1,0,0,0,0,0,01,00,050,00,30,2,2,2,1,,,,,,,,,,,1,,01,00,050,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,1,3,2,2,,,2,,,2,,,2,20,1,5,4,115,01287,16821
2160808,13,01,01,1,1,9,1,1,9,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,2,1,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,2,2,2,1,5,2,2,,,1,5,2,2,33,1,5,4,115,01287,10431
2160808,14,01,03,1,1,9,1,1,9,1,2,2,1,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,2,2,2,4,,,,,,,,,,,,,,,2,7,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,2,3,2,2,,,2,,,2,,,2,25,2,5,4,115,01287,13936
2160808,15,01,01,1,1,9,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,1,1,2,2,4,,,,,,,,,,,,,,,2,7,,,,,,,,,,,1,,01,00,032,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,1,1,4,3,2,,,1,1,3,2,60,2,5,4,115,01287,4045
2160808,16,01,01,1,1,9,9,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2,2,1,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,2,1,1,2,2,,,2,,,2,30,1,5,4,115,01287,10431
2160808,17,01,01,1,1,9,9,1,9,1,2,1,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,2,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,1,2,,,2,,,2,,,2,51,2,5,4,115,01287,4913
2160808,18,01,01,1,1,1,9,1,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,2,2,1,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,2,1,2,,,2,,,2,,,2,41,2,5,4,115,01287,4335
2160808,19,01,01,1,1,9,9,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,1,2,2,2,2,2,4,,,,,,,,,,,,,,,2,5,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,9,1,1,3,2,2,,,2,,,1,1,2,2,49,1,5,4,115,01287,15249
2160808,20,01,02,1,1,9,9,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,4,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,1,2,2,,,2,,,2,,,2,20,2,5,4,115,01287,9291
2161093,01,01,02,1,1,1,9,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,1,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,4,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,9,9,,3,2,2,,,2,,,2,,,2,48,2,5,4,115,01288,9378
2161093,02,01,02,1,1,9,9,9,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,1,1,2,1,,0,0,1,0,0,0,0,00,45,013,02,00,2,2,2,1,,,,,,,,,,,2,3,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,3,3,2,,,2,,,2,,,2,18,2,5,4,115,01288,5024
2161093,03,01,03,1,1,9,1,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,99,,,,,,2,1,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,4,,,,2,2,1,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,4,2,,,2,,,2,,,2,47,2,5,4,115,01288,2345
2161093,04,01,03,1,1,9,9,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,1,1,2,1,2,2,2,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,6,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,2,2,,,2,,,2,,,2,32,2,5,4,115,01288,9740
2161093,05,01,01,1,1,1,1,2,1,1,1,,,,,1,1,1,1,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,2,1,2,,2,2,,,,,,1,,02,2,2,1,1,,2,2,1,1,2,1,,1,1,0,1,0,1,0,00,20,011,00,25,1,2,1,,1,1,0,0,1,0,0,00,20,011,1,,00,20,011,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,2,3,2,2,,,2,,,2,,,2,24,1,5,4,115,01288,6065
2161093,06,01,01,1,2,1,4,1,1,9,1,,,,,2,,,,,,2,,,,,,1,1,1,1,1,,2,,,,,,2,,,,,,2,2,2,2,2,2,1,2,1,2,1,2,2,1,2,8,,,,,,,2,2,2,2,1,1,,1,0,0,0,0,1,0,00,10,050,00,10,1,2,1,,1,0,0,0,1,0,0,00,10,050,2,1,,,,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,2,2,3,2,2,,,1,1,2,1,6,2,2,43,1,5,4,115,01288,5498
2161093,07,01,03,1,1,9,9,9,9,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,2,2,1,2,1,1,,0,0,1,0,0,0,0,01,00,015,00,05,1,2,2,1,,,,,,,,,,,1,,00,05,000,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,3,3,4,2,,,2,,,2,,,2,25,1,5,4,115,01288,12129
2161093,08,01,03,1,1,9,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,1,1,2,2,6,,,,,,,,,,,,,,,2,5,,,,,,,,,,,2,2,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,4,1,1,2,2,,,1,5,2,2,68,1,5,4,115,01288,9473
2161093,09,01,01,1,1,9,1,1,1,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,01,2,1,1,1,,9,9,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,1,2,,,2,,,2,,,2,45,2,5,4,115,01288,4689
2161093,10,01,02,1,1,9,9,1,1,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,1,2,,,2,,,2,,,2,64,2,5,4,115,01288,6562
2161093,12,01,02,1,1,1,1,1,9,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,2,6,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,2,3,2,2,,,2,,,2,,,2,37,2,5,4,115,01288,4870
2161093,13,01,02,1,1,9,1,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,20,012,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,1,1,2,1,5,2,2,,,2,,,2,40,2,5,4,115,01288,4689
2161093,14,01,03,1,1,9,9,1,1,1,1,,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,4,,,,,,,1,2,2,2,2,2,2,,,,,,,,,,,,,,,1,,0,0,0,1,0,0,0,00,10,040,2,2,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,9,2,1,3,4,2,,,2,,,2,,,2,18,2,5,4,115,01288,7537
2161093,16,01,02,1,1,9,1,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5,,,,,,,1,2,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,7,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,2,2,2,,,2,,,2,,,2,32,1,5,4,115,01288,8461
2161093,17,01,02,1,1,1,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,3,3,2,2,,,2,,,2,,,2,30,2,5,4,115,01288,4870
2161093,18,01,04,1,1,9,9,9,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,2,1,1,2,2,1,,0,1,0,0,0,0,0,00,25,016,00,20,2,2,2,1,,,,,,,,,,,2,1,,,,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,1,1,3,2,2,,,2,,,2,,,2,24,1,5,4,115,01288,15161
2161093,19,01,02,1,1,9,1,1,7,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,8,,,,,,,,,,,,,,,2,4,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,3,1,2,,,2,,,2,,,2,55,2,5,4,115,01288,7971
2161093,20,01,03,1,3,9,9,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,1,2,2,2,2,8,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,2,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,2,3,4,2,,,1,1,3,2,,,2,19,1,5,4,115,01288,9097
2161334,01,01,02,1,1,1,1,1,1,1,2,2,1,,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,1,1,1,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,2,1,5,3,2,,,1,5,3,2,36,1,5,4,115,01289,9012
2161334,02,01,02,1,1,9,1,1,1,1,2,1,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,2,2,,,2,,,2,,,2,41,2,5,4,115,01289,22473
2161334,03,01,03,1,1,9,9,9,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,1,1,2,2,4,,,,,,,,,,,,,,,2,7,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,2,2,,,2,,,2,,,2,19,1,5,4,115,01289,19377
2161334,04,01,02,1,1,9,9,1,9,1,2,1,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,2,8,,,,,,,,,,,,,,,2,5,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,3,2,2,2,,,1,3,1,2,,,2,24,2,5,4,115,01289,8027
2161334,05,01,02,1,1,1,9,1,1,1,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,2,2,2,1,1,2,8,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,2,2,2,2,2,,,2,,,2,,,2,34,1,5,4,115,01289,9012
2161334,06,01,04,1,1,9,1,1,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,1,2,2,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,3,2,2,,,2,,,2,,,2,28,2,5,4,115,01289,20067
2161334,07,01,04,1,1,9,9,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,1,1,2,2,1,,1,0,0,0,0,1,0,01,20,999,00,30,1,2,1,,1,1,0,1,0,0,0,01,20,999,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,2,1,2,,,1,1,3,2,,,2,22,1,5,4,115,01289,19377
2161334,08,01,03,1,1,1,1,1,1,1,2,2,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,4,,,,,,,1,9,1,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,4,2,,,2,,,2,,,2,20,2,5,4,115,01289,12040
2161334,09,01,02,1,1,9,9,1,9,1,2,1,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,4,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,1,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,1,2,2,,,2,,,2,,,2,43,2,5,4,115,01289,7491
2161334,10,01,01,1,1,9,1,1,9,1,2,2,1,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,2,2,1,2,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,2,2,1,5,2,1,1,2,1,1,2,2,43,1,5,4,115,01289,8783
2161334,11,01,02,1,1,9,1,1,9,1,2,2,2,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,2,2,1,2,,,2,,,2,,,2,21,2,5,4,115,01289,8027
2161334,12,01,02,1,1,9,9,1,9,1,2,1,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,9,,,,,,,,9,2,2,1,2,2,4,,,,,,,,,,,,,,,1,,1,0,0,0,0,1,0,00,10,000,2,4,,,,2,9,2,1,0,0,0,0,2,,,,,,,,,,,,,1,1,1,2,1,2,,,2,,,1,5,2,2,64,2,5,4,115,01289,3494
2161334,13,01,02,1,1,9,1,1,1,1,2,2,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,1,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,2,1,1,2,2,,,1,1,2,2,54,1,5,4,115,01289,12125
2161334,14,01,02,1,1,9,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,1,1,2,1,,1,0,0,0,0,0,0,03,00,090,00,30,1,2,2,3,,,,,,,,,,,2,4,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,3,1,2,,,2,,,2,,,2,34,2,5,4,115,01289,3890
2161334,15,01,01,1,1,9,9,1,9,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,2,1,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,4,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,2,1,5,2,2,,,2,,,2,38,1,5,4,115,01289,9012
2161334,16,01,03,1,1,9,1,1,9,1,2,1,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,2,,,,,,,1,2,2,1,2,2,4,,,,,,,,,,,,,,,2,7,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,3,3,2,1,3,3,2,,,2,,,2,29,2,5,4,115,01289,8027
2161334,17,01,02,1,1,9,9,1,9,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,3,3,2,2,,,2,,,2,,,2,27,2,5,4,115,01289,8027
2161334,19,01,01,1,1,9,1,1,1,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,1,2,4,,,,,,,,,,,,,,,2,7,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,2,2,1,5,3,2,,,1,5,3,2,49,1,5,4,115,01289,8783
2161334,20,01,05,1,1,9,9,1,1,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,2,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,2,3,2,2,,,2,,,2,,,2,18,2,5,4,115,01289,20067
2161628,01,01,01,1,1,9,9,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,,,,,,,1,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,4,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,9,,3,2,2,,,2,,,2,,,2,45,2,5,4,115,01290,15133
2161628,02,01,01,1,1,9,1,1,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,1,2,2,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,6,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,9,9,,3,2,1,1,2,2,,,1,5,2,2,53,1,5,4,115,01290,6123
2161628,03,01,02,1,1,9,1,1,1,1,2,2,2,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,1,2,2,1,2,2,4,,,,,,,,,,,,,,,2,3,,,,,,,,,,,2,4,,,,2,9,9,0,0,0,0,1,,,,,,,,,,,,,,1,9,,9,1,2,,,2,,,2,,,2,48,2,5,4,115,01290,7566
2161628,04,01,01,1,1,9,1,1,1,1,2,2,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,1,2,2,1,2,2,4,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,8,,,,2,2,2,0,0,0,1,0,2,,,,,,,,,,,,,1,3,9,3,1,2,,,2,,,2,,,2,22,2,5,4,115,01290,4054
2161628,06,01,02,1,1,9,9,9,1,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,1,2,2,2,2,1,,1,1,0,0,0,0,0,00,30,034,00,15,1,2,2,3,,,,,,,,,,,2,4,,,,9,2,1,0,0,0,1,0,2,,,,,,,,,,,,,1,9,,3,2,1,2,2,2,,,1,5,2,2,65,2,5,4,115,01290,3530
2161628,07,01,03,1,1,9,9,1,1,1,1,,,,,1,2,,,1,,2,,,,,,2,,,,,,2,,,,,,2,,,,,,2,2,2,,,,,,,,,,,,2,3,,,,,,,2,2,2,1,1,2,5,,,,,,,,,,,,,,,2,2,,,,,,,,,,,1,,00,40,040,2,2,2,1,0,0,0,0,2,,,,,,,,,,,,,1,2,2,3,2,2,,,2,,,2,,,2,30,2,5,4,115,01290,15718
2161628,08,01,04,1,1,9,9,9,9,1,2,2,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,9,2,1,1,2,1,,1,0,0,0,0,0,0,00,40,040,00,05,1,2,2,4,,,,,,,,,,,2,2,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,1,1,3,2,2,,,2,,,2,,,2,31,2,5,4,115,01290,11788
2161628,09,01,01,1,9,9,9,1,9,1,1,,,,,2,,,,,,1,1,2,1,1,,2,,,,,,2,,,,,,2,,,,,,2,2,2,2,2,2,,1,2,,,,,,2,1,,,,,,,1,2,1,1,2,2,1,,,,,,,,,,,,,,,2,1,,,,,,,,,,,2,5,,,,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,3,2,2,1,1,6,3,2,,,2,,,2,51,2,5,4,115,01290,8575
2161628,11,01,01,1,1,9,9,1,1,1,1,,,,,2,,,,,,1,1,2,2,1,,2,,,,,,2,,,,,,2,,,,,,2,2,2,2,2,2,,1,2,,,,,,2,2,,,,,,,1,2,2,1,2,2,5,,,,,,,,,,,,,,,2,1,,,,,,,,,,,1,,00,01,040,2,2,2,0,0,0,0,1,,,,,,,,,,,,,,1,2,1,3,1,1,5,2,2,,,2,,,2,37,2,5,4,115,01290,3929
2161628,12,01,01,1,1,9,9,1,9,1,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,8,,,,,,,2,2,1,2,1,2,4,,,,,,,,,,,,,,,2,7,,,,,,,,,,,2,5,,,,2,2,2,0,0,1,0,0,2,,,,,,,,,,,,,1,2,1,3,1,1,1,3,2,,,2,,,2,37,1,5,4,115,01290,4551
