"VIV_SEL","HOGAR","P3_2","P3_5","P4_1","P4_5","P5_1_3","P5_1_4","P5_1_6","P5_1_5","P5_1_1","P5_1_2","P6_1_4","P6_1_3","P6_1_1","P6_1_2","P6_1_5","P9_1","P10_1","P11_3_1","P11_3_2","P11_3_4","P14_1","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","FOLIO","FAC_ELE","GRA","NIV","P10_4","N_REN","P3_11","P5_23","P6_2_2","P6_17","P8_1","P10_7","P11_3_9","P14_2_3","P14_2_2","P14_2_1","P14_2_4","EDICION","REGION"
22,1,6,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,69,92,1064,1760432,2681,3,2,2,2,2,2,2,3,2,2,2,2,2,1,2,2,5
23,1,1,5,2,2,1,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,4,2,27,92,1064,1760432,2279,3,7,2,2,1,2,2,1,2,2,2,2,2,1,2,2,5
24,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,4,1,58,92,1064,1760432,1488,6,2,2,1,1,2,2,3,2,2,1,2,2,1,2,2,5
2,1,6,4,1,2,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,1,2,23,100,1065,1800049,2339,4,8,2,3,1,2,2,3,2,2,2,2,2,2,2,2,3
3,1,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,1,38,100,1065,1800049,1639,5,8,1,1,1,2,1,2,1,2,1,2,1,2,2,2,3
4,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,2,1,1,2,1,1,23,100,1065,1800049,2290,6,2,2,1,1,2,2,1,2,1,1,2,2,2,2,2,3
5,1,5,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,54,100,1065,1800049,2348,3,7,1,1,2,2,2,3,2,2,2,2,2,2,2,2,3
1,1,5,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,1,1,51,101,1066,1800126,3346,5,8,1,1,1,1,1,1,1,2,1,2,2,1,2,2,3
2,1,5,1,1,2,1,1,2,1,2,2,1,1,1,2,2,1,1,2,1,1,2,1,2,30,101,1066,1800126,2107,5,8,1,2,1,2,1,1,1,1,1,2,1,1,2,2,3
3,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,34,101,1066,1800126,1557,4,8,1,3,1,2,1,2,1,1,1,2,1,2,2,2,3
4,1,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,1,1,49,101,1066,1800126,1325,5,8,1,3,1,2,1,2,1,2,1,1,1,1,1,2,3
5,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,2,1,1,61,101,1066,1800126,3916,3,7,2,1,1,2,2,3,2,1,2,2,2,2,2,2,3
1,1,5,5,1,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,67,100,1067,1800164,1000,3,3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,3
2,1,6,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,1,1,3,1,2,28,100,1067,1800164,2594,2,6,1,3,1,2,1,2,1,2,1,2,2,2,2,2,3
3,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,60,100,1067,1800164,2001,3,3,2,2,1,2,2,3,2,1,2,2,2,1,2,2,3
4,1,3,1,1,2,2,1,1,2,1,1,1,1,2,1,2,2,2,1,1,1,1,1,2,35,100,1067,1800164,1230,3,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3
5,1,6,1,1,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,1,1,1,39,100,1067,1800164,2727,4,8,1,4,1,1,2,2,2,1,1,2,2,2,2,2,3
1,1,5,1,1,2,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,2,1,1,40,100,1068,1800169,4143,5,8,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3
2,1,6,5,2,2,2,2,2,2,2,2,2,2,1,2,2,9,1,1,1,1,1,1,2,51,100,1068,1800169,2052,3,6,1,1,2,2,1,1,2,1,2,2,2,2,2,2,3
3,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,3,1,1,63,100,1068,1800169,1020,6,2,2,2,2,2,2,3,1,1,2,2,1,1,2,2,3
5,1,6,4,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,19,100,1068,1800169,2315,3,6,1,3,1,1,1,2,2,1,1,2,2,2,2,2,3
1,1,6,4,1,2,1,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,3,1,1,18,100,1069,1800170,2312,2,6,1,2,1,2,2,3,1,1,1,2,2,2,2,2,3
2,1,3,6,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,63,100,1069,1800170,1822,3,3,1,1,1,2,1,2,1,1,1,2,2,2,2,2,3
3,1,6,1,2,2,2,1,1,1,1,2,1,1,2,2,2,1,2,2,1,1,1,1,2,21,100,1069,1800170,1575,1,6,2,2,1,2,1,2,2,2,1,2,2,2,2,2,3
4,1,5,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,36,100,1069,1800170,2240,3,6,2,2,1,2,1,2,1,1,1,1,1,1,2,2,3
5,1,1,1,1,2,1,2,2,1,2,2,2,1,1,2,2,1,1,1,1,1,2,1,1,34,100,1069,1800170,1656,2,7,1,1,1,2,1,1,1,2,1,2,2,2,2,2,3
1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,1,1,2,1,1,34,99,1070,1800183,1836,6,2,2,1,1,2,1,2,2,2,1,2,2,2,2,2,3
2,1,6,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,19,99,1070,1800183,3847,3,3,1,3,1,2,2,3,2,1,2,2,1,2,2,2,3
3,1,6,4,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,1,2,20,99,1070,1800183,2620,2,6,2,3,1,2,1,2,2,2,1,2,2,2,2,2,3
4,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,1,1,42,99,1070,1800183,1563,6,2,2,1,1,1,2,3,1,2,1,2,1,2,2,2,3
5,1,5,1,2,2,2,2,1,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,28,99,1070,1800183,2565,3,6,1,1,1,2,1,2,1,1,1,2,1,2,2,2,3
2,1,5,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,46,100,1071,1800335,2712,3,6,1,1,1,2,1,2,2,1,1,2,2,2,2,2,3
3,1,5,6,1,2,1,2,2,1,2,2,1,2,1,2,2,1,1,2,1,1,2,1,2,53,100,1071,1800335,4029,3,6,1,2,1,2,1,2,1,1,1,2,1,1,2,2,3
4,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,1,2,44,100,1071,1800335,1870,3,3,2,1,1,2,1,2,2,2,2,2,2,2,2,2,3
5,1,6,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,1,46,100,1071,1800335,1356,5,8,1,3,1,1,1,2,1,2,1,2,1,1,2,2,3
1,1,3,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,1,2,39,99,1072,1800422,3110,5,8,1,1,1,2,1,2,1,1,1,2,1,1,2,2,3
2,1,6,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,1,1,19,99,1072,1800422,3211,3,6,2,2,1,2,2,3,2,1,2,2,2,2,2,2,3
3,1,6,1,2,2,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,2,1,2,24,99,1072,1800422,3280,4,8,1,3,1,2,1,2,1,1,1,2,1,2,2,2,3
5,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,35,99,1072,1800422,1555,1,6,2,1,1,2,2,2,2,1,2,2,1,1,2,2,3
1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,2,54,99,1073,1800461,3506,5,8,1,1,1,2,1,2,2,2,1,2,1,2,2,2,3
2,1,6,1,1,2,1,2,2,1,2,2,1,1,2,2,2,1,1,1,2,1,1,1,2,32,99,1073,1800461,1876,3,7,1,1,1,2,2,1,1,2,1,2,1,1,2,2,3
3,1,5,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,1,2,35,99,1073,1800461,1876,2,7,2,1,1,2,2,3,2,1,1,2,2,2,2,2,3
1,1,2,5,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,1,2,59,100,1074,1800504,2093,5,8,2,1,1,1,2,3,2,2,2,2,2,1,2,2,3
2,1,6,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,70,100,1074,1800504,911,4,5,1,1,2,1,1,2,2,2,1,2,2,2,2,2,3
3,1,1,1,1,2,1,2,2,1,2,2,2,2,1,2,2,1,2,1,1,1,2,1,1,26,100,1074,1800504,2312,2,8,2,1,1,2,2,3,2,2,1,2,2,2,2,2,3
4,1,6,4,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,1,1,3,1,1,18,100,1074,1800504,4625,3,6,1,4,1,2,2,3,2,2,2,2,2,2,2,2,3
5,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,9,2,2,1,1,2,1,2,30,100,1074,1800504,2240,4,8,2,2,1,2,2,3,2,1,1,2,2,2,2,2,3
1,1,5,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,2,1,2,1,1,39,100,1075,1800553,1390,5,8,1,1,1,2,2,1,1,2,1,2,2,1,2,2,3
2,1,6,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,20,100,1075,1800553,1983,2,8,2,3,1,1,1,1,1,2,1,2,2,2,2,2,3
3,1,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,62,100,1075,1800553,874,6,2,2,1,2,2,2,3,2,2,2,2,2,1,2,2,3
4,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,53,100,1075,1800553,2636,5,8,1,2,1,1,2,3,1,2,1,2,2,1,2,2,3
5,1,5,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,1,68,100,1075,1800553,874,3,3,2,1,1,2,2,2,2,2,1,2,1,1,2,2,3
1,1,6,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,34,101,1076,1800561,1675,2,9,1,3,1,1,2,1,1,1,1,2,2,2,2,2,3
2,1,5,2,2,2,2,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,1,1,48,101,1076,1800561,4277,5,8,1,1,1,1,2,1,1,1,1,2,1,2,2,2,3
3,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,62,101,1076,1800561,3160,6,2,2,1,1,2,2,2,2,2,1,2,1,1,2,2,3
4,1,2,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,1,1,1,2,56,101,1076,1800561,1059,6,8,1,1,1,2,1,2,1,1,1,2,1,1,2,2,3
5,1,6,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,1,33,101,1076,1800561,1675,3,3,1,2,1,2,2,2,1,2,1,2,2,2,2,2,3
1,1,6,1,1,2,1,1,1,1,2,2,1,1,2,1,2,1,1,2,2,1,1,1,1,22,99,1077,1800573,1112,1,8,1,1,1,2,1,2,2,1,1,2,1,2,2,2,3
2,1,5,5,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,68,99,1077,1800573,2627,6,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,3
4,1,5,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,1,1,2,1,2,1,2,34,99,1077,1800573,2153,1,6,1,2,1,2,2,1,1,1,1,1,1,2,2,2,3
5,1,1,4,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,19,99,1077,1800573,3028,2,6,2,4,1,2,2,3,2,1,1,2,2,2,2,2,3
1,1,6,1,2,2,2,1,1,1,2,2,1,2,2,2,2,9,2,2,1,1,3,1,1,35,100,1078,1800575,3190,3,8,1,3,1,2,2,3,2,1,1,2,2,2,2,2,3
3,1,6,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,1,2,1,1,18,100,1078,1800575,4455,3,3,1,5,1,2,1,2,2,1,2,2,2,2,2,2,3
5,1,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,1,2,68,100,1078,1800575,1755,0,0,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3
1,1,1,1,1,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,1,1,1,1,2,33,99,1079,1800650,2748,4,8,1,1,1,2,2,2,2,1,1,2,1,1,2,2,3
2,1,5,1,2,2,2,2,1,2,2,2,2,2,2,1,2,1,1,1,2,1,2,1,1,39,99,1079,1800650,2032,3,6,1,1,1,2,1,2,2,1,1,1,1,2,2,2,3
3,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,1,1,33,99,1079,1800650,1016,6,2,1,1,1,2,1,1,2,1,2,1,1,2,2,2,3
4,1,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,46,99,1079,1800650,3458,3,3,2,1,1,2,1,3,2,2,1,2,2,2,2,2,3
5,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,44,99,1079,1800650,2384,2,9,1,2,1,1,2,2,1,2,1,1,1,1,2,2,3
1,1,5,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,56,99,1080,1800657,5767,3,6,1,3,1,1,1,2,1,1,1,2,2,1,2,2,3
2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,2,30,99,1080,1800657,6172,4,8,1,4,1,1,2,2,1,2,1,2,2,2,2,2,3
3,1,6,1,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,1,1,3,1,2,20,99,1080,1800657,2603,1,6,2,4,1,2,1,2,2,2,2,2,2,2,2,2,3
4,1,5,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,1,2,1,1,48,99,1080,1800657,3106,5,8,1,1,1,1,1,2,1,1,1,2,1,1,2,2,3
1,1,4,6,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,64,100,1081,1800675,902,4,5,1,1,2,2,2,3,2,2,1,2,2,1,2,2,3
2,1,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,1,1,59,100,1081,1800675,3522,3,6,1,1,1,1,1,1,1,1,1,2,1,1,2,2,3
3,1,5,5,2,1,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,67,100,1081,1800675,2706,5,8,1,2,1,1,2,2,2,2,1,2,1,2,2,2,3
4,1,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,70,100,1081,1800675,3092,3,4,1,1,1,2,1,2,1,2,2,2,2,2,2,2,3
5,1,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,70,100,1081,1800675,902,3,3,1,1,1,2,1,2,2,1,2,2,2,1,2,2,3
1,1,6,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,52,100,1082,1800717,1375,5,8,1,1,1,2,1,2,1,2,1,2,1,1,2,2,3
2,1,6,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,1,1,1,2,3,1,1,24,100,1082,1800717,5363,4,8,1,4,1,2,1,1,1,1,1,1,2,2,2,2,3
3,1,1,1,1,2,1,1,2,1,2,1,1,2,2,2,2,1,1,2,1,1,2,1,2,26,100,1082,1800717,3652,4,8,1,3,1,1,1,2,1,1,1,2,1,2,2,2,3
4,1,5,1,1,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,40,100,1082,1800717,3379,3,7,1,2,1,2,1,1,1,2,1,2,2,1,2,2,3
5,1,6,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,1,37,100,1082,1800717,4800,5,8,2,2,1,2,2,3,2,1,2,1,1,2,2,2,3
2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,1,1,1,2,1,1,36,99,1083,1800730,3133,3,3,2,1,2,2,1,1,2,2,2,2,2,2,2,2,3
3,1,5,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,1,1,1,1,2,1,1,44,99,1083,1800730,3555,3,3,1,1,1,2,1,2,2,1,2,2,1,2,2,2,3
4,1,1,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,3,1,2,21,99,1083,1800730,4967,2,8,1,3,1,2,2,2,2,1,1,2,2,2,2,2,3
5,1,5,1,1,1,2,2,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,1,1,50,99,1083,1800730,4488,3,7,2,1,1,2,2,3,2,2,2,1,2,2,2,2,3
1,1,5,1,1,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,1,29,99,1084,1800760,3346,3,3,2,1,1,1,2,3,2,1,1,1,1,2,2,2,3
2,1,5,1,1,2,2,1,2,2,2,1,1,2,2,2,2,1,2,2,1,1,1,1,1,44,99,1084,1800760,4078,6,2,1,1,1,1,2,2,2,1,1,2,2,2,2,2,3
3,1,5,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,27,99,1084,1800760,2279,3,3,2,2,1,1,1,2,1,1,1,2,2,1,2,2,3
4,1,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,30,99,1084,1800760,1621,3,3,2,1,1,2,2,3,2,2,2,2,2,2,2,2,3
5,1,6,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,1,2,1,2,48,99,1084,1800760,4217,3,3,1,1,1,2,2,1,2,1,1,2,2,2,2,2,3
1,1,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,1,42,101,1085,1800867,1311,5,8,1,1,1,1,1,2,2,2,1,2,2,1,2,2,3
2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,9,1,1,1,1,1,1,2,47,101,1085,1800867,1808,5,8,1,1,1,2,1,2,1,2,1,2,1,1,2,2,3
3,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,1,2,58,101,1085,1800867,2922,3,3,1,2,1,2,1,2,1,2,1,2,2,1,2,2,3
4,1,5,6,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,1,3,1,1,62,101,1085,1800867,1938,5,8,1,1,2,2,1,2,1,2,1,1,1,1,2,2,3
5,1,6,4,1,2,2,2,1,2,2,2,1,2,2,2,2,2,1,1,1,1,3,1,2,21,101,1085,1800867,2198,3,8,1,2,1,2,2,3,2,1,2,2,2,2,2,2,3
1,1,6,4,2,2,2,1,1,1,1,2,1,1,2,2,2,2,1,2,1,1,1,1,2,23,101,1086,1800998,690,5,8,1,1,1,2,1,1,1,1,1,2,1,2,2,2,3
3,1,4,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,2,60,101,1086,1800998,1596,4,8,1,1,1,1,1,2,1,1,1,1,2,1,2,2,3
4,1,5,1,1,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,1,2,1,1,51,101,1086,1800998,3117,4,8,1,1,1,2,1,2,1,2,1,2,1,1,2,2,3
5,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,1,1,36,101,1086,1800998,1451,3,8,1,1,1,1,1,2,1,2,1,2,1,2,2,2,3
1,1,1,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,31,100,1087,1801169,1406,3,3,2,1,1,2,2,2,2,1,1,2,2,2,2,2,3
2,1,5,1,2,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,1,2,2,2,42,100,1087,1801169,1650,4,8,1,2,1,1,2,2,1,2,1,2,1,1,2,2,3
4,1,6,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,1,2,2,32,100,1087,1801169,951,3,6,1,1,1,1,1,2,1,2,1,2,2,1,2,2,3
5,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,63,100,1087,1801169,1547,6,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3
1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,22,99,1088,1801231,2042,3,3,2,2,1,2,2,3,2,1,2,2,2,2,2,2,3
2,1,5,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,27,99,1088,1801231,1391,3,6,1,2,2,2,2,3,2,2,2,2,2,1,2,2,3
3,1,5,5,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,47,99,1088,1801231,1716,3,3,2,2,1,2,1,2,1,1,1,2,1,1,2,2,3
4,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,37,99,1088,1801231,1462,6,2,1,1,1,1,1,3,2,2,1,2,2,2,2,2,3
5,1,6,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,2,2,27,99,1088,1801231,695,5,8,1,1,1,1,1,1,2,1,1,2,1,2,2,2,3
1,1,5,5,2,2,2,2,1,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,56,96,1089,1801282,2075,4,5,1,2,2,2,1,2,1,2,1,2,2,2,2,2,3
3,1,1,1,2,2,2,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,2,2,1,39,96,1089,1801282,2462,1,8,1,1,1,2,2,1,2,1,2,2,2,1,2,2,3
5,1,6,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,66,96,1089,1801282,903,0,0,2,2,1,2,1,2,2,1,1,2,2,1,2,2,3
6,1,4,5,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,1,1,1,2,2,64,96,1089,1801282,903,2,4,2,1,1,2,1,2,2,2,1,1,2,2,2,2,3
7,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,62,96,1089,1801282,1806,3,3,2,1,1,2,1,2,2,2,1,2,2,2,2,2,3
7,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,2,1,64,96,1089,1801282,1032,6,2,2,1,2,2,1,2,2,1,1,2,1,1,2,2,3
9,1,1,1,2,2,2,2,1,2,2,2,1,1,2,1,2,1,2,2,1,1,2,2,2,21,96,1089,1801282,3122,1,8,1,4,1,2,2,1,1,1,1,2,2,2,2,2,3
11,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,57,96,1089,1801282,2075,4,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,3
12,1,5,1,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,33,96,1089,1801282,2220,3,3,2,2,1,2,1,2,1,2,1,2,1,1,2,2,3
13,1,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,1,31,96,1089,1801282,1641,2,7,2,1,1,1,1,2,2,1,2,2,1,1,2,2,3
15,1,5,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,1,1,2,2,2,2,46,96,1089,1801282,2888,3,6,2,2,1,1,2,2,2,2,1,2,2,2,2,2,3
16,1,1,5,2,2,2,2,1,2,1,2,1,1,2,2,2,2,2,1,1,1,2,2,2,20,96,1089,1801282,1561,3,6,2,2,1,2,2,3,2,1,2,2,2,2,2,2,3
17,1,6,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,2,2,18,96,1089,1801282,1561,1,6,2,3,2,1,1,2,2,2,1,2,2,2,2,2,3
18,1,1,1,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,1,2,1,2,2,1,37,96,1089,1801282,1641,1,3,2,1,1,2,2,2,2,2,1,2,2,2,2,2,3
19,1,1,8,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,25,96,1089,1801282,1561,3,6,1,2,1,2,2,2,2,1,1,2,2,2,2,2,3
20,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,27,96,1089,1801282,1561,3,3,2,3,2,2,2,2,2,2,2,2,2,2,2,2,3
1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,1,2,1,65,96,1090,1801298,2245,0,0,2,1,1,2,1,2,2,2,1,2,2,1,2,2,3
2,1,5,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,50,96,1090,1801298,2557,3,6,2,1,1,2,1,2,2,1,2,2,1,1,2,2,3
3,1,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,43,96,1090,1801298,1047,2,6,1,1,1,2,1,1,2,1,1,2,1,1,2,2,3
4,1,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,2,1,38,96,1090,1801298,4464,2,7,1,3,1,1,2,2,2,1,2,2,2,2,2,2,3
5,1,5,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,40,96,1090,1801298,4190,3,3,1,2,1,1,1,2,2,1,1,2,2,1,2,2,3
6,1,3,1,1,2,2,2,1,2,2,1,1,1,2,1,2,1,1,1,2,1,1,2,2,31,96,1090,1801298,1208,2,9,1,1,1,2,1,2,1,1,1,2,2,1,2,2,3
7,1,6,5,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,2,20,96,1090,1801298,3396,1,8,1,4,1,2,1,1,1,1,2,2,2,2,2,2,3
9,1,1,5,1,2,2,2,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,2,2,41,96,1090,1801298,2095,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3
11,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,2,2,2,60,96,1090,1801298,1964,3,3,1,2,2,2,2,3,2,1,2,2,2,1,2,2,3
12,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,52,96,1090,1801298,2557,1,3,1,1,1,2,1,2,2,1,2,2,1,1,2,2,3
13,1,5,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,1,1,2,2,1,48,96,1090,1801298,4558,3,3,2,2,1,2,2,3,2,1,1,2,2,1,2,2,3
14,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,31,96,1090,1801298,2415,3,6,2,2,1,1,2,3,2,2,2,2,2,2,2,2,3
15,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,35,96,1090,1801298,2415,3,7,2,2,1,2,1,2,1,1,1,2,1,1,2,2,3
16,1,1,5,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,2,25,96,1090,1801298,1698,3,6,1,2,1,2,2,1,2,2,2,2,1,2,2,2,3
