"VIV_SEL","HOGAR","P3_2","P3_5","P4_1","P4_5","P5_1_3","P5_1_4","P5_1_6","P5_1_5","P5_1_1","P5_1_2","P6_1_4","P6_1_3","P6_1_1","P6_1_2","P6_1_5","P9_1","P10_1","P11_3_1","P11_3_2","P11_3_4","P14_1","TLOC","SEXO","EDAD","EST_DIS","UPM_DIS","FOLIO","FAC_ELE","GRA","NIV","P10_4","N_REN","P3_11","P5_23","P6_2_2","P6_17","P8_1","P10_7","P11_3_9","P14_2_3","P14_2_2","P14_2_1","P14_2_4","EDICION","REGION"
17,1,1,1,1,2,2,2,1,1,2,2,2,2,1,2,2,2,1,1,2,1,1,2,2,23,96,1090,1801298,1698,5,8,1,2,1,2,1,1,2,2,1,2,2,2,2,2,3
18,1,5,1,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,49,96,1090,1801298,3142,3,3,2,2,2,2,2,3,2,2,1,2,2,2,2,2,3
19,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,2,2,39,96,1090,1801298,1208,3,3,2,1,1,2,1,2,2,2,2,2,1,2,2,2,3
20,1,5,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,1,2,2,1,46,96,1090,1801298,3039,6,2,2,1,1,2,2,3,2,2,1,1,1,2,2,2,3
1,1,1,1,1,1,1,2,1,2,2,2,1,2,1,2,2,1,1,2,1,1,2,2,1,37,96,1091,1801318,1405,3,6,1,1,1,2,1,1,1,1,1,2,1,1,2,2,3
2,1,6,1,1,1,2,2,1,2,2,1,1,1,2,2,2,1,1,1,2,1,1,2,1,19,96,1091,1801318,981,3,6,1,1,1,1,1,2,1,1,1,1,1,1,2,2,3
2,2,1,1,1,1,2,2,2,2,2,1,2,2,1,2,2,1,1,2,1,2,2,2,2,33,96,1091,1801318,1900,5,8,1,1,1,2,1,2,1,2,1,2,1,1,2,2,3
3,1,6,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,40,96,1091,1801318,2391,5,8,1,2,1,2,2,1,2,2,1,2,2,2,2,2,3
5,1,5,7,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,2,1,64,96,1091,1801318,1766,2,3,2,1,1,1,1,1,1,1,2,2,1,2,2,2,3
6,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,35,96,1091,1801318,3801,4,8,1,1,1,2,2,3,1,1,1,2,2,2,2,2,3
7,1,2,1,2,2,2,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,1,2,2,33,96,1091,1801318,950,5,8,1,1,1,1,1,2,2,1,1,2,1,1,2,2,3
8,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,2,2,34,96,1091,1801318,1900,3,3,1,2,1,1,2,3,1,2,1,2,2,2,2,2,3
9,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,2,2,2,1,31,96,1091,1801318,1405,5,8,1,1,1,1,1,2,1,1,1,2,1,1,2,2,3
10,1,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,1,39,96,1091,1801318,702,3,3,1,2,1,2,2,2,1,1,1,2,1,1,2,2,3
12,1,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,1,2,2,2,1,44,96,1091,1801318,2391,3,6,1,1,1,1,2,3,2,1,1,2,1,1,2,2,3
13,1,6,4,2,2,2,2,1,2,2,2,2,1,2,2,2,1,1,1,1,1,1,2,2,23,96,1091,1801318,668,3,8,1,1,1,1,1,2,2,1,2,2,2,2,2,2,3
14,1,2,1,1,1,2,1,1,2,1,2,1,2,2,2,2,1,2,1,1,1,3,2,1,56,96,1091,1801318,2012,0,0,2,1,1,1,2,1,2,1,2,1,2,2,2,2,3
15,1,5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,39,96,1091,1801318,1900,3,8,1,4,1,2,2,2,2,1,1,2,2,2,2,2,3
16,1,6,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,2,19,96,1091,1801318,2004,3,6,1,3,1,2,2,3,9,1,1,2,2,2,2,2,3
17,1,5,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,2,1,1,1,2,2,1,46,96,1091,1801318,2391,3,3,1,1,1,2,2,2,2,1,2,2,2,2,2,2,3
18,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,1,2,2,30,96,1091,1801318,950,5,8,1,1,1,1,2,2,2,1,1,2,1,2,2,2,3
20,1,3,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,2,62,96,1091,1801318,773,6,2,2,1,1,2,1,2,2,2,2,2,2,1,2,2,3
1,1,5,5,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,1,1,3,3,2,34,96,1092,1801418,3918,3,3,1,2,1,2,1,2,2,1,1,2,2,1,2,2,3
2,1,5,1,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,1,1,2,3,2,45,96,1092,1801418,3398,3,2,2,2,1,2,1,2,2,2,2,1,1,1,2,2,3
3,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,3,1,40,96,1092,1801418,4930,3,2,2,2,1,2,2,3,2,2,2,2,2,2,2,2,3
4,1,1,1,2,2,2,1,1,2,1,2,1,1,2,2,2,2,2,1,1,1,1,3,1,22,96,1092,1801418,4045,6,2,2,1,1,2,1,2,2,1,2,1,2,2,2,2,3
5,1,5,1,2,2,2,1,1,2,2,1,1,1,2,2,2,2,2,1,1,1,2,3,1,27,96,1092,1801418,4045,3,3,2,1,1,2,2,3,2,1,2,2,1,2,2,2,3
6,1,1,1,2,2,1,2,1,1,1,2,1,2,2,2,2,2,2,1,1,1,2,3,1,21,96,1092,1801418,4045,3,3,1,1,1,1,2,2,2,2,2,2,2,1,2,2,3
7,1,4,5,2,2,2,2,1,2,2,1,1,1,2,1,2,2,2,1,1,1,1,3,2,58,96,1092,1801418,1831,1,2,2,1,1,2,2,3,2,1,2,1,2,1,2,2,3
8,1,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,1,64,96,1092,1801418,1821,4,8,1,1,1,1,1,3,1,2,2,2,1,1,2,2,3
9,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,2,62,96,1092,1801418,3187,0,0,2,2,1,2,2,2,2,1,1,2,2,2,2,2,3
10,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,24,96,1092,1801418,10113,1,3,2,3,2,2,2,3,2,2,2,2,2,1,2,2,3
11,1,6,1,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,3,2,21,96,1092,1801418,1377,3,3,2,1,1,2,2,3,2,1,2,2,2,2,2,2,3
13,1,5,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,2,28,96,1092,1801418,2755,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3
14,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,2,55,96,1092,1801418,3662,2,2,2,2,1,2,1,2,2,1,2,2,2,2,2,2,3
15,1,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,2,3,2,30,96,1092,1801418,3918,3,7,1,2,1,1,1,2,2,2,1,2,1,1,2,2,3
17,1,1,1,2,2,1,2,1,2,2,1,2,1,2,1,2,1,2,1,2,1,2,3,1,43,96,1092,1801418,7394,6,2,2,1,1,2,2,3,2,1,1,1,1,1,2,2,3
18,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,3,2,56,96,1092,1801418,1831,5,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,3
19,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,2,3,2,34,96,1092,1801418,3918,3,3,1,2,1,2,1,2,2,1,2,2,2,2,2,2,3
20,1,1,5,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,1,3,3,2,28,96,1092,1801418,2755,3,3,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3
3,1,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,46,96,1093,1801714,1719,0,0,2,1,2,1,2,1,2,2,1,2,2,2,2,2,3
4,1,6,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,1,1,3,3,2,18,96,1093,1801714,2882,2,6,2,3,2,2,2,3,2,1,2,2,2,2,2,2,3
5,1,2,1,2,2,2,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,1,3,1,53,96,1093,1801714,1447,3,6,2,1,2,2,2,2,2,1,1,2,2,2,2,2,3
6,1,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,70,96,1093,1801714,3810,6,2,2,1,2,2,2,2,1,1,2,1,2,1,2,2,3
8,1,6,7,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,3,1,62,96,1093,1801714,1270,6,2,2,1,2,1,2,3,2,2,1,2,2,1,2,2,3
9,1,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,2,3,1,49,96,1093,1801714,3438,3,3,1,3,2,1,2,3,2,2,1,2,2,2,2,2,3
10,1,5,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,3,2,66,96,1093,1801714,2223,3,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3
11,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,3,1,19,96,1093,1801714,2821,2,6,1,2,1,1,2,3,1,1,1,2,1,2,2,2,3
11,3,6,1,1,2,2,2,1,1,2,2,1,1,2,1,2,2,2,2,1,1,2,3,1,18,96,1093,1801714,2821,1,6,1,2,1,2,2,1,2,1,1,2,2,2,2,2,3
12,1,3,1,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,3,1,52,96,1093,1801714,1447,4,8,1,1,1,1,2,2,2,2,1,2,2,2,2,2,3
13,1,1,3,2,2,2,2,1,2,2,2,2,2,2,1,2,1,2,2,1,1,2,3,2,55,96,1093,1801714,2554,2,3,1,2,2,2,2,3,2,2,1,2,2,2,2,2,3
14,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,1,3,1,48,96,1093,1801714,1719,3,3,2,1,2,2,2,3,2,2,2,2,2,1,2,2,3
16,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,3,1,26,96,1093,1801714,2821,3,6,2,1,1,1,2,3,2,1,1,2,2,2,2,2,3
17,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,3,3,1,21,96,1093,1801714,4232,3,2,2,7,1,1,2,3,2,2,1,2,2,2,2,2,3
18,1,5,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,3,1,49,96,1093,1801714,3438,5,2,2,1,1,2,2,3,2,2,1,2,2,1,2,2,3
20,1,5,5,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,3,2,61,96,1093,1801714,1111,6,2,1,2,1,1,2,3,2,1,2,2,2,2,2,2,3
2,1,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,1,1,2,3,2,69,96,1094,1801784,3028,6,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,3
3,1,6,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,1,24,96,1094,1801784,3843,3,6,1,2,1,2,2,3,2,2,2,2,2,2,2,2,3
4,1,1,1,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,3,1,18,96,1094,1801784,3843,3,3,1,1,1,2,2,3,2,2,2,2,1,2,2,2,3
5,1,2,2,1,2,2,2,1,2,1,2,1,2,2,2,2,2,1,2,1,1,1,3,2,22,96,1094,1801784,1309,3,3,2,1,1,2,2,1,1,1,1,2,2,2,2,2,3
7,1,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,1,2,1,1,1,2,3,1,41,96,1094,1801784,7026,2,3,1,1,1,2,2,2,2,1,2,1,1,2,2,2,3
8,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,58,96,1094,1801784,1740,3,3,1,2,1,2,1,2,2,1,1,2,2,1,2,2,3
9,1,1,3,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,1,1,1,2,3,2,20,96,1094,1801784,2617,1,6,2,2,1,2,1,1,2,2,2,2,2,2,2,2,3
11,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,1,2,3,2,29,96,1094,1801784,2617,2,6,1,2,1,1,2,2,2,1,1,2,2,2,2,2,3
12,1,5,8,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,3,2,26,96,1094,1801784,6544,2,3,1,2,2,2,1,2,2,1,2,2,2,2,2,2,3
13,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,1,3,1,31,96,1094,1801784,6880,6,8,1,3,1,2,2,1,2,2,1,2,2,2,2,2,3
14,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,1,2,3,1,30,96,1094,1801784,5504,5,8,1,2,1,2,1,1,9,1,1,2,2,2,2,2,3
15,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,2,38,96,1094,1801784,3723,3,3,2,2,1,2,1,2,2,2,1,2,2,1,2,2,3
16,1,1,1,1,2,2,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,3,1,32,96,1094,1801784,2752,2,3,2,1,1,2,2,3,2,1,1,2,2,1,2,2,3
17,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,62,96,1094,1801784,4542,1,2,2,2,1,2,2,3,2,2,2,2,2,1,2,2,3
18,1,6,5,1,2,2,1,1,2,2,2,1,2,1,2,2,2,2,1,1,1,3,3,2,18,96,1094,1801784,3926,3,3,2,3,2,2,2,3,2,1,2,2,2,2,2,2,3
19,1,5,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,1,32,96,1094,1801784,2752,3,7,1,1,1,1,2,3,1,2,1,2,2,1,2,2,3
20,1,1,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,2,1,1,2,2,3,1,33,96,1094,1801784,2752,2,3,2,1,1,2,1,2,2,1,1,2,2,2,2,2,3
1,1,5,1,1,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,1,2,4,2,52,98,1095,1860140,3731,2,9,1,2,1,2,1,2,1,1,1,2,1,1,2,2,3
2,1,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,4,2,68,98,1095,1860140,2165,3,3,1,2,1,2,1,2,2,2,2,2,2,2,2,2,3
4,1,5,1,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,1,2,1,2,4,1,35,98,1095,1860140,1968,4,8,1,1,1,2,1,2,1,1,1,1,1,1,2,2,3
5,1,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,2,70,98,1095,1860140,1082,4,2,1,1,1,2,1,2,2,2,2,2,2,1,2,2,3
6,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,4,2,44,98,1095,1860140,2309,2,9,1,2,1,2,1,2,1,1,1,2,2,1,2,2,3
8,1,5,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,2,4,1,59,98,1095,1860140,5637,1,6,1,1,1,2,1,2,1,1,1,2,1,1,2,2,3
9,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,4,1,61,98,1095,1860140,2474,6,2,2,1,1,2,2,3,1,2,2,2,1,1,2,2,3
10,1,5,5,1,2,2,2,1,1,2,2,2,2,2,2,2,9,1,1,2,1,2,4,2,64,98,1095,1860140,4330,3,3,2,2,1,1,1,2,2,1,1,2,2,1,2,2,3
12,1,5,5,1,2,2,2,1,1,1,2,2,2,2,2,2,1,1,1,1,1,2,4,2,42,98,1095,1860140,1154,6,8,2,1,1,2,1,2,2,2,2,1,1,2,2,2,3
13,1,4,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,1,1,1,4,1,67,98,1095,1860140,1237,0,0,2,1,1,2,2,3,2,1,1,2,1,1,2,2,3
14,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,4,1,62,98,1095,1860140,3711,2,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,3
16,1,1,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,2,2,1,1,2,4,2,34,98,1095,1860140,2662,3,7,2,2,1,2,2,3,2,2,1,2,2,1,2,2,3
17,1,4,6,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,1,66,98,1095,1860140,1237,1,2,1,1,1,1,2,3,2,2,2,2,2,1,2,2,3
18,1,5,1,2,2,2,2,1,2,1,2,2,2,2,2,2,2,1,2,1,2,2,4,2,45,98,1095,1860140,3463,3,3,1,2,1,2,1,2,2,2,1,2,2,2,2,2,3
19,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,2,39,98,1095,1860140,2662,3,3,1,2,1,2,2,3,2,2,1,2,2,2,2,2,3
1,1,4,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,1,1,1,1,4,1,67,97,1096,1860276,6211,0,0,2,12,2,2,2,3,2,2,2,1,2,2,2,2,3
3,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,42,97,1096,1860276,3477,3,2,2,2,2,1,2,2,2,1,2,1,2,1,2,2,3
4,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,1,2,4,1,39,97,1096,1860276,1976,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,3
5,1,2,1,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,1,1,1,1,4,2,30,97,1096,1860276,1336,0,0,2,1,2,2,2,2,2,2,2,2,2,1,2,2,3
6,1,3,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,1,1,1,1,4,1,38,97,1096,1860276,988,6,2,1,1,1,1,1,3,2,1,2,2,1,1,2,2,3
7,1,1,5,2,2,2,1,2,2,1,2,1,1,2,2,2,2,2,1,1,1,1,4,2,18,97,1096,1860276,5638,2,3,2,6,2,2,2,3,2,2,2,2,2,2,2,2,3
8,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,66,97,1096,1860276,2174,0,0,2,2,2,2,2,3,2,2,2,2,2,1,2,2,3
9,1,1,5,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,1,1,2,4,2,23,97,1096,1860276,1879,2,3,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3
11,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,1,1,1,2,4,2,42,97,1096,1860276,2318,0,0,2,2,2,2,2,3,2,2,2,1,2,2,2,2,3
12,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,1,37,97,1096,1860276,1976,4,2,2,1,2,2,2,3,2,2,2,2,2,1,2,2,3
14,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,4,1,59,97,1096,1860276,2830,3,7,2,1,1,1,2,3,2,1,2,2,2,2,2,2,3
15,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,3,4,2,43,97,1096,1860276,2318,4,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,3
16,1,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,4,1,18,97,1096,1860276,6898,2,3,2,6,2,2,2,3,2,2,2,2,2,2,2,2,3
17,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,1,1,1,2,4,2,42,97,1096,1860276,2318,0,0,2,1,2,2,2,3,2,2,2,2,2,2,2,2,3
18,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,34,97,1096,1860276,5346,6,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3
19,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,40,97,1096,1860276,2318,0,0,2,1,2,2,2,3,9,2,2,2,2,2,2,2,3
21,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,38,97,1096,1860276,2673,6,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3
1,1,6,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,1,1,2,2,4,1,32,98,1097,1860309,2270,3,3,2,2,1,2,2,3,2,1,1,2,2,2,2,2,3
4,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,4,2,57,98,1097,1860309,2869,3,3,2,2,2,2,2,3,2,2,1,2,2,2,2,2,3
6,1,6,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,4,1,33,98,1097,1860309,3404,2,7,2,3,1,2,2,2,2,2,2,2,1,2,2,2,3
9,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,28,98,1097,1860309,3238,3,6,2,2,2,2,1,3,2,2,2,2,2,2,2,2,3
10,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,4,2,48,98,1097,1860309,2663,3,3,2,2,2,2,2,3,2,2,2,2,2,1,2,2,3
12,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,4,2,47,98,1097,1860309,2663,6,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,3
14,1,5,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,1,1,1,2,4,1,39,98,1097,1860309,2270,6,2,2,1,1,2,1,1,2,1,1,1,1,1,2,2,3
15,1,5,5,1,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,1,2,4,2,25,98,1097,1860309,2159,3,3,2,2,1,2,1,2,1,2,1,2,1,2,2,2,3
17,1,5,1,1,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,1,1,1,4,1,33,98,1097,1860309,2270,2,8,2,1,1,2,1,1,2,1,2,2,2,1,2,2,3
19,1,1,1,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,1,1,1,2,4,1,28,98,1097,1860309,3170,1,3,2,1,1,2,2,3,2,2,2,2,2,1,2,2,3
20,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,4,1,41,98,1097,1860309,3863,3,3,2,1,1,2,1,1,1,2,1,2,1,1,2,2,3
1,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,3,4,2,43,98,1098,1860350,2927,6,2,2,2,1,2,2,3,2,2,1,2,2,2,2,2,3
2,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,4,2,69,98,1098,1860350,1372,6,2,2,2,2,1,2,3,2,2,1,2,2,2,2,2,3
4,1,5,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,1,1,1,1,4,2,36,98,1098,1860350,3374,6,2,2,2,1,2,1,2,1,1,2,2,2,2,2,2,3
6,1,5,1,2,2,2,2,2,2,2,1,1,1,2,2,2,1,1,1,1,2,2,4,1,30,98,1098,1860350,2494,3,6,1,1,1,2,1,1,1,2,1,1,1,1,2,2,3
7,1,6,1,2,2,1,1,1,2,1,1,1,2,2,2,2,1,2,2,1,1,2,4,1,21,98,1098,1860350,5225,3,8,1,2,1,1,2,2,1,2,1,2,2,2,2,2,3
8,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,1,2,4,1,55,98,1098,1860350,1786,6,2,1,2,1,1,2,1,1,2,1,1,1,1,2,2,3
9,1,5,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,1,2,4,2,30,98,1098,1860350,3374,3,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3
10,1,1,5,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,28,98,1098,1860350,2372,3,6,2,2,1,2,1,2,2,2,2,2,2,2,2,2,3
12,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,4,2,36,98,1098,1860350,1687,3,3,2,1,1,2,2,2,1,2,2,2,2,2,2,2,3
13,1,1,5,1,2,2,2,1,2,1,2,2,2,2,2,2,2,2,1,1,1,3,4,2,43,98,1098,1860350,4390,6,2,2,2,2,2,2,1,2,2,2,2,2,1,2,2,3
14,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,4,2,49,98,1098,1860350,4390,6,2,2,2,1,2,2,3,2,2,1,2,2,1,2,2,3
15,1,5,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,4,1,59,98,1098,1860350,5359,1,2,2,1,2,1,2,3,2,1,1,1,2,1,2,2,3
16,1,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,4,2,28,98,1098,1860350,2372,1,8,1,1,1,2,1,2,2,2,1,2,2,2,2,2,3
17,1,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,2,4,1,35,98,1098,1860350,1247,6,2,2,2,2,2,2,3,2,2,1,1,2,1,2,2,3
18,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,2,1,1,2,4,2,42,98,1098,1860350,2927,2,3,1,2,1,1,2,2,2,2,1,2,2,1,2,2,3
19,1,4,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,1,1,1,1,4,1,58,98,1098,1860350,1786,6,2,2,1,2,2,2,3,2,2,2,2,2,2,2,2,3
20,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,2,29,98,1098,1860350,2372,3,7,2,2,2,2,1,2,2,2,1,2,2,2,2,2,3
1,1,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,1,1,1,1,2,4,1,50,97,1099,1860391,2367,1,6,1,1,1,2,1,2,1,1,2,1,1,1,2,2,3
3,1,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,4,2,44,97,1099,1860391,1939,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3
4,1,5,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,2,4,1,69,97,1099,1860391,2078,6,2,1,1,1,2,1,1,2,1,1,1,1,1,2,2,3
5,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,4,2,63,97,1099,1860391,2727,3,2,2,2,1,2,2,3,2,2,1,1,2,2,2,2,3
6,1,4,1,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,1,1,4,2,49,97,1099,1860391,969,6,2,1,1,1,2,1,2,2,1,2,1,2,1,2,2,3
7,1,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,3,4,2,18,97,1099,1860391,1572,6,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,3
8,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,1,1,1,3,4,1,45,97,1099,1860391,4219,6,2,2,1,2,2,2,3,2,2,2,2,2,1,2,2,3
