"VIV_SEL","HOGAR","SEXO","EDAD","FOLIO","FAC_HOG","N_REN"
11,1,2,21,1801418,1765,1
13,1,1,29,1801418,1765,1
13,1,2,28,1801418,1765,2
13,1,2,7,1801418,1765,3
13,1,2,3,1801418,1765,4
13,1,2,1,1801418,1765,5
14,1,1,58,1801418,1765,1
14,1,2,55,1801418,1765,2
15,1,1,33,1801418,1765,1
15,1,2,30,1801418,1765,2
15,1,2,10,1801418,1765,3
17,1,1,43,1801418,1765,1
17,1,2,21,1801418,1765,2
17,1,1,21,1801418,1765,3
18,1,2,56,1801418,1765,1
19,1,1,38,1801418,1765,1
19,1,2,34,1801418,1765,2
19,1,1,16,1801418,1765,3
19,1,1,6,1801418,1765,4
20,1,1,29,1801418,1765,1
20,1,2,28,1801418,1765,2
20,1,2,3,1801418,1765,3
20,1,1,0,1801418,1765,4
3,1,1,46,1801714,1231,1
4,1,2,48,1801714,1231,1
4,1,1,50,1801714,1231,2
4,1,2,18,1801714,1231,3
5,1,1,53,1801714,1231,1
6,1,1,70,1801714,1231,1
6,1,1,49,1801714,1231,2
6,1,1,19,1801714,1231,3
7,1,1,76,1801714,1231,1
7,1,2,75,1801714,1231,2
8,1,1,62,1801714,1231,1
9,1,2,88,1801714,1231,1
9,1,2,64,1801714,1231,2
9,1,1,49,1801714,1231,3
10,1,1,66,1801714,1231,1
10,1,2,66,1801714,1231,2
11,1,1,71,1801714,1231,1
11,1,2,72,1801714,1231,2
11,2,2,36,1801714,1231,1
11,2,1,19,1801714,1231,2
11,2,2,9,1801714,1231,3
11,2,2,7,1801714,1231,4
11,2,1,6,1801714,1231,5
11,2,1,2,1801714,1231,6
11,2,1,2,1801714,1231,7
11,2,2,1,1801714,1231,8
11,3,2,39,1801714,1231,1
11,3,1,18,1801714,1231,2
11,3,1,11,1801714,1231,3
11,3,1,15,1801714,1231,4
12,1,1,52,1801714,1231,1
13,1,1,60,1801714,1231,1
13,1,2,55,1801714,1231,2
14,1,1,48,1801714,1231,1
16,1,1,26,1801714,1231,1
16,1,2,23,1801714,1231,2
16,1,2,5,1801714,1231,3
17,1,1,74,1801714,1231,1
17,1,2,65,1801714,1231,2
17,1,1,46,1801714,1231,3
17,1,2,15,1801714,1231,4
17,1,1,9,1801714,1231,5
17,1,1,7,1801714,1231,6
17,1,1,21,1801714,1231,7
18,1,1,49,1801714,1231,1
18,1,2,56,1801714,1231,2
19,1,1,75,1801714,1231,1
19,1,2,74,1801714,1231,2
20,1,1,74,1801714,1231,1
20,1,2,61,1801714,1231,2
1,1,2,78,1801784,1677,1
2,1,1,75,1801784,1677,1
2,1,2,69,1801784,1677,2
2,1,1,18,1801784,1677,3
2,1,2,16,1801784,1677,4
3,1,2,32,1801784,1677,1
3,1,1,24,1801784,1677,2
3,1,2,14,1801784,1677,3
4,1,1,18,1801784,1677,1
4,1,2,27,1801784,1677,2
4,1,1,12,1801784,1677,3
4,1,2,9,1801784,1677,4
4,1,1,5,1801784,1677,5
5,1,2,22,1801784,1677,1
5,1,1,3,1801784,1677,2
7,1,1,41,1801784,1677,1
7,1,2,47,1801784,1677,2
7,1,1,20,1801784,1677,3
7,1,2,17,1801784,1677,4
8,1,1,72,1801784,1677,1
8,1,2,58,1801784,1677,2
9,1,1,28,1801784,1677,1
9,1,2,20,1801784,1677,2
9,1,2,2,1801784,1677,3
11,1,1,29,1801784,1677,1
11,1,2,29,1801784,1677,2
11,1,2,9,1801784,1677,3
11,1,2,4,1801784,1677,4
12,1,1,33,1801784,1677,1
12,1,2,26,1801784,1677,2
12,1,2,54,1801784,1677,3
12,1,1,52,1801784,1677,4
12,1,1,34,1801784,1677,5
12,1,2,8,1801784,1677,6
13,1,1,52,1801784,1677,1
13,1,1,30,1801784,1677,2
13,1,1,31,1801784,1677,3
13,1,2,48,1801784,1677,4
13,1,2,30,1801784,1677,5
13,1,1,0,1801784,1677,6
14,1,1,61,1801784,1677,1
14,1,1,30,1801784,1677,2
14,1,2,25,1801784,1677,3
14,1,1,35,1801784,1677,4
14,1,1,9,1801784,1677,5
14,1,1,5,1801784,1677,6
14,1,1,72,1801784,1677,7
15,1,1,40,1801784,1677,1
15,1,2,38,1801784,1677,2
15,1,1,11,1801784,1677,3
15,1,2,7,1801784,1677,4
16,1,1,32,1801784,1677,1
16,1,2,26,1801784,1677,2
16,1,2,7,1801784,1677,3
16,1,1,2,1801784,1677,4
16,1,2,1,1801784,1677,5
17,1,1,67,1801784,1677,1
17,1,2,62,1801784,1677,2
17,1,1,45,1801784,1677,3
18,1,1,48,1801784,1677,1
18,1,2,32,1801784,1677,2
18,1,2,18,1801784,1677,3
18,1,2,11,1801784,1677,4
19,1,1,32,1801784,1677,1
19,1,2,30,1801784,1677,2
19,1,1,11,1801784,1677,3
19,1,2,5,1801784,1677,4
20,1,1,33,1801784,1677,1
20,1,2,30,1801784,1677,2
20,1,1,10,1801784,1677,3
20,1,2,4,1801784,1677,4
20,1,1,2,1801784,1677,5
1,1,1,56,1860140,1199,1
1,1,2,52,1860140,1199,2
1,1,2,18,1860140,1199,3
1,1,1,17,1860140,1199,4
2,1,1,69,1860140,1199,1
2,1,2,68,1860140,1199,2
3,1,1,75,1860140,1199,1
3,1,2,73,1860140,1199,2
4,1,1,35,1860140,1199,1
4,1,2,32,1860140,1199,2
4,1,2,7,1860140,1199,3
4,1,1,1,1860140,1199,4
5,1,2,70,1860140,1199,1
6,1,1,49,1860140,1199,1
6,1,2,44,1860140,1199,2
6,1,2,15,1860140,1199,3
6,1,1,10,1860140,1199,4
7,1,1,74,1860140,1199,1
7,1,2,75,1860140,1199,2
8,1,1,59,1860140,1199,1
8,1,2,60,1860140,1199,2
8,1,1,28,1860140,1199,3
8,1,2,26,1860140,1199,4
9,1,1,61,1860140,1199,1
9,1,2,60,1860140,1199,2
10,1,1,68,1860140,1199,1
10,1,2,64,1860140,1199,2
10,1,2,42,1860140,1199,3
10,1,1,38,1860140,1199,4
12,1,2,42,1860140,1199,1
12,1,2,15,1860140,1199,2
12,1,2,0,1860140,1199,3
13,1,1,67,1860140,1199,1
14,1,2,72,1860140,1199,1
14,1,1,62,1860140,1199,2
14,1,2,35,1860140,1199,3
14,1,1,23,1860140,1199,4
15,1,1,72,1860140,1199,1
16,1,1,31,1860140,1199,1
16,1,2,34,1860140,1199,2
16,1,1,8,1860140,1199,3
16,1,1,2,1860140,1199,4
17,1,1,66,1860140,1199,1
18,1,1,46,1860140,1199,1
18,1,2,45,1860140,1199,2
18,1,1,21,1860140,1199,3
18,1,1,14,1860140,1199,4
19,1,1,43,1860140,1199,1
19,1,2,39,1860140,1199,2
19,1,1,16,1860140,1199,3
19,1,1,10,1860140,1199,4
20,1,2,78,1860140,1199,1
20,1,1,12,1860140,1199,2
1,1,2,49,1860276,1204,1
1,1,1,50,1860276,1204,2
1,1,1,19,1860276,1204,3
1,1,2,18,1860276,1204,4
1,1,1,0,1860276,1204,5
1,1,1,13,1860276,1204,6
1,1,2,11,1860276,1204,7
1,1,2,9,1860276,1204,8
1,1,1,8,1860276,1204,9
1,1,1,7,1860276,1204,10
1,1,2,6,1860276,1204,11
1,1,1,67,1860276,1204,12
3,1,1,41,1860276,1204,1
3,1,2,42,1860276,1204,2
3,1,1,20,1860276,1204,3
3,1,1,17,1860276,1204,4
3,1,2,11,1860276,1204,5
3,1,2,6,1860276,1204,6
3,1,2,3,1860276,1204,7
4,1,1,39,1860276,1204,1
4,1,2,31,1860276,1204,2
4,1,1,11,1860276,1204,3
4,1,1,8,1860276,1204,4
5,1,2,30,1860276,1204,1
5,1,2,13,1860276,1204,2
5,1,2,9,1860276,1204,3
5,1,2,8,1860276,1204,4
5,1,2,1,1860276,1204,5
6,1,1,38,1860276,1204,1
7,1,1,43,1860276,1204,1
7,1,2,50,1860276,1204,2
7,1,1,27,1860276,1204,3
7,1,1,20,1860276,1204,4
7,1,1,16,1860276,1204,5
7,1,2,18,1860276,1204,6
7,1,1,23,1860276,1204,7
7,1,2,0,1860276,1204,8
7,1,2,5,1860276,1204,9
7,1,1,9,1860276,1204,10
7,1,2,6,1860276,1204,11
8,1,1,77,1860276,1204,1
8,1,2,66,1860276,1204,2
8,1,2,18,1860276,1204,3
8,1,2,3,1860276,1204,4
9,1,1,30,1860276,1204,1
9,1,2,23,1860276,1204,2
9,1,2,4,1860276,1204,3
9,1,1,2,1860276,1204,4
11,1,1,40,1860276,1204,1
11,1,2,42,1860276,1204,2
11,1,1,17,1860276,1204,3
11,1,1,15,1860276,1204,4
11,1,2,11,1860276,1204,5
11,1,1,9,1860276,1204,6
11,1,1,7,1860276,1204,7
11,1,1,5,1860276,1204,8
12,1,1,37,1860276,1204,1
12,1,2,36,1860276,1204,2
12,1,1,17,1860276,1204,3
12,1,1,16,1860276,1204,4
12,1,1,11,1860276,1204,5
14,1,1,59,1860276,1204,1
14,1,2,53,1860276,1204,2
15,1,2,43,1860276,1204,1
15,1,1,40,1860276,1204,2
15,1,2,6,1860276,1204,3
15,1,2,4,1860276,1204,4
16,1,1,87,1860276,1204,1
16,1,1,31,1860276,1204,2
16,1,2,48,1860276,1204,3
16,1,1,35,1860276,1204,4
16,1,1,22,1860276,1204,5
16,1,1,18,1860276,1204,6
16,1,1,14,1860276,1204,7
16,1,1,13,1860276,1204,8
16,1,1,10,1860276,1204,9
17,1,2,42,1860276,1204,1
17,1,1,14,1860276,1204,2
17,1,1,12,1860276,1204,3
17,1,1,10,1860276,1204,4
17,1,2,9,1860276,1204,5
17,1,1,7,1860276,1204,6
17,1,1,6,1860276,1204,7
17,1,1,49,1860276,1204,8
18,1,1,42,1860276,1204,1
18,1,2,34,1860276,1204,2
18,1,1,20,1860276,1204,3
18,1,1,18,1860276,1204,4
18,1,1,17,1860276,1204,5
18,1,1,4,1860276,1204,6
18,1,2,2,1860276,1204,7
18,1,1,1,1860276,1204,8
19,1,2,40,1860276,1204,1
19,1,1,40,1860276,1204,2
19,1,2,15,1860276,1204,3
19,1,2,10,1860276,1204,4
19,1,2,8,1860276,1204,5
19,1,1,4,1860276,1204,6
19,1,1,5,1860276,1204,7
19,1,1,0,1860276,1204,8
19,1,1,0,1860276,1204,9
21,1,1,43,1860276,1204,1
21,1,2,38,1860276,1204,2
21,1,1,17,1860276,1204,3
21,1,2,14,1860276,1204,4
21,1,2,11,1860276,1204,5
21,1,1,6,1860276,1204,6
21,1,1,4,1860276,1204,7
1,1,2,60,1860309,1383,1
1,1,1,32,1860309,1383,2
2,1,1,71,1860309,1383,1
4,1,1,67,1860309,1383,1
4,1,2,57,1860309,1383,2
6,1,1,55,1860309,1383,1
6,1,2,52,1860309,1383,2
6,1,1,33,1860309,1383,3
7,1,1,77,1860309,1383,1
8,1,1,79,1860309,1383,1
8,1,2,72,1860309,1383,2
9,1,2,66,1860309,1383,1
9,1,2,28,1860309,1383,2
9,1,2,7,1860309,1383,3
9,1,1,2,1860309,1383,4
9,1,1,28,1860309,1383,5
10,1,1,50,1860309,1383,1
10,1,2,48,1860309,1383,2
12,1,1,47,1860309,1383,1
12,1,2,47,1860309,1383,2
12,1,1,14,1860309,1383,3
12,1,1,10,1860309,1383,4
13,1,1,71,1860309,1383,1
14,1,1,39,1860309,1383,1
14,1,2,34,1860309,1383,2
14,1,1,13,1860309,1383,3
14,1,2,6,1860309,1383,4
14,1,1,0,1860309,1383,5
15,1,1,34,1860309,1383,1
15,1,2,25,1860309,1383,2
17,1,1,33,1860309,1383,1
17,1,2,32,1860309,1383,2
17,1,1,11,1860309,1383,3
17,1,1,7,1860309,1383,4
19,1,1,28,1860309,1383,1
19,1,2,28,1860309,1383,2
19,1,2,0,1860309,1383,3
20,1,1,41,1860309,1383,1
20,1,2,29,1860309,1383,2
20,1,1,9,1860309,1383,3
20,1,2,0,1860309,1383,4
1,1,1,40,1860350,1520,1
1,1,2,43,1860350,1520,2
1,1,2,12,1860350,1520,3
2,1,1,71,1860350,1520,1
2,1,2,69,1860350,1520,2
3,1,1,85,1860350,1520,1
4,1,1,36,1860350,1520,1
4,1,2,36,1860350,1520,2
4,1,2,17,1860350,1520,3
4,1,2,12,1860350,1520,4
4,1,1,5,1860350,1520,5
6,1,1,30,1860350,1520,1
6,1,2,28,1860350,1520,2
6,1,1,7,1860350,1520,3
6,1,1,3,1860350,1520,4
7,1,2,59,1860350,1520,1
7,1,1,21,1860350,1520,2
7,1,1,23,1860350,1520,3
8,1,2,73,1860350,1520,1
8,1,1,55,1860350,1520,2
9,1,1,35,1860350,1520,1
9,1,2,30,1860350,1520,2
9,1,1,10,1860350,1520,3
9,1,2,7,1860350,1520,4
10,1,1,31,1860350,1520,1
10,1,2,28,1860350,1520,2
10,1,1,8,1860350,1520,3
12,1,2,36,1860350,1520,1
12,1,2,14,1860350,1520,2
12,1,2,9,1860350,1520,3
12,1,1,6,1860350,1520,4
13,1,1,46,1860350,1520,1
13,1,2,43,1860350,1520,2
13,1,2,22,1860350,1520,3
13,1,1,17,1860350,1520,4
13,1,2,7,1860350,1520,5
13,1,2,6,1860350,1520,6
13,1,1,4,1860350,1520,7
13,1,2,4,1860350,1520,8
13,1,2,0,1860350,1520,9
14,1,1,58,1860350,1520,1
14,1,2,49,1860350,1520,2
14,1,1,20,1860350,1520,3
15,1,1,59,1860350,1520,1
15,1,2,58,1860350,1520,2
15,1,2,18,1860350,1520,3
15,1,2,4,1860350,1520,4
16,1,2,28,1860350,1520,1
16,1,1,48,1860350,1520,2
17,1,2,78,1860350,1520,1
17,1,1,35,1860350,1520,2
18,1,1,37,1860350,1520,1
18,1,2,42,1860350,1520,2
18,1,2,13,1860350,1520,3
19,1,1,58,1860350,1520,1
20,1,1,39,1860350,1520,1
20,1,2,29,1860350,1520,2
20,1,2,7,1860350,1520,3
20,1,1,3,1860350,1520,4
20,1,2,1,1860350,1520,5
1,1,1,50,1860391,1007,1
1,1,2,49,1860391,1007,2
1,1,2,15,1860391,1007,3
3,1,1,47,1860391,1007,1
3,1,2,44,1860391,1007,2
3,1,1,16,1860391,1007,3
3,1,2,12,1860391,1007,4
4,1,1,69,1860391,1007,1
4,1,2,65,1860391,1007,2
5,1,1,63,1860391,1007,1
5,1,2,63,1860391,1007,2
5,1,1,44,1860391,1007,3
6,1,2,49,1860391,1007,1
7,1,1,54,1860391,1007,1
7,1,2,18,1860391,1007,2
7,1,1,11,1860391,1007,3
7,1,2,9,1860391,1007,4
7,1,1,6,1860391,1007,5
7,1,2,2,1860391,1007,6
7,1,2,1,1860391,1007,7
8,1,1,45,1860391,1007,1
8,1,2,40,1860391,1007,2
8,1,1,19,1860391,1007,3
8,1,1,12,1860391,1007,4
8,1,1,5,1860391,1007,5
9,1,2,75,1860391,1007,1
10,1,1,51,1860391,1007,1
10,1,2,48,1860391,1007,2
10,1,1,18,1860391,1007,3
11,1,1,41,1860391,1007,1
11,1,2,37,1860391,1007,2
11,1,1,21,1860391,1007,3
11,1,1,14,1860391,1007,4
11,1,2,8,1860391,1007,5
11,1,1,1,1860391,1007,6
11,1,2,20,1860391,1007,7
13,1,1,43,1860391,1007,1
13,1,2,37,1860391,1007,2
13,1,1,11,1860391,1007,3
13,1,2,10,1860391,1007,4
14,1,1,48,1860391,1007,1
14,1,2,47,1860391,1007,2
14,1,1,15,1860391,1007,3
15,1,1,41,1860391,1007,1
16,1,2,74,1860391,1007,1
16,1,1,19,1860391,1007,2
17,1,1,51,1860391,1007,1
17,1,2,36,1860391,1007,2
17,1,1,15,1860391,1007,3
17,1,2,11,1860391,1007,4
17,1,2,9,1860391,1007,5
18,1,1,30,1860391,1007,1
18,1,2,24,1860391,1007,2
18,1,2,8,1860391,1007,3
18,1,1,1,1860391,1007,4
20,1,1,63,1860391,1007,1
22,1,1,62,1860391,1007,1
22,1,2,54,1860391,1007,2
1,1,1,98,1900142,2461,1
1,1,2,51,1900142,2461,2
1,1,1,32,1900142,2461,3
1,1,2,99,1900142,2461,4
2,1,1,40,1900142,2461,6
2,1,2,38,1900142,2461,7
2,1,1,22,1900142,2461,8
2,1,2,21,1900142,2461,9
2,1,2,18,1900142,2461,10
3,1,2,65,1900142,2461,1
4,1,2,63,1900142,2461,1
4,1,1,38,1900142,2461,2
4,1,1,33,1900142,2461,3
4,1,1,33,1900142,2461,4
5,1,2,48,1900142,2461,1
5,1,2,25,1900142,2461,2
5,1,2,15,1900142,2461,3
5,1,2,13,1900142,2461,4
1,1,2,72,1900233,2162,1
1,1,1,82,1900233,2162,2
1,1,1,56,1900233,2162,3
2,1,1,41,1900233,2162,1
2,1,2,29,1900233,2162,2
2,1,1,0,1900233,2162,3
3,1,1,50,1900233,2162,1
3,1,2,45,1900233,2162,2
3,1,1,28,1900233,2162,3
3,1,2,24,1900233,2162,4
3,1,1,20,1900233,2162,5
4,1,1,47,1900233,2162,1
4,1,1,23,1900233,2162,2
4,1,2,21,1900233,2162,3
4,1,2,47,1900233,2162,4
5,1,1,23,1900233,2162,1
5,1,2,23,1900233,2162,2
5,1,2,3,1900233,2162,3
1,1,1,21,1900265,2381,1
1,1,2,23,1900265,2381,2
2,1,1,4,1900265,2381,1
2,1,2,42,1900265,2381,2
2,1,1,18,1900265,2381,3
2,1,2,1,1900265,2381,4
2,1,2,9,1900265,2381,5
3,1,1,50,1900265,2381,1
3,1,2,50,1900265,2381,2
3,1,2,17,1900265,2381,3
3,1,1,25,1900265,2381,4
4,1,1,20,1900265,2381,1
4,1,2,11,1900265,2381,2
4,1,1,3,1900265,2381,3
4,1,2,41,1900265,2381,4
5,1,2,50,1900265,2381,1
5,1,1,30,1900265,2381,2
5,1,1,26,1900265,2381,3
5,1,2,24,1900265,2381,4
5,1,2,5,1900265,2381,5
5,1,2,0,1900265,2381,6
1,1,1,34,1900284,2085,1
1,1,2,34,1900284,2085,2
1,1,2,13,1900284,2085,3
1,1,1,12,1900284,2085,4
1,1,2,8,1900284,2085,5
2,1,2,38,1900284,2085,1
2,1,2,66,1900284,2085,2
2,1,1,20,1900284,2085,3
3,1,1,24,1900284,2085,1
3,1,2,24,1900284,2085,2
3,1,2,4,1900284,2085,3
4,1,1,43,1900284,2085,1
4,1,2,46,1900284,2085,2
4,1,1,8,1900284,2085,3
5,1,1,49,1900284,2085,1
5,1,2,42,1900284,2085,2
5,1,2,20,1900284,2085,3
5,1,2,25,1900284,2085,4
2,1,1,62,1900366,2403,1
2,1,2,58,1900366,2403,2
2,1,2,36,1900366,2403,3
2,1,1,17,1900366,2403,4
2,1,1,14,1900366,2403,5
2,1,2,9,1900366,2403,6
3,1,1,36,1900366,2403,1
3,1,1,28,1900366,2403,2
3,1,2,26,1900366,2403,3
3,1,2,29,1900366,2403,4
3,1,2,2,1900366,2403,5
3,1,1,1,1900366,2403,6
3,1,2,12,1900366,2403,7
3,1,2,7,1900366,2403,8
4,1,2,77,1900366,2403,1
4,1,1,42,1900366,2403,2
5,1,1,83,1900366,2403,1
5,1,1,48,1900366,2403,2
5,1,2,43,1900366,2403,3
5,1,2,6,1900366,2403,4
5,1,2,8,1900366,2403,5
1,1,1,43,1900436,2421,1
1,1,2,40,1900436,2421,2
1,1,2,19,1900436,2421,3
1,1,1,17,1900436,2421,4
1,1,1,5,1900436,2421,5
2,1,1,50,1900436,2421,1
2,1,2,48,1900436,2421,2
2,1,1,23,1900436,2421,3
3,1,2,52,1900436,2421,1
3,1,2,22,1900436,2421,2
3,1,2,11,1900436,2421,3
4,1,2,35,1900436,2421,1
5,1,2,17,1900436,2421,1
5,1,2,16,1900436,2421,2
5,1,2,13,1900436,2421,3
5,1,2,5,1900436,2421,4
5,1,1,45,1900436,2421,5
1,1,2,56,1900443,2329,1
1,1,1,28,1900443,2329,2
1,1,1,22,1900443,2329,3
1,1,1,19,1900443,2329,4
1,1,1,9,1900443,2329,5
2,1,1,57,1900443,2329,1
2,1,2,54,1900443,2329,2
3,1,1,98,1900443,2329,1
3,1,2,98,1900443,2329,2
3,1,1,29,1900443,2329,3
3,1,2,31,1900443,2329,4
3,1,1,3,1900443,2329,5
3,1,1,0,1900443,2329,6
4,1,1,48,1900443,2329,1
4,1,2,47,1900443,2329,2
4,1,2,18,1900443,2329,3
5,1,2,77,1900443,2329,1
5,1,2,56,1900443,2329,2
5,1,2,48,1900443,2329,3
5,1,2,42,1900443,2329,4
1,1,1,52,1900474,2299,1
1,1,2,50,1900474,2299,2
1,1,2,26,1900474,2299,3
1,1,2,19,1900474,2299,4
1,1,2,5,1900474,2299,5
2,1,1,43,1900474,2299,1
2,1,2,30,1900474,2299,2
2,1,1,15,1900474,2299,3
2,1,2,10,1900474,2299,4
2,1,1,2,1900474,2299,5
4,1,1,33,1900474,2299,1
4,1,2,40,1900474,2299,2
4,1,1,15,1900474,2299,3
4,1,1,11,1900474,2299,4
4,1,1,6,1900474,2299,5
1,1,1,18,1900543,2330,1
1,1,2,21,1900543,2330,2
1,1,1,0,1900543,2330,3
1,1,1,11,1900543,2330,4
1,1,2,47,1900543,2330,5
3,1,2,58,1900543,2330,1
4,1,1,50,1900543,2330,1
4,1,2,55,1900543,2330,2
4,1,1,28,1900543,2330,3
4,1,2,23,1900543,2330,4
1,1,1,52,1900601,2457,1
1,1,2,51,1900601,2457,2
1,1,1,23,1900601,2457,3
1,1,2,21,1900601,2457,4
2,1,2,46,1900601,2457,1
2,1,2,26,1900601,2457,2
2,1,1,18,1900601,2457,3
2,1,1,11,1900601,2457,4
2,1,2,7,1900601,2457,5
2,1,1,3,1900601,2457,6
3,1,1,49,1900601,2457,1
3,1,2,39,1900601,2457,2
3,1,1,13,1900601,2457,3
3,1,1,9,1900601,2457,4
3,1,1,6,1900601,2457,5
4,1,1,58,1900601,2457,1
4,1,2,51,1900601,2457,2
4,1,1,26,1900601,2457,3
4,1,2,29,1900601,2457,4
4,1,1,8,1900601,2457,5
4,1,1,3,1900601,2457,6
5,1,1,43,1900601,2457,1
5,1,2,43,1900601,2457,2
5,1,1,15,1900601,2457,3
5,1,2,12,1900601,2457,4
1,1,1,68,1900649,2444,1
1,1,2,64,1900649,2444,2
2,1,2,18,1900649,2444,1
2,1,2,18,1900649,2444,2
2,1,1,16,1900649,2444,3
2,1,1,10,1900649,2444,4
2,1,2,42,1900649,2444,5
2,1,1,44,1900649,2444,6
3,1,1,48,1900649,2444,1
4,1,1,75,1900649,2444,1
4,1,2,72,1900649,2444,2
5,1,1,41,1900649,2444,1
5,1,2,42,1900649,2444,2
5,1,1,15,1900649,2444,3
5,1,1,14,1900649,2444,4
5,1,1,21,1900649,2444,5
1,1,1,43,1900672,2700,1
1,1,2,51,1900672,2700,2
1,1,1,17,1900672,2700,3
2,1,1,47,1900672,2700,1
2,1,2,44,1900672,2700,2
2,1,1,22,1900672,2700,3
3,1,1,47,1900672,2700,1
3,1,2,45,1900672,2700,2
3,1,1,19,1900672,2700,3
4,1,1,47,1900672,2700,1
4,1,2,49,1900672,2700,2
4,1,1,24,1900672,2700,3
4,1,2,23,1900672,2700,4
4,1,2,18,1900672,2700,5
5,1,1,45,1900672,2700,1
1,1,1,35,1900676,2601,1
1,1,2,34,1900676,2601,2
1,1,2,4,1900676,2601,3
1,1,2,7,1900676,2601,4
2,1,1,54,1900676,2601,1
3,1,1,38,1900676,2601,1
5,1,1,50,1900676,2601,1
5,1,2,47,1900676,2601,2
5,1,2,22,1900676,2601,3
5,1,2,16,1900676,2601,4
5,1,2,10,1900676,2601,5
3,1,1,27,1900754,2472,1
3,1,2,26,1900754,2472,2
3,1,1,6,1900754,2472,3
3,1,2,0,1900754,2472,4
4,1,1,61,1900754,2472,1
1,1,1,57,1900953,2617,1
1,1,2,54,1900953,2617,2
1,1,2,17,1900953,2617,3
2,1,1,43,1900953,2617,1
2,1,1,17,1900953,2617,2
2,1,1,8,1900953,2617,3
2,1,2,39,1900953,2617,4
3,1,1,24,1900953,2617,1
3,1,2,27,1900953,2617,2
4,1,1,42,1900953,2617,1
4,1,2,42,1900953,2617,2
4,1,2,71,1900953,2617,3
4,1,2,11,1900953,2617,4
4,1,2,9,1900953,2617,5
4,1,2,8,1900953,2617,6
5,1,1,43,1900953,2617,1
5,1,2,40,1900953,2617,2
5,1,2,13,1900953,2617,3
5,1,1,8,1900953,2617,4
1,1,1,38,1900957,2665,1
1,1,1,18,1900957,2665,2
3,1,1,15,1900957,2665,1
3,1,2,58,1900957,2665,2
4,1,2,99,1900957,2665,1
4,1,1,16,1900957,2665,2
4,1,2,12,1900957,2665,3
4,1,1,7,1900957,2665,4
4,1,1,47,1900957,2665,5
5,1,1,40,1900957,2665,1
5,1,2,36,1900957,2665,2
5,1,1,10,1900957,2665,3
5,1,1,4,1900957,2665,4
1,1,1,71,1901026,2825,1
1,1,2,71,1901026,2825,2
1,1,1,30,1901026,2825,3
1,1,2,34,1901026,2825,4
1,1,1,30,1901026,2825,5
1,1,2,0,1901026,2825,6
2,1,1,54,1901026,2825,1
2,1,2,50,1901026,2825,2
2,1,1,15,1901026,2825,3
2,1,1,15,1901026,2825,4
3,1,1,51,1901026,2825,1
3,1,2,47,1901026,2825,2
3,1,1,30,1901026,2825,3
3,1,1,21,1901026,2825,4
3,1,1,17,1901026,2825,5
4,1,1,41,1901026,2825,1
4,1,2,38,1901026,2825,2
4,1,2,15,1901026,2825,3
4,1,2,8,1901026,2825,4
5,1,1,39,1901026,2825,1
5,1,2,41,1901026,2825,2
5,1,2,10,1901026,2825,3
5,1,1,5,1901026,2825,4
2,1,1,37,1901158,2548,1
2,1,2,37,1901158,2548,2
2,1,2,13,1901158,2548,3
2,1,2,7,1901158,2548,4
3,1,1,34,1901158,2548,1
3,1,2,35,1901158,2548,2
3,1,1,19,1901158,2548,3
3,1,1,17,1901158,2548,4
3,1,2,3,1901158,2548,5
4,1,2,38,1901158,2548,1
4,1,2,16,1901158,2548,2
4,1,1,3,1901158,2548,3
5,1,1,45,1901158,2548,1
5,1,2,42,1901158,2548,2
5,1,1,19,1901158,2548,3
5,1,2,15,1901158,2548,4
5,1,2,12,1901158,2548,5
1,1,1,33,1901187,2398,1
1,1,2,34,1901187,2398,2
1,1,2,18,1901187,2398,3
1,1,1,6,1901187,2398,4
1,1,2,10,1901187,2398,5
1,1,1,14,1901187,2398,6
2,1,1,33,1901187,2398,1
2,1,2,33,1901187,2398,2
2,1,1,3,1901187,2398,3
2,1,1,2,1901187,2398,4
2,1,2,0,1901187,2398,5
2,1,2,5,1901187,2398,6
3,1,2,39,1901187,2398,1
3,1,2,4,1901187,2398,2
4,1,2,49,1901187,2398,1
4,1,2,17,1901187,2398,2
5,1,1,36,1901187,2398,1
5,1,2,35,1901187,2398,2
5,1,1,19,1901187,2398,3
5,1,2,14,1901187,2398,4
5,1,2,6,1901187,2398,5
1,1,1,60,1901657,2600,1
1,1,2,50,1901657,2600,2
1,1,1,27,1901657,2600,3
1,1,2,25,1901657,2600,4
1,1,2,14,1901657,2600,5
1,1,1,4,1901657,2600,6
2,1,1,56,1901657,2600,1
2,1,2,56,1901657,2600,2
2,1,1,28,1901657,2600,3
3,1,1,56,1901657,2600,1
3,1,2,60,1901657,2600,2
3,1,1,30,1901657,2600,3
3,1,1,29,1901657,2600,4
4,1,1,55,1901657,2600,1
4,1,2,56,1901657,2600,2
4,1,1,31,1901657,2600,3
4,1,2,27,1901657,2600,4
4,1,2,25,1901657,2600,5
4,1,1,5,1901657,2600,6
5,1,2,52,1901657,2600,1
5,1,1,32,1901657,2600,2
1,1,1,54,1901785,2585,1
1,1,2,58,1901785,2585,2
1,1,1,29,1901785,2585,3
2,1,1,50,1901785,2585,1
3,1,1,56,1901785,2585,1
3,1,2,45,1901785,2585,2
3,1,1,23,1901785,2585,3
3,1,2,20,1901785,2585,4
4,1,1,55,1901785,2585,1
4,1,2,54,1901785,2585,2
4,1,1,15,1901785,2585,3
