"VIV_SEL","FOLIO","FAC_VIV","P1_1","P1_2"
1,3962198,7128,1,1
2,3962198,7128,3,1
4,3962198,7128,6,2
5,3962198,7128,3,1
1,3962280,6613,2,2
2,3962280,6613,4,1
3,3962280,6613,3,1
4,3962280,6613,9,1
5,3962280,6613,5,1
2,3962530,5217,2,1
3,3962530,5217,3,1
5,3962530,5217,5,1
1,3962760,5827,5,1
2,3962760,5827,5,1
3,3962760,5827,4,1
4,3962760,5827,6,1
1,3962852,8069,5,1
2,3962852,8069,3,1
3,3962852,8069,10,1
4,3962852,8069,3,1
5,3962852,8069,4,1
1,3962882,7447,3,1
2,3962882,7447,4,1
3,3962882,7447,4,1
4,3962882,7447,5,1
5,3962882,7447,2,1
1,3964046,4791,7,1
2,3964046,4791,2,1
3,3964046,4791,4,1
4,3964046,4791,4,1
5,3964046,4791,2,1
6,3964046,4791,5,1
8,3964046,4791,5,1
9,3964046,4791,7,1
11,3964046,4791,2,1
12,3964046,4791,3,1
13,3964046,4791,4,1
14,3964046,4791,3,1
15,3964046,4791,5,1
17,3964046,4791,5,1
18,3964046,4791,4,1
1,3964150,4811,6,1
2,3964150,4811,5,1
4,3964150,4811,6,1
5,3964150,4811,6,1
6,3964150,4811,4,1
8,3964150,4811,5,1
9,3964150,4811,7,1
10,3964150,4811,1,1
11,3964150,4811,3,1
12,3964150,4811,1,1
13,3964150,4811,5,1
14,3964150,4811,6,1
15,3964150,4811,2,1
16,3964150,4811,8,1
17,3964150,4811,2,1
18,3964150,4811,5,1
19,3964150,4811,3,1
20,3964150,4811,5,1
1,3964184,5638,8,2
2,3964184,5638,5,1
3,3964184,5638,3,1
4,3964184,5638,8,1
5,3964184,5638,3,1
6,3964184,5638,4,2
7,3964184,5638,3,1
8,3964184,5638,2,1
9,3964184,5638,10,1
10,3964184,5638,3,1
11,3964184,5638,3,1
12,3964184,5638,4,1
13,3964184,5638,3,1
15,3964184,5638,3,1
16,3964184,5638,6,1
17,3964184,5638,7,1
18,3964184,5638,3,1
19,3964184,5638,2,1
20,3964184,5638,3,1
1,4021435,7002,4,1
2,4021435,7002,2,1
3,4021435,7002,5,1
4,4021435,7002,1,1
5,4021435,7002,7,1
6,4021435,7002,4,1
7,4021435,7002,4,1
8,4021435,7002,7,1
9,4021435,7002,9,1
11,4021435,7002,8,1
12,4021435,7002,11,1
13,4021435,7002,3,1
14,4021435,7002,4,1
15,4021435,7002,6,1
16,4021435,7002,2,1
17,4021435,7002,5,1
18,4021435,7002,1,1
19,4021435,7002,8,1
20,4021435,7002,8,1
21,4021435,7002,6,1
1,4021559,5542,8,1
3,4021559,5542,5,1
4,4021559,5542,5,1
5,4021559,5542,2,1
6,4021559,5542,6,1
7,4021559,5542,6,1
8,4021559,5542,6,1
9,4021559,5542,6,1
10,4021559,5542,7,1
11,4021559,5542,8,1
12,4021559,5542,1,1
13,4021559,5542,1,1
15,4021559,5542,3,1
16,4021559,5542,5,1
17,4021559,5542,4,1
18,4021559,5542,5,1
19,4021559,5542,7,1
20,4021559,5542,4,1
1,4022422,4872,2,1
2,4022422,4872,6,1
3,4022422,4872,7,1
4,4022422,4872,5,1
5,4022422,4872,3,1
6,4022422,4872,4,1
7,4022422,4872,12,1
8,4022422,4872,5,1
9,4022422,4872,7,1
10,4022422,4872,3,1
11,4022422,4872,4,1
12,4022422,4872,7,1
14,4022422,4872,3,1
15,4022422,4872,3,1
16,4022422,4872,3,1
17,4022422,4872,3,1
20,4022422,4872,3,1
1,4023185,5084,4,1
2,4023185,5084,3,1
3,4023185,5084,7,1
4,4023185,5084,5,1
5,4023185,5084,6,2
6,4023185,5084,2,1
7,4023185,5084,4,1
9,4023185,5084,7,1
10,4023185,5084,5,1
11,4023185,5084,4,1
13,4023185,5084,1,1
14,4023185,5084,1,1
16,4023185,5084,5,1
17,4023185,5084,4,1
18,4023185,5084,6,1
19,4023185,5084,6,1
20,4023185,5084,2,1
21,4023185,5084,9,1
1,4023190,6220,9,1
2,4023190,6220,8,1
3,4023190,6220,5,1
4,4023190,6220,7,1
5,4023190,6220,8,1
6,4023190,6220,7,1
7,4023190,6220,3,1
9,4023190,6220,9,1
10,4023190,6220,2,1
11,4023190,6220,6,1
12,4023190,6220,3,1
13,4023190,6220,6,1
14,4023190,6220,5,1
15,4023190,6220,3,1
16,4023190,6220,2,1
17,4023190,6220,9,1
18,4023190,6220,2,1
1,4060895,5898,1,1
2,4060895,5898,4,1
3,4060895,5898,1,1
4,4060895,5898,6,1
5,4060895,5898,4,1
1,4060960,7332,2,1
2,4060960,7332,3,1
3,4060960,7332,3,1
1,4061279,5602,6,1
2,4061279,5602,3,1
3,4061279,5602,3,1
4,4061279,5602,3,1
5,4061279,5602,6,1
1,4061397,5930,8,1
2,4061397,5930,4,1
3,4061397,5930,4,1
4,4061397,5930,3,1
1,4061448,5755,4,1
2,4061448,5755,4,1
3,4061448,5755,2,1
4,4061448,5755,1,1
5,4061448,5755,1,1
1,4061607,6244,2,1
2,4061607,6244,3,1
3,4061607,6244,3,1
4,4061607,6244,3,1
5,4061607,6244,3,1
1,4061844,6281,2,1
2,4061844,6281,4,1
3,4061844,6281,2,1
1,4062168,5795,4,1
2,4062168,5795,3,1
3,4062168,5795,3,1
5,4062168,5795,4,1
1,4062254,5437,3,1
2,4062254,5437,3,1
3,4062254,5437,2,1
4,4062254,5437,2,1
5,4062254,5437,5,1
1,4062646,5715,5,1
2,4062646,5715,4,1
3,4062646,5715,1,1
4,4062646,5715,2,1
5,4062646,5715,6,1
1,4062651,7680,2,1
2,4062651,7680,4,1
3,4062651,7680,4,1
4,4062651,7680,5,1
5,4062651,7680,7,1
1,4062655,6011,6,1
2,4062655,6011,1,1
3,4062655,6011,1,1
5,4062655,6011,4,1
1,4062733,5698,3,1
2,4062733,5698,4,1
3,4062733,5698,2,1
5,4062733,5698,4,1
1,4062784,6173,5,1
2,4062784,6173,5,1
3,4062784,6173,3,1
4,4062784,6173,3,1
5,4062784,6173,2,1
2,4062812,4572,2,1
3,4062812,4572,2,1
4,4062812,4572,4,1
5,4062812,4572,5,1
2,4062882,5782,3,1
3,4062882,5782,2,1
4,4062882,5782,5,1
5,4062882,5782,4,1
1,4062890,8111,3,1
3,4062890,8111,5,1
4,4062890,8111,4,1
5,4062890,8111,3,1
1,4062940,6236,4,1
3,4062940,6236,5,1
4,4062940,6236,2,1
5,4062940,6236,3,1
1,4063218,5256,4,1
2,4063218,5256,2,1
3,4063218,5256,5,1
4,4063218,5256,2,1
5,4063218,5256,3,1
1,4063256,6644,4,1
2,4063256,6644,4,1
3,4063256,6644,5,1
4,4063256,6644,5,1
5,4063256,6644,4,1
3,4063336,6885,3,1
4,4063336,6885,1,1
5,4063336,6885,2,1
1,4064260,5884,6,1
2,4064260,5884,7,1
3,4064260,5884,3,1
4,4064260,5884,5,1
5,4064260,5884,4,1
1,4065897,5030,2,1
2,4065897,5030,2,1
3,4065897,5030,5,1
4,4065897,5030,2,1
5,4065897,5030,2,1
1,4066722,4383,1,1
4,4066722,4383,2,1
5,4066722,4383,6,1
1,4067133,6215,5,1
2,4067133,6215,4,1
3,4067133,6215,2,1
4,4067133,6215,5,1
5,4067133,6215,2,1
1,4067820,5080,3,1
3,4067820,5080,6,1
5,4067820,5080,4,1
1,4068328,6557,6,1
4,4068328,6557,5,1
1,4068341,3418,8,1
2,4068341,3418,4,1
3,4068341,3418,4,1
4,4068341,3418,4,1
5,4068341,3418,2,1
1,4068735,8608,3,1
3,4068735,8608,5,1
4,4068735,8608,4,1
5,4068735,8608,4,1
6,4068735,8608,4,1
7,4068735,8608,5,1
8,4068735,8608,2,1
9,4068735,8608,5,1
10,4068735,8608,2,1
11,4068735,8608,2,1
12,4068735,8608,3,1
13,4068735,8608,3,1
14,4068735,8608,5,1
16,4068735,8608,4,1
17,4068735,8608,2,1
18,4068735,8608,4,1
19,4068735,8608,2,1
20,4068735,8608,4,1
1,4069574,4583,3,1
2,4069574,4583,2,1
3,4069574,4583,3,1
4,4069574,4583,3,1
5,4069574,4583,3,1
6,4069574,4583,5,1
7,4069574,4583,3,1
8,4069574,4583,4,1
9,4069574,4583,4,1
10,4069574,4583,6,1
11,4069574,4583,2,1
12,4069574,4583,4,1
13,4069574,4583,5,1
14,4069574,4583,2,1
16,4069574,4583,3,1
17,4069574,4583,3,1
18,4069574,4583,2,1
19,4069574,4583,4,1
1,4121040,4423,5,1
2,4121040,4423,2,1
5,4121040,4423,5,1
6,4121040,4423,4,1
8,4121040,4423,6,1
10,4121040,4423,2,1
11,4121040,4423,4,1
13,4121040,4423,4,1
14,4121040,4423,5,1
20,4121040,4423,2,1
1,4121098,4199,3,1
2,4121098,4199,6,1
3,4121098,4199,2,1
4,4121098,4199,6,1
5,4121098,4199,3,1
6,4121098,4199,5,1
7,4121098,4199,5,1
8,4121098,4199,2,1
9,4121098,4199,5,1
10,4121098,4199,5,1
12,4121098,4199,3,1
14,4121098,4199,5,1
17,4121098,4199,3,1
18,4121098,4199,5,1
19,4121098,4199,4,1
20,4121098,4199,1,1
21,4121098,4199,6,1
1,4121638,3351,2,1
3,4121638,3351,3,1
4,4121638,3351,4,1
5,4121638,3351,2,1
6,4121638,3351,5,1
7,4121638,3351,3,1
8,4121638,3351,1,1
9,4121638,3351,4,1
10,4121638,3351,5,1
11,4121638,3351,4,1
12,4121638,3351,5,1
13,4121638,3351,2,1
15,4121638,3351,3,1
16,4121638,3351,2,1
18,4121638,3351,4,1
19,4121638,3351,4,1
20,4121638,3351,1,1
1,4160909,5503,3,1
2,4160909,5503,5,1
3,4160909,5503,4,1
4,4160909,5503,3,1
5,4160909,5503,4,1
1,4161207,5845,4,1
2,4161207,5845,5,1
3,4161207,5845,5,1
4,4161207,5845,1,1
5,4161207,5845,1,1
1,4161520,6034,2,1
2,4161520,6034,2,1
4,4161520,6034,2,1
5,4161520,6034,6,1
1,4161977,6650,3,1
2,4161977,6650,2,1
3,4161977,6650,3,1
4,4161977,6650,1,1
1,4162126,5815,1,1
2,4162126,5815,4,1
3,4162126,5815,3,1
4,4162126,5815,4,1
5,4162126,5815,2,1
1,4162194,5801,3,1
2,4162194,5801,3,1
3,4162194,5801,4,1
4,4162194,5801,8,1
5,4162194,5801,9,1
1,4162474,5532,4,1
3,4162474,5532,5,1
4,4162474,5532,1,1
5,4162474,5532,4,1
1,4165552,6163,5,1
3,4165552,6163,6,1
4,4165552,6163,2,1
5,4165552,6163,5,1
1,4166174,6858,5,1
2,4166174,6858,2,1
4,4166174,6858,2,1
5,4166174,6858,3,1
1,4166437,6451,4,1
3,4166437,6451,3,1
4,4166437,6451,4,1
5,4166437,6451,3,1
2,4166494,5544,6,1
3,4166494,5544,4,1
4,4166494,5544,3,1
5,4166494,5544,5,1
1,4166895,6018,9,2
2,4166895,6018,2,1
3,4166895,6018,6,1
4,4166895,6018,4,1
5,4166895,6018,3,1
1,4167585,6390,8,2
2,4167585,6390,5,1
3,4167585,6390,1,1
4,4167585,6390,5,1
5,4167585,6390,4,1
1,4167650,6217,6,1
2,4167650,6217,5,1
4,4167650,6217,1,1
5,4167650,6217,3,1
1,4168672,6270,8,1
3,4168672,6270,3,1
4,4168672,6270,2,1
5,4168672,6270,6,1
1,4169412,7399,1,1
2,4169412,7399,4,1
3,4169412,7399,4,1
4,4169412,7399,5,1
5,4169412,7399,2,1
1,4169753,6627,7,2
5,4169753,6627,5,1
1,4169846,5849,7,1
2,4169846,5849,1,1
3,4169846,5849,2,1
4,4169846,5849,4,1
5,4169846,5849,4,1
1,4170016,5946,1,1
2,4170016,5946,5,1
3,4170016,5946,1,1
4,4170016,5946,6,1
5,4170016,5946,4,1
1,4171749,5542,4,1
2,4171749,5542,2,1
3,4171749,5542,3,1
4,4171749,5542,3,1
5,4171749,5542,4,1
1,4172106,5862,4,1
2,4172106,5862,5,1
3,4172106,5862,1,1
4,4172106,5862,3,1
5,4172106,5862,2,1
1,4173519,7156,2,1
2,4173519,7156,3,1
3,4173519,7156,4,1
4,4173519,7156,2,1
5,4173519,7156,3,1
1,4174726,5826,4,1
2,4174726,5826,2,1
3,4174726,5826,3,1
4,4174726,5826,3,1
5,4174726,5826,2,1
1,4174863,7434,3,1
2,4174863,7434,4,1
3,4174863,7434,3,1
4,4174863,7434,1,1
5,4174863,7434,2,1
1,4175019,6390,5,1
2,4175019,6390,3,1
3,4175019,6390,6,1
4,4175019,6390,5,1
5,4175019,6390,2,1
1,4175221,6046,3,1
2,4175221,6046,3,1
3,4175221,6046,2,1
4,4175221,6046,2,1
5,4175221,6046,2,1
1,4175260,6937,2,1
2,4175260,6937,4,1
3,4175260,6937,4,1
4,4175260,6937,3,1
5,4175260,6937,1,1
1,4175541,7893,1,1
2,4175541,7893,3,1
3,4175541,7893,4,1
4,4175541,7893,2,1
5,4175541,7893,3,1
1,4175933,8660,2,1
2,4175933,8660,4,1
3,4175933,8660,3,1
4,4175933,8660,4,1
5,4175933,8660,4,1
1,4176451,6476,5,1
3,4176451,6476,8,1
4,4176451,6476,3,1
5,4176451,6476,3,1
1,4176562,6824,4,1
2,4176562,6824,6,1
3,4176562,6824,3,1
4,4176562,6824,5,1
5,4176562,6824,4,1
1,4176940,6280,3,1
2,4176940,6280,1,1
3,4176940,6280,4,1
4,4176940,6280,2,1
5,4176940,6280,3,1
1,4176975,6918,2,1
3,4176975,6918,2,1
4,4176975,6918,1,1
5,4176975,6918,1,1
1,4177143,6793,4,1
2,4177143,6793,3,1
3,4177143,6793,1,1
5,4177143,6793,5,1
1,4177254,6274,1,1
2,4177254,6274,2,1
3,4177254,6274,3,1
4,4177254,6274,2,1
5,4177254,6274,4,1
1,4177956,7467,3,1
2,4177956,7467,4,1
3,4177956,7467,2,1
4,4177956,7467,5,1
5,4177956,7467,2,1
1,4177969,6070,3,1
2,4177969,6070,4,1
3,4177969,6070,3,1
1,4178050,6156,4,1
2,4178050,6156,2,2
3,4178050,6156,3,1
4,4178050,6156,2,1
5,4178050,6156,1,1
1,4178267,5245,5,1
2,4178267,5245,1,1
4,4178267,5245,5,1
5,4178267,5245,3,1
1,4178884,4929,6,1
2,4178884,4929,3,1
3,4178884,4929,3,1
4,4178884,4929,2,1
1,4179099,4105,2,1
4,4179099,4105,1,1
1,4179500,8898,1,1
3,4179500,8898,4,1
1,4180181,6716,4,1
2,4180181,6716,4,1
3,4180181,6716,4,1
4,4180181,6716,1,1
5,4180181,6716,1,1
1,4181241,7041,6,1
4,4181241,7041,5,1
5,4181241,7041,5,1
1,4181746,5868,4,1
2,4181746,5868,5,1
3,4181746,5868,3,1
4,4181746,5868,5,1
1,4181835,5040,3,1
2,4181835,5040,8,1
3,4181835,5040,5,1
4,4181835,5040,1,1
5,4181835,5040,4,1
1,4181864,6044,3,1
2,4181864,6044,6,1
3,4181864,6044,3,1
4,4181864,6044,1,1
5,4181864,6044,7,1
1,4181899,5819,5,1
2,4181899,5819,4,1
3,4181899,5819,3,1
5,4181899,5819,5,1
4,4260881,5845,4,1
5,4260881,5845,3,1
1,4260972,5624,2,1
2,4260972,5624,6,1
4,4260972,5624,6,1
5,4260972,5624,3,1
1,4261021,7239,5,1
2,4261021,7239,7,2
3,4261021,7239,4,1
4,4261021,7239,10,1
5,4261021,7239,8,1
1,4261024,7359,3,1
2,4261024,7359,4,1
4,4261024,7359,7,1
5,4261024,7359,3,1
1,4261156,6064,3,1
2,4261156,6064,5,2
3,4261156,6064,6,1
4,4261156,6064,5,1
1,4261162,5533,3,1
3,4261162,5533,2,1
4,4261162,5533,4,1
5,4261162,5533,2,1
1,4261173,6096,3,1
2,4261173,6096,1,1
3,4261173,6096,3,1
4,4261173,6096,2,1
5,4261173,6096,1,1
2,4261228,6090,2,1
3,4261228,6090,4,1
4,4261228,6090,5,1
5,4261228,6090,7,1
2,4261258,6414,5,1
3,4261258,6414,2,1
4,4261258,6414,11,1
5,4261258,6414,6,1
2,4261281,5990,3,1
3,4261281,5990,6,1
4,4261281,5990,3,1
5,4261281,5990,6,1
1,4261424,5195,7,1
3,4261424,5195,5,1
4,4261424,5195,8,1
1,4261446,6152,2,1
2,4261446,6152,3,1
3,4261446,6152,3,1
4,4261446,6152,4,1
1,4261452,6429,2,1
2,4261452,6429,2,1
3,4261452,6429,3,1
4,4261452,6429,1,1
1,4261489,6255,4,1
2,4261489,6255,2,1
3,4261489,6255,2,1
4,4261489,6255,5,1
1,4261560,5883,3,1
3,4261560,5883,2,1
4,4261560,5883,2,1
5,4261560,5883,3,1
3,4261565,5788,3,1
4,4261565,5788,5,1
5,4261565,5788,3,1
1,4261664,5393,3,1
2,4261664,5393,3,1
3,4261664,5393,4,1
4,4261664,5393,4,1
5,4261664,5393,4,1
1,4261689,6452,3,1
2,4261689,6452,8,2
3,4261689,6452,2,1
4,4261689,6452,1,1
5,4261689,6452,5,1
1,4261758,6096,5,1
2,4261758,6096,2,1
3,4261758,6096,1,1
4,4261758,6096,6,1
2,4261818,4877,1,1
3,4261818,4877,3,1
4,4261818,4877,4,1
5,4261818,4877,4,1
1,4261836,6343,5,1
2,4261836,6343,3,1
3,4261836,6343,4,1
4,4261836,6343,12,2
5,4261836,6343,3,1
1,4261858,6929,4,1
2,4261858,6929,3,1
3,4261858,6929,4,1
1,4262885,6117,2,1
2,4262885,6117,5,1
4,4262885,6117,4,1
5,4262885,6117,2,1
2,4262899,6284,6,1
4,4262899,6284,2,1
5,4262899,6284,4,1
1,4263019,3883,10,1
2,4263019,3883,2,1
3,4263019,3883,1,1
5,4263019,3883,2,1
7,4263019,3883,3,1
8,4263019,3883,8,1
9,4263019,3883,5,1
11,4263019,3883,1,1
13,4263019,3883,3,1
14,4263019,3883,4,1
15,4263019,3883,3,1
18,4263019,3883,2,1
19,4263019,3883,5,1
20,4263019,3883,4,2
1,4264183,4037,4,1
2,4264183,4037,4,1
3,4264183,4037,2,1
4,4264183,4037,4,1
5,4264183,4037,5,1
7,4264183,4037,3,1
8,4264183,4037,3,1
9,4264183,4037,3,1
11,4264183,4037,5,1
12,4264183,4037,3,1
13,4264183,4037,3,1
14,4264183,4037,2,1
15,4264183,4037,7,1
16,4264183,4037,3,1
17,4264183,4037,5,1
18,4264183,4037,4,1
19,4264183,4037,4,1
20,4264183,4037,4,1
3,4320801,4176,4,1
4,4320801,4176,5,1
5,4320801,4176,6,1
6,4320801,4176,3,1
7,4320801,4176,3,1
8,4320801,4176,2,1
9,4320801,4176,6,1
10,4320801,4176,3,1
11,4320801,4176,2,1
12,4320801,4176,6,1
13,4320801,4176,4,1
14,4320801,4176,4,1
15,4320801,4176,2,1
16,4320801,4176,7,1
17,4320801,4176,4,1
18,4320801,4176,2,1
19,4320801,4176,5,1
20,4320801,4176,1,1
2,4321142,4176,4,1
4,4321142,4176,8,1
5,4321142,4176,4,1
6,4321142,4176,6,1
7,4321142,4176,4,1
11,4321142,4176,4,1
12,4321142,4176,4,1
14,4321142,4176,9,1
15,4321142,4176,3,1
16,4321142,4176,1,1
17,4321142,4176,4,1
18,4321142,4176,2,1
19,4321142,4176,3,1
20,4321142,4176,5,1
2,4363242,4747,2,1
3,4363242,4747,2,1
4,4363242,4747,2,1
5,4363242,4747,2,1
1,4363445,5618,6,1
2,4363445,5618,4,1
3,4363445,5618,3,1
4,4363445,5618,3,1
5,4363445,5618,10,2
1,4363571,5919,4,1
2,4363571,5919,3,1
3,4363571,5919,2,1
4,4363571,5919,7,1
5,4363571,5919,5,1
1,4363650,5574,4,1
2,4363650,5574,5,2
3,4363650,5574,4,1
5,4363650,5574,5,1
1,4363873,5482,2,1
2,4363873,5482,3,1
3,4363873,5482,3,1
4,4363873,5482,1,1
5,4363873,5482,3,1
1,4363935,6390,1,1
2,4363935,6390,2,1
3,4363935,6390,4,1
4,4363935,6390,6,1
5,4363935,6390,4,1
1,4364005,6130,2,1
2,4364005,6130,9,2
4,4364005,6130,5,1
5,4364005,6130,5,1
1,4364050,6447,5,1
2,4364050,6447,5,1
3,4364050,6447,7,1
4,4364050,6447,2,1
1,4364165,5537,8,1
2,4364165,5537,3,1
3,4364165,5537,1,1
4,4364165,5537,4,1
5,4364165,5537,5,1
1,4364383,5588,4,1
2,4364383,5588,7,1
3,4364383,5588,4,1
4,4364383,5588,6,1
5,4364383,5588,4,1
1,4364914,4852,4,1
2,4364914,4852,8,2
3,4364914,4852,4,1
4,4364914,4852,5,1
5,4364914,4852,5,1
1,4365115,6006,4,1
2,4365115,6006,4,1
3,4365115,6006,5,1
4,4365115,6006,7,1
5,4365115,6006,3,1
1,4365166,6996,4,1
2,4365166,6996,2,1
3,4365166,6996,2,2
4,4365166,6996,4,1
5,4365166,6996,5,1
1,4365315,5649,4,1
2,4365315,5649,5,1
3,4365315,5649,5,1
4,4365315,5649,6,1
5,4365315,5649,4,1
1,4365377,6557,1,1
3,4365377,6557,3,1
4,4365377,6557,2,1
5,4365377,6557,1,1
4,4365529,6340,2,1
5,4365529,6340,3,1
1,4366373,6629,10,1
2,4366373,6629,5,1
3,4366373,6629,4,1
4,4366373,6629,3,1
5,4366373,6629,7,2
6,4366373,6629,4,1
7,4366373,6629,1,1
8,4366373,6629,4,1
9,4366373,6629,3,1
11,4366373,6629,1,1
12,4366373,6629,3,1
13,4366373,6629,7,1
14,4366373,6629,2,1
15,4366373,6629,2,1
16,4366373,6629,3,1
17,4366373,6629,3,1
18,4366373,6629,3,1
20,4366373,6629,1,1
1,4367192,4393,5,1
2,4367192,4393,2,1
3,4367192,4393,2,1
4,4367192,4393,4,1
5,4367192,4393,6,1
6,4367192,4393,5,1
7,4367192,4393,4,1
8,4367192,4393,2,1
9,4367192,4393,3,1
10,4367192,4393,2,1
13,4367192,4393,3,1
14,4367192,4393,1,1
15,4367192,4393,3,1
17,4367192,4393,6,1
19,4367192,4393,2,1
20,4367192,4393,4,1
1,4369619,4788,4,1
2,4369619,4788,2,1
3,4369619,4788,5,1
4,4369619,4788,2,1
5,4369619,4788,9,1
6,4369619,4788,4,1
7,4369619,4788,4,1
8,4369619,4788,6,1
9,4369619,4788,2,1
10,4369619,4788,4,1
11,4369619,4788,3,1
12,4369619,4788,5,1
13,4369619,4788,6,1
15,4369619,4788,2,1
17,4369619,4788,2,1
18,4369619,4788,3,1
19,4369619,4788,6,1
20,4369619,4788,9,1
1,4369701,5000,2,1
2,4369701,5000,7,1
3,4369701,5000,4,1
4,4369701,5000,4,1
5,4369701,5000,3,1
6,4369701,5000,4,1
7,4369701,5000,3,1
8,4369701,5000,5,1
10,4369701,5000,4,1
11,4369701,5000,2,1
12,4369701,5000,4,1
13,4369701,5000,4,1
14,4369701,5000,4,1
15,4369701,5000,3,1
16,4369701,5000,8,1
18,4369701,5000,4,1
19,4369701,5000,3,1
20,4369701,5000,8,2
1,4421261,5230,6,1
2,4421261,5230,6,1
3,4421261,5230,5,1
5,4421261,5230,4,1
7,4421261,5230,4,1
8,4421261,5230,4,1
9,4421261,5230,6,1
10,4421261,5230,2,1
11,4421261,5230,3,1
12,4421261,5230,4,1
13,4421261,5230,2,1
14,4421261,5230,4,1
15,4421261,5230,4,1
16,4421261,5230,5,1
17,4421261,5230,3,1
18,4421261,5230,4,1
19,4421261,5230,4,1
2,4421812,4732,4,1
3,4421812,4732,4,1
4,4421812,4732,2,1
5,4421812,4732,1,1
6,4421812,4732,2,1
7,4421812,4732,4,1
8,4421812,4732,4,1
9,4421812,4732,4,1
11,4421812,4732,3,1
12,4421812,4732,4,1
13,4421812,4732,3,1
14,4421812,4732,1,1
15,4421812,4732,3,1
17,4421812,4732,4,1
19,4421812,4732,4,1
20,4421812,4732,3,1
1,4421844,3819,2,1
2,4421844,3819,4,1
3,4421844,3819,5,1
4,4421844,3819,2,1
5,4421844,3819,6,1
6,4421844,3819,4,1
7,4421844,3819,2,1
8,4421844,3819,6,1
9,4421844,3819,4,1
10,4421844,3819,3,1
11,4421844,3819,3,1
13,4421844,3819,2,1
15,4421844,3819,2,1
16,4421844,3819,3,1
17,4421844,3819,3,1
18,4421844,3819,3,1
19,4421844,3819,8,1
20,4421844,3819,5,1
1,4422523,4463,4,1
2,4422523,4463,4,1
3,4422523,4463,5,1
5,4422523,4463,4,1
6,4422523,4463,3,1
9,4422523,4463,4,1
10,4422523,4463,2,1
11,4422523,4463,3,1
13,4422523,4463,5,1
14,4422523,4463,5,1
15,4422523,4463,4,1
19,4422523,4463,7,1
20,4422523,4463,3,1
2,4460808,4727,3,1
3,4460808,4727,5,1
4,4460808,4727,4,1
5,4460808,4727,3,1
1,4460868,5744,2,1
2,4460868,5744,2,1
3,4460868,5744,2,1
5,4460868,5744,2,1
1,4460979,6253,4,1
3,4460979,6253,3,1
5,4460979,6253,2,1
1,4461110,5687,6,1
3,4461110,5687,4,1
4,4461110,5687,2,1
5,4461110,5687,3,1
2,4461149,5857,3,1
3,4461149,5857,4,1
4,4461149,5857,5,1
5,4461149,5857,2,1
1,4461257,4761,5,1
2,4461257,4761,5,1
3,4461257,4761,3,1
4,4461257,4761,2,1
5,4461257,4761,5,1
1,4461565,4126,3,1
2,4461565,4126,5,1
3,4461565,4126,2,1
4,4461565,4126,1,1
5,4461565,4126,2,1
1,4461637,6135,3,1
2,4461637,6135,4,1
3,4461637,6135,5,1
4,4461637,6135,5,1
1,4461841,6805,6,1
2,4461841,6805,6,1
4,4461841,6805,6,1
5,4461841,6805,4,1
1,4461887,6810,5,1
2,4461887,6810,4,1
3,4461887,6810,5,1
4,4461887,6810,7,1
5,4461887,6810,4,1
1,4461927,3863,1,1
4,4461927,3863,2,1
2,4462298,5305,5,1
4,4462298,5305,3,1
1,4464350,4721,8,1
4,4464350,4721,5,1
5,4464350,4721,4,1
6,4464350,4721,4,1
7,4464350,4721,1,1
8,4464350,4721,9,1
9,4464350,4721,6,1
10,4464350,4721,1,1
12,4464350,4721,7,1
14,4464350,4721,2,1
15,4464350,4721,12,2
16,4464350,4721,3,1
17,4464350,4721,3,1
18,4464350,4721,1,1
19,4464350,4721,7,1
1,4465019,3589,3,1
2,4465019,3589,2,1
3,4465019,3589,4,1
4,4465019,3589,1,1
5,4465019,3589,8,2
6,4465019,3589,3,1
7,4465019,3589,1,1
8,4465019,3589,7,1
9,4465019,3589,7,1
10,4465019,3589,4,1
11,4465019,3589,5,1
12,4465019,3589,5,1
13,4465019,3589,5,1
15,4465019,3589,3,1
16,4465019,3589,2,1
17,4465019,3589,4,1
18,4465019,3589,2,1
20,4465019,3589,3,1
1,4465396,5431,2,1
2,4465396,5431,2,1
3,4465396,5431,1,1
4,4465396,5431,3,1
7,4465396,5431,4,1
8,4465396,5431,7,1
10,4465396,5431,3,1
11,4465396,5431,5,1
12,4465396,5431,4,1
13,4465396,5431,3,1
14,4465396,5431,4,1
15,4465396,5431,4,1
16,4465396,5431,3,1
17,4465396,5431,5,1
18,4465396,5431,2,1
19,4465396,5431,4,1
20,4465396,5431,4,1
1,4520795,4087,2,1
2,4520795,4087,4,1
3,4520795,4087,2,1
5,4520795,4087,5,1
8,4520795,4087,3,1
9,4520795,4087,3,1
10,4520795,4087,5,1
11,4520795,4087,1,1
12,4520795,4087,6,1
13,4520795,4087,4,1
14,4520795,4087,6,1
15,4520795,4087,5,1
16,4520795,4087,4,1
18,4520795,4087,4,1
19,4520795,4087,2,1
20,4520795,4087,1,1
1,4520842,5992,4,1
2,4520842,5992,3,1
3,4520842,5992,6,1
4,4520842,5992,6,1
6,4520842,5992,5,1
7,4520842,5992,7,1
8,4520842,5992,6,1
9,4520842,5992,3,1
10,4520842,5992,2,1
11,4520842,5992,4,1
12,4520842,5992,3,1
13,4520842,5992,4,1
14,4520842,5992,1,1
15,4520842,5992,6,1
16,4520842,5992,5,1
17,4520842,5992,2,1
18,4520842,5992,4,1
19,4520842,5992,2,1
20,4520842,5992,2,1
