"VIV_SEL","FOLIO","FAC_VIV","P1_1","P1_2"
2,1901026,2825,4,1
3,1901026,2825,5,1
4,1901026,2825,4,1
5,1901026,2825,4,1
2,1901158,2548,4,1
3,1901158,2548,5,1
4,1901158,2548,3,1
5,1901158,2548,5,1
1,1901187,2398,6,1
2,1901187,2398,6,1
3,1901187,2398,2,1
4,1901187,2398,2,1
5,1901187,2398,5,1
1,1901657,2600,6,1
2,1901657,2600,3,1
3,1901657,2600,4,1
4,1901657,2600,6,1
5,1901657,2600,2,1
1,1901785,2585,3,1
2,1901785,2585,1,1
3,1901785,2585,4,1
4,1901785,2585,3,1
5,1901785,2585,7,1
1,1902002,2381,5,1
2,1902002,2381,3,1
3,1902002,2381,2,1
4,1902002,2381,3,1
5,1902002,2381,2,1
1,1902065,2268,1,1
3,1902065,2268,4,1
4,1902065,2268,4,1
5,1902065,2268,6,1
1,1902188,2413,5,1
2,1902188,2413,4,1
3,1902188,2413,5,1
4,1902188,2413,2,1
5,1902188,2413,2,1
1,1902233,2741,3,1
2,1902233,2741,4,1
3,1902233,2741,2,1
4,1902233,2741,5,1
5,1902233,2741,2,1
1,1902258,2526,4,1
2,1902258,2526,6,1
3,1902258,2526,1,1
5,1902258,2526,4,1
2,1902272,2899,5,1
3,1902272,2899,2,1
4,1902272,2899,1,1
1,1902367,3238,4,1
2,1902367,3238,3,1
3,1902367,3238,2,1
4,1902367,3238,4,1
5,1902367,3238,5,1
1,1902578,2492,3,1
2,1902578,2492,1,1
3,1902578,2492,2,1
4,1902578,2492,1,1
5,1902578,2492,3,1
1,1902593,2819,5,1
3,1902593,2819,2,1
4,1902593,2819,2,1
5,1902593,2819,5,1
1,1902626,2612,4,1
2,1902626,2612,4,1
3,1902626,2612,4,1
4,1902626,2612,8,1
5,1902626,2612,7,1
1,1902712,2108,1,1
2,1902712,2108,2,1
3,1902712,2108,3,1
4,1902712,2108,3,1
5,1902712,2108,1,1
1,1902789,1979,1,1
2,1902789,1979,5,1
5,1902789,1979,3,1
2,1902842,2862,3,1
3,1902842,2862,4,1
4,1902842,2862,2,1
5,1902842,2862,2,1
1,1902906,2509,6,2
2,1902906,2509,3,1
3,1902906,2509,9,1
4,1902906,2509,3,1
5,1902906,2509,2,1
1,1903049,2214,2,1
2,1903049,2214,4,1
3,1903049,2214,1,1
4,1903049,2214,5,1
5,1903049,2214,1,1
1,1903077,2619,4,1
2,1903077,2619,1,1
4,1903077,2619,3,1
5,1903077,2619,3,1
1,1903134,2190,4,1
2,1903134,2190,2,1
3,1903134,2190,2,1
4,1903134,2190,4,1
5,1903134,2190,3,1
1,1903219,2493,2,1
3,1903219,2493,5,1
4,1903219,2493,12,1
5,1903219,2493,4,1
1,1903252,2907,1,1
3,1903252,2907,5,1
5,1903252,2907,1,1
2,1903349,2596,3,1
3,1903349,2596,2,1
4,1903349,2596,1,1
5,1903349,2596,4,1
2,1903463,2568,6,1
3,1903463,2568,3,1
4,1903463,2568,10,1
5,1903463,2568,6,1
1,1903503,2642,2,1
2,1903503,2642,1,1
3,1903503,2642,6,1
4,1903503,2642,2,1
5,1903503,2642,8,1
1,1903689,2838,2,1
2,1903689,2838,1,1
4,1903689,2838,1,1
1,1903718,2722,3,1
2,1903718,2722,5,1
3,1903718,2722,2,1
4,1903718,2722,3,1
5,1903718,2722,3,1
1,1903891,2436,5,1
2,1903891,2436,1,1
3,1903891,2436,5,1
4,1903891,2436,4,1
5,1903891,2436,3,1
1,1903953,2464,6,1
2,1903953,2464,3,1
3,1903953,2464,4,1
4,1903953,2464,3,1
5,1903953,2464,3,1
1,1904108,2583,2,1
3,1904108,2583,3,1
4,1904108,2583,3,1
5,1904108,2583,6,1
1,1904136,2692,1,1
2,1904136,2692,8,1
3,1904136,2692,5,1
4,1904136,2692,6,1
5,1904136,2692,1,1
1,1904249,2318,2,1
2,1904249,2318,5,1
4,1904249,2318,2,1
5,1904249,2318,4,1
1,1904290,2479,3,1
2,1904290,2479,5,1
3,1904290,2479,5,1
4,1904290,2479,4,1
1,1904391,2262,4,1
2,1904391,2262,5,1
3,1904391,2262,4,1
4,1904391,2262,2,1
5,1904391,2262,3,1
1,1904516,2847,3,1
2,1904516,2847,5,1
3,1904516,2847,4,1
4,1904516,2847,2,1
5,1904516,2847,3,1
3,1904601,2596,5,1
4,1904601,2596,2,1
5,1904601,2596,2,1
1,1904679,2111,4,1
2,1904679,2111,3,1
4,1904679,2111,4,1
5,1904679,2111,8,1
1,1904830,2664,2,1
2,1904830,2664,1,1
3,1904830,2664,2,1
4,1904830,2664,1,1
5,1904830,2664,2,1
1,1904843,2108,4,1
2,1904843,2108,1,1
3,1904843,2108,5,1
4,1904843,2108,4,1
5,1904843,2108,7,2
1,1904858,2544,1,1
2,1904858,2544,1,1
3,1904858,2544,2,1
4,1904858,2544,4,1
5,1904858,2544,5,1
1,1905054,2570,1,1
2,1905054,2570,2,1
3,1905054,2570,6,1
4,1905054,2570,3,1
5,1905054,2570,3,1
1,1905142,2708,7,1
2,1905142,2708,4,1
3,1905142,2708,5,1
4,1905142,2708,2,1
5,1905142,2708,4,1
3,1905272,2775,1,1
4,1905272,2775,1,1
5,1905272,2775,5,1
1,1905288,2151,4,1
2,1905288,2151,6,1
3,1905288,2151,1,1
4,1905288,2151,4,1
5,1905288,2151,1,1
1,1905545,2036,2,1
3,1905545,2036,2,1
4,1905545,2036,1,1
5,1905545,2036,2,1
2,1905552,2595,5,1
3,1905552,2595,3,1
4,1905552,2595,8,2
5,1905552,2595,2,1
1,1905640,1865,1,1
2,1905640,1865,5,1
3,1905640,1865,3,1
4,1905640,1865,1,1
5,1905640,1865,1,1
1,1905695,2134,2,1
2,1905695,2134,2,1
3,1905695,2134,5,1
4,1905695,2134,2,1
5,1905695,2134,1,1
1,1905697,2244,1,1
2,1905697,2244,2,1
3,1905697,2244,1,1
4,1905697,2244,1,1
1,1905777,3272,2,1
2,1905777,3272,3,1
3,1905777,3272,5,1
4,1905777,3272,3,1
5,1905777,3272,5,1
1,1906022,3109,6,1
2,1906022,3109,1,1
3,1906022,3109,5,1
5,1906022,3109,3,1
1,1906228,2981,3,1
3,1906228,2981,10,1
5,1906228,2981,3,1
1,1906246,2876,3,1
2,1906246,2876,2,1
3,1906246,2876,2,1
5,1906246,2876,2,1
1,1906435,2895,4,1
3,1906435,2895,2,1
4,1906435,2895,6,1
5,1906435,2895,7,1
1,1906927,2955,1,1
2,1906927,2955,5,1
3,1906927,2955,5,1
4,1906927,2955,7,2
5,1906927,2955,6,1
1,1907038,2713,4,1
2,1907038,2713,3,1
3,1907038,2713,7,1
4,1907038,2713,3,1
5,1907038,2713,5,1
1,1907062,2507,4,1
2,1907062,2507,1,1
3,1907062,2507,6,1
4,1907062,2507,5,1
5,1907062,2507,3,1
1,1907420,2382,2,1
2,1907420,2382,2,1
3,1907420,2382,4,1
4,1907420,2382,5,1
5,1907420,2382,4,1
1,1907427,2758,2,1
2,1907427,2758,4,1
3,1907427,2758,7,1
4,1907427,2758,1,1
5,1907427,2758,6,2
2,1907456,2315,2,1
3,1907456,2315,6,1
4,1907456,2315,7,1
5,1907456,2315,1,1
1,1907476,3674,3,1
2,1907476,3674,5,1
4,1907476,3674,4,1
5,1907476,3674,5,1
1,1907555,2296,3,1
2,1907555,2296,4,1
3,1907555,2296,6,1
5,1907555,2296,4,1
1,1907601,2552,3,1
2,1907601,2552,4,1
4,1907601,2552,4,1
1,1907622,2787,2,1
2,1907622,2787,2,1
3,1907622,2787,4,1
4,1907622,2787,2,1
5,1907622,2787,4,1
1,1907626,2804,4,1
2,1907626,2804,5,1
3,1907626,2804,3,1
4,1907626,2804,2,1
5,1907626,2804,5,1
1,1907829,2991,3,1
4,1907829,2991,2,1
5,1907829,2991,3,1
1,1908091,2562,3,1
2,1908091,2562,3,1
3,1908091,2562,3,1
4,1908091,2562,2,1
5,1908091,2562,3,1
1,1908471,2473,4,1
2,1908471,2473,6,1
3,1908471,2473,2,1
4,1908471,2473,4,1
5,1908471,2473,6,1
1,1908697,2731,1,1
2,1908697,2731,4,1
3,1908697,2731,4,1
4,1908697,2731,2,1
5,1908697,2731,4,1
1,1908742,2793,3,1
2,1908742,2793,4,1
3,1908742,2793,2,1
5,1908742,2793,4,1
1,1908785,2228,7,2
2,1908785,2228,3,1
3,1908785,2228,4,1
4,1908785,2228,7,1
1,1908808,2532,5,1
2,1908808,2532,4,1
3,1908808,2532,4,1
4,1908808,2532,1,1
5,1908808,2532,3,1
1,1908954,2629,4,1
2,1908954,2629,3,1
3,1908954,2629,4,1
5,1908954,2629,3,1
1,1908978,2615,3,1
2,1908978,2615,1,1
3,1908978,2615,6,1
4,1908978,2615,5,1
5,1908978,2615,2,1
2,1909022,2992,3,1
3,1909022,2992,4,1
5,1909022,2992,4,1
1,1909071,2933,2,1
2,1909071,2933,3,1
3,1909071,2933,1,1
5,1909071,2933,4,1
1,1909107,2109,1,1
2,1909107,2109,2,1
3,1909107,2109,4,1
4,1909107,2109,2,1
5,1909107,2109,4,1
1,1909134,2610,3,1
2,1909134,2610,1,1
3,1909134,2610,3,1
4,1909134,2610,2,1
5,1909134,2610,1,1
1,1909423,2619,4,1
2,1909423,2619,1,1
3,1909423,2619,6,1
4,1909423,2619,2,1
5,1909423,2619,4,1
2,1909526,2615,2,1
3,1909526,2615,8,1
4,1909526,2615,6,1
1,1909534,2924,4,1
2,1909534,2924,4,1
3,1909534,2924,5,1
4,1909534,2924,2,1
5,1909534,2924,3,1
2,1909606,2248,1,1
4,1909606,2248,9,1
5,1909606,2248,2,1
1,1909633,3406,2,1
2,1909633,3406,3,1
4,1909633,3406,4,1
5,1909633,3406,2,1
1,1909703,2846,1,1
2,1909703,2846,4,1
3,1909703,2846,3,1
4,1909703,2846,1,1
5,1909703,2846,5,1
1,1909706,2744,4,1
2,1909706,2744,4,1
3,1909706,2744,5,1
4,1909706,2744,4,1
5,1909706,2744,1,1
1,1909836,1725,6,1
2,1909836,1725,3,1
3,1909836,1725,4,1
4,1909836,1725,4,1
5,1909836,1725,2,1
6,1909836,1725,5,1
7,1909836,1725,2,1
8,1909836,1725,3,1
9,1909836,1725,3,1
10,1909836,1725,3,1
11,1909836,1725,3,1
12,1909836,1725,6,1
13,1909836,1725,7,2
14,1909836,1725,4,1
17,1909836,1725,5,1
18,1909836,1725,4,1
19,1909836,1725,1,1
20,1909836,1725,3,1
1,1910250,1233,2,1
2,1910250,1233,5,1
3,1910250,1233,4,1
4,1910250,1233,4,1
5,1910250,1233,3,1
1,1910397,1506,1,1
2,1910397,1506,2,1
3,1910397,1506,1,1
4,1910397,1506,4,1
5,1910397,1506,5,1
1,1910438,1526,4,1
2,1910438,1526,5,1
3,1910438,1526,4,1
4,1910438,1526,2,1
5,1910438,1526,3,1
1,1910591,1888,6,1
2,1910591,1888,6,1
3,1910591,1888,7,1
4,1910591,1888,2,1
5,1910591,1888,2,1
6,1910591,1888,3,1
7,1910591,1888,4,1
8,1910591,1888,4,1
10,1910591,1888,4,1
12,1910591,1888,3,1
13,1910591,1888,3,1
14,1910591,1888,1,1
15,1910591,1888,7,1
16,1910591,1888,3,1
18,1910591,1888,5,1
19,1910591,1888,4,1
20,1910591,1888,5,1
1,1910607,2233,3,1
2,1910607,2233,3,1
3,1910607,2233,10,1
4,1910607,2233,9,1
5,1910607,2233,4,1
6,1910607,2233,4,1
7,1910607,2233,4,1
8,1910607,2233,3,1
9,1910607,2233,3,1
10,1910607,2233,4,1
11,1910607,2233,8,1
12,1910607,2233,6,1
13,1910607,2233,7,2
14,1910607,2233,4,1
16,1910607,2233,5,1
17,1910607,2233,2,1
18,1910607,2233,1,1
20,1910607,2233,2,1
1,1910623,1477,5,2
2,1910623,1477,3,1
3,1910623,1477,6,1
5,1910623,1477,5,1
6,1910623,1477,3,1
7,1910623,1477,6,1
8,1910623,1477,1,1
9,1910623,1477,2,1
11,1910623,1477,2,1
12,1910623,1477,4,1
13,1910623,1477,7,1
15,1910623,1477,5,1
16,1910623,1477,3,1
17,1910623,1477,4,1
18,1910623,1477,3,1
19,1910623,1477,3,1
20,1910623,1477,2,1
1,1910970,1913,3,1
2,1910970,1913,6,1
3,1910970,1913,3,1
4,1910970,1913,5,1
5,1910970,1913,5,1
1,1911420,4361,2,1
2,1911420,4361,2,1
3,1911420,4361,2,1
4,1911420,4361,1,1
5,1911420,4361,5,1
6,1911420,4361,4,1
7,1911420,4361,3,1
8,1911420,4361,6,1
9,1911420,4361,6,1
10,1911420,4361,1,1
11,1911420,4361,3,1
13,1911420,4361,2,1
14,1911420,4361,1,1
15,1911420,4361,2,1
16,1911420,4361,2,1
17,1911420,4361,5,1
18,1911420,4361,1,1
19,1911420,4361,4,1
20,1911420,4361,7,1
1,1960339,2413,7,1
2,1960339,2413,5,1
3,1960339,2413,3,1
4,1960339,2413,2,1
5,1960339,2413,1,1
6,1960339,2413,4,1
7,1960339,2413,6,1
8,1960339,2413,3,1
9,1960339,2413,1,1
10,1960339,2413,5,1
11,1960339,2413,2,1
12,1960339,2413,1,1
13,1960339,2413,3,1
14,1960339,2413,4,1
15,1960339,2413,5,1
16,1960339,2413,3,1
17,1960339,2413,5,1
18,1960339,2413,2,1
19,1960339,2413,7,1
21,1960339,2413,5,1
22,1960339,2413,2,1
1,1960489,2039,4,1
2,1960489,2039,4,1
4,1960489,2039,1,1
5,1960489,2039,3,1
6,1960489,2039,3,1
7,1960489,2039,8,1
8,1960489,2039,4,1
10,1960489,2039,4,1
11,1960489,2039,1,1
13,1960489,2039,4,1
14,1960489,2039,5,1
15,1960489,2039,2,1
16,1960489,2039,2,1
20,1960489,2039,3,1
1,2000042,2434,2,1
2,2000042,2434,3,1
3,2000042,2434,1,1
4,2000042,2434,4,1
5,2000042,2434,4,1
1,2000133,3657,4,1
3,2000133,3657,4,1
4,2000133,3657,2,1
5,2000133,3657,4,1
1,2000152,2418,4,1
2,2000152,2418,5,1
3,2000152,2418,4,2
4,2000152,2418,7,1
5,2000152,2418,1,1
2,2000306,4595,4,1
3,2000306,4595,2,1
4,2000306,4595,2,1
5,2000306,4595,3,1
1,2000394,4479,5,1
3,2000394,4479,2,1
4,2000394,4479,4,1
5,2000394,4479,3,1
1,2000791,2629,3,1
2,2000791,2629,7,1
3,2000791,2629,1,1
4,2000791,2629,3,1
5,2000791,2629,1,1
1,2000880,3943,1,1
2,2000880,3943,3,1
3,2000880,3943,4,1
4,2000880,3943,2,1
5,2000880,3943,1,1
1,2000896,3643,4,1
2,2000896,3643,1,1
3,2000896,3643,3,1
4,2000896,3643,5,1
5,2000896,3643,1,1
1,2001400,4303,6,1
2,2001400,4303,2,1
3,2001400,4303,4,1
4,2001400,4303,4,1
5,2001400,4303,6,2
6,2001400,4303,4,1
7,2001400,4303,7,2
8,2001400,4303,1,1
9,2001400,4303,2,1
10,2001400,4303,5,2
12,2001400,4303,5,1
13,2001400,4303,3,1
15,2001400,4303,2,1
16,2001400,4303,2,1
17,2001400,4303,4,1
18,2001400,4303,5,1
19,2001400,4303,2,1
20,2001400,4303,4,1
1,2001558,3485,3,1
2,2001558,3485,4,1
4,2001558,3485,5,2
5,2001558,3485,6,1
1,2001613,5096,3,1
3,2001613,5096,1,1
4,2001613,5096,3,1
5,2001613,5096,3,1
1,2001851,3491,2,1
3,2001851,3491,2,1
4,2001851,3491,5,1
5,2001851,3491,2,1
7,2001851,3491,1,1
9,2001851,3491,3,1
10,2001851,3491,1,1
11,2001851,3491,4,1
12,2001851,3491,1,1
13,2001851,3491,5,1
14,2001851,3491,7,2
16,2001851,3491,1,1
17,2001851,3491,2,1
19,2001851,3491,5,1
20,2001851,3491,3,1
1,2001911,4836,2,1
2,2001911,4836,7,1
3,2001911,4836,2,1
4,2001911,4836,3,1
5,2001911,4836,4,1
1,2002209,2764,2,1
2,2002209,2764,4,1
3,2002209,2764,4,1
4,2002209,2764,1,1
5,2002209,2764,4,1
6,2002209,2764,1,1
7,2002209,2764,3,1
8,2002209,2764,4,1
9,2002209,2764,4,1
10,2002209,2764,4,1
11,2002209,2764,5,1
12,2002209,2764,3,1
13,2002209,2764,2,1
14,2002209,2764,3,1
15,2002209,2764,4,1
16,2002209,2764,5,1
17,2002209,2764,3,1
18,2002209,2764,5,1
19,2002209,2764,2,1
20,2002209,2764,3,1
1,2002360,4268,4,1
2,2002360,4268,2,1
3,2002360,4268,7,1
4,2002360,4268,9,2
5,2002360,4268,7,1
1,2002431,3453,2,1
2,2002431,3453,2,1
3,2002431,3453,4,1
4,2002431,3453,6,1
5,2002431,3453,2,1
6,2002431,3453,3,1
7,2002431,3453,6,1
8,2002431,3453,6,2
9,2002431,3453,3,1
10,2002431,3453,2,1
11,2002431,3453,6,1
12,2002431,3453,4,1
13,2002431,3453,2,1
14,2002431,3453,5,1
15,2002431,3453,4,1
16,2002431,3453,4,1
17,2002431,3453,1,1
18,2002431,3453,6,1
19,2002431,3453,2,1
20,2002431,3453,4,1
1,2002464,2700,3,1
2,2002464,2700,4,1
3,2002464,2700,2,1
4,2002464,2700,1,1
5,2002464,2700,3,1
6,2002464,2700,2,1
8,2002464,2700,1,1
9,2002464,2700,4,1
10,2002464,2700,2,1
11,2002464,2700,5,1
12,2002464,2700,3,1
13,2002464,2700,3,1
14,2002464,2700,3,1
16,2002464,2700,2,1
17,2002464,2700,4,1
18,2002464,2700,7,1
19,2002464,2700,3,1
20,2002464,2700,9,1
1,2003021,2126,5,1
2,2003021,2126,6,2
3,2003021,2126,5,1
4,2003021,2126,4,1
5,2003021,2126,1,1
2,2003476,1892,6,1
3,2003476,1892,9,2
4,2003476,1892,5,1
5,2003476,1892,4,1
6,2003476,1892,4,1
7,2003476,1892,2,1
8,2003476,1892,2,1
9,2003476,1892,2,1
10,2003476,1892,3,1
11,2003476,1892,5,1
12,2003476,1892,4,1
13,2003476,1892,5,1
14,2003476,1892,4,1
15,2003476,1892,2,1
16,2003476,1892,3,1
17,2003476,1892,3,1
18,2003476,1892,3,1
19,2003476,1892,1,1
20,2003476,1892,2,1
1,2060120,3326,2,1
2,2060120,3326,6,1
3,2060120,3326,6,1
4,2060120,3326,4,1
5,2060120,3326,5,1
6,2060120,3326,7,1
7,2060120,3326,2,1
8,2060120,3326,4,1
9,2060120,3326,7,1
10,2060120,3326,3,1
11,2060120,3326,3,1
12,2060120,3326,7,1
13,2060120,3326,4,1
14,2060120,3326,5,1
17,2060120,3326,2,1
18,2060120,3326,4,1
19,2060120,3326,4,1
20,2060120,3326,4,1
1,2060219,3183,5,2
2,2060219,3183,4,1
3,2060219,3183,2,1
4,2060219,3183,6,1
5,2060219,3183,5,1
6,2060219,3183,3,1
7,2060219,3183,5,1
8,2060219,3183,5,1
10,2060219,3183,4,1
11,2060219,3183,2,1
12,2060219,3183,4,1
13,2060219,3183,2,1
14,2060219,3183,3,1
15,2060219,3183,4,1
16,2060219,3183,2,1
17,2060219,3183,7,1
18,2060219,3183,1,1
19,2060219,3183,3,1
20,2060219,3183,3,1
1,2060269,3558,2,1
2,2060269,3558,6,1
3,2060269,3558,1,1
5,2060269,3558,3,1
7,2060269,3558,2,1
8,2060269,3558,5,1
9,2060269,3558,5,1
10,2060269,3558,6,1
11,2060269,3558,2,1
12,2060269,3558,5,1
13,2060269,3558,3,1
14,2060269,3558,5,1
15,2060269,3558,6,1
16,2060269,3558,2,1
17,2060269,3558,4,1
18,2060269,3558,1,1
19,2060269,3558,5,1
20,2060269,3558,3,1
1,2060371,3183,2,1
2,2060371,3183,4,1
3,2060371,3183,6,1
4,2060371,3183,4,1
5,2060371,3183,3,1
6,2060371,3183,5,1
8,2060371,3183,3,1
9,2060371,3183,5,1
10,2060371,3183,9,1
11,2060371,3183,5,1
12,2060371,3183,5,1
13,2060371,3183,2,1
14,2060371,3183,3,1
17,2060371,3183,3,1
18,2060371,3183,2,1
19,2060371,3183,1,1
20,2060371,3183,5,1
1,2060960,3262,3,1
3,2060960,3262,3,1
4,2060960,3262,5,1
5,2060960,3262,1,1
6,2060960,3262,3,1
7,2060960,3262,8,2
8,2060960,3262,5,1
9,2060960,3262,5,1
10,2060960,3262,4,1
12,2060960,3262,3,1
13,2060960,3262,4,1
14,2060960,3262,4,1
15,2060960,3262,7,1
16,2060960,3262,3,1
17,2060960,3262,4,1
19,2060960,3262,1,1
1,2060981,3690,4,1
2,2060981,3690,3,1
3,2060981,3690,7,1
4,2060981,3690,5,1
5,2060981,3690,6,1
6,2060981,3690,7,1
7,2060981,3690,1,1
9,2060981,3690,2,1
11,2060981,3690,2,1
12,2060981,3690,2,1
13,2060981,3690,5,1
14,2060981,3690,5,1
15,2060981,3690,2,1
16,2060981,3690,4,1
17,2060981,3690,2,1
18,2060981,3690,2,1
19,2060981,3690,4,1
20,2060981,3690,5,1
1,2061113,3514,2,1
2,2061113,3514,5,1
3,2061113,3514,4,1
4,2061113,3514,6,1
6,2061113,3514,3,1
7,2061113,3514,8,1
8,2061113,3514,4,1
9,2061113,3514,7,1
10,2061113,3514,1,1
11,2061113,3514,2,1
12,2061113,3514,1,1
13,2061113,3514,2,1
14,2061113,3514,2,1
16,2061113,3514,4,1
17,2061113,3514,4,1
18,2061113,3514,5,1
19,2061113,3514,6,1
20,2061113,3514,5,1
21,2061113,3514,5,1
1,2061846,3616,3,1
3,2061846,3616,4,1
5,2061846,3616,4,1
7,2061846,3616,2,1
10,2061846,3616,2,1
16,2061846,3616,2,1
18,2061846,3616,4,1
1,2062024,3453,4,1
2,2062024,3453,3,1
3,2062024,3453,1,1
4,2062024,3453,2,1
5,2062024,3453,4,1
6,2062024,3453,3,1
7,2062024,3453,1,1
8,2062024,3453,6,1
9,2062024,3453,5,1
11,2062024,3453,3,1
12,2062024,3453,5,1
14,2062024,3453,2,1
15,2062024,3453,5,1
16,2062024,3453,4,1
17,2062024,3453,2,1
18,2062024,3453,4,1
19,2062024,3453,4,1
20,2062024,3453,6,1
1,2062585,3018,4,1
2,2062585,3018,4,1
3,2062585,3018,6,1
4,2062585,3018,6,1
5,2062585,3018,1,1
7,2062585,3018,5,1
8,2062585,3018,3,1
9,2062585,3018,3,1
10,2062585,3018,1,1
11,2062585,3018,1,1
12,2062585,3018,1,1
14,2062585,3018,3,1
15,2062585,3018,6,2
16,2062585,3018,6,1
17,2062585,3018,5,1
18,2062585,3018,4,1
19,2062585,3018,4,1
20,2062585,3018,2,1
1,2100201,3725,1,1
2,2100201,3725,3,1
4,2100201,3725,10,1
1,2100676,4725,2,1
2,2100676,4725,4,1
3,2100676,4725,4,1
4,2100676,4725,2,1
5,2100676,4725,4,1
2,2100701,3396,2,1
3,2100701,3396,1,1
4,2100701,3396,4,1
5,2100701,3396,3,1
1,2100736,5765,4,1
2,2100736,5765,4,1
3,2100736,5765,3,1
4,2100736,5765,3,1
5,2100736,5765,2,1
1,2100768,3121,5,1
2,2100768,3121,1,1
3,2100768,3121,3,1
4,2100768,3121,2,1
5,2100768,3121,2,1
1,2101068,5769,3,1
2,2101068,5769,4,1
3,2101068,5769,6,1
4,2101068,5769,2,1
5,2101068,5769,3,1
4,2101287,10215,2,1
2,2101499,4643,2,1
3,2101499,4643,1,1
5,2101499,4643,1,1
1,2101618,4145,3,2
2,2101618,4145,4,1
3,2101618,4145,2,1
4,2101618,4145,2,1
5,2101618,4145,3,1
1,2101687,8556,2,1
2,2101687,8556,2,1
4,2101687,8556,3,1
1,2101904,4366,5,1
2,2101904,4366,4,1
3,2101904,4366,1,1
4,2101904,4366,1,1
5,2101904,4366,2,1
2,2101919,4329,3,1
3,2101919,4329,2,1
4,2101919,4329,1,1
5,2101919,4329,4,1
1,2102094,9258,5,1
2,2102094,9258,4,1
3,2102094,9258,3,1
5,2102094,9258,2,1
1,2102181,5232,3,1
2,2102181,5232,4,1
3,2102181,5232,1,1
5,2102181,5232,4,1
2,2102702,5043,1,1
3,2102702,5043,1,1
4,2102702,5043,4,1
5,2102702,5043,1,1
1,2102798,6567,4,1
2,2102798,6567,3,1
3,2102798,6567,2,1
4,2102798,6567,3,1
5,2102798,6567,3,1
2,2102968,4483,7,1
3,2102968,4483,1,1
4,2102968,4483,5,1
5,2102968,4483,3,1
1,2103024,4579,2,1
3,2103024,4579,3,1
5,2103024,4579,2,1
1,2103040,5176,3,1
2,2103040,5176,3,1
3,2103040,5176,3,1
5,2103040,5176,4,1
1,2103181,3581,1,1
2,2103181,3581,4,1
3,2103181,3581,4,1
4,2103181,3581,1,1
5,2103181,3581,3,1
1,2103535,5920,4,1
2,2103535,5920,5,1
3,2103535,5920,5,1
4,2103535,5920,2,1
1,2103627,3751,3,1
2,2103627,3751,1,1
3,2103627,3751,3,1
5,2103627,3751,1,1
1,2103645,5842,6,1
2,2103645,5842,4,1
3,2103645,5842,3,1
5,2103645,5842,4,1
2,2103681,8335,3,1
3,2103681,8335,4,1
4,2103681,8335,3,1
5,2103681,8335,4,1
2,2103744,3877,1,1
3,2103744,3877,4,1
5,2103744,3877,2,1
1,2103931,3413,2,1
2,2103931,3413,5,1
3,2103931,3413,3,1
4,2103931,3413,1,1
1,2103946,4612,3,1
2,2103946,4612,5,1
3,2103946,4612,5,1
4,2103946,4612,2,1
1,2104047,4998,2,1
2,2104047,4998,3,1
3,2104047,4998,3,1
4,2104047,4998,2,1
5,2104047,4998,4,1
2,2104668,4599,4,1
3,2104668,4599,4,1
4,2104668,4599,3,1
5,2104668,4599,4,1
1,2104734,3894,3,1
2,2104734,3894,5,1
3,2104734,3894,6,1
4,2104734,3894,5,1
5,2104734,3894,7,1
6,2104734,3894,2,1
7,2104734,3894,4,1
8,2104734,3894,2,1
10,2104734,3894,8,1
11,2104734,3894,5,1
12,2104734,3894,4,1
13,2104734,3894,5,1
14,2104734,3894,5,1
15,2104734,3894,5,1
16,2104734,3894,3,1
18,2104734,3894,4,1
19,2104734,3894,4,1
20,2104734,3894,4,1
1,2104877,3261,3,1
2,2104877,3261,4,1
3,2104877,3261,1,1
5,2104877,3261,2,1
2,2105343,6275,3,1
3,2105343,6275,1,1
4,2105343,6275,2,1
1,2105391,3935,4,1
2,2105391,3935,3,1
3,2105391,3935,3,1
4,2105391,3935,7,1
1,2105737,4363,4,1
2,2105737,4363,2,1
3,2105737,4363,3,1
4,2105737,4363,4,1
5,2105737,4363,4,1
1,2105987,4414,7,1
2,2105987,4414,4,1
3,2105987,4414,3,1
4,2105987,4414,4,1
5,2105987,4414,4,1
6,2105987,4414,5,1
7,2105987,4414,4,1
8,2105987,4414,6,1
9,2105987,4414,1,1
10,2105987,4414,3,1
11,2105987,4414,5,1
12,2105987,4414,3,1
13,2105987,4414,5,1
14,2105987,4414,5,1
15,2105987,4414,3,1
16,2105987,4414,4,1
17,2105987,4414,5,1
18,2105987,4414,2,1
20,2105987,4414,4,1
1,2106160,4108,4,1
2,2106160,4108,5,1
3,2106160,4108,4,1
4,2106160,4108,2,1
5,2106160,4108,4,1
6,2106160,4108,6,1
7,2106160,4108,3,1
9,2106160,4108,1,1
10,2106160,4108,5,1
11,2106160,4108,3,1
12,2106160,4108,7,1
13,2106160,4108,4,1
15,2106160,4108,7,1
16,2106160,4108,2,1
17,2106160,4108,6,1
18,2106160,4108,4,1
19,2106160,4108,4,1
20,2106160,4108,5,1
1,2106768,3935,4,1
2,2106768,3935,4,1
3,2106768,3935,4,1
4,2106768,3935,6,1
5,2106768,3935,7,1
6,2106768,3935,3,1
7,2106768,3935,3,1
8,2106768,3935,4,1
9,2106768,3935,5,1
10,2106768,3935,8,1
11,2106768,3935,8,1
12,2106768,3935,1,1
13,2106768,3935,5,1
14,2106768,3935,8,1
15,2106768,3935,6,1
16,2106768,3935,3,1
17,2106768,3935,12,1
18,2106768,3935,5,1
19,2106768,3935,2,1
20,2106768,3935,4,1
1,2106777,3258,3,1
