"EDICION","ANIO","TLOC","EST_DIS","UPM_DIS","REGION","FOLIO","VIV_SEL","HOGAR","N_REN","P3_2","P3_5","P4_1","P4_5","P5_1_3","P5_1_4","P5_1_6","P5_1_5","P5_1_1","P5_1_2","P6_1_4","P6_1_3","P6_1_1","P6_1_2","P6_1_5","P9_1","P10_1","P11_3_1","P11_3_2","P11_3_4","P14_1","GRA","NIV","P10_4","P3_11","P5_23","P6_2_2","P6_17","P8_1","P10_7","P11_3_9","P14_2_3","P14_2_2","P14_2_1","P14_2_4","SEXO","EDAD","FAC_HOG","P1_1","P1_2","FAC_VIV"
3,2021,1,49,467,1,2921,4,1,2,5,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,3,8,1,1,2,2,2,2,1,2,2,2,2,2,1,33,1337,3,1,1337
3,2021,1,49,468,1,2922,1,1,1,5,6,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,3,1,1,2,2,2,1,2,2,2,2,2,2,1,46,2250,7,1,2250
3,2021,1,49,468,1,2923,2,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,1,1,2,2,3,1,2,1,2,2,1,2,2,65,2250,3,1,2250
3,2021,1,49,468,1,2924,3,1,4,5,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,65,2250,6,1,2250
3,2021,1,49,468,1,2925,5,1,2,5,8,2,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,3,3,1,1,1,2,1,2,1,2,1,2,1,2,2,45,2250,2,1,2250
3,2021,1,50,469,1,2926,1,1,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,6,2,1,2,2,3,2,2,2,2,2,2,2,2,23,2514,7,1,2514
3,2021,1,50,469,1,2927,2,1,1,5,8,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,2,3,6,2,1,1,2,2,2,2,2,2,2,2,2,1,23,2514,2,1,2514
3,2021,1,50,469,1,2928,3,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,1,2,2,2,2,2,55,2514,3,1,2514
3,2021,1,50,469,1,2929,4,1,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,2,2,1,21,2514,6,1,2514
3,2021,1,50,469,1,2930,5,1,6,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,3,1,1,2,2,2,2,1,2,2,2,2,2,1,41,2514,4,1,2514
3,2021,1,49,470,1,2931,1,1,1,4,6,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,0,0,1,2,2,2,3,2,2,2,2,2,1,2,2,74,2664,2,1,2664
3,2021,1,49,470,1,2932,2,1,3,6,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,3,3,1,1,2,2,3,2,1,2,2,1,2,2,1,30,2664,3,1,2664
3,2021,1,49,470,1,2933,3,1,3,6,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,2,1,2,1,3,6,1,1,1,2,2,1,1,2,2,1,2,2,2,25,2664,7,1,2664
3,2021,1,49,470,1,2934,4,1,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,1,6,2,1,1,2,2,3,2,2,2,2,1,1,2,2,62,2664,2,1,2664
3,2021,1,50,471,1,2935,2,1,1,5,1,2,2,1,2,2,1,2,2,2,2,1,2,2,1,1,2,1,2,2,4,8,1,1,1,1,2,1,2,2,2,1,1,2,1,53,2267,4,1,2267
3,2021,1,50,471,1,2936,3,1,3,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6,2,1,2,2,3,2,1,2,2,2,2,2,2,18,2267,4,1,2267
3,2021,1,50,471,1,2937,4,1,2,5,5,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,2,1,1,2,3,2,1,1,2,1,2,2,2,33,2267,4,1,2267
3,2021,1,50,471,1,2938,5,1,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,4,8,1,1,1,1,2,1,1,2,2,1,2,2,1,25,2267,3,1,2267
3,2021,1,49,472,1,2939,1,1,3,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,4,8,2,1,2,2,2,2,2,2,2,2,2,2,2,32,2297,3,1,2297
3,2021,1,49,472,1,2940,2,1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,1,27,2297,4,1,2297
3,2021,1,49,472,1,2941,3,1,1,5,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,2,1,1,2,2,2,2,2,2,2,2,2,2,1,30,2297,3,1,2297
3,2021,1,49,472,1,2942,4,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,1,1,2,2,2,2,1,2,2,2,2,2,1,55,2297,1,1,2297
3,2021,1,49,472,1,2943,5,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,1,2,2,2,2,2,52,2297,5,1,2297
3,2021,1,49,473,1,2944,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,3,2,1,2,2,3,2,2,2,2,2,1,2,1,57,2379,2,1,2379
3,2021,1,49,473,1,2945,2,1,1,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,1,1,2,2,2,2,1,2,2,1,1,2,1,55,2379,4,1,2379
3,2021,1,49,473,1,2946,3,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,2,1,2,2,2,2,2,1,2,2,2,2,2,1,55,2379,1,1,2379
3,2021,1,49,473,1,2947,4,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,2,2,2,2,2,1,2,2,1,1,2,1,50,2379,2,1,2379
3,2021,1,51,474,1,2948,1,1,1,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,4,8,2,1,2,2,2,2,2,2,2,1,2,2,1,74,7024,3,1,7024
3,2021,1,51,474,1,2949,2,1,2,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,7,1,1,1,1,2,1,2,2,2,1,1,2,2,54,7024,3,1,7024
3,2021,1,51,474,1,2950,3,1,1,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,9,1,1,2,2,2,3,8,1,1,2,2,1,2,1,2,2,2,1,2,1,41,7024,1,1,7024
3,2021,1,51,474,1,2951,4,1,2,5,1,1,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,4,8,1,1,1,1,2,1,1,2,2,1,1,2,2,30,7024,2,1,7024
3,2021,1,51,474,1,2952,5,1,2,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,5,8,1,1,2,1,2,2,1,2,2,1,2,2,1,28,7024,2,1,7024
3,2021,1,50,475,1,2953,1,1,2,6,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,3,3,6,2,1,2,2,3,2,2,1,2,2,2,2,1,21,2284,3,1,2284
3,2021,1,50,475,1,2954,2,1,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,1,9,1,1,1,1,1,1,1,2,1,1,1,2,1,57,2284,2,1,2284
3,2021,1,50,475,1,2955,3,1,1,5,6,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,1,6,2,1,2,2,2,1,2,1,2,2,2,1,2,1,62,2284,1,1,2284
3,2021,1,50,475,1,2956,4,1,2,5,1,2,1,2,2,2,1,2,2,2,1,2,2,2,1,1,2,2,2,2,3,8,1,1,1,2,3,1,1,2,2,2,2,2,1,32,2284,9,1,2284
3,2021,1,50,475,1,2957,5,1,2,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,2,1,3,8,1,1,1,2,3,1,1,2,1,1,1,2,2,27,2284,3,1,2284
3,2021,1,51,476,1,2958,1,1,2,4,1,1,2,2,2,1,1,2,2,2,2,2,2,2,1,1,1,2,2,1,3,8,1,1,1,2,2,1,1,2,2,1,1,2,2,49,5684,4,1,5684
3,2021,1,51,476,1,2959,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,3,7,1,1,2,2,2,2,2,2,2,1,1,2,1,35,5684,2,1,5684
3,2021,1,51,476,1,2960,3,1,3,6,1,2,2,2,1,1,2,1,2,2,2,2,2,2,2,1,2,2,2,1,3,8,1,1,2,2,3,1,1,1,2,1,2,2,1,22,5684,3,1,5684
3,2021,1,51,476,1,2961,4,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,4,8,1,1,2,2,2,2,1,1,2,1,2,2,1,24,5684,3,1,5684
3,2021,1,51,476,1,2962,5,1,2,5,1,1,2,2,2,1,2,1,2,2,2,2,2,2,1,2,2,1,2,2,3,9,1,2,2,2,2,2,2,2,2,1,1,2,2,49,5684,4,1,5684
3,2021,1,49,477,1,2963,1,1,2,6,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,6,1,1,1,2,2,1,2,2,2,1,2,2,1,25,2788,2,1,2788
3,2021,1,49,477,1,2964,2,1,1,1,1,2,2,2,2,1,2,2,2,1,2,2,2,2,1,2,2,2,2,2,3,3,1,1,2,2,1,2,2,2,2,2,2,2,1,31,2788,6,1,2788
3,2021,1,49,477,1,2965,3,1,2,6,4,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,4,8,2,1,2,2,3,2,2,1,2,2,2,2,2,27,2788,2,1,2788
3,2021,1,49,477,1,2966,4,1,2,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,3,3,1,1,2,2,3,2,1,2,2,2,2,2,2,22,2788,3,1,2788
3,2021,1,49,477,1,2967,5,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,1,1,2,2,2,2,1,1,2,1,1,2,1,45,2788,4,1,2788
3,2021,1,51,478,1,2968,1,1,2,1,1,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,9,1,1,2,1,2,1,1,2,2,1,1,2,2,42,6880,2,1,6880
3,2021,1,51,478,1,2969,2,1,1,3,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,3,6,1,1,2,1,2,1,2,2,2,1,1,2,2,67,6880,1,1,6880
3,2021,1,51,478,1,2970,3,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,9,2,1,2,1,2,2,1,2,2,1,2,2,2,56,6880,1,1,6880
3,2021,1,51,478,1,2971,4,1,1,5,1,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,2,2,2,4,8,1,1,2,1,1,1,1,2,1,1,1,2,1,53,6880,5,1,6880
3,2021,1,51,478,1,2972,5,1,1,1,1,1,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,9,1,1,1,1,2,1,1,2,2,1,1,2,1,41,6880,3,1,6880
3,2021,1,51,479,1,2973,1,1,2,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,8,2,1,2,2,2,2,2,2,2,2,2,2,2,32,3220,4,1,3220
3,2021,1,51,479,1,2974,2,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,4,8,1,1,2,2,2,2,2,2,2,1,1,2,1,39,3220,4,1,3220
3,2021,1,51,479,1,2975,3,1,2,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,6,1,1,2,2,3,2,2,2,2,2,2,2,2,55,3220,4,1,3220
3,2021,1,51,479,1,2976,4,1,3,3,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,4,8,1,1,1,2,2,1,2,2,2,1,2,2,2,31,3220,4,1,3220
3,2021,1,51,479,1,2977,5,1,1,5,1,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,4,8,1,1,1,1,2,1,1,2,2,1,1,2,1,32,3220,3,1,3220
3,2021,1,50,480,1,2978,1,1,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,3,6,1,1,2,2,1,2,2,1,2,2,2,2,2,29,2530,5,1,2530
3,2021,1,50,480,1,2979,2,1,1,1,1,1,2,2,1,1,2,1,2,2,2,2,2,2,1,1,1,2,2,1,2,4,1,1,2,1,1,1,1,2,2,1,2,2,1,28,2530,1,1,2530
3,2021,1,50,480,1,2980,3,1,3,5,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,6,1,2,2,2,2,2,2,2,2,2,1,2,2,64,2530,3,1,2530
3,2021,1,50,480,1,2981,4,1,1,5,1,2,2,1,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,3,1,1,2,2,2,2,2,2,2,1,1,2,1,56,2530,3,1,2530
3,2021,1,50,480,1,2982,5,1,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,4,8,1,1,2,2,2,2,2,2,2,1,1,2,1,32,2530,5,1,2530
3,2021,1,49,481,1,2983,1,1,2,5,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,2,1,2,2,2,3,2,2,2,2,2,1,2,2,72,2848,2,1,2848
3,2021,1,49,481,1,2984,2,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,0,0,1,2,2,2,2,2,2,2,2,2,1,2,1,64,2848,4,1,2848
3,2021,1,49,481,1,2985,3,1,3,6,4,2,1,1,2,2,1,1,2,2,2,1,2,2,1,2,1,2,2,1,3,6,1,1,1,2,1,2,2,2,2,1,2,2,1,22,2848,5,1,2848
3,2021,1,49,481,1,2986,4,1,1,6,8,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,2,2,3,2,2,1,2,2,2,2,1,78,2848,1,1,2848
3,2021,1,49,481,1,2987,5,1,1,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,7,2,2,2,2,3,2,2,2,2,2,1,2,2,69,2848,1,1,2848
3,2021,1,49,482,1,2988,1,1,1,5,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,4,8,1,1,2,1,2,1,1,2,2,1,2,2,1,42,2558,3,1,2558
3,2021,1,49,482,1,2989,2,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,2,1,1,2,2,2,2,1,1,2,1,2,2,1,51,2558,1,1,2558
3,2021,1,49,482,1,2990,3,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,1,2,1,66,2558,6,1,2558
3,2021,1,49,482,1,2991,4,1,4,2,8,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,3,2,2,1,2,2,2,2,1,56,2558,8,1,2558
3,2021,1,49,482,1,2992,5,1,1,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,3,2,2,2,2,3,2,2,2,2,2,1,2,1,78,2558,1,1,2558
3,2021,1,50,483,1,2993,1,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,1,2,2,2,3,6,1,2,2,2,1,2,2,2,2,2,1,2,2,32,2226,4,1,2226
3,2021,1,50,483,1,2994,3,1,2,5,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,1,3,3,1,1,2,2,1,2,1,2,2,2,1,2,2,47,2226,5,1,2226
3,2021,1,50,483,1,2995,4,1,1,3,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,1,2,1,3,6,1,1,2,2,2,1,2,2,2,1,1,2,1,48,2226,3,1,2226
3,2021,1,50,483,1,2996,5,1,1,5,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,3,8,1,1,1,2,2,1,1,2,2,1,1,2,1,46,2226,4,1,2226
3,2021,1,50,484,1,2997,1,1,4,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,9,1,1,2,2,3,3,3,1,1,1,2,3,2,1,2,2,2,2,2,2,18,2616,6,1,2616
3,2021,1,50,484,1,2998,2,1,1,4,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,2,2,2,2,2,2,2,2,2,2,2,1,2,1,78,2616,3,1,2616
3,2021,1,50,484,1,2999,3,1,2,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,52,2616,5,1,2616
3,2021,1,50,484,1,3000,4,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,9,1,1,2,2,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,38,2616,5,1,2616
3,2021,1,50,484,1,3001,5,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,6,2,1,1,1,2,2,1,1,2,2,2,1,2,1,59,2616,6,1,2616
3,2021,1,50,485,1,3002,1,1,2,5,1,2,2,1,1,2,1,2,1,2,2,2,2,2,1,2,1,2,2,2,4,8,1,1,1,2,1,1,1,2,2,1,2,2,2,33,2166,5,1,2166
3,2021,1,50,485,1,3003,2,1,4,6,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,8,2,1,2,2,3,2,2,2,2,2,2,2,2,22,2166,4,1,2166
3,2021,1,50,485,1,3004,3,1,1,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,6,2,1,2,1,2,3,2,2,2,2,2,2,2,2,68,2166,1,1,2166
3,2021,1,50,485,1,3005,4,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,3,3,1,1,2,2,2,2,1,2,2,2,1,2,2,37,2166,4,1,2166
3,2021,1,50,485,1,3006,5,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,3,3,6,1,1,1,2,2,2,1,2,2,1,2,2,1,26,2166,5,1,2166
3,2021,1,50,486,1,3007,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,1,4,8,1,1,2,2,2,2,1,2,2,1,1,2,2,42,1963,3,1,1963
3,2021,1,50,486,1,3008,2,1,1,1,1,2,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,4,8,1,1,2,2,2,1,1,2,2,1,1,2,1,37,1963,4,1,1963
3,2021,1,50,486,1,3009,3,1,2,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,1,1,1,2,3,2,1,2,2,2,2,2,2,40,1963,3,1,1963
3,2021,1,50,486,1,3010,4,1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,5,8,1,1,1,1,2,1,1,2,2,1,1,2,1,54,1963,3,1,1963
3,2021,1,50,486,1,3011,5,1,2,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,9,2,1,2,2,2,3,6,2,1,1,2,3,2,1,2,2,2,2,2,2,30,1963,3,1,1963
3,2021,1,49,487,1,3012,1,1,1,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,3,3,1,1,2,2,3,2,1,1,2,2,2,2,2,30,2831,4,1,2831
3,2021,1,49,487,1,3013,2,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,4,2,1,1,2,2,3,2,2,2,2,2,2,2,1,63,2831,4,1,2831
3,2021,1,49,487,1,3014,3,1,2,1,1,1,1,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,3,6,1,1,2,2,2,2,1,2,2,2,2,2,2,36,2831,3,1,2831
3,2021,1,49,487,1,3015,4,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,1,2,2,2,2,2,2,2,2,1,2,2,38,2831,4,1,2831
3,2021,1,49,487,1,3016,5,1,2,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,8,1,1,2,2,1,1,1,2,2,1,2,2,2,22,2831,4,1,2831
3,2021,1,49,488,1,3017,1,1,1,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,32,2862,3,1,2862
3,2021,1,49,488,1,3018,2,1,3,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,6,2,1,1,2,2,2,1,2,2,2,2,2,2,1,26,2862,3,1,2862
3,2021,1,49,488,1,3019,3,1,4,6,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,2,1,2,2,3,2,2,1,2,2,2,2,2,22,2862,8,1,2862
3,2021,1,49,488,1,3020,4,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,19,2862,2,1,2862
3,2021,1,49,488,1,3021,5,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,2,1,2,2,2,3,2,1,2,2,2,1,2,2,41,2862,4,1,2862
3,2021,1,50,489,1,3022,1,1,2,6,4,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,6,2,1,1,2,3,2,2,2,2,2,1,2,2,18,2131,3,1,2131
3,2021,1,50,489,1,3023,2,1,3,6,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,3,3,1,1,1,2,3,2,1,2,2,2,2,2,1,19,2131,3,1,2131
3,2021,1,50,489,1,3024,3,1,2,6,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,1,2,2,1,3,3,1,1,2,2,2,2,2,2,2,2,2,2,1,24,2131,5,1,2131
3,2021,1,50,489,1,3025,4,1,1,1,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,3,3,1,1,1,2,1,2,1,2,2,1,1,2,1,23,2131,3,1,2131
3,2021,1,50,489,1,3026,5,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,3,1,1,1,2,1,1,2,2,2,1,1,2,1,48,2131,3,1,2131
3,2021,1,49,490,1,3027,2,1,1,6,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,2,2,2,2,2,3,2,1,2,2,2,1,2,2,71,2981,1,1,2981
3,2021,1,49,490,1,3028,3,1,1,5,1,2,2,2,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,2,3,6,1,1,2,2,2,2,1,2,2,1,1,2,1,35,2981,5,1,2981
3,2021,1,49,490,1,3029,4,1,2,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,2,2,1,2,2,3,2,1,2,2,1,2,2,2,26,2981,5,1,2981
3,2021,1,49,490,1,3030,5,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,3,1,1,2,2,2,2,1,2,2,2,2,2,1,36,2981,6,1,2981
3,2021,1,50,491,1,3031,1,1,1,6,1,1,2,2,1,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,6,2,1,1,2,3,2,1,2,1,1,2,2,1,18,2150,1,1,2150
3,2021,1,50,491,1,3032,2,1,2,1,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,6,2,1,1,2,2,2,1,2,2,2,1,2,2,29,2150,2,1,2150
3,2021,1,50,491,1,3033,3,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,8,2,1,2,2,2,2,2,2,2,2,2,2,2,38,2150,5,1,2150
3,2021,1,50,491,1,3034,5,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,1,2,2,2,7,1,1,1,2,3,1,1,2,2,1,2,2,2,28,2150,4,1,2150
3,2021,1,49,492,1,3035,1,1,1,2,5,2,1,2,2,2,2,2,2,1,1,2,2,2,2,2,1,2,2,1,6,2,2,1,2,2,2,2,2,2,2,2,2,2,2,39,2531,5,1,2531
3,2021,1,49,492,1,3036,2,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,6,2,1,2,2,2,2,1,2,2,2,2,2,2,42,2531,5,1,2531
3,2021,1,49,492,1,3037,3,1,3,6,1,2,2,2,2,2,2,1,2,2,2,2,2,2,9,1,1,2,2,3,3,6,1,1,1,2,2,2,2,2,2,2,2,2,1,21,2531,4,1,2531
3,2021,1,49,492,1,3038,4,1,6,1,1,2,2,2,1,2,1,2,2,2,2,1,2,2,1,1,1,2,2,2,3,3,1,1,1,2,2,2,1,2,2,2,2,2,2,23,2531,6,1,2531
3,2021,1,49,492,1,3039,5,1,1,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,2,1,1,2,2,2,2,2,2,2,2,1,2,2,48,2531,1,1,2531
3,2021,1,50,493,1,3040,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,6,1,1,2,2,2,2,1,2,2,2,1,2,1,45,2223,3,1,2223
3,2021,1,50,493,1,3041,2,1,2,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,3,6,1,1,1,1,2,2,1,2,2,2,1,2,2,35,2223,4,1,2223
3,2021,1,50,493,1,3042,3,1,1,5,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,3,6,1,1,2,2,2,2,1,2,2,2,1,2,1,35,2223,5,1,2223
3,2021,1,50,493,1,3043,4,1,1,4,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,3,2,2,2,2,2,2,1,2,2,2,1,2,2,59,2223,1,1,2223
3,2021,1,50,493,1,3044,5,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,3,1,1,2,2,2,2,1,2,2,2,2,2,2,21,2223,3,1,2223
3,2021,1,51,494,1,3045,2,1,1,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,4,8,1,1,1,1,2,1,1,2,2,1,1,2,1,35,3141,3,1,3141
3,2021,1,51,494,1,3046,3,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,1,1,2,3,2,2,1,2,2,2,2,2,61,3141,2,1,3141
3,2021,1,51,494,1,3047,4,1,1,5,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,4,8,1,1,1,2,3,2,2,2,2,1,1,2,1,49,3141,5,1,3141
3,2021,1,51,494,1,3048,5,1,1,5,1,1,1,1,2,1,1,2,2,2,2,2,2,2,1,2,2,1,2,1,4,8,1,1,1,1,1,1,1,2,1,1,1,1,1,38,3141,5,1,3141
3,2021,1,49,495,1,3049,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,1,1,2,2,1,2,2,2,2,2,2,2,1,39,2987,3,1,2987
