"EDICION","ANIO","TLOC","EST_DIS","UPM_DIS","REGION","FOLIO","VIV_SEL","HOGAR","N_REN","P3_2","P3_5","P4_1","P4_5","P5_1_3","P5_1_4","P5_1_6","P5_1_5","P5_1_1","P5_1_2","P6_1_4","P6_1_3","P6_1_1","P6_1_2","P6_1_5","P9_1","P10_1","P11_3_1","P11_3_2","P11_3_4","P14_1","GRA","NIV","P10_4","P3_11","P5_23","P6_2_2","P6_17","P8_1","P10_7","P11_3_9","P14_2_3","P14_2_2","P14_2_1","P14_2_4","SEXO","EDAD","FAC_HOG","P1_1","P1_2","FAC_VIV"
3,2021,1,3,31,3,130,2,1,2,6,1,1,2,2,1,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,4,8,1,1,1,2,2,2,1,1,2,2,2,2,2,28,1975,5,1,1975
3,2021,1,3,31,3,131,3,1,3,5,1,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,4,8,2,1,2,2,3,2,1,2,2,2,2,2,1,24,1975,6,1,1975
3,2021,1,3,31,3,132,4,1,1,5,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,3,2,2,1,2,1,2,2,1,45,1975,5,1,1975
3,2021,1,3,31,3,133,5,1,3,6,1,1,2,1,1,1,1,2,2,2,2,2,2,2,1,1,1,2,2,2,3,4,1,1,1,2,1,1,1,2,2,2,1,2,2,27,1975,6,1,1975
3,2021,1,3,32,3,134,1,1,3,6,1,2,2,1,2,2,1,2,2,2,1,2,1,2,1,1,1,2,2,2,3,6,1,1,2,2,1,1,1,2,2,2,2,2,2,21,1534,5,1,1534
3,2021,1,3,32,3,135,2,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,3,2,2,1,2,2,2,2,1,56,1534,3,1,1534
3,2021,1,3,32,3,136,3,1,3,6,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,8,2,1,1,2,3,2,1,2,2,2,2,2,2,19,1534,8,1,1534
3,2021,1,3,32,3,137,4,1,1,5,1,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,1,2,2,4,2,2,1,2,2,3,2,2,2,2,1,1,2,1,48,1534,2,1,1534
3,2021,1,3,32,3,138,5,1,3,5,1,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,3,6,1,1,2,2,3,1,1,2,2,1,2,2,1,20,1534,4,1,1534
3,2021,1,3,33,3,139,1,1,2,5,1,2,2,1,2,1,2,2,2,2,2,1,2,2,1,2,2,2,2,2,1,6,2,1,1,2,2,2,2,1,2,2,2,2,1,29,1429,2,1,1429
3,2021,1,3,33,3,140,2,1,1,3,1,1,2,2,2,2,1,2,2,2,1,2,2,2,1,1,1,1,2,1,3,6,1,1,1,2,1,1,1,2,2,1,1,2,1,43,1429,1,1,1429
3,2021,1,3,33,3,141,3,1,2,6,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,0,0,2,2,2,2,3,2,2,1,2,2,2,2,2,70,1429,5,1,1429
3,2021,1,3,33,3,142,4,1,1,5,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,3,6,1,1,2,2,3,1,1,1,2,1,1,2,1,39,1429,4,1,1429
3,2021,1,3,33,3,143,5,1,1,5,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,2,38,1429,5,1,1429
3,2021,1,5,34,3,144,1,1,1,5,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,8,1,2,2,2,2,2,2,1,2,1,1,2,1,57,1603,4,1,1603
3,2021,1,5,34,3,145,2,1,2,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,3,2,1,1,2,1,1,2,2,64,1603,2,1,1603
3,2021,1,5,34,3,146,4,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,6,2,1,2,2,3,2,2,2,2,1,1,2,2,47,1603,4,1,1603
3,2021,1,5,34,3,147,5,1,1,1,1,2,2,1,2,2,2,2,2,1,1,1,1,2,1,2,2,2,2,2,3,3,1,1,2,2,1,2,1,2,2,2,2,2,1,29,1603,3,1,1603
3,2021,1,5,35,3,148,3,1,2,5,1,2,2,1,2,1,2,2,2,2,1,1,2,2,2,1,2,2,2,2,4,8,1,1,2,2,1,2,1,1,2,2,2,2,2,27,1637,2,1,1637
3,2021,1,5,35,3,149,4,1,1,1,1,2,1,2,2,1,1,2,1,2,2,2,2,2,1,1,2,1,2,2,2,9,1,1,2,2,1,1,1,2,2,1,1,2,1,50,1637,2,1,1637
3,2021,1,3,36,3,150,1,1,1,1,1,2,2,1,2,1,1,2,2,1,2,1,2,2,1,2,1,2,2,2,3,3,2,1,2,2,3,2,1,2,2,2,2,2,1,30,1744,6,1,1744
3,2021,1,3,36,3,151,2,1,1,5,1,1,1,1,2,1,2,2,2,1,1,2,2,2,1,1,2,1,2,2,3,8,1,1,1,2,2,1,1,2,1,1,1,2,1,35,1744,4,1,1744
3,2021,1,3,36,3,152,3,1,2,6,1,1,2,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,3,2,1,2,2,2,2,1,2,2,2,2,2,2,24,1744,4,1,1744
3,2021,1,3,36,3,153,4,1,1,5,8,2,2,2,1,2,2,2,2,2,1,2,2,2,2,1,2,2,2,1,3,3,1,1,2,2,3,2,1,1,1,2,2,2,2,54,1744,2,1,1744
3,2021,1,3,36,3,154,5,1,1,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,3,6,1,1,1,2,1,2,1,2,2,1,2,2,1,24,1744,4,1,1744
3,2021,1,3,37,3,155,1,1,1,5,8,2,2,2,2,2,2,2,2,1,2,2,1,2,1,1,2,1,2,2,3,3,1,2,2,2,1,2,1,2,2,2,2,2,1,54,1589,9,1,1589
3,2021,1,3,37,3,156,2,1,1,3,1,1,2,2,1,1,1,1,2,2,1,2,1,2,1,2,2,2,1,1,3,3,1,2,1,2,3,2,1,2,2,2,1,2,2,42,1589,3,1,1589
3,2021,1,3,37,3,157,3,1,1,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,6,2,2,2,1,2,3,2,2,1,2,2,2,2,1,31,1589,1,1,1589
3,2021,1,3,37,3,158,4,1,2,5,1,2,2,2,2,2,1,2,2,2,1,1,2,2,1,2,2,1,2,1,6,2,1,1,2,2,1,1,1,2,2,2,2,2,2,46,1589,5,1,1589
3,2021,1,3,38,3,159,1,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,2,1,2,2,3,2,2,1,2,2,2,2,2,45,1602,4,1,1602
3,2021,1,3,38,3,160,2,1,2,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,3,2,1,2,2,2,2,2,2,2,2,2,2,2,40,1602,5,1,1602
3,2021,1,3,38,3,161,3,1,2,2,1,1,2,1,2,1,1,2,2,2,1,1,2,2,1,1,2,2,2,2,1,6,1,1,2,2,1,2,2,2,2,1,2,2,1,37,1602,3,1,1602
3,2021,1,3,38,3,162,5,1,1,5,1,2,2,2,1,2,1,2,2,1,2,2,2,2,1,1,2,1,2,2,3,3,1,1,1,2,1,1,1,2,2,2,1,2,1,49,1602,4,1,1602
3,2021,1,5,39,3,163,1,1,2,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,1,2,2,2,3,3,1,1,2,2,2,1,1,2,2,2,1,2,2,40,1812,4,1,1812
3,2021,1,5,39,3,164,2,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,2,2,1,2,2,2,2,2,3,6,1,1,1,2,2,1,1,1,2,1,1,2,1,26,1812,4,1,1812
3,2021,1,5,39,3,165,3,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,4,8,2,1,2,2,1,2,1,2,2,2,1,2,2,51,1812,4,1,1812
3,2021,1,5,39,3,166,4,1,3,6,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,8,1,1,1,2,3,1,2,2,2,2,2,2,1,20,1812,6,1,1812
3,2021,1,5,39,3,167,5,1,2,5,6,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,1,2,2,3,6,1,1,2,2,1,1,2,2,2,2,2,2,2,53,1812,4,1,1812
3,2021,1,4,40,3,168,2,1,1,1,1,1,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,1,1,2,2,2,1,2,1,2,1,2,2,1,33,1315,2,1,1315
3,2021,1,4,40,3,169,3,1,2,5,5,1,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,3,3,1,1,1,2,3,2,1,2,2,2,2,2,2,53,1315,3,1,1315
3,2021,1,4,40,3,170,4,1,1,5,2,1,2,2,2,1,1,1,2,1,2,2,2,2,1,2,2,2,1,2,3,6,1,1,1,2,3,2,1,2,2,2,2,2,1,22,1315,3,1,1315
3,2021,1,4,40,3,171,5,1,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,6,2,2,1,2,2,2,2,2,2,2,1,2,2,1,38,1315,4,1,1315
3,2021,1,3,41,3,172,1,1,1,6,1,1,2,1,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,1,5,8,1,1,2,2,2,2,1,2,2,1,2,2,1,34,1028,1,1,1028
3,2021,1,3,41,3,173,2,1,1,6,1,1,2,2,1,2,1,1,2,1,1,2,2,2,1,1,2,2,2,1,5,8,1,1,2,2,2,2,1,2,2,1,2,2,1,34,1028,1,1,1028
3,2021,1,3,41,3,174,3,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,2,1,3,3,1,1,2,2,3,2,1,1,2,2,2,2,2,40,1028,2,1,1028
3,2021,1,3,41,3,175,4,1,2,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,4,2,1,2,2,2,2,2,2,2,2,2,1,2,1,59,1028,2,1,1028
3,2021,1,3,41,3,176,5,1,1,3,1,1,2,1,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,1,3,3,1,1,1,2,2,2,1,2,2,2,1,2,2,32,1028,4,1,1028
3,2021,1,3,42,3,177,1,1,2,5,1,2,2,2,2,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,1,2,2,3,1,1,2,2,1,2,2,2,28,1058,5,1,1058
3,2021,1,3,42,3,178,2,1,2,5,1,2,2,1,2,1,1,2,2,1,1,1,2,2,2,1,2,1,2,2,1,8,1,1,2,2,1,2,1,2,1,2,2,2,2,30,1058,2,1,1058
3,2021,1,3,42,3,179,3,1,1,2,1,2,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,2,1,1,3,2,2,2,2,3,2,1,2,2,1,2,2,1,41,1058,1,1,1058
3,2021,1,3,42,3,180,4,1,1,1,1,2,2,2,2,2,1,2,2,1,1,2,2,2,1,1,2,2,2,2,3,3,2,1,2,1,1,1,2,2,2,1,2,2,1,20,1058,4,1,1058
3,2021,1,3,42,3,181,5,1,2,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,1,2,2,3,2,2,1,2,1,2,2,2,29,1058,5,1,1058
3,2021,1,5,43,3,182,2,1,2,5,8,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,6,1,1,1,2,2,1,2,2,2,2,1,2,2,46,1423,2,1,1423
3,2021,1,5,43,3,183,4,1,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,1,1,2,1,2,4,8,1,1,1,2,2,1,2,2,2,1,1,2,1,43,1423,4,1,1423
3,2021,1,5,44,3,184,1,1,2,5,1,2,2,1,2,2,1,2,2,1,1,2,2,2,1,2,2,2,2,2,3,6,1,1,2,2,1,1,1,2,2,1,2,2,2,33,1627,5,1,1627
3,2021,1,5,44,3,185,2,1,2,1,1,1,2,2,1,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,3,6,1,1,2,2,1,2,2,2,2,2,2,2,1,25,1627,3,1,1627
3,2021,1,5,44,3,186,3,1,1,5,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,5,8,1,1,2,2,1,1,2,2,2,1,1,2,1,36,1627,5,1,1627
3,2021,1,5,44,3,187,4,1,1,3,1,1,2,2,2,2,2,2,2,1,1,2,2,2,1,2,2,2,1,1,3,4,1,1,1,2,1,1,1,2,2,1,1,2,1,39,1627,1,1,1627
3,2021,1,5,44,3,188,5,1,1,6,1,2,1,2,1,1,2,2,2,2,1,2,2,2,1,2,1,1,2,1,1,9,1,1,1,1,2,1,1,2,2,1,1,2,1,41,1627,1,1,1627
3,2021,2,6,45,3,189,1,1,2,5,5,2,2,1,2,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,1,6,1,1,1,2,1,1,1,2,2,2,2,2,2,37,885,12,2,885
3,2021,2,6,45,3,189,1,2,3,3,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,2,2,2,3,3,1,2,2,2,2,2,1,2,2,2,2,2,2,34,885,12,2,885
3,2021,2,6,45,3,190,2,1,1,4,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,2,2,3,2,2,1,2,2,1,2,2,63,885,2,1,885
3,2021,2,6,45,3,191,3,1,2,6,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,3,2,2,1,1,2,3,2,2,1,2,2,2,2,1,20,885,8,1,885
3,2021,2,6,45,3,192,4,1,4,6,1,2,2,2,2,1,2,2,1,2,2,2,2,2,1,2,1,2,2,2,4,8,1,1,2,2,3,1,2,2,2,2,2,2,1,24,885,6,1,885
3,2021,2,6,45,3,193,5,1,2,5,5,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,0,0,2,2,2,2,3,2,1,1,2,2,2,2,2,76,885,3,1,885
3,2021,2,6,46,3,194,1,1,1,5,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,3,6,1,1,2,2,1,1,1,2,2,1,1,2,1,40,968,4,1,968
3,2021,2,6,46,3,195,2,1,1,5,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,5,2,2,2,1,2,3,2,1,1,2,2,2,2,2,55,968,2,1,968
3,2021,2,6,46,3,196,3,1,1,4,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,2,2,1,2,2,3,2,2,1,2,2,2,2,1,79,968,1,1,968
3,2021,2,6,46,3,197,5,1,1,5,8,2,2,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,2,3,3,2,1,1,2,2,3,2,1,2,1,1,1,2,1,65,968,4,1,968
3,2021,2,1,47,3,198,1,1,1,4,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,2,2,2,1,2,2,1,2,2,81,1209,1,1,1209
3,2021,2,1,47,3,199,2,1,2,2,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,6,2,2,2,1,2,3,2,2,2,2,2,2,2,2,40,1209,9,1,1209
3,2021,2,1,47,3,200,3,1,1,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,3,2,1,1,2,2,1,2,2,81,1209,1,1,1209
3,2021,2,1,47,3,201,4,1,2,2,1,2,2,2,2,2,2,2,2,1,1,2,1,2,1,2,2,2,1,2,2,6,2,1,2,2,2,2,2,2,2,2,1,2,1,37,1209,4,1,1209
3,2021,2,1,47,3,202,5,1,2,1,1,2,1,2,2,1,2,2,2,1,1,2,2,2,2,2,2,2,2,2,3,8,2,1,2,2,2,2,2,1,2,2,2,2,2,31,1209,3,1,1209
3,2021,2,1,47,3,203,6,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,3,2,2,2,2,3,2,2,2,2,2,2,2,1,45,1209,5,1,1209
3,2021,2,1,47,3,204,7,1,2,3,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,6,2,2,1,1,2,3,2,1,2,2,2,2,2,2,56,1209,5,1,1209
3,2021,2,1,47,3,205,8,1,1,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,0,0,2,2,1,2,2,2,2,1,2,2,2,2,2,65,1209,6,1,1209
3,2021,2,1,47,3,206,9,1,1,4,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,1,3,3,1,1,1,2,2,2,1,2,2,1,1,2,1,75,1209,1,1,1209
3,2021,2,1,47,3,207,10,1,3,6,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,4,8,1,1,2,2,2,1,2,2,2,1,1,2,2,38,1209,3,1,1209
3,2021,2,1,47,3,208,11,1,4,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,1,3,3,2,1,2,2,2,2,2,1,2,2,2,2,2,23,1209,4,1,1209
3,2021,2,1,47,3,209,13,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,2,2,1,2,2,2,2,2,6,2,1,2,2,2,1,2,1,1,2,2,1,2,1,54,1209,3,1,1209
3,2021,2,1,47,3,210,14,1,1,2,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,3,2,2,2,2,2,3,2,1,1,2,2,1,2,2,69,1209,1,1,1209
3,2021,2,1,47,3,211,15,1,4,1,5,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,2,1,2,2,3,2,1,1,2,2,2,2,2,27,1209,10,1,1209
3,2021,2,1,47,3,212,16,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,7,1,1,2,2,3,1,2,2,2,2,2,2,2,30,1209,2,1,1209
3,2021,2,1,47,3,213,17,1,1,4,5,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,5,2,2,1,2,2,3,2,1,2,2,2,1,2,2,70,1209,1,1,1209
3,2021,2,1,47,3,214,18,1,4,6,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,3,1,2,2,2,1,2,3,2,2,2,1,2,2,2,1,58,1209,7,2,1209
3,2021,2,1,47,3,214,18,2,1,5,8,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,3,2,2,1,2,2,2,2,1,52,1209,7,2,1209
3,2021,2,1,47,3,215,19,1,1,1,5,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,1,2,2,2,3,6,2,1,2,2,3,2,2,2,2,2,2,2,2,28,1209,2,1,1209
3,2021,2,1,47,3,216,20,1,2,6,1,1,2,1,2,2,1,2,1,2,2,2,2,2,1,1,1,2,2,2,1,8,1,1,2,2,3,2,1,2,2,1,2,2,1,20,1209,3,2,1209
3,2021,2,1,47,3,216,20,2,1,4,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,0,0,2,2,2,2,3,2,2,1,2,2,2,2,2,78,1209,3,2,1209
3,2021,3,6,48,3,217,1,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,3,2,2,2,2,3,2,2,2,2,1,1,2,1,37,1108,7,1,1108
3,2021,3,6,48,3,218,2,1,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,1,2,3,2,1,2,2,2,1,2,2,74,1108,3,1,1108
3,2021,3,6,48,3,219,3,1,2,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,1,3,6,2,1,2,2,3,2,1,1,2,2,2,2,2,37,1108,5,1,1108
3,2021,3,6,48,3,220,4,1,3,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,2,2,3,2,1,1,2,1,2,2,1,27,1108,4,1,1108
3,2021,3,6,48,3,221,5,1,2,5,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,1,2,2,2,9,1,1,2,2,3,1,2,2,2,1,2,2,2,65,1108,2,1,1108
3,2021,3,1,49,3,222,1,1,2,5,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,3,1,1,2,2,3,2,1,2,2,2,2,2,2,34,1466,4,1,1466
3,2021,3,1,49,3,223,2,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,83,1466,2,1,1466
3,2021,3,1,49,3,224,3,1,2,5,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,2,36,1466,4,1,1466
3,2021,3,1,49,3,225,4,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,1,6,2,2,1,2,2,3,2,2,1,2,2,1,2,1,43,1466,4,1,1466
3,2021,3,1,49,3,226,5,1,1,5,1,2,2,2,2,2,1,2,2,1,2,2,2,2,1,2,2,2,2,2,6,2,2,1,2,2,3,2,1,1,2,1,2,2,1,34,1466,6,1,1466
3,2021,3,1,49,3,227,6,1,4,6,1,2,2,2,2,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,3,3,1,1,2,2,2,2,2,2,2,2,2,2,1,19,1466,5,1,1466
3,2021,3,1,49,3,228,7,1,1,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,3,2,2,1,1,2,1,2,1,67,1466,1,1,1466
3,2021,3,1,49,3,229,8,1,2,5,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,3,6,2,1,2,2,3,2,2,2,2,2,2,2,2,26,1466,3,1,1466
3,2021,3,1,49,3,230,9,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,3,3,2,2,2,2,3,2,2,1,2,2,2,2,2,46,1466,4,1,1466
3,2021,3,1,49,3,231,10,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,4,2,2,2,2,2,3,2,2,1,2,2,1,2,2,69,1466,4,1,1466
3,2021,3,1,49,3,232,11,1,2,5,5,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,5,2,2,1,2,2,3,2,2,1,2,1,2,2,2,56,1466,5,1,1466
3,2021,3,1,49,3,233,12,1,1,4,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,2,1,2,2,2,3,2,2,2,2,2,1,2,1,70,1466,1,1,1466
3,2021,3,1,49,3,234,13,1,2,1,5,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,2,3,3,2,2,1,2,2,2,1,2,2,2,2,2,2,21,1466,4,1,1466
3,2021,3,1,49,3,235,14,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,6,2,2,2,2,2,2,2,1,2,2,2,2,2,2,56,1466,4,1,1466
3,2021,3,1,49,3,236,15,1,2,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,3,6,1,1,2,2,2,1,1,2,2,2,1,2,2,42,1466,5,1,1466
3,2021,3,1,49,3,237,16,1,1,6,1,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,3,3,6,1,1,2,2,3,2,2,2,2,2,2,2,1,46,1466,3,1,1466
3,2021,3,1,49,3,238,17,1,3,5,8,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,6,2,1,2,2,3,2,2,1,2,2,2,2,2,19,1466,7,1,1466
3,2021,3,1,49,3,239,18,1,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,1,2,2,2,2,2,2,1,2,2,2,2,2,36,1466,4,1,1466
3,2021,3,1,49,3,240,19,1,1,5,5,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,6,2,2,1,2,2,3,2,2,2,2,2,2,2,1,28,1466,3,1,1466
3,2021,3,1,49,3,241,20,1,1,5,5,2,2,1,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,3,2,2,1,2,2,1,2,2,36,1466,7,1,1466
3,2021,4,2,50,3,242,1,1,1,5,1,1,2,1,2,1,2,2,2,2,2,1,2,2,1,1,1,2,2,2,3,3,1,1,2,2,2,1,1,2,1,1,2,2,1,31,777,4,1,777
3,2021,4,2,50,3,243,2,1,1,4,6,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,1,5,8,2,1,1,2,3,1,2,2,2,2,2,2,2,81,777,3,1,777
3,2021,4,2,50,3,244,3,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,6,2,1,1,2,2,3,2,1,1,2,2,2,2,2,40,777,3,1,777
3,2021,4,2,50,3,245,4,1,1,1,1,1,2,2,1,1,1,1,2,2,2,2,2,2,1,1,1,2,2,2,4,8,1,1,2,1,1,2,1,2,2,2,2,2,2,23,777,4,1,777
3,2021,4,2,50,3,246,5,1,1,5,1,2,2,2,2,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,3,3,1,1,2,2,2,1,1,2,1,1,1,2,1,48,777,4,1,777
3,2021,4,2,50,3,247,6,1,1,5,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,6,2,2,1,2,2,3,2,2,1,2,1,2,2,1,57,777,4,1,777
3,2021,4,2,50,3,248,7,1,2,1,5,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,2,3,3,2,1,1,2,3,2,1,2,2,2,2,2,2,26,777,5,1,777
3,2021,4,2,50,3,249,8,1,3,6,5,2,2,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,3,3,6,1,1,2,2,3,2,1,2,2,2,2,2,2,20,777,4,1,777
3,2021,4,2,50,3,250,9,1,1,1,5,2,2,2,2,1,2,2,2,1,1,2,2,2,2,2,2,1,2,2,3,3,1,1,2,2,3,2,1,2,2,2,2,2,2,32,777,5,1,777
3,2021,4,2,50,3,251,10,1,1,5,5,2,2,2,2,2,2,2,2,2,2,2,2,2,9,2,2,2,2,2,6,2,2,1,2,2,3,2,1,1,2,2,2,2,2,36,777,4,1,777
3,2021,4,2,50,3,252,11,1,3,5,5,2,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,3,6,1,1,2,2,3,2,1,1,2,2,2,2,2,26,777,6,1,777
3,2021,4,2,50,3,253,12,1,1,5,5,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,1,2,2,2,3,3,2,1,2,2,3,2,1,2,2,2,2,2,2,49,777,3,1,777
3,2021,4,2,50,3,254,13,1,2,1,5,1,2,1,1,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,6,2,1,2,2,3,2,1,1,2,2,2,2,2,37,777,6,1,777
3,2021,4,2,50,3,255,14,1,3,6,1,1,1,1,2,1,1,2,2,1,1,1,2,2,2,1,2,2,2,2,2,8,1,1,2,2,1,2,1,1,2,2,2,2,2,21,777,6,1,777
3,2021,4,2,50,3,256,15,1,3,6,1,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,1,3,6,2,1,1,2,2,3,2,2,2,2,2,2,2,1,25,777,4,1,777
