FOLIO,VIV_SEL,HOGAR,N_REN,P3_1_1,P3_1_2,P3_2,P3_3,P3_4,P3_5,P3_11,P4_1,P4_2_1,P4_2_2,P4_2_3,P4_2_4,P4_2_5,P4_3,P4_5,P4_6_1,P4_6_2,P4_6_3,P4_6_4,P4_6_5,P4_6_6,P4_7_1,P4_7_2,P4_7_3,P4_8_1,P4_8_2,P4_8_3,P4_8_4,P4_8_5,P4_8_6,P4_9_1,P4_9_2,P4_9_3,P4_9_4,P4_10,P5_1_1,P5_1_2,P5_1_3,P5_1_4,P5_1_5,P5_1_6,P5_4_1,P5_4_2,P5_4_3,P5_4_4,P5_4_5,P5_4_6,P5_4_7,P5_4_8,P5_4_9,P5_23,P6_1_1,P6_1_2,P6_1_3,P6_1_4,P6_1_5,P6_2_1,P6_2_2,P6_2_3,P6_2_4,P6_2_5,P6_2_6,P6_2_7,P6_2_8,P6_2_9,P6_17,P7_1_1,P7_1_2,P7_2,P7_4,P7_5,P7_7_1,P7_8_1_1,P7_8_1_2,P7_8_1_3,P7_7_2,P7_8_2_1,P7_8_2_2,P7_8_2_3,P7_7_3,P7_7_4,P8_1,P8_2,P8_3,P9_1,P9_8_1,P9_8_2,P9_8_3,P9_8_4,P9_8_5,P9_8_6,P10_1,P10_4,P10_7,P11_1_1,P11_1_2,P11_1_3,P11_1_4,P11_1_5,P11_2_1,P11_2_2,P11_2_3,P11_2_4,P11_3_1,P11_3_2,P11_3_3,P11_3_4,P11_3_9,P12_1,P13_1,P13_2,P13_3,P13_4,P14_1,P14_2_1,P14_2_2,P14_2_3,P14_2_4,TLOC,REGION,SEXO,EDAD,EST_DIS,UPM_DIS,FAC_ELE
9098,8,1,4,6,3,1,1,2,1,1,1,1,1,1,2,1,2,2,1,1,3,1,2,2,1,1,1,3,3,1,3,3,3,2,1,1,1,5,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,1,1,1,2,1,2.0,2.0,1.0,1,2.0,1.0,1.0,1,1,1,,,1,2,1,1,2,1,2,1,1,1,1,1,2,1,1,2,2,2,1,2,2,2,1,2,1,1,2,2,3,2,1,2,2,2,4,3,1,29,154,1399,7864
9099,11,1,1,2,6,5,2,2,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,2,1,1,1,1,1,1,1,1,3,2,2,1,1,5,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,2,1,1,2,2,2,2,1,1,2,1,1,2,2,2,2,2,2,2,1,2,1,1,2,1,3,2,1,2,2,2,4,3,1,33,154,1399,3932
9100,12,1,4,6,3,6,2,2,4,1,2,2,2,2,2,2,1,2,1,2,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,9,2,2,1,2,2,2,2,1,1,1,3,3,3,2,2,2,2,4,3,2,18,154,1399,8367
9101,13,1,1,2,6,5,2,2,1,1,2,2,2,2,2,2,1,2,2,1,3,1,3,3,1,1,1,3,1,3,1,2,1,2,1,1,1,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,2,,,,2,,,,1,1,2,2.0,2.0,2,1,1,1,2,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,1,2,3,1,2,2,2,2,4,3,1,34,154,1399,3932
9102,14,1,3,2,2,6,2,2,1,2,2,2,2,2,2,2,1,2,3,1,3,3,3,2,1,9,1,3,1,3,2,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,1,2,2,2,1,2,2,2,2,9,9,9,2,9,2,2,2,2,2,2,2,2,1,1,9,3,2,3,2,2,2,2,2,4,3,1,45,154,1399,5898
9103,15,1,2,6,3,5,2,1,5,1,2,2,2,2,2,2,1,2,1,1,1,2,2,3,1,1,1,3,3,3,3,3,3,1,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,2,9,2,2,1,9,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,1,2,2,1,1,2,2,3,2,2,2,2,2,4,3,2,32,154,1399,4183
9104,16,1,2,2,5,5,2,2,5,2,2,2,2,2,2,2,2,2,1,1,2,2,2,3,1,1,1,3,3,1,3,3,3,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,2,2,2,2,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,1,9,9,9,9,1,2,2,2,2,4,3,2,45,154,1399,4183
9105,17,1,3,0,0,4,1,2,7,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,9,9,9,8,9,9,8,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,9,9,9,2,2,2,,,,2,,,,2,2,2,2.0,2.0,2,1,2,2,1,2,2,2,2,2,9,9,9,9,9,2,2,2,2,2,2,2,2,1,2,9,9,8,9,2,1,2,2,2,4,3,2,82,154,1399,6275
9106,18,1,2,3,3,5,1,1,5,1,2,2,1,1,2,2,2,2,1,1,3,2,1,3,1,1,1,1,2,1,3,3,3,1,2,2,1,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,2,2,2,1,1,2,2,1,2,2,2,9,2,2,2,2,2,2,1,2,2,2,2,1,1,3,3,3,2,2,2,2,2,4,3,2,40,154,1399,4183
9107,19,1,1,3,3,5,1,2,5,1,2,1,1,1,2,1,2,2,2,1,3,2,2,3,1,1,2,1,1,2,3,1,3,1,1,2,1,5,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,1,1,1,2,2,1,2,1,2,2,2,1,2,2,9,2,2,2,2,1,2,2,2,2,1,1,3,2,3,2,2,2,2,2,4,3,2,42,154,1399,4183
9108,20,1,2,3,3,5,1,1,5,2,2,2,2,2,2,2,2,2,1,1,3,1,3,2,1,2,1,1,2,3,1,3,3,1,1,1,2,1,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,9,2,1,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,1.0,2,1,2,2,2,1,2,2,2,1,2,2,9,2,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,2,2,2,2,4,3,2,37,154,1399,4183
9109,21,1,2,2,6,5,2,2,5,1,2,2,1,2,2,2,1,2,2,1,2,3,1,3,1,1,1,3,1,3,3,2,3,2,2,2,2,3,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,2,2,1,1,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,2,3,2,1,2,2,2,4,3,2,40,154,1399,6275
9110,1,1,1,6,3,2,2,2,1,2,2,2,1,1,2,2,2,2,1,1,2,3,2,3,1,1,1,1,3,1,3,3,3,2,1,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,1,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,1,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,2,2,1,1,2,2,2,4,3,2,45,155,1400,3028
9111,2,1,2,6,3,6,2,2,1,1,1,1,2,2,2,2,2,1,2,1,3,2,2,3,1,1,1,2,2,1,3,3,3,1,1,2,1,4,2,2,1,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,3,2,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,3,1,2,2,2,2,2,4,3,2,24,155,1400,3028
9112,3,1,1,8,4,6,1,2,1,1,2,1,1,1,2,2,2,2,1,1,2,2,3,2,1,1,1,1,2,1,2,2,2,2,1,2,1,4,2,2,1,1,2,1,1,2,2,1,2,2,2,2,2,1,2,2,1,1,2,2,1,2,1,2,2,2,2,2,1,7,7,1,1,2,1,2.0,2.0,1.0,1,2.0,1.0,2.0,1,1,2,2.0,2.0,2,2,9,1,1,1,2,1,1,1,1,1,9,2,2,1,2,2,2,1,2,2,2,2,1,1,2,2,3,1,2,2,2,2,4,3,2,31,155,1400,1514
9113,4,1,2,6,3,5,2,2,1,1,1,1,1,1,2,1,2,2,1,1,3,1,3,3,1,1,1,1,3,1,1,1,1,1,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,1,2,2,1,7,7,1,2,2,1,2.0,2.0,1.0,2,,,,2,1,1,,,2,1,2,1,1,1,2,2,2,1,1,1,9,1,1,2,2,2,2,2,2,1,1,2,1,1,2,2,3,2,2,2,2,2,4,3,2,34,155,1400,3028
9114,5,1,2,3,3,5,2,2,5,1,2,2,1,1,2,2,1,2,1,1,2,2,2,2,1,1,2,3,2,3,2,1,1,1,2,2,2,3,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,1,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,1,9,2,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,1,1,2,2,2,2,2,4,3,2,37,155,1400,4542
9115,6,1,1,3,3,1,2,2,1,1,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,2,2,1,1,3,3,2,2,1,1,1,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,1,1,1,2,1,1,2,1,1,1,2,1,9,2,9,2,2,2,2,2,2,2,2,1,2,1,2,2,3,2,1,2,2,2,4,3,1,60,155,1400,4269
9116,7,1,1,3,3,4,2,2,1,2,2,2,1,1,1,2,2,2,1,1,1,2,2,3,1,1,2,2,1,2,3,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,2,2,2,1,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,3,2,2,2,1,2,4,3,2,55,155,1400,3028
9117,8,2,1,3,3,1,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,2,3,1,1,2,1,1,1,2,3,3,1,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,1,,,1,1,1,2,2,1,2,2,1,1,1,2,1,9,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,2,2,2,1,2,4,3,1,21,155,1400,2846
9117,8,1,1,6,3,5,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,1,2,2,1,1,2,1,1,3,1,1,1,1,1,1,1,5,2,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,1,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,1.0,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,1,1,2,4,3,1,40,155,1400,4269
9118,9,1,1,2,6,6,2,2,1,2,2,2,1,2,2,2,1,2,1,1,2,2,3,3,9,1,1,3,1,2,3,2,2,2,2,2,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,1,2,2.0,2.0,2,1,2,1,2,1,2,2,2,2,9,1,1,9,1,2,2,2,2,2,2,2,2,1,2,1,2,1,3,1,1,1,2,2,4,3,1,44,155,1400,1423
9119,10,1,1,3,3,4,2,2,6,1,2,2,2,2,2,2,2,2,1,1,3,2,1,3,1,2,2,1,1,1,3,3,3,2,2,2,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,9,1,1,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,2,1,1,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,3,1,2,2,2,2,4,3,1,66,155,1400,1423
9120,11,1,1,7,3,2,2,2,1,1,2,2,1,1,1,2,2,2,1,1,2,1,2,3,2,1,1,3,3,1,2,3,3,2,1,2,1,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,1,2,1,2,2,1,2,2,1,2,1,9,2,2,1,2,2,2,2,1,2,2,2,2,1,1,2,1,3,1,1,2,2,2,4,3,2,48,155,1400,3028
9121,12,1,1,8,5,6,2,1,1,1,2,2,1,1,1,2,1,2,1,1,2,1,2,2,1,1,1,3,1,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,1,2,1,2.0,1.0,1.0,1,2.0,1.0,1.0,1,1,1,,,1,1,2,1,1,1,2,1,1,1,2,2,1,1,9,2,2,2,2,1,2,2,2,2,2,1,2,2,3,1,2,2,1,2,4,3,1,35,155,1400,2846
9122,13,1,1,6,2,1,2,2,1,1,1,1,1,1,2,1,2,2,1,1,3,1,3,2,1,2,2,3,3,3,2,2,1,1,1,2,2,5,2,2,1,2,1,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,1,2,1,1,2,1,2,2,1,2,2,1,2,1,2,1,1,2,1,2,1,2,2,2,1,1,1,1,2,2,1,1,2,2,4,3,2,50,155,1400,3028
9123,14,1,1,6,1,5,2,2,1,1,1,2,2,2,2,2,2,1,1,1,2,3,3,1,1,1,1,2,2,1,3,1,3,1,2,1,2,3,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,1.0,1,1,1,1,1,1,2,2,1,1,1,9,2,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,1,1,2,2,4,3,1,44,155,1400,2846
9124,15,1,2,3,3,6,2,2,1,1,2,2,1,1,2,2,2,1,1,1,2,2,2,3,1,1,2,1,1,2,3,2,3,2,2,1,1,3,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,3,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,2,1,1,2,1,1,1,1,2,2,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,3,2,2,2,2,2,4,3,2,36,155,1400,3028
9125,16,1,2,2,6,5,2,2,1,1,2,2,1,2,2,2,1,2,1,1,3,1,3,2,1,1,1,1,2,1,3,1,1,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,2,,,,2,,,,1,2,2,2.0,2.0,1,1,1,1,1,1,2,2,1,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,2,1,2,2,2,2,1,1,1,2,4,3,1,51,155,1400,5692
9125,16,2,1,2,6,1,2,2,1,1,2,2,1,2,2,2,1,2,1,1,1,1,1,1,1,2,1,1,1,3,1,1,1,1,1,2,1,3,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,1,1,1,2,1,2,2,1,2,1,1,1,1,1,2,2,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,4,3,1,18,155,1400,1423
9125,16,3,1,2,5,5,2,2,1,1,2,2,1,1,2,2,1,2,1,1,2,1,2,2,1,2,2,2,3,2,2,1,1,2,1,1,1,3,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,1,2,1,2,1,1,2,2,2,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,1,2,2,3,2,2,2,1,2,4,3,1,27,155,1400,2846
9126,17,1,1,3,3,5,2,2,1,1,2,2,1,2,1,2,2,2,1,1,1,2,1,3,1,1,1,1,1,1,3,3,3,2,2,2,2,1,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,1,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,9,1,2,1,1,2,2,1,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,1,1,1,1,3,1,1,2,2,2,4,3,2,62,155,1400,3028
9127,18,1,1,2,4,5,2,2,1,1,2,2,2,2,2,2,1,2,2,1,2,1,3,1,9,9,1,3,2,1,1,1,1,1,1,2,2,8,2,1,2,2,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,7,7,9,1,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,2,2,2,1,9,1,2,1,1,1,9,2,1,1,9,2,2,2,2,1,2,2,2,2,1,1,2,2,3,1,2,1,1,2,4,3,1,38,155,1400,2846
9128,19,1,1,0,0,4,2,1,6,1,2,2,2,2,2,2,1,2,1,1,1,1,3,3,9,1,1,3,1,2,2,1,1,2,1,1,2,1,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,2,1,1,1,2,1,2,1,1,1,1,1,1,9,1,2,2,2,2,2,2,2,2,1,2,1,9,9,3,1,1,1,1,2,4,3,1,73,155,1400,1423
9129,20,1,1,0,0,5,2,2,6,2,2,2,2,2,2,2,2,2,1,1,3,1,3,3,1,1,1,2,2,3,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,2,,,,1,2,2,2.0,2.0,1,2,1,2,1,2,2,2,1,2,2,2,2,2,2,1,1,2,2,1,2,2,2,2,2,1,2,9,3,2,1,2,2,2,4,3,1,65,155,1400,2846
9130,1,1,2,2,6,5,2,2,1,2,2,2,2,2,2,2,1,2,1,1,2,2,3,2,1,1,1,1,3,1,2,2,3,2,2,2,2,5,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,2,2,2,2,1,2,2,2,1,1,9,1,2,2,2,2,2,2,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,4,3,2,35,154,1401,7810
9131,2,1,1,8,4,5,2,2,1,1,2,2,2,2,2,2,2,2,1,1,3,3,1,3,1,1,1,9,9,9,9,1,1,2,2,2,2,9,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,2,2,2.0,2.0,2,2,9,2,2,1,2,2,2,1,1,1,9,1,9,2,2,2,1,2,1,2,2,2,1,9,9,9,9,2,2,2,2,2,4,3,1,40,154,1401,2447
9132,3,1,2,2,6,1,2,2,5,1,2,2,1,1,2,2,1,2,2,2,2,3,1,2,1,1,2,2,1,3,2,2,2,2,1,2,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,2,2,2,2,2,2,2,1,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,1,,,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,2,2,4,3,2,20,154,1401,2603
9133,4,1,1,3,3,3,2,2,1,1,2,2,1,1,2,2,2,2,1,1,2,2,1,3,1,2,1,2,3,1,3,3,3,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,3,1,1,2,2,2,4,3,2,46,154,1401,2603
9134,5,1,1,6,2,6,2,2,1,1,2,1,2,2,2,2,1,2,2,1,3,1,2,2,1,2,1,1,2,3,1,1,1,1,1,2,2,5,1,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,7,7,1,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,2,1,2,1,1,1,2,1,1,1,1,1,1,9,1,2,2,2,2,1,2,2,2,2,2,1,1,1,2,1,2,1,2,2,4,3,1,30,154,1401,1224
9135,6,1,4,3,3,6,2,2,1,1,2,2,2,2,2,2,1,2,1,1,2,3,2,3,1,2,1,1,3,1,1,1,1,1,1,2,1,5,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,,,,1,2.0,2.0,1.0,1,2,2,2.0,2.0,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,1,3,1,3,2,2,1,2,2,4,3,2,32,154,1401,5207
9136,7,1,1,7,3,2,2,2,1,1,1,1,1,1,2,1,2,2,1,1,2,1,2,3,1,1,2,3,3,1,3,3,3,2,2,2,2,1,2,2,1,1,2,2,1,2,2,2,2,2,2,1,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,1,7,7,1,1,2,1,2.0,1.0,1.0,1,2.0,1.0,1.0,1,1,1,,,1,2,2,1,2,1,2,1,1,1,1,1,9,1,9,2,2,2,2,2,2,1,2,2,1,1,2,2,3,1,1,1,2,2,4,3,2,37,154,1401,1302
9137,8,1,4,3,3,1,2,2,8,1,1,1,1,1,2,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,5,2,2,1,1,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,2,2,2,1,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,4,3,2,18,154,1401,6508
9138,9,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,1,1,2,2,3,1,2,2,3,9,9,3,3,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,,,,2,,,,2,1,2,2.0,2.0,1,9,9,2,2,1,2,2,2,2,9,9,2,9,9,2,2,2,2,2,2,2,2,1,1,1,9,9,9,2,2,2,2,2,4,3,1,42,154,1401,3671
9139,10,1,2,3,3,1,2,2,5,2,2,2,1,2,2,2,1,2,1,1,3,2,3,1,1,2,1,1,2,3,1,1,1,1,1,2,1,3,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,1,2.0,1.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,2.0,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,3,2,2,2,2,2,4,3,2,37,154,1401,2603
9140,11,1,4,6,3,6,2,2,1,1,2,2,2,1,2,2,1,2,1,2,3,1,3,2,2,1,1,2,2,1,2,2,2,1,2,2,2,5,2,1,2,2,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,1,1,2.0,2.0,1.0,1,2.0,2.0,1.0,2,1,2,2.0,2.0,2,2,1,2,2,2,2,2,2,2,1,1,1,2,1,2,2,2,2,2,2,2,2,1,1,1,2,2,3,2,2,2,1,2,4,3,1,19,154,1401,4894
9141,12,1,1,3,3,4,2,2,8,1,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,3,3,1,1,1,1,1,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,7,7,2,2,2,2,,,,2,,,,2,2,2,2.0,2.0,2,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,2,1,3,1,1,1,2,2,4,3,1,30,154,1401,2447
9142,13,1,4,6,3,6,2,2,1,1,2,2,1,2,2,2,1,2,2,1,2,2,2,2,1,1,1,1,2,1,2,2,2,2,1,1,1,1,2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,7,7,2,2,2,1,2.0,2.0,1.0,1,2.0,2.0,1.0,1,1,2,2.0,1.0,1,1,1,2,1,1,2,2,2,1,1,1,1,1,1,2,2,2,2,2,2,2,2,1,1,1,1,1,9,1,2,1,2,2,4,3,1,23,154,1401,4894
