"LLAVESDE","LLAVEVIV","LLAVEHOG","PAREN","SEXO","EDAD","FOLIO","VIV_SEL","HOGAR","N_REN","TLOC","REGION","EST_DIS","UPM_DIS","FAC_HOG"
430003102,430003,4300031,5,2,67,4300,3,1,2,1,4,49,662,3003
430003103,430003,4300031,5,2,32,4300,3,1,3,1,4,49,662,3003
430107101,430107,4301071,1,1,54,4301,7,1,1,4,3,187,2146,1688
430107102,430107,4301071,2,2,54,4301,7,1,2,4,3,187,2146,1688
430107103,430107,4301071,3,1,25,4301,7,1,3,4,3,187,2146,1688
430208101,430208,4302081,1,1,64,4302,8,1,1,4,6,63,886,2839
430208102,430208,4302081,2,2,61,4302,8,1,2,4,6,63,886,2839
430302101,430302,4303021,1,2,71,4303,2,1,1,1,4,50,707,3479
430302102,430302,4303021,5,2,68,4303,2,1,2,1,4,50,707,3479
430302103,430302,4303021,3,1,42,4303,2,1,3,1,4,50,707,3479
430302104,430302,4303021,4,1,17,4303,2,1,4,1,4,50,707,3479
430416101,430416,4304161,1,1,49,4304,16,1,1,4,2,105,1250,2996
430416102,430416,4304161,2,2,46,4304,16,1,2,4,2,105,1250,2996
430513101,430513,4305131,1,1,50,4305,13,1,1,3,5,81,1017,6441
430513102,430513,4305131,2,2,49,4305,13,1,2,3,5,81,1017,6441
430513103,430513,4305131,5,2,88,4305,13,1,3,3,5,81,1017,6441
430513104,430513,4305131,3,2,13,4305,13,1,4,3,5,81,1017,6441
430606101,430606,4306061,1,2,33,4306,6,1,1,3,1,13,146,496
430606102,430606,4306061,2,1,37,4306,6,1,2,3,1,13,146,496
430606103,430606,4306061,3,1,3,4306,6,1,3,3,1,13,146,496
430606104,430606,4306061,3,1,7,4306,6,1,4,3,1,13,146,496
430719101,430719,4307191,1,1,45,4307,19,1,1,2,6,62,881,1964
430719102,430719,4307191,2,2,41,4307,19,1,2,2,6,62,881,1964
430719103,430719,4307191,3,1,14,4307,19,1,3,2,6,62,881,1964
430719104,430719,4307191,3,2,9,4307,19,1,4,2,6,62,881,1964
430803101,430803,4308031,1,2,39,4308,3,1,1,1,6,184,2136,2363
430803102,430803,4308031,3,1,12,4308,3,1,2,1,6,184,2136,2363
430803103,430803,4308031,3,2,13,4308,3,1,3,1,6,184,2136,2363
430803104,430803,4308031,2,1,41,4308,3,1,4,1,6,184,2136,2363
430902101,430902,4309021,1,2,41,4309,2,1,1,1,3,79,998,6511
430902102,430902,4309021,2,1,39,4309,2,1,2,1,3,79,998,6511
430902103,430902,4309021,3,2,19,4309,2,1,3,1,3,79,998,6511
430902104,430902,4309021,3,1,12,4309,2,1,4,1,3,79,998,6511
430902105,430902,4309021,5,1,78,4309,2,1,5,1,3,79,998,6511
431004101,431004,4310041,1,1,24,4310,4,1,1,1,5,98,1198,1204
431004102,431004,4310041,2,2,25,4310,4,1,2,1,5,98,1198,1204
431105101,431105,4311051,1,1,70,4311,5,1,1,3,5,116,1406,6756
431105102,431105,4311051,2,2,66,4311,5,1,2,3,5,116,1406,6756
431204101,431204,4312041,1,2,25,4312,4,1,1,1,2,140,1672,967
431204102,431204,4312041,6,2,25,4312,4,1,2,1,2,140,1672,967
431304101,431304,4313041,1,1,61,4313,4,1,1,1,1,10,117,2757
431304102,431304,4313041,2,2,48,4313,4,1,2,1,1,10,117,2757
431304103,431304,4313041,3,2,20,4313,4,1,3,1,1,10,117,2757
431304104,431304,4313041,3,2,14,4313,4,1,4,1,1,10,117,2757
431304105,431304,4313041,5,1,24,4313,4,1,5,1,1,10,117,2757
431402101,431402,4314021,1,1,55,4314,2,1,1,1,3,189,2166,916
431402102,431402,4314021,2,2,57,4314,2,1,2,1,3,189,2166,916
431402103,431402,4314021,3,2,25,4314,2,1,3,1,3,189,2166,916
431402104,431402,4314021,4,2,3,4314,2,1,4,1,3,189,2166,916
431505101,431505,4315051,1,2,58,4315,5,1,1,1,6,41,474,4176
431505102,431505,4315051,3,1,31,4315,5,1,2,1,6,41,474,4176
431505103,431505,4315051,3,1,30,4315,5,1,3,1,6,41,474,4176
431505104,431505,4315051,3,1,21,4315,5,1,4,1,6,41,474,4176
431605101,431605,4316051,1,2,75,4316,5,1,1,4,5,71,938,2501
431704101,431704,4317041,1,1,36,4317,4,1,1,3,5,97,1165,1754
431704102,431704,4317041,2,2,44,4317,4,1,2,3,5,97,1165,1754
431704103,431704,4317041,3,2,23,4317,4,1,3,3,5,97,1165,1754
431704104,431704,4317041,3,2,16,4317,4,1,4,3,5,97,1165,1754
431704105,431704,4317041,3,2,10,4317,4,1,5,3,5,97,1165,1754
431704106,431704,4317041,3,1,3,4317,4,1,6,3,5,97,1165,1754
431802101,431802,4318021,1,1,56,4318,2,1,1,1,4,50,737,2858
431802102,431802,4318021,2,2,56,4318,2,1,2,1,4,50,737,2858
431802103,431802,4318021,3,2,35,4318,2,1,3,1,4,50,737,2858
431802104,431802,4318021,3,1,22,4318,2,1,4,1,4,50,737,2858
431802105,431802,4318021,4,2,10,4318,2,1,5,1,4,50,737,2858
431908101,431908,4319081,1,2,82,4319,8,1,1,4,2,136,1590,1225
431908102,431908,4319081,5,2,33,4319,8,1,2,4,2,136,1590,1225
431908103,431908,4319081,4,2,7,4319,8,1,3,4,2,136,1590,1225
432002101,432002,4320021,1,2,67,4320,2,1,1,1,5,87,1096,11554
432002102,432002,4320021,3,1,48,4320,2,1,2,1,5,87,1096,11554
432105101,432105,4321051,1,1,79,4321,5,1,1,1,2,31,386,1676
432105102,432105,4321051,2,2,79,4321,5,1,2,1,2,31,386,1676
432202101,432202,4322021,1,2,47,4322,2,1,1,1,3,126,1469,2385
432202102,432202,4322021,3,2,25,4322,2,1,2,1,3,126,1469,2385
432307101,432307,4323071,1,2,29,4323,7,1,1,4,3,57,837,4691
432307102,432307,4323071,3,2,10,4323,7,1,2,4,3,57,837,4691
432307103,432307,4323071,3,2,8,4323,7,1,3,4,3,57,837,4691
432404101,432404,4324041,1,2,84,4324,4,1,1,2,5,169,2006,987
432404102,432404,4324041,4,1,23,4324,4,1,2,2,5,169,2006,987
432404103,432404,4324041,5,2,22,4324,4,1,3,2,5,169,2006,987
432404104,432404,4324041,3,2,63,4324,4,1,4,2,5,169,2006,987
432517101,432517,4325171,1,2,76,4325,17,1,1,3,6,19,221,728
432517102,432517,4325171,3,2,30,4325,17,1,2,3,6,19,221,728
432517103,432517,4325171,4,2,14,4325,17,1,3,3,6,19,221,728
432517104,432517,4325171,4,2,13,4325,17,1,4,3,6,19,221,728
432517105,432517,4325171,4,1,8,4325,17,1,5,3,6,19,221,728
432517106,432517,4325171,4,2,1,4325,17,1,6,3,6,19,221,728
432517107,432517,4325171,4,1,17,4325,17,1,7,3,6,19,221,728
432605101,432605,4326051,1,2,48,4326,5,1,1,1,4,49,610,4363
432702101,432702,4327021,1,1,64,4327,2,1,1,1,6,40,463,4100
432702102,432702,4327021,2,2,47,4327,2,1,2,1,6,40,463,4100
432801101,432801,4328011,1,2,22,4328,1,1,1,1,5,98,1200,820
432801102,432801,4328011,5,1,32,4328,1,1,2,1,5,98,1200,820
432903101,432903,4329031,1,1,60,4329,3,1,1,1,1,17,193,653
432903102,432903,4329031,3,2,21,4329,3,1,2,1,1,17,193,653
433003101,433003,4330031,1,1,33,4330,3,1,1,1,5,120,1425,5082
433003102,433003,4330031,5,2,63,4330,3,1,2,1,5,120,1425,5082
433003103,433003,4330031,3,2,13,4330,3,1,3,1,5,120,1425,5082
433101101,433101,4331011,1,1,35,4331,1,1,1,1,4,49,646,3384
433101102,433101,4331011,2,2,36,4331,1,1,2,1,4,49,646,3384
433101103,433101,4331011,3,2,12,4331,1,1,3,1,4,49,646,3384
433204101,433204,4332041,1,1,57,4332,4,1,1,1,1,45,523,3117
433314101,433314,4333141,1,1,39,4333,14,1,1,4,6,39,454,3356
433314102,433314,4333141,2,2,24,4333,14,1,2,4,6,39,454,3356
433404101,433404,4334041,1,1,65,4334,4,1,1,1,5,121,1443,3700
433503101,433503,4335031,1,1,40,4335,3,1,1,1,1,150,1757,2485
433503102,433503,4335031,2,2,34,4335,3,1,2,1,1,150,1757,2485
433503103,433503,4335031,3,2,2,4335,3,1,3,1,1,150,1757,2485
433614101,433614,4336141,1,1,43,4336,14,1,1,4,1,52,769,1449
433614102,433614,4336141,2,2,39,4336,14,1,2,4,1,52,769,1449
433614103,433614,4336141,3,1,12,4336,14,1,3,4,1,52,769,1449
433614104,433614,4336141,3,2,10,4336,14,1,4,4,1,52,769,1449
433707101,433707,4337071,1,2,48,4337,7,1,1,4,1,8,63,1922
433707102,433707,4337071,3,1,22,4337,7,1,2,4,1,8,63,1922
433707103,433707,4337071,3,2,26,4337,7,1,3,4,1,8,63,1922
433818101,433818,4338181,1,1,75,4338,18,1,1,4,6,154,1816,2554
433901101,433901,4339011,1,1,30,4339,1,1,1,1,2,29,304,1625
433901102,433901,4339011,2,2,32,4339,1,1,2,1,2,29,304,1625
433901103,433901,4339011,3,1,6,4339,1,1,3,1,2,29,304,1625
433901104,433901,4339011,3,1,0,4339,1,1,4,1,2,29,304,1625
434004101,434004,4340041,1,1,49,4340,4,1,1,1,3,127,1494,1700
434004102,434004,4340041,2,2,49,4340,4,1,2,1,3,127,1494,1700
434004103,434004,4340041,5,1,50,4340,4,1,3,1,3,127,1494,1700
434004104,434004,4340041,3,2,29,4340,4,1,4,1,3,127,1494,1700
434004105,434004,4340041,3,2,28,4340,4,1,5,1,3,127,1494,1700
434004106,434004,4340041,3,1,26,4340,4,1,6,1,3,127,1494,1700
434004107,434004,4340041,4,2,10,4340,4,1,7,1,3,127,1494,1700
434004108,434004,4340041,4,1,5,4340,4,1,8,1,3,127,1494,1700
434004109,434004,4340041,4,2,1,4340,4,1,9,1,3,127,1494,1700
434004110,434004,4340041,6,1,34,4340,4,1,10,1,3,127,1494,1700
434004111,434004,4340041,6,1,38,4340,4,1,11,1,3,127,1494,1700
434102101,434102,4341021,1,2,33,4341,2,1,1,1,1,9,85,2808
434102102,434102,4341021,3,2,15,4341,2,1,2,1,1,9,85,2808
434102103,434102,4341021,3,1,11,4341,2,1,3,1,1,9,85,2808
434214101,434214,4342141,1,1,59,4342,14,1,1,4,3,57,837,4691
434214102,434214,4342141,2,2,50,4342,14,1,2,4,3,57,837,4691
434214103,434214,4342141,3,2,17,4342,14,1,3,4,3,57,837,4691
434214104,434214,4342141,3,2,11,4342,14,1,4,4,3,57,837,4691
434304101,434304,4343041,1,1,47,4343,4,1,1,1,1,10,112,2852
434304102,434304,4343041,2,2,37,4343,4,1,2,1,1,10,112,2852
434304103,434304,4343041,3,1,21,4343,4,1,3,1,1,10,112,2852
434304104,434304,4343041,3,1,18,4343,4,1,4,1,1,10,112,2852
434304105,434304,4343041,5,1,24,4343,4,1,5,1,1,10,112,2852
434419101,434419,4344191,1,1,27,4344,19,1,1,3,6,20,222,977
434419102,434419,4344191,2,2,25,4344,19,1,2,3,6,20,222,977
434419103,434419,4344191,5,1,21,4344,19,1,3,3,6,20,222,977
434419104,434419,4344191,3,2,4,4344,19,1,4,3,6,20,222,977
434419105,434419,4344191,3,1,3,4344,19,1,5,3,6,20,222,977
434501101,434501,4345011,1,1,59,4345,1,1,1,4,6,39,455,3338
434501102,434501,4345011,2,2,53,4345,1,1,2,4,6,39,455,3338
434501103,434501,4345011,3,2,20,4345,1,1,3,4,6,39,455,3338
434501104,434501,4345011,3,1,20,4345,1,1,4,4,6,39,455,3338
434607101,434607,4346071,1,1,52,4346,7,1,1,3,6,153,1808,2893
434607102,434607,4346071,2,2,40,4346,7,1,2,3,6,153,1808,2893
434607103,434607,4346071,3,1,18,4346,7,1,3,3,6,153,1808,2893
434702101,434702,4347021,1,2,52,4347,2,1,1,1,1,45,528,3033
434702102,434702,4347021,3,1,22,4347,2,1,2,1,1,45,528,3033
434804101,434804,4348041,1,2,83,4348,4,1,1,3,3,32,391,636
434905101,434905,4349051,1,2,73,4349,5,1,1,1,2,139,1624,1383
434905102,434905,4349051,3,1,43,4349,5,1,2,1,2,139,1624,1383
435005101,435005,4350051,1,1,58,4350,5,1,1,1,1,150,1756,2507
435005102,435005,4350051,2,2,50,4350,5,1,2,1,1,150,1756,2507
435005103,435005,4350051,3,2,26,4350,5,1,3,1,1,150,1756,2507
435005104,435005,4350051,4,1,4,4350,5,1,4,1,1,150,1756,2507
435109101,435109,4351091,1,2,46,4351,9,1,1,4,5,70,931,3702
435109102,435109,4351091,2,1,58,4351,9,1,2,4,5,70,931,3702
435215101,435215,4352151,1,2,50,4352,15,1,1,3,5,67,919,1831
435215102,435215,4352151,3,2,18,4352,15,1,2,3,5,67,919,1831
435308101,435308,4353081,1,1,57,4353,8,1,1,3,3,75,964,4181
435308102,435308,4353081,2,1,65,4353,8,1,2,3,3,75,964,4181
435416101,435416,4354161,1,1,65,4354,16,1,1,4,1,143,1678,2442
435416102,435416,4354161,2,2,63,4354,16,1,2,4,1,143,1678,2442
435416103,435416,4354161,3,1,38,4354,16,1,3,4,1,143,1678,2442
435416104,435416,4354161,4,2,23,4354,16,1,4,4,1,143,1678,2442
435416105,435416,4354161,5,2,1,4354,16,1,5,4,1,143,1678,2442
435511101,435511,4355111,1,1,38,4355,11,1,1,2,2,159,1843,2250
435511102,435511,4355111,2,2,36,4355,11,1,2,2,2,159,1843,2250
435603101,435603,4356031,1,2,38,4356,3,1,1,1,6,133,1569,1256
435703101,435703,4357031,1,1,70,4357,3,1,1,1,4,49,640,3566
435703102,435703,4357031,2,2,70,4357,3,1,2,1,4,49,640,3566
435703103,435703,4357031,3,1,41,4357,3,1,3,1,4,49,640,3566
435703104,435703,4357031,5,2,35,4357,3,1,4,1,4,49,640,3566
435703105,435703,4357031,3,2,35,4357,3,1,5,1,4,49,640,3566
435801101,435801,4358011,1,1,65,4358,1,1,1,4,5,169,1984,1177
435801102,435801,4358011,2,2,63,4358,1,1,2,4,5,169,1984,1177
435909101,435909,4359091,1,1,33,4359,9,1,1,3,1,141,1673,2831
435909102,435909,4359091,2,2,25,4359,9,1,2,3,1,141,1673,2831
435909103,435909,4359091,3,1,5,4359,9,1,3,3,1,141,1673,2831
436004101,436004,4360041,1,2,74,4360,4,1,1,1,3,189,2155,1378
436004102,436004,4360041,3,2,47,4360,4,1,2,1,3,189,2155,1378
436004103,436004,4360041,5,1,98,4360,4,1,3,1,3,189,2155,1378
436004104,436004,4360041,4,1,16,4360,4,1,4,1,3,189,2155,1378
436004105,436004,4360041,4,2,13,4360,4,1,5,1,3,189,2155,1378
436102101,436102,4361021,1,1,48,4361,2,1,1,1,4,49,650,3248
436102102,436102,4361021,2,2,48,4361,2,1,2,1,4,49,650,3248
436102103,436102,4361021,3,2,26,4361,2,1,3,1,4,49,650,3248
436201101,436201,4362011,1,1,74,4362,1,1,1,1,6,156,1830,1676
436201102,436201,4362011,2,2,70,4362,1,1,2,1,6,156,1830,1676
436201103,436201,4362011,6,2,40,4362,1,1,3,1,6,156,1830,1676
436201104,436201,4362011,3,1,46,4362,1,1,4,1,6,156,1830,1676
436201105,436201,4362011,4,1,23,4362,1,1,5,1,6,156,1830,1676
436201106,436201,4362011,6,2,93,4362,1,1,6,1,6,156,1830,1676
436201107,436201,4362011,4,1,10,4362,1,1,7,1,6,156,1830,1676
436316101,436316,4363161,1,1,53,4363,16,1,1,3,6,153,1808,2893
436316102,436316,4363161,2,2,52,4363,16,1,2,3,6,153,1808,2893
436316103,436316,4363161,3,1,24,4363,16,1,3,3,6,153,1808,2893
436316104,436316,4363161,3,1,13,4363,16,1,4,3,6,153,1808,2893
436405101,436405,4364051,1,1,66,4364,5,1,1,1,3,59,866,5308
436505101,436505,4365051,1,1,75,4365,5,1,1,1,6,184,2134,2491
436505102,436505,4365051,2,2,72,4365,5,1,2,1,6,184,2134,2491
436604101,436604,4366041,1,1,43,4366,4,1,1,1,5,74,957,2792
436604102,436604,4366041,3,1,20,4366,4,1,2,1,5,74,957,2792
436604103,436604,4366041,3,2,14,4366,4,1,3,1,5,74,957,2792
436703101,436703,4367031,1,1,35,4367,3,1,1,1,3,93,1138,4351
436703102,436703,4367031,2,2,30,4367,3,1,2,1,3,93,1138,4351
436802101,436802,4368021,1,1,74,4368,2,1,1,3,3,75,964,4181
436802102,436802,4368021,2,2,67,4368,2,1,2,3,3,75,964,4181
436802103,436802,4368021,3,2,51,4368,2,1,3,3,3,75,964,4181
436913101,436913,4369131,1,1,29,4369,13,1,1,2,2,105,1251,2799
436913102,436913,4369131,2,2,27,4369,13,1,2,2,2,105,1251,2799
436913103,436913,4369131,3,2,7,4369,13,1,3,2,2,105,1251,2799
436913104,436913,4369131,3,2,2,4369,13,1,4,2,2,105,1251,2799
437013101,437013,4370131,1,1,43,4370,13,1,1,2,5,166,1972,586
437013102,437013,4370131,2,2,41,4370,13,1,2,2,5,166,1972,586
437013103,437013,4370131,3,1,16,4370,13,1,3,2,5,166,1972,586
437013104,437013,4370131,3,2,14,4370,13,1,4,2,5,166,1972,586
437102101,437102,4371021,1,2,42,4371,2,1,1,3,5,67,919,1831
437102102,437102,4371021,3,1,12,4371,2,1,2,3,5,67,919,1831
437204101,437204,4372041,1,2,35,4372,4,1,1,4,6,111,1381,3504
437204102,437204,4372041,3,1,15,4372,4,1,2,4,6,111,1381,3504
437204103,437204,4372041,3,2,11,4372,4,1,3,4,6,111,1381,3504
437204104,437204,4372041,3,1,4,4372,4,1,4,4,6,111,1381,3504
437311101,437311,4373111,1,2,21,4373,11,1,1,2,1,42,480,3631
437311102,437311,4373111,3,2,1,4373,11,1,2,2,1,42,480,3631
437401101,437401,4374011,1,1,40,4374,1,1,1,1,6,132,1547,1533
437401102,437401,4374011,2,2,33,4374,1,1,2,1,6,132,1547,1533
437401103,437401,4374011,3,2,4,4374,1,1,3,1,6,132,1547,1533
437501101,437501,4375011,1,2,39,4375,1,1,1,1,3,78,980,9014
437501102,437501,4375011,5,2,37,4375,1,1,2,1,3,78,980,9014
437612101,437612,4376121,1,1,45,4376,12,1,1,4,1,14,149,796
437612102,437612,4376121,2,2,46,4376,12,1,2,4,1,14,149,796
437702101,437702,4377021,1,1,35,4377,2,1,1,1,2,163,1925,1824
437702102,437702,4377021,5,2,30,4377,2,1,2,1,2,163,1925,1824
437803101,437803,4378031,1,1,66,4378,3,1,1,1,2,162,1871,1732
437803102,437803,4378031,2,2,50,4378,3,1,2,1,2,162,1871,1732
437803103,437803,4378031,3,1,22,4378,3,1,3,1,2,162,1871,1732
437905101,437905,4379051,1,2,69,4379,5,1,1,1,5,97,1175,1472
437905102,437905,4379051,5,1,61,4379,5,1,2,1,5,97,1175,1472
437905103,437905,4379051,5,2,26,4379,5,1,3,1,5,97,1175,1472
438002101,438002,4380021,1,1,63,4380,2,1,1,1,2,106,1279,3185
438002201,438002,4380022,1,1,21,4380,2,2,1,1,2,106,1279,3185
438002202,438002,4380022,2,2,35,4380,2,2,2,1,2,106,1279,3185
438104101,438104,4381041,1,2,82,4381,4,1,1,1,1,54,816,1239
438218101,438218,4382181,1,1,29,4382,18,1,1,2,1,42,480,3631
438218102,438218,4382181,2,2,21,4382,18,1,2,2,1,42,480,3631
438218103,438218,4382181,6,1,22,4382,18,1,3,2,1,42,480,3631
438218104,438218,4382181,6,2,18,4382,18,1,4,2,1,42,480,3631
438218105,438218,4382181,6,1,23,4382,18,1,5,2,1,42,480,3631
438218106,438218,4382181,6,1,15,4382,18,1,6,2,1,42,480,3631
438218107,438218,4382181,3,1,3,4382,18,1,7,2,1,42,480,3631
438218108,438218,4382181,6,2,1,4382,18,1,8,2,1,42,480,3631
438302101,438302,4383021,1,1,50,4383,2,1,1,1,2,106,1270,3319
438302102,438302,4383021,2,2,49,4383,2,1,2,1,2,106,1270,3319
438302103,438302,4383021,3,1,26,4383,2,1,3,1,2,106,1270,3319
438302104,438302,4383021,3,1,19,4383,2,1,4,1,2,106,1270,3319
438403101,438403,4384031,1,2,44,4384,3,1,1,3,3,2,5,1680
438517101,438517,4385171,1,1,33,4385,17,1,1,4,5,167,1975,636
438517102,438517,4385171,2,2,33,4385,17,1,2,4,5,167,1975,636
438517103,438517,4385171,3,2,14,4385,17,1,3,4,5,167,1975,636
438517104,438517,4385171,3,2,4,4385,17,1,4,4,5,167,1975,636
438605101,438605,4386051,1,2,66,4386,5,1,1,1,3,103,1231,1105
438705101,438705,4387051,1,1,37,4387,5,1,1,1,3,189,2162,1154
438705102,438705,4387051,2,2,37,4387,5,1,2,1,3,189,2162,1154
438705103,438705,4387051,3,2,17,4387,5,1,3,1,3,189,2162,1154
438705104,438705,4387051,3,2,17,4387,5,1,4,1,3,189,2162,1154
438804101,438804,4388041,1,1,57,4388,4,1,1,1,4,50,760,1073
438804102,438804,4388041,2,2,55,4388,4,1,2,1,4,50,760,1073
438804103,438804,4388041,3,1,24,4388,4,1,3,1,4,50,760,1073
438804104,438804,4388041,3,2,22,4388,4,1,4,1,4,50,760,1073
438911101,438911,4389111,1,1,53,4389,11,1,1,4,1,52,771,1323
438911102,438911,4389111,2,2,44,4389,11,1,2,4,1,52,771,1323
438911103,438911,4389111,3,1,15,4389,11,1,3,4,1,52,771,1323
438911104,438911,4389111,3,2,15,4389,11,1,4,4,1,52,771,1323
438911105,438911,4389111,3,2,8,4389,11,1,5,4,1,52,771,1323
438911106,438911,4389111,3,1,12,4389,11,1,6,4,1,52,771,1323
438911107,438911,4389111,3,1,6,4389,11,1,7,4,1,52,771,1323
439019101,439019,4390191,1,1,47,4390,19,1,1,2,2,105,1252,2794
439019102,439019,4390191,2,2,48,4390,19,1,2,2,2,105,1252,2794
439019103,439019,4390191,3,1,23,4390,19,1,3,2,2,105,1252,2794
439019104,439019,4390191,3,2,22,4390,19,1,4,2,2,105,1252,2794
439019105,439019,4390191,3,1,20,4390,19,1,5,2,2,105,1252,2794
439120101,439120,4391201,1,2,52,4391,20,1,1,4,3,101,1218,1072
439203101,439203,4392031,1,1,54,4392,3,1,1,2,2,159,1843,2250
439203102,439203,4392031,2,2,54,4392,3,1,2,2,2,159,1843,2250
439203103,439203,4392031,3,2,21,4392,3,1,3,2,2,159,1843,2250
439309101,439309,4393091,1,1,41,4393,9,1,1,4,6,130,1516,1778
439309102,439309,4393091,2,2,36,4393,9,1,2,4,6,130,1516,1778
439309103,439309,4393091,3,1,8,4393,9,1,3,4,6,130,1516,1778
439414101,439414,4394141,1,2,32,4394,14,1,1,4,1,43,482,3070
439414102,439414,4394141,3,1,12,4394,14,1,2,4,1,43,482,3070
439414103,439414,4394141,3,1,8,4394,14,1,3,4,1,43,482,3070
439414104,439414,4394141,3,2,0,4394,14,1,4,4,1,43,482,3070
439503101,439503,4395031,1,1,47,4395,3,1,1,1,1,17,185,724
439503102,439503,4395031,2,2,34,4395,3,1,2,1,1,17,185,724
439601101,439601,4396011,1,1,48,4396,1,1,1,1,2,139,1642,1223
439601102,439601,4396011,2,2,42,4396,1,1,2,1,2,139,1642,1223
439601103,439601,4396011,3,2,18,4396,1,1,3,1,2,139,1642,1223
439601104,439601,4396011,3,2,15,4396,1,1,4,1,2,139,1642,1223
439707101,439707,4397071,1,2,32,4397,7,1,1,2,6,179,2090,1761
439707102,439707,4397071,3,1,10,4397,7,1,2,2,6,179,2090,1761
439707103,439707,4397071,3,2,8,4397,7,1,3,2,6,179,2090,1761
439801101,439801,4398011,1,2,71,4398,1,1,1,1,5,120,1422,5722
439801102,439801,4398011,3,1,50,4398,1,1,2,1,5,120,1422,5722
439801103,439801,4398011,3,2,48,4398,1,1,3,1,5,120,1422,5722
439801104,439801,4398011,3,1,40,4398,1,1,4,1,5,120,1422,5722
439801105,439801,4398011,4,2,16,4398,1,1,5,1,5,120,1422,5722
439801106,439801,4398011,4,1,14,4398,1,1,6,1,5,120,1422,5722
439904101,439904,4399041,1,1,65,4399,4,1,1,1,6,132,1556,1226
439904102,439904,4399041,2,2,59,4399,4,1,2,1,6,132,1556,1226
439904103,439904,4399041,3,2,26,4399,4,1,3,1,6,132,1556,1226
439904104,439904,4399041,3,1,23,4399,4,1,4,1,6,132,1556,1226
439904105,439904,4399041,4,1,6,4399,4,1,5,1,6,132,1556,1226
440001101,440001,4400011,1,1,38,4400,1,1,1,1,1,44,497,2889
440001102,440001,4400011,2,2,36,4400,1,1,2,1,1,44,497,2889
440001103,440001,4400011,3,2,18,4400,1,1,3,1,1,44,497,2889
440001104,440001,4400011,3,2,7,4400,1,1,4,1,1,44,497,2889
440001105,440001,4400011,3,1,8,4400,1,1,5,1,1,44,497,2889
440101101,440101,4401011,1,1,74,4401,1,1,1,2,2,29,308,1602
440101102,440101,4401011,2,2,66,4401,1,1,2,2,2,29,308,1602
440210101,440210,4402101,1,2,53,4402,10,1,1,3,6,110,1376,4727
440304101,440304,4403041,1,1,66,4403,4,1,1,1,2,106,1281,3171
440304102,440304,4403041,2,2,60,4403,4,1,2,1,2,106,1281,3171
440304103,440304,4403041,3,1,42,4403,4,1,3,1,2,106,1281,3171
440415101,440415,4404151,1,1,38,4404,15,1,1,3,1,51,766,1365
440507101,440507,4405071,1,2,50,4405,7,1,1,2,5,172,2035,8923
440507102,440507,4405071,5,1,87,4405,7,1,2,2,5,172,2035,8923
440507103,440507,4405071,3,1,19,4405,7,1,3,2,5,172,2035,8923
440604101,440604,4406041,1,2,47,4406,4,1,1,1,3,6,53,1292
440604102,440604,4406041,3,2,19,4406,4,1,2,1,3,6,53,1292
440604103,440604,4406041,3,1,16,4406,4,1,3,1,3,6,53,1292
440604104,440604,4406041,3,2,13,4406,4,1,4,1,3,6,53,1292
440706101,440706,4407061,1,2,58,4407,6,1,1,2,5,166,1972,586
440804101,440804,4408041,1,1,23,4408,4,1,1,1,3,128,1511,1952
440902101,440902,4409021,1,1,63,4409,2,1,1,1,1,11,128,3011
440902102,440902,4409021,2,2,53,4409,2,1,2,1,1,11,128,3011
440902103,440902,4409021,3,2,30,4409,2,1,3,1,1,11,128,3011
440902104,440902,4409021,3,1,22,4409,2,1,4,1,1,11,128,3011
441004101,441004,4410041,1,1,51,4410,4,1,1,1,2,163,1929,1777
441004102,441004,4410041,2,2,44,4410,4,1,2,1,2,163,1929,1777
441004103,441004,4410041,3,1,8,4410,4,1,3,1,2,163,1929,1777
441004104,441004,4410041,3,1,16,4410,4,1,4,1,2,163,1929,1777
441101101,441101,4411011,1,2,51,4411,1,1,1,1,4,49,673,1454
441101102,441101,4411011,3,1,25,4411,1,1,2,1,4,49,673,1454
441101103,441101,4411011,5,1,42,4411,1,1,3,1,4,49,673,1454
441101104,441101,4411011,5,2,40,4411,1,1,4,1,4,49,673,1454
441101105,441101,4411011,3,1,13,4411,1,1,5,1,4,49,673,1454
441101106,441101,4411011,3,2,15,4411,1,1,6,1,4,49,673,1454
441101107,441101,4411011,5,1,5,4411,1,1,7,1,4,49,673,1454
441202101,441202,4412021,1,2,81,4412,2,1,1,1,4,50,731,2977
441202102,441202,4412021,3,1,59,4412,2,1,2,1,4,50,731,2977
441202103,441202,4412021,5,1,75,4412,2,1,3,1,4,50,731,2977
441305101,441305,4413051,1,1,66,4413,5,1,1,1,1,151,1765,2599
441305102,441305,4413051,2,2,67,4413,5,1,2,1,1,151,1765,2599
441305103,441305,4413051,3,1,37,4413,5,1,3,1,1,151,1765,2599
441404101,441404,4414041,1,1,80,4414,4,1,1,1,4,49,645,3421
441404102,441404,4414041,3,2,49,4414,4,1,2,1,4,49,645,3421
441404103,441404,4414041,4,2,9,4414,4,1,3,1,4,49,645,3421
441505101,441505,4415051,1,1,40,4415,5,1,1,1,3,126,1471,2195
441505102,441505,4415051,2,2,37,4415,5,1,2,1,3,126,1471,2195
441505103,441505,4415051,3,1,17,4415,5,1,3,1,3,126,1471,2195
441505104,441505,4415051,3,1,15,4415,5,1,4,1,3,126,1471,2195
