"UPM","VIV_SEL","HOGAR","N_REN","EDAD","SEXO","REGION","TLOC","EST_DIS","UPM_DIS","FAC_PER","GRA","NIV","P3_1","P3_12","P3_2","P3_3","P3_5","P4_1","P4_4_1","P4_4_2","P4_4_3","P4_4_4","P4_4_5","P4_4_6","P4_4_7","P4_5","P4_7","P4_8_1","P4_8_2","P4_8_3","P4_8_4","P4_9_1","P4_9_2","P4_9_3","P5_1_1","P5_1_2","P5_1_3","P5_1_4","P5_1_5","P5_1_6","P5_29","P5_3","P5_4","P6_18","P6_1_1","P6_1_2","P6_1_3","P6_1_4","P6_1_5","P6_3","P10_1","P10_13","P10_8","P11_1_1","P11_1_2","P11_1_3","P11_2_1","P11_2_2","P11_2_3","P11_2_4","P11_2_9","P12_1","P12_2","P12_3","P12_4","P13_1","P13_2_1","P13_2_2","P13_2_3","P13_2_4","P7_1_1","P7_1_2","P7_1_3","P7_1_4","P7_1_5","P7_1_6","P7_1_7","P8_1","P9_1","P9_9_1","P9_9_2","P9_9_3","P9_9_4","P9_9_5","P1_1","P1_2"
"500199","4","1","5","45","2","2","1","26","225","7109","3","3","2","2","1","4","1","1","1","1","1","2","2","2","2","1","2","1","1","3","1","1","1","2","2","2","2","2","2","2","2","1","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","9","9","3","2","2","2","2","2","1","1","9","9","1","9","1","2","2","9","2","2","1","2","6","1"
"500199","5","1","1","52","1","2","1","26","225","3129","3","6","1","1","5","0","8","1","1","2","2","1","2","2","2","1","2","1","1","2","1","1","1","2","2","2","2","2","2","2","1","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","0","0","1","0","0","1","1","1","3","2","2","1","2","2","1","1","9","9","1","1","1","1","2","2","2","1","2","2","2","1"
"500201","1","1","1","64","1","2","1","27","226","2487","3","2","1","1","5","1","1","2","2","2","1","1","2","2","2","1","2","1","2","2","2","1","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","1","1","1","2","2","2","2","1","0","0","0","0","1","2","9","3","2","1","2","2","2","1","1","9","9","7","9","1","9","1","1","9","1","1","2","2","1"
"500201","2","1","1","48","1","2","1","27","226","1273","2","3","1","1","3","0","1","2","1","2","2","2","2","2","2","1","2","1","1","1","3","1","1","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","9","9","3","1","1","1","1","2","1","1","9","1","1","1","1","2","1","2","1","1","2","1","1","1"
"500201","3","1","1","54","1","2","1","27","226","2487","3","6","1","2","5","5","1","2","2","2","1","1","2","1","2","2","2","1","1","3","2","1","1","1","2","2","2","2","2","2","2","2","1","3","2","2","2","2","2","2","2","1","1","2","2","2","1","0","0","0","0","1","2","2","3","3","2","2","2","2","2","2","9","9","1","1","9","2","1","1","1","1","1","2","6","1"
"500201","4","1","1","39","1","2","1","27","226","3108","3","6","1","1","1","3","1","2","1","2","1","1","2","1","2","1","2","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","2","1","2","2","1","1","9","9","1","1","9","2","1","1","1","1","1","2","4","1"
"500201","5","1","2","42","2","2","1","27","226","2260","4","8","2","1","5","0","5","2","2","2","2","1","2","1","2","1","2","1","1","3","1","1","1","1","2","2","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","9","9","2","1","0","0","0","0","1","1","1","3","2","1","1","2","2","1","1","9","9","1","1","9","2","1","2","1","1","1","2","5","1"
"500296","1","1","1","37","2","2","1","27","227","2572","1","3","1","1","1","1","1","1","2","2","1","2","2","2","2","2","2","1","1","3","1","1","1","2","2","2","2","2","2","2","1","1","1","3","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","1","1","3","1","1","1","2","2","1","1","9","1","1","1","1","2","1","2","1","2","2","2","2","1"
"500296","2","1","1","48","1","2","1","27","227","2465","3","2","1","2","1","1","1","2","1","2","1","1","2","2","2","1","2","1","1","3","2","1","1","1","2","2","1","2","2","2","2","2","1","2","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","9","9","3","2","1","2","2","2","1","1","9","9","1","9","1","2","1","1","1","1","1","2","3","1"
"500296","3","1","2","54","1","2","1","27","227","4817","3","3","1","1","5","3","1","2","1","1","2","2","2","1","2","1","2","1","1","3","1","1","1","1","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","1","0","0","0","0","1","2","2","3","2","1","1","2","2","1","1","9","9","1","1","1","1","1","2","1","1","1","2","4","1"
"500296","4","1","2","64","2","2","1","27","227","2581","3","2","2","2","5","0","8","1","2","2","2","1","2","2","2","1","2","1","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","2","2","1","2","2","2","2","1","0","0","0","0","1","9","9","9","2","2","2","2","2","1","1","9","9","1","9","1","2","2","1","2","2","1","2","2","1"
"500296","5","1","1","43","2","2","1","27","227","2189","3","3","1","1","3","2","8","1","2","2","2","1","2","2","2","1","2","1","1","2","1","1","1","1","2","2","2","2","2","2","1","2","1","3","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","1","1","3","2","1","1","2","2","1","1","9","1","1","1","1","2","1","1","1","2","1","2","7","1"
"500322","2","1","1","39","2","2","1","26","228","4939","3","3","1","1","5","3","1","2","2","2","2","2","1","2","2","2","2","1","1","3","1","1","1","1","2","2","2","2","2","1","2","2","1","2","2","2","2","2","1","1","1","1","1","2","2","2","0","0","1","0","0","1","9","9","2","2","2","2","2","2","1","8","9","9","1","9","1","9","1","2","1","2","2","2","5","1"
"500322","3","1","1","35","1","2","1","26","228","3853","3","3","1","1","6","1","1","1","1","1","1","2","1","2","2","2","2","1","1","1","2","1","1","2","2","2","1","2","2","2","2","2","1","2","1","1","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","1","2","2","3","2","1","2","2","2","1","1","9","1","1","1","1","1","1","9","2","2","2","2","2","1"
"500322","4","1","2","35","2","2","1","26","228","3292","3","3","2","1","5","3","1","2","1","2","2","1","2","2","2","1","2","2","1","3","2","1","1","1","2","2","1","2","2","2","2","2","1","2","1","2","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","2","1","1","3","2","2","2","2","2","1","1","9","9","9","1","1","2","1","2","1","2","1","2","5","1"
"500322","5","1","1","34","1","2","1","26","228","3853","3","3","1","1","5","4","1","2","2","1","1","1","2","1","2","1","2","2","1","2","3","1","1","2","2","2","2","2","2","2","2","2","1","2","2","2","2","2","2","2","2","1","1","2","2","2","0","0","0","0","1","1","1","1","3","2","1","2","2","2","2","2","9","9","1","9","9","2","1","9","1","1","2","2","5","1"
"500572","1","1","2","43","2","2","1","27","229","2187","3","4","2","2","5","3","1","2","2","1","2","1","2","2","2","1","2","1","2","2","3","1","1","2","2","1","2","1","2","1","1","2","1","2","1","2","2","1","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","1","1","1","2","2","1","1","9","9","1","1","1","2","1","1","1","2","1","2","5","1"
"500572","2","1","1","68","2","2","1","27","229","2579","3","4","1","1","4","0","5","1","2","2","1","2","1","1","2","1","2","1","2","2","2","1","1","1","2","2","2","2","2","1","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","1","1","1","3","1","1","2","2","2","1","2","9","1","1","1","1","1","2","2","1","9","2","2","2","1"
"500572","3","1","2","33","2","2","1","27","229","2570","4","8","2","1","5","0","1","1","2","1","1","1","1","2","2","1","1","2","1","2","1","1","1","1","2","1","1","2","1","1","2","2","1","3","2","2","2","2","2","2","1","1","1","2","2","2","1","1","0","0","0","1","2","2","3","2","2","2","2","2","2","2","9","9","9","1","1","1","1","1","1","1","1","2","5","1"
"500572","4","1","2","46","2","2","1","27","229","3281","3","7","2","1","5","0","1","1","2","1","1","2","1","1","2","2","2","1","1","2","2","1","1","1","2","1","1","1","1","2","2","1","1","1","1","2","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","9","3","3","3","2","1","1","2","2","1","2","1","1","1","1","1","1","1","2","9","1","1","2","5","1"
"500572","5","1","2","35","2","2","1","27","229","2570","3","3","2","1","5","0","1","1","2","2","1","1","1","1","2","1","2","2","1","2","1","1","1","2","2","2","1","1","1","2","2","1","2","2","2","1","1","1","2","1","1","1","1","2","2","2","1","0","0","0","0","1","1","1","3","2","2","2","2","2","1","1","9","1","1","1","1","2","1","2","1","1","1","2","4","1"
"500625","1","1","1","52","1","2","1","27","230","4927","3","8","1","1","5","3","1","1","2","1","2","1","2","1","2","1","2","1","1","3","3","1","1","2","2","2","2","2","2","2","1","2","1","2","2","2","1","2","2","2","1","1","1","2","2","2","1","0","0","0","0","1","1","1","3","2","1","1","2","2","1","1","9","9","1","1","9","1","1","1","1","1","1","2","5","1"
"500625","2","1","1","68","2","2","1","27","230","3959","3","9","1","1","5","0","1","1","1","1","1","2","2","2","2","1","2","1","1","2","1","1","1","1","2","1","2","2","1","2","1","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","1","2","1","3","1","1","1","2","2","2","2","1","2","1","1","9","1","2","2","1","1","2","2","5","1"
"500625","3","1","2","29","2","2","1","27","230","4348","5","8","2","1","5","4","1","2","1","2","2","2","2","2","2","1","1","1","1","3","1","1","1","1","2","1","2","2","2","2","2","1","1","3","2","2","2","2","2","2","1","1","1","2","2","2","1","1","0","0","0","1","1","1","3","2","1","1","1","2","2","2","2","2","2","2","9","1","1","2","1","2","2","2","6","1"
"500625","4","1","2","54","2","2","1","27","230","2599","4","8","2","1","5","0","1","2","2","2","2","2","1","2","2","1","2","1","1","3","1","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","1","2","1","2","2","2","0","0","0","0","1","1","3","9","3","2","1","1","1","2","1","1","9","9","9","9","9","2","9","2","1","2","2","1","2","1"
"500628","1","1","2","37","2","2","1","28","231","2761","4","8","2","1","5","4","1","2","2","1","1","1","1","1","2","2","2","2","2","2","2","1","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","1","2","1","2","2","2","2","1","0","0","0","0","1","1","1","9","2","1","1","1","2","1","1","9","9","1","1","9","1","1","2","1","2","2","2","5","1"
"500628","4","1","1","50","1","2","1","28","231","5171","5","8","1","1","5","4","1","1","1","2","2","2","2","2","2","1","2","1","1","3","1","1","1","1","2","1","2","2","2","2","1","1","1","2","2","2","2","2","2","1","1","1","2","2","2","2","0","0","0","1","0","1","2","1","3","2","2","1","2","2","1","1","9","1","1","1","1","1","1","1","1","2","1","2","5","1"
"500628","5","1","4","34","2","2","1","28","231","2761","4","8","2","1","5","2","1","2","1","1","1","1","1","1","2","2","1","2","1","2","2","1","1","1","2","2","2","2","1","2","2","2","1","1","2","2","2","2","2","1","1","1","1","2","2","2","0","0","1","0","0","1","2","2","3","2","1","1","2","2","2","2","9","1","4","1","9","1","1","2","1","1","1","2","4","1"
"500666","1","1","3","18","2","2","1","26","232","4886","2","6","3","1","6","0","8","2","1","2","1","1","2","1","2","1","2","1","3","1","2","2","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","1","2","2","2","2","0","0","0","0","1","1","3","1","2","1","2","2","2","2","1","1","9","9","9","9","1","2","2","1","1","1","1","2","3","1"
"500666","2","1","1","61","1","2","1","26","232","2768","3","2","1","1","5","1","1","1","1","2","1","1","2","2","2","1","2","1","1","2","1","1","1","2","2","1","2","2","1","2","1","1","1","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","9","1","1","1","1","2","1","2","1","1","2","2","2","1"
"500666","3","1","2","18","1","2","1","26","232","3793","1","8","3","1","6","0","4","1","1","2","1","1","2","1","2","1","2","2","2","3","1","1","1","1","1","2","2","2","2","1","2","2","2","2","2","1","2","2","2","1","2","1","1","2","2","2","0","0","0","0","1","1","2","2","3","2","2","2","2","2","1","1","9","1","2","1","1","2","2","2","1","1","1","2","3","1"
"500666","5","1","2","64","2","2","1","26","232","2966","5","2","2","2","1","0","5","2","2","2","2","1","2","2","2","1","2","2","3","1","3","1","1","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","2","2","2","2","2","2","2","2","1","1","9","1","9","1","1","2","2","1","2","2","2","2","2","1"
"500669","1","1","1","34","1","2","1","26","233","3607","3","6","1","1","5","2","1","2","1","1","2","1","2","2","2","2","2","2","1","2","1","1","1","1","2","2","2","2","2","1","2","2","1","1","1","1","1","1","2","1","1","1","1","2","2","2","1","0","0","0","0","1","2","2","3","2","1","1","2","2","1","1","9","1","1","1","1","2","1","1","1","2","1","2","3","1"
"500669","2","1","2","23","2","2","1","26","233","3396","3","6","2","2","5","0","5","2","1","2","1","1","2","2","2","1","2","2","2","2","3","1","1","1","2","2","2","1","1","1","2","2","2","3","1","1","2","1","2","2","2","1","2","2","2","2","0","0","0","0","1","1","2","2","3","2","2","2","2","2","1","1","9","1","1","1","1","2","2","2","1","1","1","2","4","1"
"500669","3","1","2","21","2","2","1","26","233","3396","3","8","3","1","6","1","1","2","1","1","2","1","2","1","2","1","2","1","1","3","1","1","1","1","2","2","2","2","2","2","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2","2","0","0","0","0","1","1","1","1","3","2","2","2","2","2","1","3","1","9","1","1","1","2","2","2","1","2","2","2","2","1"
"500669","4","1","5","23","2","2","1","26","233","8491","3","6","3","1","1","0","1","2","1","2","1","1","2","2","2","2","2","2","1","2","3","2","1","2","2","2","1","2","2","2","2","1","1","3","1","1","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","2","2","2","1","1","1","9","1","9","1","1","1","1","1","2","2","2","5","1"
"500669","5","1","1","58","1","2","1","26","233","1443","0","0","1","2","2","0","1","2","1","2","2","1","2","2","2","1","2","1","1","3","2","1","1","9","2","2","2","2","2","1","2","2","2","3","2","2","2","1","2","2","2","1","2","2","2","2","0","0","0","0","1","1","9","9","9","1","2","2","2","2","1","1","9","9","1","9","9","2","2","9","2","2","2","1","1","1"
"500831","1","1","1","59","1","2","1","27","234","7385","3","8","1","1","5","4","1","2","1","2","1","1","2","2","2","2","2","1","1","2","1","1","1","2","2","2","2","2","2","1","2","1","1","1","2","2","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","1","3","3","3","2","1","1","1","2","1","1","9","1","1","1","9","1","1","2","2","2","1","2","6","1"
"500831","3","1","1","67","1","2","1","27","234","2462","3","3","1","1","5","1","6","2","1","2","1","1","2","2","2","1","2","1","1","2","3","1","1","2","2","2","2","2","2","2","1","2","1","2","2","2","2","2","2","1","2","2","1","2","2","2","0","1","0","0","0","1","2","1","3","2","1","1","2","2","1","1","9","9","1","1","1","1","2","2","1","1","9","2","2","1"
"500831","4","1","3","45","2","2","1","27","234","5592","2","6","5","1","1","1","1","1","1","2","1","1","1","2","2","1","1","1","1","1","1","1","1","2","2","2","1","1","2","1","1","1","1","1","2","1","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","1","1","1","3","2","2","1","2","2","1","1","9","9","1","1","1","1","1","1","1","1","1","2","9","1"
"500831","5","1","2","69","2","2","1","27","234","3956","1","6","2","2","5","0","5","1","2","2","2","1","2","2","2","1","2","1","1","1","1","1","1","1","2","2","2","2","2","2","2","1","2","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","3","3","2","1","2","2","2","1","1","9","9","1","1","1","2","2","1","2","2","1","2","6","1"
"500848","1","1","1","57","2","2","1","27","235","4998","3","6","1","1","4","1","1","1","2","1","1","2","2","2","2","1","2","1","1","2","1","2","1","1","1","1","2","2","1","2","2","2","2","2","2","2","2","2","2","1","1","1","1","2","2","2","0","0","1","0","0","1","2","2","3","2","1","1","1","2","2","2","9","1","1","1","1","2","1","2","1","1","2","2","6","1"
"500848","2","1","1","47","1","2","1","27","235","2424","3","3","1","1","5","1","1","2","1","2","1","2","2","2","1","1","2","2","1","2","3","1","1","1","1","2","2","2","2","1","1","1","1","1","2","2","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","1","2","9","3","3","1","2","2","2","1","2","9","9","1","1","1","2","1","2","1","2","2","2","2","1"
"500848","3","1","2","47","2","2","1","27","235","3229","3","4","2","2","5","1","5","2","1","2","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1","1","2","2","1","1","2","2","2","2","2","2","2","2","2","2","1","1","1","2","2","2","0","0","0","0","1","1","1","1","3","2","1","1","2","2","1","1","9","1","1","1","1","2","2","2","2","1","1","2","3","1"
"500848","4","1","2","45","2","2","1","27","235","3229","2","6","2","2","5","2","1","2","2","2","1","1","1","1","2","2","2","2","2","2","2","1","1","1","2","2","1","2","1","2","2","1","1","2","2","1","2","2","2","1","1","1","1","2","2","2","0","0","0","1","0","1","3","3","3","2","1","2","2","2","1","1","9","1","1","1","9","1","1","1","1","1","1","2","4","1"
"500848","5","1","2","36","2","2","1","27","235","2529","4","8","2","1","5","2","1","1","1","1","1","1","1","1","2","1","2","1","1","2","1","1","1","1","2","2","2","2","1","2","2","1","1","1","2","2","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","1","1","1","3","2","2","2","2","2","2","2","9","9","1","1","1","2","1","2","2","1","1","2","2","1"
"500860","1","1","1","45","1","2","1","28","236","3092","4","8","1","1","5","4","1","1","1","2","1","2","2","2","2","1","2","1","1","1","1","1","2","1","2","2","2","2","1","2","1","1","1","2","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","1","1","2","2","1","1","9","9","1","1","1","2","1","2","1","1","1","2","3","1"
"500860","2","1","1","40","1","2","1","28","236","4638","5","8","1","1","5","4","1","1","1","2","2","1","1","2","2","1","2","1","1","3","1","2","1","1","2","1","1","2","2","2","2","1","1","2","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","1","1","2","2","2","3","9","9","4","4","9","1","1","1","1","2","2","2","5","1"
"500860","3","1","2","48","2","2","1","28","236","2746","3","8","2","1","5","3","1","1","1","1","1","1","2","2","2","1","2","1","2","3","1","1","1","1","2","2","2","2","1","2","2","1","1","2","2","2","2","2","2","1","1","1","1","2","2","2","0","0","0","0","1","1","3","3","3","2","2","1","1","2","2","2","9","5","9","9","9","1","1","2","2","1","2","2","3","1"
"500860","4","1","3","18","1","2","1","28","236","6211","2","6","3","1","6","0","1","2","1","1","1","1","2","2","2","1","2","2","2","2","2","1","1","1","1","2","2","1","2","1","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","1","0","0","0","0","1","1","1","3","1","2","2","2","2","1","1","9","9","1","9","1","2","2","9","9","1","2","2","4","1"
"500890","1","1","2","36","2","2","1","27","237","2656","3","3","2","1","1","2","1","2","2","1","2","1","2","1","2","2","2","1","2","3","1","1","1","1","2","2","2","2","2","2","1","2","1","2","1","2","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","1","2","1","3","1","1","1","2","2","1","3","9","1","1","1","1","1","9","2","1","2","1","2","2","1"
"500890","2","1","1","42","1","2","1","27","237","5090","2","3","1","1","5","3","1","2","1","1","2","2","2","1","2","1","2","1","1","1","1","1","1","1","2","2","1","2","1","1","2","1","2","1","2","2","2","2","2","2","1","1","1","2","2","2","1","0","0","0","0","1","1","1","3","2","1","1","2","2","1","1","9","1","1","1","1","1","1","1","1","1","1","2","5","1"
"500890","4","1","2","28","1","2","1","27","237","6817","3","8","1","1","5","2","1","2","2","1","2","1","2","2","2","2","2","2","1","2","2","1","2","2","2","2","1","2","2","2","1","1","1","3","2","2","2","2","2","1","1","1","1","2","2","2","1","0","0","0","0","1","1","2","3","2","1","2","2","2","1","1","2","1","1","1","1","2","1","2","1","1","2","2","6","1"
"500890","5","1","1","25","1","2","1","27","237","3409","5","8","1","1","1","2","1","2","2","2","1","2","2","2","2","2","2","1","1","3","1","1","1","1","2","2","2","2","2","2","2","1","1","3","2","2","2","2","2","2","2","2","1","2","2","2","1","0","0","0","0","1","2","2","3","2","2","1","2","2","1","1","1","1","1","1","9","1","1","2","1","2","2","2","3","1"
"500933","1","1","2","27","2","2","1","26","238","3869","3","3","2","1","5","0","5","1","1","2","1","1","2","1","2","1","2","1","2","3","1","1","1","2","1","2","2","1","2","1","2","1","2","3","2","2","2","2","2","2","2","1","2","2","2","2","1","0","0","0","0","1","3","3","3","2","2","2","2","2","1","1","1","9","1","9","1","2","2","1","2","1","1","2","4","1"
"500933","2","1","2","34","1","2","1","26","238","6163","6","2","3","1","1","8","1","2","2","2","2","2","2","1","2","2","2","1","1","2","2","1","1","1","2","2","2","2","2","2","2","1","2","3","2","1","2","2","2","2","2","1","2","2","2","2","1","0","0","0","0","1","1","2","1","4","2","1","2","2","1","1","9","9","1","1","1","2","1","1","1","1","1","2","5","1"
"500933","4","1","1","51","1","2","1","26","238","3288","6","2","1","1","5","1","1","1","1","1","1","2","2","1","2","1","2","1","1","2","2","1","2","2","2","2","2","1","2","2","2","2","2","3","2","2","2","2","2","2","1","2","1","2","2","2","1","0","0","0","0","1","3","3","3","2","1","2","2","2","1","1","9","9","1","1","1","2","1","1","1","1","1","2","2","1"
"500933","5","1","7","45","2","2","1","26","238","10456","6","2","2","1","5","0","5","2","2","2","2","1","1","2","2","1","2","2","1","2","3","1","1","2","2","2","2","2","2","2","2","1","2","3","2","2","2","2","2","1","1","2","1","2","2","2","1","0","0","0","0","9","3","3","2","4","2","2","2","2","1","3","9","9","1","1","1","2","2","1","2","2","1","2","9","1"
"500953","1","1","1","47","1","2","1","27","239","3504","3","3","1","1","3","2","1","2","2","2","2","1","2","1","2","2","2","1","2","1","3","9","1","2","2","2","2","2","2","2","1","2","1","1","2","2","1","1","2","2","2","2","1","2","2","2","1","0","0","0","0","1","1","1","3","1","1","2","2","2","1","1","9","1","1","9","9","2","1","2","1","2","2","2","2","1"
"500953","2","1","2","53","2","2","1","27","239","1806","3","3","1","1","3","0","1","2","2","2","2","2","2","1","2","1","2","1","2","1","3","1","1","1","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","1","9","9","3","1","2","2","2","2","1","1","9","9","1","9","1","2","9","2","1","2","2","2","1","1"
"500953","3","1","1","60","2","2","1","27","239","3669","4","8","1","1","3","2","6","2","2","2","1","2","2","1","2","2","2","1","1","2","2","1","1","2","2","1","2","2","1","2","1","2","1","2","2","2","2","2","2","1","1","1","1","2","2","2","1","0","1","0","0","1","3","3","3","1","1","1","2","2","1","1","9","9","1","1","1","1","2","9","1","2","2","2","3","1"
"500953","4","1","2","36","2","2","1","27","239","3656","2","7","2","1","5","0","1","2","2","2","2","1","2","2","2","2","2","2","1","2","2","9","2","2","2","2","2","2","2","2","2","2","2","3","2","2","2","2","2","2","2","2","2","2","2","2","0","0","0","0","1","9","9","9","3","2","1","2","2","2","1","1","9","9","8","8","9","2","9","2","2","2","1","2","4","1"
